	predicate		predicand					
								
be	animal	be	chemotroph	# formal definition				
be	animal	be	heterotroph					
								
be	human	be	animal	# a member of the species homo sapiens				
be	humanoid	be	animal	"# a typically mythical being that resembles a human, addressed as ""he"" or ""she"""				
be	anthropomorphizable	be	animal	"# an animal that can be empathized with, addressed as ""he"" or ""she"""				
be	creature	be	animal	"# moves, but not subject to empathy, addressed as ""it"""				
be	coral	be	animal	# a sessile animal				
be	barnacle	be	animal	# a sessile animal				
								
be	amphibious	can	live-in-water					
be	amphibious	can	live-on-land					
								
be	oviparous	can	lay-eggs					
be	oviparous	be	creature					
be	viviparous	can	birthe					
be	viviparous	be	animate					
								
can	lay-soft-shell-egg	can	lay-eggs					
can	lay-hard-shell-egg	can	lay-eggs					
								
be	invertebrate	be	animal					
be	vertebrate	be	animate					
								
be	venomous	be	toxic					
be	venomous	has-part	venom					
be	venomous	has-part	fangs					
be	venomous	can	bite					
be	poisonous	be	toxic					
be	poisonous	can	not-be-eaten					
has-part	stinger	be	toxic					
has-part	stinger	can	sting	# note the order: papercuts can string, but they have no stinger				
								
be	male	be	animate					
be	female	be	animate					
								
be	nocturnal	be	animate					
be	diurnal	be	animate					
								
be	game-animal	can	live-on-land					
be	game-animal	be	vertebrate					
be	small-game-animal	be	game-animal					
be	big-game-animal	be	game-animal					
be	draft-animal	can	live-on-land					
be	draft-animal	can	be-domesticated					
be	guard-animal	can	be-domesticated					
be	guard-animal	can	eat-small-game-animal					
be	meat-producer	can	be-domesticated					
be	dairy-producer	can	be-domesticated					
be	dairy-producer	be	mammal					
be	wool-producer	can	be-domesticated					
be	wool-producer	be	mammal					
be	egg-producer	be	be-domesticated					
be	egg-producer	be	bird					
be	pest	be	creature					
be	pet	be	anthropomorphizable					
be	pet	can	be-domesticated					
								
be	carnivore	be	creature	# eats some kind of animal upon its death				
be	carnivore	can	eat-meat					
be	herbivore	be	creature	# eats some kind of plant				
be	herbivore	can	eat-plants					
be	omnivore	be	carnivore	# eats some kind of plant and animal				
be	omnivore	be	herbivore					
								
be	predator	be	carnivore	# eats some kind of animal by killing it				
be	predator	can	hunt					
be	scavenger	be	carnivore	# eats some kind of dead animal or refuse				
be	scavenger	can	search					
be	parasite	be	creature	# consumes some kind of animal in some way without killing it				
be	parasite	can	consume-animal					
								
can	consume-animal	can	bite					
								
can	drink-nectar	be	creature	# drinks nectar				
can	drink-blood	be	creature	# drinks blood				
can	drink-blood	can	bite					
can	drink-blood	can	consume-animal					
								
can	eat-grass	be	herbivore	# eats grass				
can	eat-seeds	be	herbivore	# eats seeds				
can	eat-carrots	be	herbivore	# eats carrots				
can	eat-berries	be	herbivore	# eats berries				
								
can	eat-refuse	be	scavenger	# eats refuse				
can	eat-carrion	be	scavenger	# eats carrion				
can	eat-detritus	be	scavenger	# drinks nectar				
								
can	eat-meat	can	consume-animal					
can	eat-insects	be	predator	# eats insects				
can	eat-fish	be	predator	# eats fish				
can	eat-snakes	be	predator	# eats snakes				
can	eat-small-game-animal	be	predator	# eats big game, like deer				
can	eat-big-game-animal	be	predator	# eats small game, like rabbits				
								
can	swim	be	creature	# not strictly aquatic, humans swim too				
can	float	be	creature					
can	burrow	be	creature					
can	slither	can	creep					
can	slither	can	crawl					
can	crawl	be	animate					
can	crawl	be	animate					
can	waddle	can	live-on-land					
can	waddle	be	animate					
can	walk	has-part	legs					
can	walk	can	live-on-land					
can	walk	be	animate					
can	jump	has-part	legs					
can	jump	can	live-on-land					
can	jump	be	animate					
can	glide	be	creature					
can	fly	be	creature					
can	fly	has-part	wings					
can	use-tools	can	hold					
can	scratch	has-part	claws	# note the order, cats scratch and lobsters pinch				
can	pinch	has-part	claws	# note the order, cats scratch and lobsters pinch				
can	see	has-part	eyes	"# note the order, insects have eyes and technically see but ""the insect sees"" is an odd statement because they do not perceive as we do"				
								
has-part	fins	can	swim					
has-part	fins	can	live-in-water					
has-part	flipper	can	swim					
has-part	flipper	can	live-in-water					
has-part	legs	be	animate					
has-part	horns	has-part	horn					
								
be	coral	be	sessile					
be	coral	can	live-in-water					
be	coral	be	invertebrate					
be	worm	can	burrow					
be	worm	can	crawl					
be	worm	can	creep					
be	worm	be	invertebrate					
be	worm	be	creature					
be	arthropod	has-part	legs					
be	arthropod	be	invertebrate					
be	arthropod	be	creature					
be	mollusk	be	invertebrate					
								
be	barnacle	be	sessile					
be	barnacle	be	mollusk					
be	barnacle	can	live-in-water					
be	mussel	can	live-in-water					
be	mussel	be	mollusk					
be	oyster	be	sessile					
be	oyster	can	live-in-water					
be	oyster	be	mollusk					
be	clam	be	sessile					
be	clam	can	live-in-water					
be	clam	be	mollusk					
be	slug	can	crawl					
be	slug	can	live-on-land					
be	slug	be	mollusk					
be	snail	can	crawl					
be	snail	can	live-on-land					
be	snail	be	mollusk					
be	cephalopod	can	see					
be	cephalopod	can	swim					
be	cephalopod	can	live-in-water					
be	cephalopod	has-part	tentacles					
be	cephalopod	has-part	ink					
be	cephalopod	be	mollusk					
be	squid	be	cephalopod					
be	octopus	can	use-tools					
be	octopus	be	cephalopod					
								
be	trilobite	be	ancient					
be	trilobite	can	live-in-water					
be	trilobite	be	arthropod					
be	millipede	can	crawl					
be	millipede	can	eat-detritus					
be	millipede	be	arthropod					
be	centipede	can	crawl					
be	centipede	can	eat-insects					
be	centipede	be	arthropod					
be	crustacean	can	crawl					
be	crustacean	can	live-in-water					
be	crustacean	be	arthropod					
be	chelicerate	can	crawl					
be	chelicerate	can	live-on-land					
be	chelicerate	be	arthropod					
be	insect	be	arthropod					
								
be	crab	be	crustacean					
be	krill	be	crustacean					
be	shrimp	be	crustacean					
be	prawn	be	crustacean					
be	crawdad	be	crustacean					
be	lobster	be	crustacean					
								
be	spider	be	venomous					
be	spider	can	crawl					
be	spider	can	bite					
be	spider	can	eat-insects					
be	spider	be	chelicerate					
be	scorpion	can	crawl					
be	scorpion	can	sting					
be	scorpion	can	pinch					
be	scorpion	be	chelicerate					
be	tick	can	crawl					
be	tick	can	drink-blood					
be	tick	be	parasite					
be	tick	be	chelicerate					
								
be	silverfish	can	crawl					
be	silverfish	can	live-on-land					
be	silverfish	can	eat-detritus					
be	silverfish	be	insect					
be	earwig	can	crawl					
be	earwig	can	live-on-land					
be	earwig	can	eat-detritus					
be	earwig	be	insect					
be	mayfly	can	fly					
be	mayfly	be	insect					
be	dragonfly	be	fast					
be	dragonfly	can	fly					
be	dragonfly	be	insect					
be	lacewing	can	fly					
be	lacewing	be	insect					
be	grasshopper	can	jump					
be	grasshopper	be	insect					
be	locust	can	fly					
be	locust	be	pest					
be	locust	be	insect					
be	cricket	can	jump					
be	cricket	can	sing					
be	cricket	can	chirp					
be	cricket	be	insect					
be	walking-stick	be	camoflaged					
be	walking-stick	can	crawl					
be	walking-stick	can	live-on-land					
be	walking-stick	be	insect					
be	cockroach	can	crawl					
be	cockroach	can	live-on-land					
be	cockroach	can	eat-refuse					
be	cockroach	can	eat-detritus					
be	cockroach	be	pest					
be	cockroach	be	insect					
be	termite	can	crawl					
be	termite	can	live-on-land					
be	termite	can	eat-wood					
be	termite	be	colonial					
be	termite	be	insect					
be	bug	can	crawl					
be	bug	can	live-on-land					
be	bug	be	insect					
be	lacewing	can	fly					
be	lacewing	be	insect					
be	flea	can	jump					
be	flea	can	drink-blood					
be	flea	be	parasite					
be	flea	be	insect					
be	beetle	can	crawl					
be	beetle	can	live-on-land					
be	beetle	be	insect					
be	fly	can	fly					
be	fly	can	eat-carrion					
be	fly	can	eat-refuse					
be	fly	be	pest					
be	fly	be	insect					
be	fly	can	buzz					
be	mosquito	can	fly					
be	mosquito	can	drink-blood					
be	mosquito	be	parasite					
be	mosquito	be	pest					
be	mosquito	be	insect					
be	mosquito	can	buzz					
be	butterfly	can	fly					
be	butterfly	be	colorful					
be	butterfly	be	insect					
be	moth	can	fly					
be	moth	be	insect					
be	wasp	can	fly					
be	wasp	can	sting					
be	wasp	be	colonial					
be	wasp	be	insect					
be	wasp	can	buzz					
be	bee	can	fly					
be	bee	can	sting					
be	bee	be	colonial					
be	bee	can	drink-nectar					
be	bee	be	insect					
be	bee	can	buzz					
be	ant	can	crawl					
be	ant	can	live-on-land					
be	ant	be	colonial					
be	ant	be	insect					
								
be	fish	be	edible					
be	fish	can	lay-soft-shell-egg					
be	fish	can	live-in-water					
be	fish	can	swim					
be	fish	has-part	fins					
be	fish	be	vertebrate					
be	amphibian	can	see					
be	amphibian	can	live-on-land					
be	amphibian	can	live-in-water					
be	amphibian	be	vertebrate					
be	reptile	can	lay-hard-shell-egg					
be	reptile	can	see					
be	reptile	can	smell					
be	reptile	be	vertebrate					
be	bird	can	lay-hard-shell-egg					
be	bird	can	see					
be	bird	can	hear					
be	bird	can	sleep					
be	bird	has-part	wings					
be	bird	be	vertebrate					
be	mammal	can	see					
be	mammal	can	hear					
be	mammal	can	smell					
be	mammal	can	sleep					
be	mammal	be	vertebrate					
								
be	fresh-water-fish	be	fish					
be	salt-water-fish	be	fish					
be	shark	be	salt-water-fish					
be	shark	can	eat-fish					
be	shark	can	eat-humans					
be	shark	be	predator					
								
be	toad	can	live-on-land					
be	toad	has-part	legs					
be	toad	can	jump					
be	toad	be	amphibian					
be	toad	can	sing					
be	toad	can	croak					
be	toad	can	ribbit					
be	frog	can	affiliate-with-fresh-water					
be	frog	has-part	legs					
be	frog	can	jump					
be	frog	be	amphibian					
be	frog	can	sing					
be	frog	can	croak					
be	frog	can	ribbit					
be	dart frog	be	poisonous					
be	dart frog	be	frog					
be	salamander	can	crawl					
be	salamander	has-part	legs					
be	salamander	be	amphibian					
be	caecillian	can	slither					
be	caecillian	be	amphibian					
								
be	lizard	can	affiliate-with-desert					
be	lizard	can	affiliate-with-jungle					
be	lizard	can	live-on-land					
be	lizard	can	crawl					
be	lizard	can	climb					
be	lizard	can	live-on-land					
be	lizard	has-part	legs					
be	lizard	be	reptile					
be	chameleon	can	affiliate-with-forest					
be	chameleon	be	camoflaged					
be	chameleon	can	live-on-land					
be	chameleon	can	crawl					
be	chameleon	can	climb					
be	chameleon	has-part	legs					
be	chameleon	be	reptile					
be	turtle	can	live-in-water					
be	turtle	has-part	shell					
be	turtle	can	crawl					
be	turtle	can	swim					
be	turtle	has-part	legs					
be	turtle	be	reptile					
be	tortoise	can	live-on-land					
be	tortoise	has-part	armor					
be	tortoise	can	crawl					
be	tortoise	can	live-on-land					
be	tortoise	has-part	legs					
be	tortoise	be	reptile					
be	alligator	can	affiliate-with-fresh-water					
be	alligator	can	eat-big-game-animal					
be	alligator	can	eat-humans					
be	alligator	can	swim					
be	alligator	can	walk					
be	alligator	can	live-in-water					
be	alligator	be	"reptile	"					
be	crocodile	can	affiliate-with-fresh-water					
be	crocodile	can	eat-big-game-animal					
be	crocodile	can	eat-humans					
be	crocodile	can	swim					
be	crocodile	can	walk					
be	crocodile	can	live-in-water					
be	crocodile	be	reptile					
be	snake	can	live-on-land					
be	snake	can	slither					
be	snake	be	venomous					
be	snake	can	eat-small-game-animal					
be	snake	can	hiss					
be	snake	can	rattle					
								
be	ostrich	can	affiliate-with-savanna					
be	ostrich	can	walk					
be	ostrich	be	bird					
be	emu	can	walk					
be	emu	be	bird					
be	moa	can	walk					
be	moa	be	bird					
be	landfowl	can	walk					
be	landfowl	be	bird					
be	waterfowl	can	affiliate-with-fresh-water					
be	waterfowl	can	swim					
be	waterfowl	can	paddle					
be	waterfowl	can	float					
be	waterfowl	can	fly					
be	waterfowl	can	waddle					
be	waterfowl	be	bird					
be	neoavian	can	fly					
be	neoavian	be	bird					
be	bird-of-prey	can	eat-small-game-animal					
be	bird-of-prey	can	fly					
be	bird-of-prey	be	neoavian					
be	bird-of-prey	be	screech					
be	songbird	can	sing					
be	songbird	can	chirp					
be	songbird	be	neoavian					
								
								
be	chicken	can	eat-seeds					
be	chicken	be	edible					
be	chicken	be	egg-producer					
be	chicken	be	landfowl					
be	chicken	can	cluck					
be	chicken	can	crow					
be	turkey	be	landfowl					
be	turkey	be	edible					
be	turkey	be	game-animal					
be	turkey	be	gobble					
be	quail	be	landfowl					
be	quail	be	game-animal					
be	goose	be	waterfowl					
be	goose	be	edible					
be	goose	be	egg-producer					
be	goose	be	game-animal					
be	duck	be	waterfowl					
be	duck	be	edible					
be	duck	be	game-animal					
be	duck	be	quack					
be	swan	be	waterfowl					
be	penguin	can	affiliate-with-polar-desert					
be	penguin	can	swim					
be	penguin	be	cold-tolerant	# I know it's not technically the case, it's just easier this way				
be	penguin	be	waterfowl					
								
be	pigeon	can	affiliate-with-city					
be	pigeon	can	eat-refuse					
be	pigeon	be	neoavian					
be	pigeon	be	game-animal					
be	dove	be	neoavian					
be	hummingbird	can	affiliate-with-forest					
be	hummingbird	can	drink-nectar					
be	hummingbird	be	neoavian					
be	crane	be	neoavian					
be	heron	be	neoavian					
be	stork	can	eat-fish					
be	stork	be	neoavian					
be	pelican	can	affiliate-with-salt-water					
be	pelican	can	eat-fish					
be	pelican	be	neoavian					
be	albatross	can	affiliate-with-salt-water					
be	albatross	be	neoavian					
be	crow	be	neoavian					
be	raven	be	neoavian					
be	blackbird	be	neoavian					
be	seagull	can	affiliate-with-salt-water					
be	seagull	be	neoavian					
be	peacock	be	colorful					
be	peacock	be	neoavian					
be	parrot	be	colorful					
be	parrot	be	neoavian					
be	flamingo	be	colorful					
be	flamingo	be	neoavian					
be	owl	can	eat-small-game-animal					
be	owl	be	nocturnal					
be	owl	be	neoavian					
be	vulture	can	eat-refuse					
be	vulture	can	eat-carrion					
be	vulture	be	neoavian					
be	kingfisher	can	eat-fish					
be	kingfisher	be	neoavian					
be	hawk	be	bird-of-prey					
be	hawk	be	neoavian					
be	osprey	be	bird-of-prey					
be	osprey	can	eat-birds					
be	osprey	be	neoavian					
be	falcon	be	bird-of-prey					
be	falcon	can	eat-bird					
be	falcon	be	neoavian					
be	eagle	be	bird-of-prey					
be	eagle	be	neoavian					
								
be	sparrow	be	songbird					
be	robbin	be	songbird					
be	cardinal	be	songbird					
be	bluejay	be	songbird					
be	starling	be	songbird					
be	finch	be	songbird					
be	wren	be	songbird					
								
be	monotreme	can	lay-hard-shell-egg					
be	monotreme	be	mammal					
be	marsupial	be	mammal					
be	placental	be	mammal					
								
be	rodent	can	scurry					
be	rodent	be	small-game-animal					
be	rodent	be	placental					
be	shrew	can	scurry					
be	shrew	be	venomous					
be	shrew	can	eat-insects					
be	shrew	be	placental					
be	hedgehog	can	scurry					
be	hedgehog	be	placental					
be	hedgehog	can	eat-insects					
be	bat	can	affiliate-with-jungle					
be	bat	can	affiliate-with-cave					
be	bat	can	fly					
be	bat	be	nocturnal					
be	bat	can	eat-insects					
be	bat	can	eat-fruit					
be	bat	can	drink-blood					
be	bat	be	placental					
be	bat	can	screech					
be	armadillo	can	affiliate-with-grassland					
be	armadillo	can	scurry					
be	armadillo	has-part	shell					
be	armadillo	be	placental					
be	rabbit	can	affiliate-with-grassland					
be	rabbit	can	affiliate-with-forest					
be	rabbit	can	jump					
be	rabbit	can	eat-carrots					
be	rabbit	be	small-game-animal					
be	rabbit	be	placental					
be	elephant	can	affiliate-with-savanna					
be	elephant	can	eat-grass					
be	elephant	be	placental					
be	elephant	be	be-heard					
be	dolphin	can	affiliate-with-salt-water					
be	dolphin	can	swim					
be	dolphin	can	eat-fish					
be	dolphin	has-part	fins					
be	dolphin	be	self-aware					
be	dolphin	can	live-in-water					
be	dolphin	be	anthropomorphizable					
be	dolphin	be	placental					
be	whale	can	affiliate-with-salt-water					
be	whale	can	live-in-water					
be	whale	has-part	fins					
be	whale	can	swim					
be	carnivoran	be	carnivore					
be	carnivoran	be	placental					
be	ungulate	can	walk					
be	ungulate	can	eat-grass					
be	ungulate	has-part	hoof					
be	ungulate	be	placental					
be	primate	be	relatable	# not strictly anthropomorphizable, to be anthropomorphizable requires being nonhuman, and humans are primates				
be	primate	can	live-on-land	# not strictly arboreal, humans are not arboreal				
be	primate	be	placental					
be	primate	can	scream					
								
be	mouse	be	rodent					
be	rat	be	rodent					
be	rat	can	eat-refuse					
be	rat	be	pest					
be	squirrel	be	rodent					
be	squirrel	can	affiliate-with-forest					
								
be	seal	can	live-in-water					
be	seal	can	eat-fish					
be	seal	can	swim					
be	seal	be	carnivoran					
be	walrus	can	live-in-water					
be	walrus	be	cold-tolerant					
be	walrus	can	swim					
be	walrus	can	eat-fish					
be	walrus	be	carnivoran					
be	raccoon	can	eat-refuse					
be	raccoon	be	pest					
be	raccoon	can	scurry					
be	raccoon	be	carnivoran					
be	wolverine	can	eat-small-game-animal					
be	wolverine	can	walk					
be	wolverine	can	run					
be	wolverine	be	carnivoran					
be	bear	be	omnivore					
be	bear	can	eat-small-game-animal					
be	bear	can	eat-fish					
be	bear	can	eat-berries					
be	bear	can	eat-humans					
be	bear	can	walk					
be	bear	can	run					
be	bear	be	carnivoran					
be	bear	can	roar					
be	canine	be	carnivoran					
be	canine	be	predator					
be	canine	can	walk					
be	canine	can	run					
be	canine	has-part	fur					
be	canine	can	bark					
be	canine	can	growl					
be	cat	be	carnivoran					
be	cat	be	predator					
be	cat	can	walk					
be	cat	can	run					
be	cat	can	jump					
be	cat	can	scratch					
be	canine	can	growl					
