dictionary	vortaro
crimean tatar	[[Krime-tatara]] [[lingvo]]
crimean tatar	Krime-tatara
reachable	atingebla
banjoist	banĝisto
per capita	pokapa
beekeeping	abelkulturo
unbelieving	nekredema
bloodstain	sangomakulo
something or other	io aŭ alio
unpublished	neeldonita
vampiress	vampirino
sumatran	sumatrano
sumatran	sumatranino
demoralize	demoralizi
blue cheese	blua fromaĝo
mjollnir	Mjolniro
leninism	leninismo
pilaf	pilafo
squirrellike	sciura
squirrellike	sciure
ducklike	anasa
ducklike	anase
brazilian jiu-jitsu	brazila ĵuĵicuo
uninterruptedly	seninterrompe
torturous	turmenta
pharisee	fariseo
phonologist	fonologisto
physiologist	fiziologo
monkeylike	simia
monkeylike	simie
swanlike	cigna
swanlike	cigne
mechanical pencil	mekanika krajono
froglike	rana
froglike	rane
instructress	instruistino
haematologist	hematologo
belles-lettres	beletro
belles-lettres	beletristiko
q.e.d.	KEP
triangularly	triangule
unobtainable	neakirebla
recognizably	rekoneble
ontarian	ontariano
ontarian	ontarianino
bighearted	grandkora
skald	skaldo
cluttering	taĥilalio
gravitational wave	gravitada ondo
quebecer	kebekano
quebecer	kebekanino
cerberus	Cerbero
boules	globludo
boules	petanko
dogcatcher	hundokaptisto
dreamland	revolando
complicatedness	malsimpleco
complicatedness	komplikeco
connectedness	konekteco
businessperson	aferisto
eastern europe	Orienta Eŭropo
unrecognizable	nerekonebla
self-confident	memcerta
cicerone	ĉiĉerono
the die is cast	la sorto estas ĵetita
the die is cast	la ĵetkubo estas ĵetita
paranoid schizophrenia	paranoja skizofrenio
boarding house	loĝantejo
boarding house	pensiono
bobolink	dolikonikso
bushmaster	muta sonserpento
bushmaster	surukukuo
hypochondriasis	hipoĥondrio
undemocratic	nedemokrata
skirting board	plankoplinto
parapsychology	parapsiĥologio
parapsychology	parapsikologio
energetically	energie
explosively	eksplode
ivo	Ivo
unforgiving	senpardona
unforgivable	nepardonebla
-osis	-ozo
empty-headed	ventanima
groschen	groŝo
couch grass	kviko
mandola	mandolo
prince charming	ĉarma princo
printable	presebla
printable	printebla
matchbox	alumetskatolo
matchbox	alumetujo
greater antilles	Grandaj Antiloj
lesser antilles	Malgrandaj Antiloj
ebonite	ebonito
long ago	antaŭlonge
watercolourist	akvarelisto
seychellois	sejŝelano
seychellois	sejŝelanino
teuton	teŭtono
teuton	teŭtonino
tabitha	Tabita
gobelin	gobelino
connemara	Konemaro
sugar-loaf	sukerbulko
neurobiology	neŭrobiologio
haulm	tigo
all roads lead to rome	ĉiuj vojoj kondukas al Romo
wine glass	vinglaso
wine bottle	vinbotelo
come back	reveni
sweet dreams	sonĝu bele
sweet dreams	faru belajn sonĝojn
tarawa	Taravo
give off	emisii
fuckability	fikebleco
fuckability	fikindeco
supreme leader	supera gvidanto
enthronement	surtronigo
osaka	Osako
winnie	Ŭinĉjo
winnie	Ŭinjo
central bank	centra banko
license plate	numerplato
antecedently	antaŭe
goodheartedness	bonkoreco
grandfatherly	ava
grandniece	pranevino
groomsman	fianĉamiko
disadvantageously	malavantaĝe
fangirl	zelotino
sex act	malĉastaĵo
alcoholometry	alkoholmetrio
alkali metal	alkala metalo
dwarf galaxy	nana galaksio
jackhammer	pneŭmata martelo
sou'wester	ŝtormoĉapelo
fatalistically	fatalisma
fatalistic	fatalisma
saiga	altnaza antilopo
festively	feste
frivolously	malserioze
bananaquit	cerebedoj
pardonable	pardonebla
fluency	flueco
disloyalty	malfidelo
amylose	amilozo
as far as one knows	[[laŭ]] [[mia]] [[scio]]
virgin islands	Virgulinsuloj
virgin islander	virgulinsulano
catch a cold	malvarmumi
land mine	tera mino
grand piano	pianego
muesli	muslio
belvedere	belvedero
go bankrupt	bankroti
language barrier	lingva baro
cistercian	cisterciano
shangri-la	Ŝangrilao
peachick	pavido
peachick	pavidino
gummy bear	gumursoj
gummy bear	gumursetoj
sheet metal	lado
unscientific	nescienca
republic of korea	Korea Respubliko
democratic people's republic of korea	Korea Demokratia Popola Respubliko
valencian	valenciano
valencian	valencianino
near east	Proksimoriento 
near east	Proksima Oriento 
shiraz	Ŝirazo
star of david	Stelo de Davido
full name	plena nomo
invisible pink unicorn	nevidebla rozkolora unukornulo
flying spaghetti monster	Fluganta Spageta Monstro
flying spaghetti monster	Fluganta Spagetmonstro
russian roulette	rusa ruleto
reviewer	recenzisto
luciferase	luciferazo
slumber party	piĵamo-balo
muteness	muteco
state of affairs	aferstato
state of affairs	stato de aferoj
metaphysician	metafisikisko
unsuccessfully	sensukcese
riverboat	enlanda ŝipo
haematology	hematologio
ministration	ministerio
exchange rate	kurzo
ambassadress	ambasadorino
ambassadress	ambasadoro
ambassadress	ambasadoredzino
ambassadress	ambasadorinedzino
computed tomography	komputila tomografio
water cycle	ciklo de akvo
felt-tip pen	feltkrajono
costing	kostkalkulo
costing	kostotakso
forgivable	pardonebla
chernobyl	Ĉernobilo
united states virgin islands	Usonaj Virgulinsuloj
formalize	formi
formalize	formaligi
fortune-telling	aŭgurado
heroically	heroe
ground floor	partero
ground floor	teretaĝo
first floor	partero
first floor	teretaĝo
claus	Niĉjo
pass off	akceptigi
genevan	ĝenevano
genevan	ĝenevanino
headphone	kapaŭskultilo
sylvester	Silvestro
ottawan	otavano
ottawan	otavanino
base pair	bazoparo
calamite	kalamito
pinocchio	Pinokjo
whalebone	balenosto
turkish delight	lukumo
otolaryngology	otorinolaringologio
otolaryngology	orel-naz-gorĝa medicino
go back	reveturi
go back	reiri
definable	difinebla
hematite	hematito
inaudibly	neaŭdeble
alaskan	alaska
alaskan	alaskano
zetetic	zetetika
nonexistence	neekzistado
wall clock	murhorloĝo
frolicsome	petola
nightstand	noktotablo
drunkenly	ebrie
reap what one sows	kiu semas venton, rikoltas fulmotendron
comfort woman	komfortulino
mass medium	amasinformilo
mass medium	amaskomunikilo
thank goodness	dank' al Dio
hardcover	rigidkovrila
hatefully	malame
hospitably	gastame
humanly	home
hungrily	malsate
readjust	reĝustigi
supervillain	supermalaculo
supervillain	superkrimulo
opportunism	oportunismo
self-sacrifice	memofero
death penalty	mortpuno
crystal ball	kristalglobo
straw hat	pajlĉapelo
indescribably	nepriskribeble
inexplicably	neklarigeble
inhumanly	nehome
pilferer	ŝteletinto
clouded leopard	nubleopardo
laser printer	lasera printilo
laser printer	lasera presilo
global cooling	tutmonda malvarmiĝo
industrial espionage	industria spionado
face cloth	vizaĝtuko
overabundant	troabunda
black forest	Nigra Arbaro
unceasingly	senĉese
tap water	entuba akvo
degradable	degradebla
obviousness	evidenteco
eloise	Eloiza
raster graphics	rastruma bildo
samogitian	ĵemajtia
samogitian	[[ĵemajtia]] [[lingvo]]
self-respect	memrespekto
dizzying	kapturniga
war hammer	militmartelo
relinquishment	abandono
piously	pie
aerostatic	aerostata
rhodian	rodisano
rhodian	rodisanino
iberian peninsula	Iberio
playlist	ludlisto
archimedean	arĥimeda
archimedean	arkimeda
metrics	metriko
didactics	didaktiko
plainsong	plejnkanto
zen	zena
total order	tuteca ordo
electrochemistry	elektroĥemio
electrochemistry	elektrokemio
body of work	verkaro
ignorance is bliss	senscio estas beato
bare-breasted	nudmama
volcanism	vulkanismo
veronica	Veronika
telephonic	telefona
fool's mate	stultula mato
henbane	hiskiamo
at first blush	unuavide
thievish	ŝtelema
disarmament	malarmado
bonaire	Bonero
internet	Interreto
internet	reto
internet	interreta
wikipedia	vikipedio
dubai	Dubajo
osmoregulation	osmoregado
surface area	surfaca areo
barbican	barbakano
woodwind instrument	ligna blovinstrumento
black forest gâteau	nigrarbara kuko
papermaker	paperfaristo
brain stem	cerba trunko
cowshed	bovejo
neglectful	neglektema
rib cage	torako
maintop	ĉefmasto
from cover to cover	tralegi
from cover to cover	trae
programmatically	programe
moloch	Moloĥo
pascal's wager	Paskala veto
all rights reserved	ĉiuj rajtoj rezervitaj
stringed instrument	kordinstrumento
by means of	pere de
in order to	por
worker bee	laborabelo
civil partnership	registrita partnereco
unfaithfulness	malfidelo
on account of	pro
alcazar	alkazaro
animal kingdom	besta regno
self-love	memamo
self-love	sinamo
lip balm	lipobalzamo
pleasantness	agrableco
pleasantness	agrablaĵo
temptingly	tente
towelette	viŝileto
participatory	partoprena
guelph	Gelfo
ghibelline	Gibelino
militarize	pormilitigi
tranquilly	trankvile
caribbean sea	Kariba Maro
screw you	fek al vi
hewer	ŝtonhakisto
highlands	altaĵaro
honeyed	miela
here you are	jen
black cat	nigra kato
give back	redoni
unperson	malpersono
moravia	Moravio
marseillais	marsejlano
tamandua	tamanduo
dolphinarium	delfenario
dolphinarium	delfinario
headwaiter	ĉefkelnero
dictionaric	vortara
honourably	honore
monarchism	monarĥismo
monarchism	monarkismo
horned owl	gufo
many-sided	multangula
many-sided	plurlatera
calf bone	fibulo
master's degree	magistro
matriarchal	matriarĥa
matriarchal	matriarka
medium-sized	mezgranda
agrimony	agrimonio
primary key	ĉefŝlosilo
capital city	ĉefurbo
mineralogist	mineralogo
balthazar	Belŝacaro
ill humor	spleno
impalement	palisumo
kazan	Kazano
in front	antaŭe
cayenne	Kajeno
slideshow	prezentaĵo
blood plasma	sangoplasmo
harvestman	opilio
drinking water	trinkakvo
do it yourself	memfarado
downbeat	ĉefpulso
ragdoll	ragdola kato
turkish angora	angora kato
in practice	praktike
epenthetic	epenteza
javelin throw	lancoĵeto
discus throw	diskoĵetado
geochemist	geoĥemiisto
geochemist	geokemiisto
at first glance	unuavide
garbage can	rubujo
roman catholicism	romkatolikismo
terraforming	teroformigo
trinomial	trinoma
trinomial	trinomo
neverland	neniamlando
rise up	leviĝi
palpebral	palpebra
ichthyosaur	iĥtiosaŭro
ichthyosaur	iktiosaŭro
language family	lingvaro
language family	lingva familio
foodie	frandisto
west frisian	okcidentfrisa lingvo
transnistria	Ĉednestrio
transnistria	Transdnestrio
transnistria	Transnistrio
bare-butt	nudpuga
there be	esti
seaquake	submara tertremo
intergovernmental	interregistara
at this moment in time	ĉimomente
just in case	divenprove
better late than never	pli bone malfrue ol neniam
disillusioned	seniluziigata
disillusioned	elrevigita
ulric	Udalriko
norwegian sea	Norvega Maro
gastric acid	stomaksuko
workers of the world, unite	proletoj de ĉiuj landoj, unuiĝu
pressure cooker	premmarmito
speciesism	speciismo
anti-fascism	kontraŭfaŝismo
anti-fascism	antifaŝismo
libertarianism	libertarianismo
shamanism	ŝamanismo
wahhabism	vahabismo
spiritism	spiritismo
waterless	senakva
slavonia	Slavonio
mobbing	ĉikanado
ash tree	frakseno
hand grenade	mangrenado
garlic press	ajlopremilo
toolset	ilaro
pearl necklace	perlokoliero
not yet	ankoraŭ ne
symbiogenesis	simbiogenezo
soap bubble	sapveziko
nonviolence	neperforto
abelian group	abela grupo
abelian group	komuta grupo
paper mill	paperfarejo
paper mill	papermuelejo
it never rains but it pours	malfeliĉo malofte venas sole
repdigit	repdigito
winter storm	vintroŝtormo
so much	tiamaniere
pantograph	pantografo
glover	gantisto
glover	gantfaristo
autotelic	aŭtotela
letter of credit	akreditivo
appalachian	Apalaĉa
hello world	Saluton, Mondo
fishing rod	fiŝvergo
nintendo	Nintendo
sea star	marstelo
anarcho-capitalism	anarki-kapitalismo
anarcho-capitalism	anarkikapitalismo
spare the rod and spoil the child	amo kaj puno loĝas komune
song of songs	Alta Kanto de Salomono
proto-slavic	praslava lingvo
proto-slavic	praslava
starting point	elirpunkto
neoliberalism	novliberalismo
so that	por ke
so that	 tiel ke
traffic sign	trafiksigno
road sign	vojsigno
circular letter	cirkulero
criminalist	kriminalisto
stand up against	kontraŭstari
aeneid	Eneado
lingonberry	ruĝa vakcinio
zoolatry	zoolatrio
salafism	salafismo
bus station	busstacio
bulletproof vest	kuglorezista veŝto
live by the sword, die by the sword	kiu glavon prenas, per glavo pereos
respiratory system	spira sistemo
spell checker	literumilo
minor planet	planedeto
sex worker	sekslaboristo
sex worker	amoristo
sex worker	amoristino
-in-law	bo-
wiktionary:votes/2007-10/lemma entries/words	vortoj
little boy	knabeto
sabre-toothed tiger	smilodonto
irregular galaxy	malregula galaksio
she-goat	kaprino
air travel	aerveturado
gender-neutral	genroneŭtrala
screw thread	ŝraŭbkanelo
neopaganism	novpaganismo
arizonan	arizona
lose face	perdi la vizaĝon
magnetic stirrer	magneta agitilo
stir bar	agitilo
berlin wall	Berlina muro
god bless you	Dio benu vin
god bless you	sanon
nominalization	substantivigo
press conference	gazetara konferenco
press conference	gazetarkonferenco
archimedean spiral	arĥimeda spiralo
archimedean spiral	arkimeda spiralo
ladies and gentlemen	gesinjoroj
pansexual	ĉiuseksema
pansexual	ajnseksema
tumefy	ŝveligi 
rowanberry	Sorpujbero
clergyperson	pastro
mineral water	mineralakvo
disneyland	Diznejlando
northern europe	Nord-Eŭropo
spankee	pugfrapadato
spankee	pugfrapadatino
mass murder	amasmurdo
luciferin	luciferino
pentahedron	kvinedro
coal tit	nigra paruo
wolffish	lupfiŝo
repurpose	aliuzi
repurpose	reutiligi
repurpose	aliutiligi
constitutional monarchy	konstitucia monarkio
see you	ĝis
fivesome	kvinopo
coast	marbordo
on your mark, get set, go	en loko, pretu, iru!
twelfty	cent dudek
saddlecloth	ĉabrako
lenticular galaxy	lensosimila galaksio
she-	-ino
nonprofessional	amatora
jingle bell	tintilo
table salt	tabla salo
cowboy hat	vakera ĉapelo
to tell the truth	verdire
timeslot	tempo-bloko
have fun	amuziĝi
screwup	fuŝo
screwup	fuŝulo
screwup	fuŝisto
koumiss	kumiso
gideon	Gideon
paletot	palto
hundred thousand	cent mil
cooking pot	kuirpoto
pansexuality	ĉiuseksemo
pansexuality	ajnseksemo
dianetics	dianetiko
fall over	fali
erogenous zone	erotogena zono
greek orthodox church	Greke Ortodoksa Eklesio
all day	tuttage
all night	tutnokte
count down	dekalkuli
in my opinion	miaopinie
galway bay	Galiva golfo
galway bay	golfo de Galivo
anthropological	antropologia
take advantage of	ekspluati
rely on	fidi
ascesis	asketismo
flush toilet	klozeto
flush toilet	necesejo
rechew	remaĉi
united kingdom of great britain and northern ireland	Unuiĝinta Reĝlando de Granda Britio kaj Nord-Irlando
hussite	husano
hussite	husanino
make known	konigi
thick as a brick	malsaĝa kiel ŝtipo
sly as a fox	ruza kiel vulpo
shoeless	senŝua
soy milk	sojlakto
vowel harmony	vokala harmonio
putin	Putin
putin	Putino
internationale	La Internacio
gay pride	gejfiero
gay pride	gejfiereco
mexican hairless	meksika nuda hundo
mexican hairless	ŝoloickvintlo
leiden	Lejdeno
punisher	punanto
punisher	punisto
mandarin duck	mandarenanaso
black alder	nigra alno
black alder	glueca alno
arm wrestling	pojnduelo
so be it	estu ĝi
giant panda	granda pando
common redstart	ĝardenruĝvostulo
morepork	ruruo
scythian	Skito
scythian	Skita
chukchi	ĉukĉano
chukchi	ĉukĉa
colosseum	Koloseo
hole punch	truilo
letter of the law	litero de leĝo
plz	bv.
aluminium oxide	aluminia oksido
satrapy	satrapio
police dog	[[polica]] [[hundo]]
police dog	polichundo
guard dog	gardhundo
prie-dieu	preĝbenko
disunity	malunueco
chess master	ŝakmajstro
spiral galaxy	spirala galaksio
cardinal point	kompasdirektoj
cardinal point	ĉefpunkto geografia
angular momentum	angula movokvanto
here and there	dise
leaning tower of pisa	oblikva turo de Pizo
labor market	labormerkato
manchuria	Manĉurio
manchuria	Manĉurujo
love song	amkanto
spaghetti western	itala vakera filmo
central heating	centra hejtado
take hostage	ostaĝigi
unprovable	nepruvebla
königsberg	Kenigsbergo
my pleasure	nedankinde
blind man's buff	blindludo
brumaire	brumero
frimaire	frimero
nivôse	nivozo
pluviôse	pluviozo
ventôse	ventozo
germinal	ĝerminalo
floréal	florealo
prairial	prerialo
messidor	mesidoro
thermidor	termidoro
fructidor	fruktidoro
vendémiaire	vendemiero
vendémiaire	vendimiero
airstream	aerfluo
ascension	ĉieliro
make a mistake	erari
high treason	altperfido
high treason	ŝtatperfido
foreign country	eksterlando alilando
wall socket	kontaktingo
-ics	-iko
-ics	-scienco
set square	angulilo
moravian	moraviano
moravian	moravianino
grenade launcher	grenadĵetilo
whisperingly	flustre
ethnographer	etnografo
gibraltarian	ĝibraltarano
gibraltarian	ĝibraltaranino
common kestrel	turfalko
common kestrel	kestrelo
zettabyte	zetabajto
zettabyte	zetabitoko
cryovolcano	glacia vulkano
transrealism	transrealismo
cisgender	cisgenra
cisgender	cisgenrulo
feel like	emi
bottle cap	botelfermilo
set free	liberigi
andrologist	andrologo
gps receiver	birilo
planetary nebula	planeduma nebulozo
aphthous ulcer	afto
captain obvious	Kapitano Evidenta
civilise	civilizi
money talks	mono parolas
asexual reproduction	neseksa reproduktiĝo
silence is golden	parolo estas arĝento, oron similas silento
neuropsychiatry	neŭropsikiatrio
grammatical mood	modo
canine tooth	kanino
main course	ĉefmanĝo
valentina	Valentena
antifascist	kontraŭfaŝisma
antifascist	kontraŭfaŝisto
great auk	granda aŭko
amusedly	amuzeme
step by step	paŝon post paŝo
pandora	Pandoro
anglicanism	anglikanismo
pristina	Priŝtino
germanness	germaneco
czechness	ĉeĥeco
riding crop	vipeto
disjoin	disigi
disjoin	apartigi
disjoin	disligi
encyclopedist	enciklopediisto
patagonia	Patagonio
diesel engine	dizelmotoro
baptismal font	baptujo
briticism	anglismo
telencephalon	telencefalo
cry out	ekkrii
mona lisa	Ĝokonda
subaquatic	subakva
catgirl	katulino
naphthol	naftolo
nanny goat	kaprino
compact fluorescent lamp	kompakta fluoreska lampo
mannose	manozo
unerase	malviŝi
epopee	epopeo
his imperial majesty	Lia Imperia Moŝto
methodism	metodismo
flip chart	papertabulo
soviet	sovetiano
soviet	soveta
soviet	sovetia
bring back	rekonduki
bring back	reporti
once again	ankoraŭ unufoje
once again	ankoraŭfoje
once again	ree
once again	reen
cephalic	testa
flanged	flanĝita
eurasian black vulture	monaĥvulturo
sloth bear	longlipa urso
mesopotamian	mezopotamo
mesopotamian	mezopotamino
black swan	nigra cigno
arabian sea	Araba Maro
godzilla	Godzilo
harpy eagle	Amerika harpio
brassica oleracea	ĝardenbrasiko
at night	nokte
ahasuerus	Aĥaŝveroŝ
baldacchin	baldakeno
paraldehyde	paraldehido
destructive criticism	kritikaĉo
machine learning	maŝina lernado
papuan	papuo
papuan	papuino
