determiner 	 you 	 22484400
verb 	 you 	 22484400
pronoun 	 you 	 22484400
interjection 	 aye 	 19975318
noun 	 i 	 19975318
pronoun 	 i 	 19975318
preposition 	 the 	 17594291
adverb 	 the 	 17594291
noun 	 to 	 13200962
preposition 	 to 	 13200962
adverb 	 too 	 13200962
particle 	 to 	 13200962
preposition 	 a 	 11230036
numeral 	 a 	 11230036
noun 	 a 	 11230036
pronoun 	 a 	 11230036
particle 	 a 	 11230036
verb 	 a 	 11230036
adverb 	 a 	 11230036
adjective 	 a 	 11230036
adjective 	 it 	 10556589
determiner 	 it 	 10556589
noun 	 it 	 10556589
pronoun 	 it 	 10556589
verb 	 and 	 8092405
conjunction 	 and 	 8092405
noun 	 and 	 8092405
noun 	 that 	 7789269
pronoun 	 that 	 7789269
conjunction 	 that 	 7789269
adverb 	 that 	 7789269
determiner 	 that 	 7789269
noun 	 of 	 6839325
preposition 	 of 	 6839325
verb 	 of 	 6839325
noun 	 i 	 5713829
noun 	 i 	 5713829
verb 	 is 	 5713829
preposition 	 in 	 5649786
noun 	 in 	 5649786
adverb 	 in 	 5649786
verb 	 in 	 5649786
adjective 	 in 	 5649786
determiner 	 we 	 5206831
pronoun 	 we 	 5206831
determiner 	 me 	 5075554
noun 	 me 	 5075554
pronoun 	 me 	 5075554
noun 	 this 	 4419586
pronoun 	 this 	 4419586
interjection 	 this 	 4419586
adverb 	 this 	 4419586
determiner 	 this 	 4419586
noun 	 he 	 4295049
pronoun 	 he 	 4295049
interjection 	 he 	 4295049
phrase 	 he 	 4295049
determiner 	 he 	 4295049
conjunction 	 for 	 4002824
preposition 	 for 	 4002824
noun 	 for 	 4002824
particle 	 for 	 4002824
pronoun 	 my 	 3855861
interjection 	 my 	 3855861
noun 	 my 	 3855861
determiner 	 my 	 3855861
preposition 	 on 	 3731903
noun 	 on 	 3731903
verb 	 on 	 3731903
adverb 	 on 	 3731903
adjective 	 on 	 3731903
noun 	 have 	 3705127
verb 	 have 	 3705127
pronoun 	 your 	 3611383
determiner 	 your 	 3611383
noun 	 do 	 3437767
adverb 	 do 	 3437767
numeral 	 do 	 3437767
verb 	 do 	 3437767
preposition 	 no 	 3403577
noun 	 no 	 3403577
particle 	 no 	 3403577
adverb 	 no 	 3403577
adjective 	 no 	 3403577
determiner 	 no 	 3403577
verb 	 be 	 3368812
noun 	 not 	 3319097
conjunction 	 not 	 3319097
interjection 	 not 	 3319097
adverb 	 not 	 3319097
noun 	 are 	 3290764
verb 	 be 	 3290764
verb 	 don 	 3269470
noun 	 don 	 3269470
noun 	 be 	 3258954
preposition 	 be 	 3258954
verb 	 be 	 3258954
noun 	 can 	 2974080
verb 	 can 	 2974080
noun 	 with 	 2955209
preposition 	 with 	 2955209
adverb 	 with 	 2955209
preposition 	 but 	 2794737
noun 	 but 	 2794737
conjunction 	 but 	 2794737
adverb 	 but 	 2794737
verb 	 but 	 2794737
noun 	 all 	 2726999
pronoun 	 all 	 2726999
conjunction 	 all 	 2726999
adverb 	 all 	 2726999
adjective 	 all 	 2726999
determiner 	 all 	 2726999
noun 	 so 	 2627759
pronoun 	 so 	 2627759
interjection 	 so 	 2627759
conjunction 	 so 	 2627759
adverb 	 so 	 2627759
adjective 	 so 	 2627759
noun 	 just 	 2538768
interjection 	 just 	 2538768
verb 	 just 	 2538768
adverb 	 just 	 2538768
adjective 	 just 	 2538768
noun 	 here 	 2448203
interjection 	 here 	 2448203
adverb 	 here 	 2448203
adjective 	 here 	 2448203
determiner 	 they 	 2366899
pronoun 	 they 	 2366899
preposition 	 like 	 2286933
noun 	 like 	 2286933
interjection 	 like 	 2286933
particle 	 like 	 2286933
conjunction 	 like 	 2286933
adverb 	 like 	 2286933
verb 	 like 	 2286933
adjective 	 like 	 2286933
noun 	 get 	 2238814
verb 	 get 	 2238814
determiner 	 she 	 2158362
noun 	 she 	 2158362
pronoun 	 she 	 2158362
verb 	 go 	 2153280
noun 	 go 	 2153280
adjective 	 go 	 2153280
conjunction 	 if 	 2041724
noun 	 if 	 2041724
preposition 	 out 	 1937990
noun 	 out 	 1937990
interjection 	 out 	 1937990
verb 	 out 	 1937990
adverb 	 out 	 1937990
adjective 	 out 	 1937990
preposition 	 about 	 1911008
adverb 	 about 	 1911008
adjective 	 about 	 1911008
preposition 	 up 	 1910433
noun 	 up 	 1910433
verb 	 up 	 1910433
adverb 	 up 	 1910433
adjective 	 up 	 1910433
noun 	 him 	 1904981
pronoun 	 him 	 1904981
preposition 	 at 	 1879311
noun 	 at 	 1879311
pronoun 	 at 	 1879311
verb 	 at 	 1879311
adjective 	 at 	 1879311
noun 	 now 	 1768245
interjection 	 now 	 1768245
conjunction 	 now 	 1768245
adverb 	 now 	 1768245
verb 	 know 	 1768245
adjective 	 now 	 1768245
numeral 	 one 	 1757361
noun 	 one 	 1757361
pronoun 	 one 	 1757361
verb 	 one 	 1757361
adjective 	 one 	 1757361
noun 	 come 	 1743498
preposition 	 come 	 1743498
interjection 	 come 	 1743498
verb 	 come 	 1743498
verb 	 oh 	 1719430
interjection 	 oh 	 1719430
noun 	 oh 	 1719430
pronoun 	 her 	 1681932
noun 	 her 	 1681932
determiner 	 her 	 1681932
noun 	 how 	 1666673
conjunction 	 how 	 1666673
interjection 	 how 	 1666673
adverb 	 how 	 1666673
noun 	 well 	 1621442
interjection 	 well 	 1621442
verb 	 well 	 1621442
adverb 	 well 	 1621442
adjective 	 well 	 1621442
noun 	 will 	 1539938
verb 	 will 	 1539938
noun 	 want 	 1535169
verb 	 want 	 1535169
noun 	 got 	 1521716
verb 	 got 	 1521716
interjection 	 yeah 	 1499782
noun 	 yeah 	 1499782
particle 	 yeah 	 1499782
noun 	 see 	 1386818
interjection 	 see 	 1386818
verb 	 see 	 1386818
noun 	 a 	 1374881
noun 	 a 	 1374881
conjunction 	 as 	 1374881
preposition 	 as 	 1374881
adverb 	 as 	 1374881
determiner 	 who 	 1354196
noun 	 who 	 1354196
pronoun 	 who 	 1354196
noun 	 good 	 1353790
interjection 	 good 	 1353790
verb 	 good 	 1353790
adverb 	 good 	 1353790
adjective 	 good 	 1353790
noun 	 did 	 1348472
verb 	 did 	 1348472
noun 	 let 	 1335090
verb 	 let 	 1335090
preposition 	 from 	 1320557
pronoun 	 his 	 1292908
noun 	 hi 	 1292908
determiner 	 his 	 1292908
verb 	 yes 	 1272870
interjection 	 yes 	 1272870
noun 	 yes 	 1272870
particle 	 yes 	 1272870
noun 	 going 	 1178719
verb 	 going 	 1178719
adjective 	 going 	 1178719
interjection 	 l 	 1158454
noun 	 el 	 1158454
adjective 	 l 	 1158454
preposition 	 an 	 1117568
conjunction 	 an 	 1117568
numeral 	 an 	 1117568
noun 	 an 	 1117568
verb 	 time 	 1117449
interjection 	 time 	 1117449
noun 	 time 	 1117449
noun 	 back 	 1088055
verb 	 back 	 1088055
adverb 	 back 	 1088055
adjective 	 back 	 1088055
noun 	 ok 	 1077767
interjection 	 ok 	 1077767
verb 	 ok 	 1077767
adverb 	 ok 	 1077767
adjective 	 ok 	 1077767
noun 	 look 	 1050480
interjection 	 look 	 1050480
verb 	 look 	 1050480
adjective 	 us 	 1046373
determiner 	 us 	 1046373
noun 	 u 	 1046373
pronoun 	 us 	 1046373
noun 	 where 	 1036121
conjunction 	 where 	 1036121
adverb 	 where 	 1036121
pronoun 	 where 	 1036121
determiner 	 them 	 1034857
pronoun 	 them 	 1034857
noun 	 take 	 1030966
verb 	 take 	 1030966
noun 	 were 	 1012596
verb 	 be 	 1012596
noun 	 then 	 985863
conjunction 	 than 	 985863
adverb 	 then 	 985863
adjective 	 then 	 985863
preposition 	 or 	 980608
noun 	 or 	 980608
conjunction 	 or 	 980608
adverb 	 or 	 980608
adjective 	 or 	 980608
verb 	 had 	 979259
adjective 	 had 	 979259
noun 	 been 	 970279
verb 	 be 	 970279
noun 	 tell 	 922643
verb 	 tell 	 922643
verb 	 be 	 921974
determiner 	 our 	 921974
verb 	 man 	 910369
interjection 	 man 	 910369
noun 	 man 	 910369
adjective 	 man 	 910369
determiner 	 some 	 903823
adverb 	 some 	 903823
pronoun 	 some 	 903823
noun 	 say 	 901201
adverb 	 say 	 901201
interjection 	 say 	 901201
verb 	 say 	 901201
verb 	 really 	 898387
interjection 	 really 	 898387
adverb 	 really 	 898387
interjection 	 hey 	 879676
noun 	 he 	 879676
preposition 	 by 	 841594
noun 	 by 	 841594
interjection 	 bye 	 841594
adverb 	 by 	 841594
adjective 	 by 	 841594
verb 	 has 	 803111
noun 	 something 	 802331
pronoun 	 something 	 802331
verb 	 something 	 802331
adverb 	 something 	 802331
adjective 	 something 	 802331
adverb 	 too 	 800203
verb 	 need 	 796316
noun 	 need 	 796316
noun 	 more 	 780363
pronoun 	 more 	 780363
verb 	 more 	 780363
adverb 	 more 	 780363
determiner 	 more 	 780363
verb 	 way 	 768867
adverb 	 way 	 768867
