animal	neuter a-stem	neuter a-stem	neuter a-stem
animal		singular	plural
animal	nominative	𐌳𐌹𐌿𐍃dius	𐌳𐌹𐌿𐌶𐌰diuza
animal	vocative	𐌳𐌹𐌿𐍃dius	𐌳𐌹𐌿𐌶𐌰diuza
animal	accusative	𐌳𐌹𐌿𐍃dius	𐌳𐌹𐌿𐌶𐌰diuza
animal	genitive	𐌳𐌹𐌿𐌶𐌹𐍃diuzis	𐌳𐌹𐌿𐌶𐌴diuzē
animal	dative	𐌳𐌹𐌿𐌶𐌰diuza	𐌳𐌹𐌿𐌶𐌰𐌼diuzam
attention	feminine i-stem	feminine i-stem	feminine i-stem
attention		singular	plural
attention	nominative	𐌼𐌹𐍄𐍉𐌽𐍃mitōns	𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃mitōneis
attention	vocative	𐌼𐌹𐍄𐍉𐌽mitōn	𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃mitōneis
attention	accusative	𐌼𐌹𐍄𐍉𐌽mitōn	𐌼𐌹𐍄𐍉𐌽𐌹𐌽𐍃mitōnins
attention	genitive	𐌼𐌹𐍄𐍉𐌽𐌰𐌹𐍃mitōnais	𐌼𐌹𐍄𐍉𐌽𐌴mitōnē
attention	dative	𐌼𐌹𐍄𐍉𐌽𐌰𐌹mitōnai	𐌼𐌹𐍄𐍉𐌽𐌹𐌼mitōnim
bird	masculine a-stem	masculine a-stem	masculine a-stem
bird		singular	plural
bird	nominative	𐍆𐌿𐌲𐌻𐍃fugls	𐍆𐌿𐌲𐌻𐍉𐍃fuglōs
bird	vocative	𐍆𐌿𐌲𐌻fugl	𐍆𐌿𐌲𐌻𐍉𐍃fuglōs
bird	accusative	𐍆𐌿𐌲𐌻fugl	𐍆𐌿𐌲𐌻𐌰𐌽𐍃fuglans
bird	genitive	𐍆𐌿𐌲𐌻𐌹𐍃fuglis	𐍆𐌿𐌲𐌻𐌴fuglē
bird	dative	𐍆𐌿𐌲𐌻𐌰fugla	𐍆𐌿𐌲𐌻𐌰𐌼fuglam
boat	neuter a-stem	neuter a-stem	neuter a-stem
boat		singular	plural
boat	nominative	𐍃𐌺𐌹𐍀skip	𐍃𐌺𐌹𐍀𐌰skipa
boat	vocative	𐍃𐌺𐌹𐍀skip	𐍃𐌺𐌹𐍀𐌰skipa
boat	accusative	𐍃𐌺𐌹𐍀skip	𐍃𐌺𐌹𐍀𐌰skipa
boat	genitive	𐍃𐌺𐌹𐍀𐌹𐍃skipis	𐍃𐌺𐌹𐍀𐌴skipē
boat	dative	𐍃𐌺𐌹𐍀𐌰skipa	𐍃𐌺𐌹𐍀𐌰𐌼skipam
clothing	feminine ō-stem	feminine ō-stem	feminine ō-stem
clothing		singular	plural
clothing	nominative	𐍅𐌰𐍃𐍄𐌹wasti	𐍅𐌰𐍃𐍄𐌾𐍉𐍃wastjōs
clothing	vocative	𐍅𐌰𐍃𐍄𐌹wasti	𐍅𐌰𐍃𐍄𐌾𐍉𐍃wastjōs
clothing	accusative	𐍅𐌰𐍃𐍄𐌾𐌰wastja	𐍅𐌰𐍃𐍄𐌾𐍉𐍃wastjōs
clothing	genitive	𐍅𐌰𐍃𐍄𐌾𐍉𐍃wastjōs	𐍅𐌰𐍃𐍄𐌾𐍉wastjō
clothing	dative	𐍅𐌰𐍃𐍄𐌾𐌰𐌹wastjai	𐍅𐌰𐍃𐍄𐌾𐍉𐌼wastjōm
daughter	masculine/feminine r-stem	masculine/feminine r-stem	masculine/feminine r-stem
daughter		singular	plural
daughter	nominative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌾𐌿𐍃dauhtrjus
daughter	vocative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌾𐌿𐍃dauhtrjus
daughter	accusative	𐌳𐌰𐌿𐌷𐍄𐌰𐍂dauhtar	𐌳𐌰𐌿𐌷𐍄𐍂𐌿𐌽𐍃dauhtruns
daughter	genitive	𐌳𐌰𐌿𐌷𐍄𐍂𐍃dauhtrs	𐌳𐌰𐌿𐌷𐍄𐍂𐌴dauhtrē
daughter	dative	𐌳𐌰𐌿𐌷𐍄𐍂dauhtr	𐌳𐌰𐌿𐌷𐍄𐍂𐌿𐌼dauhtrum
dog	masculine a-stem	masculine a-stem	masculine a-stem
dog		singular	plural
dog	nominative	𐌷𐌿𐌽𐌳𐍃hunds	𐌷𐌿𐌽𐌳𐍉𐍃hundōs
dog	vocative	𐌷𐌿𐌽𐌳hund	𐌷𐌿𐌽𐌳𐍉𐍃hundōs
dog	accusative	𐌷𐌿𐌽𐌳hund	𐌷𐌿𐌽𐌳𐌰𐌽𐍃hundans
dog	genitive	𐌷𐌿𐌽𐌳𐌹𐍃hundis	𐌷𐌿𐌽𐌳𐌴hundē
dog	dative	𐌷𐌿𐌽𐌳𐌰hunda	𐌷𐌿𐌽𐌳𐌰𐌼hundam
door	feminine i-stem	feminine i-stem	feminine i-stem
door		singular	plural
door	nominative	𐌷𐌰𐌿𐍂𐌳𐍃haurds	𐌷𐌰𐌿𐍂𐌳𐌴𐌹𐍃haurdeis
door	vocative	𐌷𐌰𐌿𐍂𐌳haurd	𐌷𐌰𐌿𐍂𐌳𐌴𐌹𐍃haurdeis
door	accusative	𐌷𐌰𐌿𐍂𐌳haurd	𐌷𐌰𐌿𐍂𐌳𐌹𐌽𐍃haurdins
door	genitive	𐌷𐌰𐌿𐍂𐌳𐌰𐌹𐍃haurdais	𐌷𐌰𐌿𐍂𐌳𐌴haurdē
door	dative	𐌷𐌰𐌿𐍂𐌳𐌰𐌹haurdai	𐌷𐌰𐌿𐍂𐌳𐌹𐌼haurdim
enemy	masculine nd-stem	masculine nd-stem	masculine nd-stem
enemy		singular	plural
enemy	nominative	𐍆𐌹𐌾𐌰𐌽𐌳𐍃fijands	𐍆𐌹𐌾𐌰𐌽𐌳𐍃fijands
enemy	vocative	𐍆𐌹𐌾𐌰𐌽𐌳fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐍃fijands
enemy	accusative	𐍆𐌹𐌾𐌰𐌽𐌳fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐍃fijands
enemy	genitive	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐍃fijandis	𐍆𐌹𐌾𐌰𐌽𐌳𐌴fijandē
enemy	dative	𐍆𐌹𐌾𐌰𐌽𐌳fijand	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌼fijandam
enemy	an/īn-stem, strong in m. nom. sg.	an/īn-stem, strong in m. nom. sg.	an/īn-stem, strong in m. nom. sg.	an/īn-stem, strong in m. nom. sg.
enemy	singular	masculine	feminine	neuter
enemy	nominative	𐍆𐌹𐌾𐌰𐌽𐌳𐍃, 𐍆𐌹𐌾𐌰𐌽𐌳𐌰fijands, fijanda	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹fijandei	𐍆𐌹𐌾𐌰𐌽𐌳𐍉fijandō
enemy	accusative	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌽fijandan	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽fijandein	𐍆𐌹𐌾𐌰𐌽𐌳𐍉fijandō
enemy	genitive	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐌽𐍃fijandins	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽𐍃fijandeins	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐌽𐍃fijandins
enemy	dative	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐌽fijandin	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽fijandein	𐍆𐌹𐌾𐌰𐌽𐌳𐌹𐌽fijandin
enemy	plural	masculine	feminine	neuter
enemy	nominative	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌽𐍃fijandans	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽𐍃fijandeins	𐍆𐌹𐌾𐌰𐌽𐌳𐍉𐌽𐌰fijandōna
enemy	accusative	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌽𐍃fijandans	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽𐍃fijandeins	𐍆𐌹𐌾𐌰𐌽𐌳𐍉𐌽𐌰fijandōna
enemy	genitive	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌽𐌴fijandanē	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌽𐍉fijandeinō	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌽𐌴fijandanē
enemy	dative	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌼fijandam	𐍆𐌹𐌾𐌰𐌽𐌳𐌴𐌹𐌼fijandeim	𐍆𐌹𐌾𐌰𐌽𐌳𐌰𐌼fijandam
fire	neuter an-stem, irregular nominative	neuter an-stem, irregular nominative	neuter an-stem, irregular nominative
fire		singular	plural
fire	nominative	𐍆𐍉𐌽fōn	—
fire	vocative	𐍆𐍉𐌽fōn	—
fire	accusative	𐍆𐍉𐌽fōn	—
fire	genitive	𐍆𐌿𐌽𐌹𐌽𐍃funins	—
fire	dative	𐍆𐌿𐌽𐌹𐌽funin	—
food	masculine i-stem	masculine i-stem	masculine i-stem
food		singular	plural
food	nominative	𐌼𐌰𐍄𐍃mats	𐌼𐌰𐍄𐌴𐌹𐍃mateis
food	vocative	𐌼𐌰𐍄mat	𐌼𐌰𐍄𐌴𐌹𐍃mateis
food	accusative	𐌼𐌰𐍄mat	𐌼𐌰𐍄𐌹𐌽𐍃matins
food	genitive	𐌼𐌰𐍄𐌹𐍃matis	𐌼𐌰𐍄𐌴matē
food	dative	𐌼𐌰𐍄𐌰mata	𐌼𐌰𐍄𐌹𐌼matim
gift	masculine a-stem	masculine a-stem	masculine a-stem
gift		singular	plural
gift	nominative	𐌼𐌰𐌹𐌸𐌼𐍃maiþms	𐌼𐌰𐌹𐌸𐌼𐍉𐍃maiþmōs
gift	vocative	𐌼𐌰𐌹𐌸𐌼maiþm	𐌼𐌰𐌹𐌸𐌼𐍉𐍃maiþmōs
gift	accusative	𐌼𐌰𐌹𐌸𐌼maiþm	𐌼𐌰𐌹𐌸𐌼𐌰𐌽𐍃maiþmans
gift	genitive	𐌼𐌰𐌹𐌸𐌼𐌹𐍃maiþmis	𐌼𐌰𐌹𐌸𐌼𐌴maiþmē
gift	dative	𐌼𐌰𐌹𐌸𐌼𐌰maiþma	𐌼𐌰𐌹𐌸𐌼𐌰𐌼maiþmam
guard	masculine an-stem	masculine an-stem	masculine an-stem
guard		singular	plural
guard	nominative	𐍅𐌰𐍂𐌳𐌾𐌰wardja	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃wardjans
guard	vocative	𐍅𐌰𐍂𐌳𐌾𐌰wardja	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃wardjans
guard	accusative	𐍅𐌰𐍂𐌳𐌾𐌰𐌽wardjan	𐍅𐌰𐍂𐌳𐌾𐌰𐌽𐍃wardjans
