*	*	*	*	present	present	past	past	present	present		
climb	subjunctive	1	plural	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌼𐌰	steigaima	𐍃𐍄𐌹𐌲𐌴𐌹𐌼𐌰	stigeima	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌽𐌳𐌰𐌿	steigaindau		
climb	subjunctive	2	plural	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌸	steigaiþ	𐍃𐍄𐌹𐌲𐌴𐌹𐌸	stigeiþ	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌽𐌳𐌰𐌿	steigaindau		
climb	subjunctive	3	plural	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌽𐌰	steigaina	𐍃𐍄𐌹𐌲𐌴𐌹𐌽𐌰	stigeina	𐍃𐍄𐌴𐌹𐌲𐌰𐌹𐌽𐌳𐌰𐌿	steigaindau		
climb	imperative	2	singular	𐍃𐍄𐌴𐌹𐌲	steig						
climb	imperative	3	singular	𐍃𐍄𐌴𐌹𐌲𐌰𐌳𐌰𐌿	steigadau						
climb	imperative	2	dual	𐍃𐍄𐌴𐌹𐌲𐌰𐍄𐍃	steigats						
climb	imperative	2	plural	𐍃𐍄𐌴𐌹𐌲𐌹𐌸	steigiþ						
climb	imperative	3	plural	𐍃𐍄𐌴𐌹𐌲𐌰𐌽𐌳𐌰𐌿	steigandau						
climb	participle			𐍃𐍄𐌴𐌹𐌲𐌰𐌽𐌳𐍃	steigands	𐍃𐍄𐌹𐌲𐌰𐌽𐍃	stigans				
direct	infinitive			𐍄𐌹𐌿𐌷𐌰𐌽	tiuhan	𐍄𐌹𐌿𐌷𐌰𐌽	tiuhan	𐍄𐌹𐌿𐌷𐌰𐌽	tiuhan	#	class 2 strong
direct	indicative	1	singular	𐍄𐌹𐌿𐌷𐌰	tiuha	𐍄𐌰𐌿𐌷	tauh	𐍄𐌹𐌿𐌷𐌰𐌳𐌰	tiuhada		
direct	indicative	2	singular	𐍄𐌹𐌿𐌷𐌹𐍃	tiuhis	𐍄𐌰𐌿𐌷𐍄	tauht	𐍄𐌹𐌿𐌷𐌰𐌶𐌰	tiuhaza		
direct	indicative	3	singular	𐍄𐌹𐌿𐌷𐌹𐌸	tiuhiþ	𐍄𐌰𐌿𐌷	tauh	𐍄𐌹𐌿𐌷𐌰𐌳𐌰	tiuhada		
direct	indicative	1	dual	𐍄𐌹𐌿𐌷𐍉𐍃	tiuhōs	𐍄𐌰𐌿𐌷𐌿	tauhu	—	—		
direct	indicative	2	dual	𐍄𐌹𐌿𐌷𐌰𐍄𐍃	tiuhats	𐍄𐌰𐌿𐌷𐌿𐍄𐍃	tauhuts	—	—		
direct	indicative	1	plural	𐍄𐌹𐌿𐌷𐌰𐌼	tiuham	𐍄𐌰𐌿𐌷𐌿𐌼	tauhum	𐍄𐌹𐌿𐌷𐌰𐌽𐌳𐌰	tiuhanda		
direct	indicative	2	plural	𐍄𐌹𐌿𐌷𐌹𐌸	tiuhiþ	𐍄𐌰𐌿𐌷𐌿𐌸	tauhuþ	𐍄𐌹𐌿𐌷𐌰𐌽𐌳𐌰	tiuhanda		
direct	indicative	3	plural	𐍄𐌹𐌿𐌷𐌰𐌽𐌳	tiuhand	𐍄𐌰𐌿𐌷𐌿𐌽	tauhun	𐍄𐌹𐌿𐌷𐌰𐌽𐌳𐌰	tiuhanda		
direct	subjunctive	2	singular	𐍄𐌹𐌿𐌷𐌰𐌿	tiuhau	𐍄𐌰𐌿𐌷𐌾𐌰𐌿	tauhjau	𐍄𐌹𐌿𐌷𐌰𐌹𐌳𐌰𐌿	tiuhaidau		
direct	subjunctive	3	singular	𐍄𐌹𐌿𐌷𐌰𐌹𐍃	tiuhais	𐍄𐌰𐌿𐌷𐌴𐌹𐍃	tauheis	𐍄𐌹𐌿𐌷𐌰𐌹𐌶𐌰𐌿	tiuhaizau		
direct	subjunctive	2	dual	𐍄𐌹𐌿𐌷𐌰𐌹	tiuhai	𐍄𐌰𐌿𐌷𐌹	tauhi	𐍄𐌹𐌿𐌷𐌰𐌹𐌳𐌰𐌿	tiuhaidau		
direct	subjunctive	2	plural	𐍄𐌹𐌿𐌷𐌰𐌹𐍅𐌰	tiuhaiwa	𐍄𐌰𐌿𐌷𐌴𐌹𐍅𐌰	tauheiwa	—	—		
direct	subjunctive	3	plural	𐍄𐌹𐌿𐌷𐌰𐌹𐍄𐍃	tiuhaits	𐍄𐌰𐌿𐌷𐌴𐌹𐍄𐍃	tauheits	—	—		
direct	subjunctive	1	plural	𐍄𐌹𐌿𐌷𐌰𐌹𐌼𐌰	tiuhaima	𐍄𐌰𐌿𐌷𐌴𐌹𐌼𐌰	tauheima	𐍄𐌹𐌿𐌷𐌰𐌹𐌽𐌳𐌰𐌿	tiuhaindau		
direct	subjunctive	2	plural	𐍄𐌹𐌿𐌷𐌰𐌹𐌸	tiuhaiþ	𐍄𐌰𐌿𐌷𐌴𐌹𐌸	tauheiþ	𐍄𐌹𐌿𐌷𐌰𐌹𐌽𐌳𐌰𐌿	tiuhaindau		
direct	subjunctive	3	plural	𐍄𐌹𐌿𐌷𐌰𐌹𐌽𐌰	tiuhaina	𐍄𐌰𐌿𐌷𐌴𐌹𐌽𐌰	tauheina	𐍄𐌹𐌿𐌷𐌰𐌹𐌽𐌳𐌰𐌿	tiuhaindau		
direct	imperative	2	singular	𐍄𐌹𐌿𐌷	tiuh						
direct	imperative	3	singular	𐍄𐌹𐌿𐌷𐌰𐌳𐌰𐌿	tiuhadau						
direct	imperative	2	dual	𐍄𐌹𐌿𐌷𐌰𐍄𐍃	tiuhats						
direct	imperative	2	plural	𐍄𐌹𐌿𐌷𐌹𐌸	tiuhiþ						
direct	imperative	3	plural	𐍄𐌹𐌿𐌷𐌰𐌽𐌳𐌰𐌿	tiuhandau						
direct	participle			𐍄𐌹𐌿𐌷𐌰𐌽𐌳𐍃	tiuhands	𐍄𐌰𐌿𐌷𐌰𐌽𐍃	tauhans				
displease	infinitive			𐌳𐍂𐍉𐌱𐌾𐌰𐌽	drobjan	𐌳𐍂𐍉𐌱𐌾𐌰𐌽	drobjan	𐌳𐍂𐍉𐌱𐌾𐌰𐌽	drobjan	#	class 1 weak
displease	indicative	1	singular	𐌳𐍂𐍉𐌱𐌾𐌰	drobja	𐌳𐍂𐍉𐌱𐌹𐌳𐌰	drobida	𐌳𐍂𐍉𐌱𐌾𐌰𐌳𐌰	drobjada		
displease	indicative	2	singular	𐌳𐍂𐍉𐌱𐌴𐌹𐍃	drobeis	𐌳𐍂𐍉𐌱𐌹𐌳𐌴𐍃	drobidēs	𐌳𐍂𐍉𐌱𐌾𐌰𐌶𐌰	drobjaza		
displease	indicative	3	singular	𐌳𐍂𐍉𐌱𐌴𐌹𐌸	drobeiþ	𐌳𐍂𐍉𐌱𐌹𐌳𐌰	drobida	𐌳𐍂𐍉𐌱𐌾𐌰𐌳𐌰	drobjada		
displease	indicative	1	dual	𐌳𐍂𐍉𐌱𐌾𐍉𐍃	drobjōs	𐌳𐍂𐍉𐌱𐌹𐌳𐌴𐌳𐌿	drobidēdu	—	—		
displease	indicative	2	dual	𐌳𐍂𐍉𐌱𐌾𐌰𐍄𐍃	drobjats	𐌳𐍂𐍉𐌱𐌹𐌳𐌴𐌳𐌿𐍄𐍃	drobidēduts	—	—		
displease	indicative	1	plural	𐌳𐍂𐍉𐌱𐌾𐌰𐌼	drobjam	𐌳𐍂𐍉𐌱𐌹𐌳𐌴𐌳𐌿𐌼	drobidēdum	𐌳𐍂𐍉𐌱𐌾𐌰𐌽𐌳𐌰	drobjanda		
displease	indicative	2	plural	𐌳𐍂𐍉𐌱𐌴𐌹𐌸	drobeiþ	𐌳𐍂𐍉𐌱𐌹𐌳𐌴𐌳𐌿𐌸	drobidēduþ	𐌳𐍂𐍉𐌱𐌾𐌰𐌽𐌳𐌰	drobjanda		
