*	*	foreign	foreign	foreign	
*	*	infinitive	participle	participle	
*	*		imperfect	perfect	group
be [by nature]	active	ser	siendo	sido	irregular
be [momentarily]	active	estar	estando	estado	irregular
have	active	haber	habiendo	habido	irregular
have [in possession]	active	tener	teniendo	tenido	irregular
go	active	ir	yendo	ido	irregular
love	active	amar	amando	amado	regular -ar
fear	active	temer	temiendo	temido	regular -er
part	active	partir	partiendo	partido	regular -ir
know	active	conocer	conociendo	conocido	irregular
drive	active	conducir	conduciendo	conducido	irregular
