*	*	nominative 	vocative 	genitive 	oblique 	instrumental 	perlative 	comitative 	allative 	ablative 	locative 	causative 
horse	singular 	yakwe 	yakwa 	yäkwentse 	yakwe 	— 	yakwesa 	yakwempa 	yakweś(c) 	yakwemeṃ 	yakwene 	yakweñ 
horse	plural	yakwi	—	yäkweṃtsi	yakweṃ	—	yakwentsa	yakweṃmpa	yakweṃś(c)	yakweṃmeṃ	yakweṃne	yakweṃñ 
												
												
												
												
												
												
												
												
												
