						
glitter 	*(s)kand-					
glow 	*gˆwelhₓ-	NW *gˆher-				
glue 			WC *kol-			
gnat 	*mokˆo-		WC *h₁ empı ́s,  *mus/hₓ-			
gnaw 	*red-, *treg-					
go 	*deuh₄-, *ghredh-, *h₁ ei-, *hₐ et-, *h₁leudh-, *leit(hₓ)-, *seh₁(i)-, *sed-, *sent-, *spleigˆh-, *steigh-, *wei(hₓ)-, *yehₐ-	NW *meihₓ-	WC *h₁ el-			
goat 	*bhugˆos, *dı ́ks, *h₁ eri, *h₄ eli-, *hₐ egˆo ́s, *hₐ eigˆs, *ka ́pros, *(s)kˆegos	NW *ghₐidos	WC *kogˆhe ́hₐ-			
god 	*deiwo ́s, *dhe ̄h₁ s, *hₐe ́nsus					
goddess (name of) 				GA *seren(y)uhₓ s		
god-inspired 	*wo ̄tis					
god of war 	?*ma ̄wort-					
gold 	*hₐ eusom					
good 	*h₁(e)su-, *mel-, *su-	NW *mehₐ(t)-				
goods 	*h₂ o ́/e ́p(e)n-, *wo ́su					
goose 	*gˆhₐn-s					
gore 	*kre ́uhₐ					
grain 	*dr̥hₓwehₐ-, *dhohₓne ́hₐ-, *gˆr̥hₐ no ́m, *h₂/3(e)lgˆ(h)-, *meigˆ(h)-, *pro ́kˆsom, *ses(y)o ́-, *ye ́w(e)s	NW *pitus	WC/PIE? *h₂ ed-,  *melh₂-			
granddaughter 	*neptihₐ-					
grandfather 	*h₂ euh₂ os, *suhₓ sos	NW *h₂e ́uh₂-				
grandmother 	*h₂ en-	NW *seno-mehₐ te ̄ ́r	WC *h₂euh₂ ihₐ-			
grandson 	*ne ́po ̄ts					
grandson of waters 	*neptonos ~ *h₂ epo ̄m nepo ̄ts					
grapevine 	*wih₁ e ̄ ́n					
grasp 	*ghrebh-, *h₁ep-	NW *ghreib-	WC *dergh-,  *kagh-	GA *hₐ emh₃-		
grass 	*wel-		WC *kˆoino-			
graze 	*gras-, *peh₂-, *wes-					
grease 	*se ́lpes-, *sme ́ru-					
great 	*megˆhₐ-					
greedy 	*las-					
green 	*kˆer- ~ *kˆr̥-wos, *kˆyeh₁-, *modheros					
greens (edible) 	*kˆeh₁ kom					
grey 	*kˆas-, *pel-, *pl̥hₓ-					
grief 	*hₐ e ́ngˆhes-, *(p)kˆo ́rmos					
grieve 	*leug-					
grind 	*h₄ el-, *melh₂-, *peis-, *weld-, *wes-		WC *ghrendh-			
grip 		NW *ghreib-				
groan 	*kˆweshₓ-, *(s)tenhₓ-		WC *ghromos			
ground (on[to] the) 	*dhgˆh(e)m-en					
grove 			WC *ne ́mos-			
grow 	*bheu(hₓ)-, *gˆerhₐ-, *h₁ leudh-, *hₐ eug-, *hₐ wokse ́ye/o-, *kˆer-, *meh₁(i)-, *wredh-		WC *hₐel-			
growl 		NW *bhereg-	WC *sner-			
grunt 			WC *g(h)ru(n)(d)-			
guard 	*peh₂-					
guest 		NW *ghostis				
gullet 	*gutr̥		WC *bherug-			
gulp 	*srebh-					
gums 		NW *ghe ́hₐ(u)-mr̥		GA *wo ́lswom		
hail 	*ghel(h82)d-		WC *gro ̄do-,  *kaghlos			
hair 	*dekˆ-, *dhrigh-, *go ́wr̥, *ghₐit(so)-, *kˆripo-, *pou-m-s-, *pilos, *pulos, *wendh-, *we/ondhso-, *yo ́kˆu	NW *kˆer(es)-				
half 	*se ̄mis					
hand 	*gˆhe ́sr-, *gˆho ́stos, *me ́hₐr					
hand (belonging to little) 	*mei-wos					
handle 	*h₂ensehₐ-					
handle (skilfully) 	*sep-					
hang 	*lemb- ~ *remb-, *kˆonk-					
happy 	*meud-, *teus-					
hard 	*kar-, *sth₂ei-	NW *saiwos				
hare 	*kˆasos					
harm 	*dhebh-, *dhwerhₓ-, *mel-, *peh₁(i)-		WC *sket(h)-			
harrow 	*h₁/4oke ́tehₐ-					
harvest 	*kerp-		WC *h₂ merg-			
hate 	*h₃ed-, *kˆehₐ des-, *peik/kˆ-					
haunch 	*kˆlo ́unis					
hawk 		NW *kap-				
hawthorn 	*h₂ed(h)-					
hazel 		NW *ko ́s(V)los				
head 	*ghebho ̄l, *kapo ̄lo-, *kˆr̥re ̄h₂	NW *ka ́put				
headband 				GA *de ́h₁ mn̥,  *pukˆ-		
heal 	*med-		WC *bher-,  *yak(k)-			
healthy 			WC *ko ́hₐ ilus			
heap 			WC *me ́uhₓ ko ̄(n)			
hear 	*kˆleu-, *kˆleus-					
heart 	*kˆe ̄rd					
hearth 	*h₂ehₓ sehₐ-		WC *h₂ehₓtrehₐ-			
heat 			WC *wel-			
heavy 	*gʷ r(e)hₐ(-u)-, *tengh-					
hedge 	*gho ́rdhos	NW *kagh-				
hedgehog 	*h₁egˆhis		WC *ghe ̄ ́r			
heel 	*pe ̄nt-, *pe ́rsnehₐ-, *spr̥h₁o ́-					
he-goat 	*bhugˆos, *hₐ egˆo ́s, *h₄ eli-, *ka ́pros					
height ¼ fort 			WC *bhergˆh-			
heir 	*h₂/3 orbhos					
hellebore 			WC *kemeros			
help 		NW *kˆelb-				
hemp 			WC *kannabis			
hen 	*kerk-					
henbane 		NW *bhel-				
herd 	*wre ̄tos	NW *kerdhehₐ-				
herdsman 	*we ́stor-		WC *poh₂ ime ́n-			
here 	*h₁ idhₐ					
hernia 	*kˆe ́uhₓ-, *ke ́uhₓ l̥					
hew 	*kehₐ u-, *kel-					
hide (conceal) 	*gheigˆh-, *gheugˆh-, *kˆeudh-					
hide (skin) 	*hₐ egˆı ́nom, *pel-, *(s)kʷe ́hₓ tis		WC *na ́k(es)-,  *pe ́ln-			
high 	*bhergˆh-, *bhr̥gˆhu ́s ~ *bhr̥gˆhe ́nt-, *h₂ erdus, *worhₓ dhus					
high one 	*bhr̥gˆhn̥tihₐ-					
hill 	*bhergˆh-		WC *kolhₓ o ̄n			
hind/cow-elk 		NW *h₁ elh₁ nı ́hₐ-				
hip 	*kˆlo ́unis, *sre ̄nos/ehₐ-					
hire 	*kuhₓs-					
hiss 			WC *ger-			
hoarfrost 			WC *kˆer(s)no-			
hock 	*kenk-					
hoe 	*mat-					
hold 	*h₂ em-, *h₂ erk-, *segˆh-, *skabh-		WC *(s)lagʷ-,  *twer-		E *yem-	
hole 	*gˆhh8a wos, *kˆo ́uhₓ r̥					
hollow 	*h₂ elwos, *kul-					
hollow of (major) joint 	*ko ́kˆs-o/ehₐ-					
hollow out 	*kˆeu(hₓ)-, *keus-					
holy 	*kˆwen(to)-, *noibhos, *sakros					
hone 	*kˆehₓ(i)-, *kˆohₓ nos					
honey 	*me ́lit					
honey-coloured, golden 	*khₐ o ́nks					
honour 	*dekˆes-			GA *yagˆ-		
hoof 	*kˆoph₂o ́s					
hook 	*h₂ o ́nkos, *ko(n)gos		WC *klehₐ wis			
hoopoe 	*h₁ epop					
hoot 	*ul-					
hop about 			WC *sker-			
horn 	*kˆer-, *kˆe ́rh82 s, *kˆe ́rh82 sr̥, *kˆo ́ru, *kˆr̥nom					
hornbeam 			WC *(s)grehₐ b(h)-			
hornet 		NW *kˆr̥h₂sro-(hₓ)on-				
hornless 	*kˆem-					
horse 	*gˆhe ́yos, *h₁ e ́kˆwos	NW *ma ́rkos				C *mendyos
horsehair 	*re ́umn-					
hostile 	*peik/kˆ-			GA *dusmene ̄s		
hot 	*h₂ehₓ-, *tep-	NW *kehₓ i-				
house(hold) 	*do ̄ ́m, *do ́m(hₐ)os, *kˆe ́iwos, *pe ̄ ́r		WC *kˆo ́imos, how  *kʷ ehₐ m			
howl 	*bukk-, *bhels-, *reu-, *ul-	NW *ka ̄ ̆u-	WC *ger-			
how much/many 	*kʷ o ́ti ~ *kʷ e ́ti					
hue and cry 	*kreukˆ-					
hum 		NW *kem-				
humble 			WC *kaunos			
hundred 	*kˆm̥ to ́m					
hunger 	*Kos-t-		WC *kenk-			
hunt 	*hₐegˆrehₐ-, *leuhₓ-, *wreg-					
hurl 	*h₁es-					
hurry 	*krob-, *speud-					
husband 	*po ́tis, *wihₓ ro ́s					
husband’s brother 	*daihₐ we ̄ ́r					
husband’s brother’s wife 	*h₁yenhₐ-ter-					
husband’s sister 	*gˆl̥h₃ wos-					
hush 			WC *swı ̄g/k-			
i 	*h₁egˆ, *h₁ me					
ice 	*h₁eihₓ(s)-, *yeg-					
icicle 	*yeg-					
ill 	*h₃ligos, *swergh-		WC *seug-			
immediately 			WC *pos			
immobile 	*dher-					
impels 	*gˆhei-, *yeugˆ-					
in 	*h₁e ́ndo, *h₁en(i), *h₁ ente ́r					
incline 	*(w)rep-					
increase 	*hₐeug-					
infertile 	*ster-					
inflated 			WC *bhlei-			
in front of 	*h₂enti, *pr̥hₐ e ́h₁, *pr̥hₐe ́i					
injure 			WC *sket(h)-			
innards 	*h₁ent(e)rom					
inner part 	*kokˆes-					
insect 	*kʷ r̥mis, *mat-		WC *wr̥mis			
insect (biting) 			WC *ko ́ris			
insect (stinging) 	*mokˆo-	NW *bhikʷ o ́-	WC *h₁ empı ́s			
instruct 					E *kˆeh₁s-		
insult 	*(hₓ)neid-					
internal organ 	*h₁ eh₁ tr-					
interrogative/relative 	*me/o-					
intertwine 	*mesg-					
intestines 	*gudo ́m, *h₁ ent(e)rom					
intoxicator 	*medhwihₐ-					
invite 	*gˆheu(hₓ)-					
invoke 	*gˆheu(hₓ)-					
ivory 	?*lebh-					
jaw 	*gˆe ́nu-, *smekˆ-		WC *gˆonhₐ dhos			
jay 	*kikˆ(y)ehₐ-					
jest 			WC *loid-			
join, fit together 	*ghedh-, *h₂ ep-, *yeu-, *yeug-					
juice 	*su ́lehₐ-					
jug 			WC/PIE? *kelp-			
jump 	*h₁ leig-, *lek-, *preu-, *preug-, *skand-, *skek-		WC *kˆehₐ k-,  *sel-			
juniper 			WC *h₁ elew-			
keep 		NW *bhergh-				
kernel 	*h₁ e ́t(e)no-					
kick 	*sperh₁-					
kidney 	*h₂ eh₂(e)r-		WC *negʷ hro ́s			
kindle 	*dehₐ u-					
king 	*h₃ re ̄ ́gˆs					
kinship line (same) 			WC *somo-gˆn̥h₁-yo-s			
kinsman (maternal) 			WC *me ́hₐtro ̄us			
kinsman (paternal) 	*ph8a tro ̄us					
kiss 	*kus-					
kite 				GA *kˆyeino-		C *gˆhy- ~ *gˆyei-	
knee 	*gˆonu					
knee (back of) 	*kenk-					
knife 	*h₂/3 n̥sis, *kl̥te ̄ ́r, *kˆostrom ~ *kˆosdhrom,*we ̄-					
ben					E *kert-		
knot 	*ned-					
knot (in wood) 	*hₓ o ́sghos					
know 	*gˆneh₃-, *weid-		WC *sap- or *sep-			
lack 	*das-, *deu(s)-, *h₁eg-, *menk-					
lady 	*pot-nihₐ-					
lake 			WC *loku ́s			
lamb 	*wr̥h₁e ̄n		WC *hₐegʷ			
hnos						
lame 	*skauros, *sromo ́s					
lament 	*glagˆh-, *reudhₐ-		WC *gˆem-			
land 	*pl̥th₂-ihₐ-					
land (fallow) 		NW *polkˆe ́hₐ-				
land (open) 		NW *lendh-	WC *po ́hₓ iwehₐ-			
land (piece of) 	*kˆa ̄pos					
large 	*megˆhₐ-		WC *meh₁ ro- ~ *moh₁ ro-			
lascivious 	*las-					
laugh 	*hₐ hₐ, *khₐ-, *smei-		WC *sward-			
law 	*dhe ́h₁mi/men-, *dhe ́h₁ tis, *ye ́w(e)s-					
lay hand to 	*klep-			GA *hₐ emh₃-		
lead 	*neihₓ-					
leader 	*tago ́s, *w(n̥)na ́kts		WC *koryonos	GA *hₐ e-gˆo ́s		
leaf 	*bhlhₐ d-		WC *bho ́liom-			
lean 	*kˆlei-	NW *knei-gʷ h-				
leap 	*dher-					
learn 	*men(s)-dh(e)h₁-					
leather 		NW *letrom				
leave 	*deuh₄-, *gˆheh₁-, *leh₁ d-, *leikʷ-					
leave a trace on the ground 	*leis-					
leech 	*gˆelu-					
left 	*laiwo ́s, *seuyo ́s		WC *skaiwo ́s			
leg (lower) 			WC *ko ́nhₐm-			
leg (upper) 	*so ́kʷ t					
leopard 	*singˆho ́s					
leprosy 	*dedru ́s					
less 	*mei-					
libation 	*gˆheumn-		WC *leib-			
lick 	*leigˆh-		WC *lab-,  *lak-			
lie 	*kˆei-, *legh-					
lie (deceive) 		NW *leugh-				
life 	*hₐo ́yus					
lift 	*kel(hₓ)-, *telh₂-					
light (of weight) 	*h₁le(n)gʷ h-					
light (shine) 	*leuko ́s, *lo ́uk(es)-	NW *leip-		GA *bhe ́h₂(e)s-,  ? *bhe ́h₂ tis		
lightning 		NW *meldh-				
limb 	*h₂e ́pes-		WC *me ́les-			
limit 	*h₄erh₂os					
limp 	*(s)keng-					
linden 			WC *lentehₐ-			
line 	*h₄ erho-, *reik-					
lineage 	*s(w)ebh-, *swedh-o-					
line up 	*ser-					
lion 			WC *li(w)-	GA *perd-		
lip 	*hₓ oustehₐ-	NW *leb-	WC *ghelunehₐ-			
liquid 	*h₁ res- ~ *h₁ ers-					
little 			WC *pau-			
live 	*gʷ eih₃-, *gʷ yeh₃-					
liver 	*lesi-, *yekʷ r̥(t)					
livestock 	*pe ́kˆu					
log (trimmed) 	*kˆlı ́ts					
loins 	*isgˆhis-, *lo ́ndhu					
long (as) 	*ye ́hₐ wot(s)					
long (of time /space) 	*dl̥h₁ gho ́s, *dlonghos, *duhₐros, *mak-, *te ́nus	NW *seh₁ros	WC *makro ́s			
lord 	*w(n̥)na ́kts					
louse 	*lu- (*lus-)					
louse egg 			WC *kˆ(o)nid-			
love 	*kehₐ-, *kem-, *ken-, *leubh-, *prihₓehₐ-					
low (noise) 			WC *baub-			
low (position) 	*n̥dhe ́s ~ *n̥dhero-					
lung 	*h₁ eh₁ tr-, *ple ́umo ̄n					
lying (place for) 	*le ́ghes-					
lynx 			WC *lukˆ-			
made 				GA *kˆmehₐ-		
maggot 	*mat-					
magic force 			WC *keudes-			
magpie 		NW *kˆarhₓka-				
make 	*kon-, *kʷ er-, *yeh₁-					
male 	*r̥se ̄ ́n, *werse ̄n					
man 	*hₐ ne ̄ ́r, *maghus, *me ́ryos, *mVnus, *wihₓ ro ́s	NW *dhgˆhm̥ o ́n		GA *mo ́rtos		
man (ancestor of humankind) 	*manu-					
mane 	*ghₐit(so)-, *k(e)hₐisVr-					
many (as) 				GA *ye ́hₐ wot(s)		
many-coloured 				GA/PIE?*pl̥h₁ u-poik/kˆos		
maple 	*h₂ e ̄kr̥	NW/WC? *kle ́inus				
mare 	*h₁ e ́kˆwehₐ-					
mark 	*peikˆ-					
marrow 	*mosghos				E *mo ́str̥	
marry 	*gˆemhₓ-, *h₂ wed(h₂)-		WC *sneubh-			
marsh 				GA *se ́les		
marten 		NW *bhel-				
mash (noun) 	*korm-					
master 	*dom(hₐ)unos, *h₁ esh₂ o ́s, *po ́tyetoi, *wikˆpots			GA *dems-pot-		
maternal kinsman 			WC *me ́hₐ tro ̄us			
mead 	*me ́dhu					
meadow 	*we ́lsu		WC *po ́h₂ iwehₐ-			
meal 	*dapnom, *tolko/ehₐ-	NW *pitu	WC *do ́rkʷ om, measure *deikˆ-, *med-, *me ́h₁ tis			
meat 	*me ̄ ́(m)s					
meet 			WC *mo ̄d-			
melt 	*tehₐ-		WC *(s)meld-			
member of one’s own group 	*h₄ero ́s					
merry 	*meud-					
metal 	*hₐeyes-					
middle 	*(s)me					
midge 			WC *mus/hₓ-			
military action 	*leh₂-					
milk 	*dhe ́dhh₁ i-, *gˆ(l̥)la ́kt, *hₐ melgˆ-, *ksihₓ ro ́m, *(k)sweid-, *pipihₓ usihₐ, *two ́hₓ r̥					
millet 	*h₂/3(e)lgˆ(h)-, *pano-		WC *melh₂-			
minnow 			WC *mn̥hₓ-			
misfortune 				GA *pe ́h₁ mn̥		
mist 	*h₃meigh-, *ne ́bhes -, *sneudh-					
mistake 	*me ́les-					
mistletoe 			WC *wikso-			
mistress 	*h₁esh₂e ́hₐ-, *potnihₐ-					
mix 	*kˆerhₓ-, *meikˆ-, *yeuhₓ-					
moan 	*sten-		WC *gˆem-			
moist(ure) 	*h₁res- ~ *h₁ers-, *m(e)hₐ d-, *ro ̄ ́ s	NW *h₁wes-,  *lehₐt-,  *senhₓdhr-	WC *teng-			
moon 	*me ́h₁ no ̄t, *(s)kand-	NW *louksnehₐ-				
morning 	*pro ̄-					
mortal 	*mr̥to ́s			GA *mo ́rtos		
mosquito 			WC *mus/hₓ-			
moss 		NW *me ̄us				
mother 	*gˆenh₁trihₐ-, *h₄ em-, *h₄ en-, *hₐekkehₐ-, *me ́hₐ te ̄r, *m-h₄ em-, *n-h₄ en-					
mother-in-law 	*swekˆru ́hₐ s					
mother’s sister 			WC *mehₐ truhₐ-			
motion (be in) 	*dheu(h₂)-					
mould 		NW *me ̄us				
mountain 	*gʷ orhₓ-					
mounts (sexually) 	*h₄ o ́rgˆhei					
mourn 	*reudhₐ-					
mouse 	*mu ̄s, *mu ̄s(tlo)-, *pe ́l(hₓ)us					
mouth 	*h₁/4 o ́h₁(e)s-, *hₓ oust-ehₐ-, *sto ́mn̥					
move 	*dih₁-, *h₁rei-, *h₁eig-, *h₁ reihₓ-, *meu(hₓ)-, *meus-, *sel-, *spergˆh-, *sret-					
moved 	*yeudh-					
mow 	*h₂ em-, *h₂ meh₁-	NW *h₂ met-				
much (as) 	*pe ́lh₁ us			GA *yo ́ti		
mud 	*penk-		WC *hₓ ihₓlu			
mumble 	*meh₁(i)-					
murmur 	*murmur-					
muscle 	*mu ̄s(tlo)-					
mussel(-shell), etc. 	*kˆonkhₐ os					
nail 	*h₃ nogh(w)-					
naked 	*ne/ogʷ no ́s	NW/WC? *gol(hₓ)wos,  *bhoso ́s				
name 	*h₁ no ́mn̥					
narrow 	*hₐ engˆhus		WC *sten-			
nave 	*h₃ nobh-					
navel 	*h₃ nobh-					
near 	*h₁ epi ~ *h₁ opi					
neck 	*gʷ eih₃ wehₐ-, *mono-	NW *ko ́lsos	WC *hₐ engˆh(w)e ̄n-			
neck ornament 	*mono/i-					
need 	*h₁ eg-					
needle 		NW *skʷe ̄is				
neglect 	*seh₁(i)-					
nephew 	*ne ́po ̄ts					
nest 	*nisdos					
nestling 	*pipp-					
net 	*h₁ ekt-					
nettle 			WC *ned-			
new 	*ne ́wos					
niece 	*neptihₐ-					
night 	*kʷ sep-, *nekʷ t-, *n̥kʷ tus					
nine 	*h₁ newh₁ m̥ (*h₁ ne ́wh₁n̥?)					
ninth 	*h₁ newh₁ m̥ m/n̥-mos					
nipple 	*pste ́nos	NW *speno-				
nit 	*rik-		WC *kˆ(o)nid-			C *hₓ orghi-
noble 	*wesu-					
nod 			WC /PIE? *neu-			
noise 	*mug-		WC *b(h)(o)mb(h)-			
noise (of animals) 	*bhrem-					
nook 	*kokˆes-					
north wind 			WC *(s)kˆeh₁ w(e)r-			
nose 	*hₓna ́ss					
not 	*me ̄, *ne					
nourishing 	*wo ́r(hₓ)gˆs		WC *dheh₁ lus-			
now 	*nu-	NW *yam/yau				
number 			WC *hₐ rei(hₓ)-			
nut 		NW *kneu-	WC /PIE?*h₂er-o *o ̄			
oak 		NW *pe ́rkʷ				
us			WC *hₐ eig-			
oar 	*h₁erh₁trom					
oath 	*h₁o ́itos					
oats 	*hₐewis					
observe 	*bheudh-, *(s)pekˆ-					
obvious 	*h₃e ̄wis					
offer (make an offering) 	*spend-					
offspring (animal) 	*per-					
offspring (human) 	*teknom					
oil 	*se ́lpes-, *sme ́ru-					
old 	*se ́nos					
old man 	*gˆerhₐ ont-, *gˆerhₐ os					
old woman 	*h₄en-, *n-h₄ en-					
on 	*h₁epi ~ *h₁ opi					
once 	*sem-					
one 	*h₁oinos					
one-eyed 	*kolno ́s	NW/PIE? *ka ́ikos				
one or the other of two 			WC *sm̥ teros			
ooze out 	*weis-					
open 	*reu(hₓ)-					
open space 	*re ́uhₓ es-					
opinion 	*meino-					
oppress 		NW *wreg-				
or 	*-we ̄					
oracle (consult an) 	*h₁/4er-					
order 	*hₐe ́rtus, *ye ́w(e)s-					
orphan 	*h₂/3orbhos					
other 	*hₐe ́lyos	NW *h₁ o ́nteros				
otter 	*udro ́s					
out 	*ud-		WC *h₁ egˆhs			
over 	*per, *(s-)h₄upe ́r(i)					
overcome 	*gʷ yehₐ-, *terh₂-					
overflow 	*bhleu-, *seik-					
oversee 	*werb(h)-					
owl 	*b(e)u-, *h₂/3uh₁ e/olo-, *ulu-	NW *ka ̄ ̆u-				
own 	*prihₓ o ́s, *sewos					
ox 	*uk(w)se ̄n-					
packed 	*dheb-					
paddle 	*h₁ erh₁ trom					
pain 	*h₁ e ́dwo ̄l					
paint 	*peikˆ-					
pale 	*bhrodhno ́s, *pl̥hₓ-					
palm (of the hand) 			WC *dhe ́nr̥,  *po ́lhₐ m			
panther 				GA *perd-		
pap 			WC *polt-			
pass 	*per-, *serK-					
passage 	*pe ́rtus, *sentos					
pass the night 	*h₂ wes-					
pass through 	*ked-					
pastoral god 				GA *pe ́h₂ uso ̄n		
pasture 	*we ́lsu					
patch 			WC *ke ́ntr/n-			
paternal kinsman 	*ph8a tro ̄us					
path 	*po ́nto ̄h₂ s, *stı ́ghs					
paw 	*lehₐ p-ehₐ-					
pay 	*kʷ rei(hₐ)-					
pay attention 	*bheudh-					
payment 	*h₂ elgʷ ho/ehₐ-					
pea 			WC *h₁ eregʷ o-			
peak 	*wers-					
peel 	*leup-		WC *lep-			
peg 			WC *dhu ́bhos			
pelt 			WC *na ́k(es)-			
penis 	*ka ́pr̥, *pe ́ses-					
people 			WC *de ́hₐ mos, *h₁ leudhos, *leh₂wo ́s, /PIE? *teute ́hₐ-,  *h₁ leudheros,  *pleh₁ dhwe ́h₁ s			
perceive 	*h₃ eu-, *keuh₁-, *kʷ ei-, *sehₐ g-, *(s)keuh₁-, *wer-	NW *ghou-,  *sent-				
perch (fish) 		NW *hₐ ekˆu ́-				
perish 	*dhgʷ hei-, *nekˆ-					
person 	*hₐ ne ̄ ́r			GA *mo ́rtos		
persuade 			WC *bheidh-			
pertaining to whom/what 	*kʷ oihₓ os					
phantom 	*dhroughos					
physical power 	*gʷ yehₐ-					
pick at 			WC *knab(h)-			
pierce 	*dhwer-, *h₂/3 weg(h)-, *terh₁-	NW *dhelg-, *keul-	WC *gʷ el-, pig *po ́rkˆos, *su ̄s			C *gˆhor-
pikeperch 	*ghe ́rsos					
pile up 	*kʷ ei-					
pillar 		NW *sth₂ bho/ehₐ-				C *kˆihₓ won-
pimple 	*wr̥hₓos					
pin 		NW *dhelg-				
pine 	*kˆo ́ss, *pe ́ukˆs	NW *pr̥k(w)ehₐ-				
pitch 	*gʷ e ́tu		WC *g W			
ih₃ wo-			WC *pik-			
place 	*ste ́h₂ tis					
plait 	*kert-, *melk-,*plekˆ-, *resg-, *weg-, *wei(h₁)-					
plank 		NW *plut-	WC *bhe ́lhₐ gˆs,  *kl̥hₓ ro-s,  *swel- ~ *sel-			
plate 	*tekˆstehₐ-					
play 			WC *loid-			
please 	*plehₐ k-, *swehₐ de/o-					
pleasing (to the senses) 	*swehₐdus					
plough 	*gˆhel-, *h₂ e ́rh₃ ye/o-, *mat-					
ploughshare 			WC *wogʷ hnis			
pluck 	*kerp-, *reu(hₓ)-	NW *pleus-	WC *h₁ rep-			
plum-coloured 		NW *slihₓ u-				
poet 		NW *wo ̄t-		GA *ka ̄ru-		
point 	*bhr̥stı ́s, *hₐ e ́rdhis					
pointed object 		NW *bhₐrko-				
point out 	*bhoudhe ́ye/o-					
poison 	*wı ́ss					
poke 			WC *peug-			
pole 		NW *perg-,  *reh₁ t-,  *tenghs-	WC *gˆhₐlghehₐ-,  *(s)teg-			
polecat 	*kekˆ-					
pond 			WC *loku ́s			
poplar 	*h₂/3osp-					
poppy 			WC *mak-			
porridge 			WC *polt-			
possess 	*hₐeikˆ-					
possessions 	*lo ́ikʷ					
nes-	*re ́h₁ is					
post 	*kˆlı ́ts, *mı ́ts, *swer-, *ste ́h₂ ur	NW *masdos,  *perg-,  *reh₁t-,  *sth₂bho/ehₐ-	WC *kroku- ~ *kro ́kyehₐ-,  *kˆsu ́lom,  *(s)teg-,  *stl̥nehₐ-			C *kˆihₓ won-
pot 	*h₂/3ukʷ-, *kʷ					
erus-	*poh₃tlom, *tekˆstehₐ-	NW *bhidh-	WC/PIE? *kelp-,  *kuhₓp-,  *louh₁trom,  *po ́thₐr̥,  *(s)pondh(-n)os			C *gˆh(e)utrehₐ-
pound 	*pis-, *wes-					
pour 	*gˆheu-, gʷ yehₐ-, *leh₂-, *seik-	NW *gˆheud-	WC *leib-			
power 			WC *yeh₁ gʷ ehₐ-	GA *ish₁ ros		
powerful 	*kˆouh₁ros					
praise 	*gʷ erhₓ-, *h₁ erkʷ-, *kar-			GA *steu-		
pray 	*gʷ hedh-, *h₁/4 er-, *h₂ eru-, *meldh-, *telhₓ-					
pregnant 	*kˆeuh₁-					
prepare(d) 	*hₐ er-			GA *kˆmehₐ-		
press 	*menk-, *nak-, *prem-, *pukˆ-	NW *ma ̄k-,  *wreg-	WC *gem-,  *kem-,  *treud-	GA *pisd-		
prick 	*kel-, *steig-		WC *peug-			
priest 	*bherto ̄r, *bhlagˆhme ̄n, *pent- þ *dheh₁-/ *kʷ er-			GA *kouh₁e ̄i(s)		
prize 	*h₂ elgʷ ho/ehₐ-, *misdho ́s	NW *lau-				
project 	*men-					
projection 		NW *bhₐr-				
propel 					E *kerhₓ-	
propose (marriage) 	*perkˆ-					
prop up 	*stembh-					
prosper 	*speh₁(i)-					
protect 	*gheigˆh -, *gheugˆh-, *hₐ lek-, *ser-, *werb(h)-	NW *bhergh-				
pubic hair 	*kukˆis					
pull 	*deuk-, *dhregˆ-, *h₄ welk-, *selk-, *ten-, *teng(h)-, *ten-s-	NW *dhregh-	WC *strenk-			
pull out (wool) 	*pek-, *reu(hₓ)-					
punish 	*kʷ ei-					
purchase 	*wesno-					
pure 	*seup-			GA *hₐ idhro ́s		
pus 			WC *pu ́hₓes-			
push 	*reudh-, *(s)peud-, *(s)teud-, *wedh-	NW *skeubh-,  *telk-			E *neud-	
put asunder 	*wi-dhh₁-					
put in order 	*reh₁-, *sem-					
put in place 	*dheh₁-, *stel -, *yet-					
put on clothes / shoes 	*h₁ eu-					
putrefaction 			WC *pu ́hₓes-			
put together 	*dhₐbh-, *hₐ er-					
quail 				GA *wortokʷ-		
quarrel 	*h₃enh₂-					
quern 	*gʷ re ́hₓ-won-					
quick 		NW *h₂ e ̄hₓ tro-				
quiet 	*h₁erh₁-, *kʷ					
eih₁-	*ses-	NW/PIE? *t(e)h₂u-s-,  *le ̄nos,  *(s)tel-				
rain 	*dhreg-, *h₁ wers-, *n̥bh(ro/ri)-, *suhₓ-		WC *hₐeghlu (gˆh?),  *mregh-			
raise 	*kel-, *telh₂-					
rake 	*h₁/4ek-, *h₁/4 oke ́tehₐ-, *h₂eh₂er-					
ram 	*moiso ́s					
rattle 			WC *sner-			
raven 	*kVr-					C-
raw 	*h₂em-, *h₂omo ́s					
razor 				GA *ksuro ́m		
reach 	*tem-					
reach for 	*seik-					
real 	*h₁so ́nt-					
rear-end 	*h₁o ́rs(o)-		WC *n(o)hₓt-			
recite 	*(s)pel-					
red 	*h₁ei-, *h₁ elu-, *h₁ reudh-, *kˆo ́unos					
red deer 	*h₁elh₁ e ̄n					
red fox 	*wl(o)p-					
reed 	*hₐer-, *nedo ́s	NW *yoinis	WC *don-,  *trus-		E *g(h)rewom	
refresh 	*h₁/4eis-					
reins 	*h₂ensiyo/ehₐ-					
rejoice 	*gehₐ-, *gehₐ dh-, *gehₐu-					
relation 	*bhendhr̥ros					
release 	*leuhₓ-, *selgˆ-, *TerK-					
remain 	*men-					
remains 	*(h₁ eti)loikʷ os					
remember 	*(s)mer-					
remove 	*meus-					
rend 	*h₂erk-, *rendh-		WC *lak-			
reproach 	*h₁lengh-					
