appear	infinitive	simple	apparaître											
swim	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
swim	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
walk	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
walk	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
walk	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
walk	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
walk	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
walk	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
walk	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
warm	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
warm	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
warm	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
warm	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
warm	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
warm	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
warm	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
watch	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
watch	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
watch	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
watch	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
watch	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
watch	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
watch	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
work	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
work	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
work	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
work	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
work	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
work	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
work	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
have	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
have	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
have	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
have	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
have	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
have	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
have	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
be	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
be	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
be	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
be	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
be	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
be	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
be	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
go	(compoundtenses)	present perfect	present indicative of être + past participle		present indicative of être + past participle		present indicative of être + past participle		present indicative of être + past participle		present indicative of être + past participle		present indicative of être + past participle	
go	(compoundtenses)	pluperfect	imperfect indicative of être + past participle		imperfect indicative of être + past participle		imperfect indicative of être + past participle		imperfect indicative of être + past participle		imperfect indicative of être + past participle		imperfect indicative of être + past participle	
go	(compoundtenses)	past anterior2	past historic of être + past participle		past historic of être + past participle		past historic of être + past participle		past historic of être + past participle		past historic of être + past participle		past historic of être + past participle	
go	(compoundtenses)	future perfect	future of être + past participle		future of être + past participle		future of être + past participle		future of être + past participle		future of être + past participle		future of être + past participle	
go	(compoundtenses)	conditional perfect	conditional of être + past participle		conditional of être + past participle		conditional of être + past participle		conditional of être + past participle		conditional of être + past participle		conditional of être + past participle	
go	(compoundtenses)	past	present subjunctive of être + past participle		present subjunctive of être + past participle		present subjunctive of être + past participle		present subjunctive of être + past participle		present subjunctive of être + past participle		present subjunctive of être + past participle	
go	(compoundtenses)	pluperfect2	imperfect subjunctive of être + past participle		imperfect subjunctive of être + past participle		imperfect subjunctive of être + past participle		imperfect subjunctive of être + past participle		imperfect subjunctive of être + past participle		imperfect subjunctive of être + past participle	
speak	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
speak	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
speak	(compoundtenses)	past anterior3	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
speak	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
speak	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
speak	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
speak	(compoundtenses)	pluperfect3	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
choose	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
choose	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
choose	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
choose	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
choose	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
choose	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
choose	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
loose	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
loose	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
loose	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
loose	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
loose	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
loose	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
loose	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
receive	(compoundtenses)	present perfect	present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle		present indicative of avoir + past participle	
receive	(compoundtenses)	pluperfect	imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle		imperfect indicative of avoir + past participle	
receive	(compoundtenses)	past anterior2	past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle		past historic of avoir + past participle	
receive	(compoundtenses)	future perfect	future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle		future of avoir + past participle	
receive	(compoundtenses)	conditional perfect	conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle		conditional of avoir + past participle	
receive	(compoundtenses)	past	present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle		present subjunctive of avoir + past participle	
receive	(compoundtenses)	pluperfect2	imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle		imperfect subjunctive of avoir + past participle	
speak	present participle or gerund1	simple	parlant	/paʁ.lɑ̃/										
speak	present participle or gerund1	compound	ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle	
speak	past participle	past participle	parlé	/paʁ.le/										
choose	infinitive	simple	choisir											
choose	infinitive	compound	avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle	
choose	present participle or gerund1	simple	choisissant	/ʃwa.zi.sɑ̃/										
choose	present participle or gerund1	compound	ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle	
choose	past participle	past participle	choisi	/ʃwa.zi/										
loose	infinitive	simple	perdre											
loose	infinitive	compound	avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle	
loose	present participle or gerund1	simple	perdant	/pɛʁ.dɑ̃/										
loose	present participle or gerund1	compound	ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle	
loose	past participle	past participle	perdu	/pɛʁ.dy/										
receive	infinitive	simple	recevoir											
receive	infinitive	compound	avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle		avoir + past participle	
receive	present participle or gerund1	simple	recevant	/ʁə.s(ə).vɑ̃/										
receive	present participle or gerund1	compound	ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle		ayant + past participle	
receive	past participle	past participle	reçu	/ʁə.sy/										
														
appear	imperative	compound	compound	—		simple imperative of avoir or être + past participle		—		simple imperative of avoir or être + past participle		simple imperative of avoir or être + past participle		—
be-inherently	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
change	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
climb	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
cool	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
direct	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
displease	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
eat	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
endure	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
fall	imperative	compound	compound	—		simple imperative of avoir or être + past participle		—		simple imperative of avoir or être + past participle		simple imperative of avoir or être + past participle		—
fly	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
hear	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
occupy	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
resemble	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
rest	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
see	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
show	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
startle	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
swim	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
walk	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
warm	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
watch	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
work	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
have	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
be	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
go	imperative	compound	compound	—		simple imperative of être + past participle		—		simple imperative of être + past participle		simple imperative of être + past participle		—
speak	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
choose	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
loose	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
receive	imperative	compound	compound	—		simple imperative of avoir + past participle		—		simple imperative of avoir + past participle		simple imperative of avoir + past participle		—
