*	*	masculine	masculine	feminine	feminine		
*	*	singular	singular	singular	singular	plural	plural
*	*	latin	ipa	latin	ipa	latin	ipa
singular-possessor	1-possessor	mon	mɔ̃(n)	ma	ma	mes	mɛ(z)
singular-possessor	2-possessor	ton	tɔ̃(n)	ta	ta	tes	tɛ(z)
singular-possessor	3-possessor	son	soŋ	sa	sa	ses	sɛ(z)
plural-possessor	1-possessor	notre	nɔtʁ	notre	nɔtʁ	nos	no
plural-possessor	2-possessor	votre	vɔtʁ	votre	vɔtʁ	vos	vo
plural-possessor	3-possessor	leur	lœʁ	leur	lœʁ	leurs	lœʁ(z)
