animal		indefinite	singular	plural
animal	absolutive	animalia	animalia	animaliak
animal	ergative	animaliak	animaliak	animaliek
animal	dative	animaliari	animaliari	animaliei
animal	genitive	animaliaren	animaliaren	animalien
animal	comitative	animaliarekin	animaliarekin	animaliekin
animal	causative	animaliarengatik	animaliarengatik	animaliengatik
animal	benefactive	animaliarentzat	animaliarentzat	animalientzat
animal	instrumental	animaliaz	animaliaz	animaliez
animal	inessive	animaliarengan	animaliarengan	animaliengan
animal	locative	—	—	—
animal	allative	animaliarengana	animaliarengana	animaliengana
animal	terminative	animaliarenganaino	animaliarenganaino	animalienganaino
animal	directive	animaliarenganantz	animaliarenganantz	animalienganantz
animal	destinative	animaliarenganako	animaliarenganako	animalienganako
animal	ablative	animaliarengandik	animaliarengandik	animaliengandik
animal	partitive	animaliarik	—	—
animal	prolative	animaliatzat	—	—
attention		indefinite	singular	plural
attention	absolutive	gogo	gogoa	gogoak
attention	ergative	gogok	gogoak	gogoek
attention	dative	gogori	gogoari	gogoei
attention	genitive	gogoren	gogoaren	gogoen
attention	comitative	gogorekin	gogoarekin	gogoekin
attention	causative	gogorengatik	gogoarengatik	gogoengatik
attention	benefactive	gogorentzat	gogoarentzat	gogoentzat
attention	instrumental	gogoz	gogoaz	gogoez
attention	inessive	gogotan	gogoan	gogoetan
attention	locative	gogotako	gogoko	gogoetako
attention	allative	gogotara	gogora	gogoetara
attention	terminative	gogotaraino	gogoraino	gogoetaraino
attention	directive	gogotarantz	gogorantz	gogoetarantz
attention	destinative	gogotarako	gogorako	gogoetarako
attention	ablative	gogotatik	gogotik	gogoetatik
attention	partitive	gogorik	—	—
attention	prolative	gogotzat	—	—
bird		indefinite	singular	plural
bird	absolutive	txori	txoria	txoriak
bird	ergative	txorik	txoriak	txoriek
bird	dative	txoriri	txoriari	txoriei
bird	genitive	txoriren	txoriaren	txorien
bird	comitative	txorirekin	txoriarekin	txoriekin
bird	causative	txorirengatik	txoriarengatik	txoriengatik
bird	benefactive	txorirentzat	txoriarentzat	txorientzat
bird	instrumental	txoriz	txoriaz	txoriez
bird	inessive	txorirengan	txoriarengan	txoriengan
bird	locative	—	—	—
bird	allative	txorirengana	txoriarengana	txoriengana
bird	terminative	txorirenganaino	txoriarenganaino	txorienganaino
bird	directive	txorirenganantz	txoriarenganantz	txorienganantz
bird	destinative	txorirenganako	txoriarenganako	txorienganako
bird	ablative	txorirengandik	txoriarengandik	txoriengandik
bird	partitive	txoririk	—	—
bird	prolative	txoritzat	—	—
boat		indefinite	singular	plural
boat	absolutive	txalupa	txalupa	txalupak
boat	ergative	txalupak	txalupak	txalupek
boat	dative	txalupari	txalupari	txalupei
boat	genitive	txaluparen	txaluparen	txalupen
boat	comitative	txaluparekin	txaluparekin	txalupekin
boat	causative	txaluparengatik	txaluparengatik	txalupengatik
boat	benefactive	txaluparentzat	txaluparentzat	txalupentzat
boat	instrumental	txalupaz	txalupaz	txalupez
boat	inessive	txalupatan	txalupan	txalupetan
boat	locative	txalupatako	txalupako	txalupetako
boat	allative	txalupatara	txalupara	txalupetara
boat	terminative	txalupataraino	txaluparaino	txalupetaraino
boat	directive	txalupatarantz	txaluparantz	txalupetarantz
boat	destinative	txalupatarako	txaluparako	txalupetarako
boat	ablative	txalupatatik	txalupatik	txalupetatik
boat	partitive	txaluparik	—	—
boat	prolative	txalupatzat	—	—
boat		indefinite	singular	plural
boat	absolutive	txalupa	txalupa	txalupak
boat	ergative	txalupak	txalupak	txalupek
boat	dative	txalupari	txalupari	txalupei
boat	genitive	txaluparen	txaluparen	txalupen
boat	comitative	txaluparekin	txaluparekin	txalupekin
boat	causative	txaluparengatik	txaluparengatik	txalupengatik
boat	benefactive	txaluparentzat	txaluparentzat	txalupentzat
boat	instrumental	txalupaz	txalupaz	txalupez
boat	inessive	txalupatan	txalupan	txalupetan
boat	locative	txalupatako	txalupako	txalupetako
boat	allative	txalupatara	txalupara	txalupetara
boat	terminative	txalupataraino	txaluparaino	txalupetaraino
boat	directive	txalupatarantz	txaluparantz	txalupetarantz
boat	destinative	txalupatarako	txaluparako	txalupetarako
boat	ablative	txalupatatik	txalupatik	txalupetatik
boat	partitive	txaluparik	—	—
boat	prolative	txalupatzat	—	—
book		indefinite	singular	plural
book	absolutive	liburu	liburua	liburuak
book	ergative	liburuk	liburuak	liburuek
book	dative	libururi	liburuari	liburuei
book	genitive	libururen	liburuaren	liburuen
book	comitative	libururekin	liburuarekin	liburuekin
book	causative	libururengatik	liburuarengatik	liburuengatik
book	benefactive	libururentzat	liburuarentzat	liburuentzat
book	instrumental	liburuz	liburuaz	liburuez
book	inessive	liburutan	liburuan	liburuetan
book	locative	liburutako	liburuko	liburuetako
book	allative	liburutara	liburura	liburuetara
book	terminative	liburutaraino	libururaino	liburuetaraino
book	directive	liburutarantz	libururantz	liburuetarantz
book	destinative	liburutarako	libururako	liburuetarako
book	ablative	liburutatik	liburutik	liburuetatik
book	partitive	libururik	—	—
book	prolative	liburutzat	—	—
book		indefinite	singular	plural
book	absolutive	liburu	liburua	liburuak
book	ergative	liburuk	liburuak	liburuek
book	dative	libururi	liburuari	liburuei
book	genitive	libururen	liburuaren	liburuen
book	comitative	libururekin	liburuarekin	liburuekin
book	causative	libururengatik	liburuarengatik	liburuengatik
book	benefactive	libururentzat	liburuarentzat	liburuentzat
book	instrumental	liburuz	liburuaz	liburuez
book	inessive	liburutan	liburuan	liburuetan
book	locative	liburutako	liburuko	liburuetako
book	allative	liburutara	liburura	liburuetara
book	terminative	liburutaraino	libururaino	liburuetaraino
book	directive	liburutarantz	libururantz	liburuetarantz
book	destinative	liburutarako	libururako	liburuetarako
book	ablative	liburutatik	liburutik	liburuetatik
book	partitive	libururik	—	—
book	prolative	liburutzat	—	—
bug		indefinite	singular	plural
bug	absolutive	zomorro	zomorroa	zomorroak
bug	ergative	zomorrok	zomorroak	zomorroek
bug	dative	zomorrori	zomorroari	zomorroei
bug	genitive	zomorroren	zomorroaren	zomorroen
bug	comitative	zomorrorekin	zomorroarekin	zomorroekin
bug	causative	zomorrorengatik	zomorroarengatik	zomorroengatik
bug	benefactive	zomorrorentzat	zomorroarentzat	zomorroentzat
bug	instrumental	zomorroz	zomorroaz	zomorroez
bug	inessive	zomorrorengan	zomorroarengan	zomorroengan
bug	locative	—	—	—
bug	allative	zomorrorengana	zomorroarengana	zomorroengana
bug	terminative	zomorrorenganaino	zomorroarenganaino	zomorroenganaino
bug	directive	zomorrorenganantz	zomorroarenganantz	zomorroenganantz
bug	destinative	zomorrorenganako	zomorroarenganako	zomorroenganako
bug	ablative	zomorrorengandik	zomorroarengandik	zomorroengandik
bug	partitive	zomorrorik	—	—
bug	prolative	zomorrotzat	—	—
bug		indefinite	singular	plural
bug	absolutive	zomorro	zomorroa	zomorroak
bug	ergative	zomorrok	zomorroak	zomorroek
bug	dative	zomorrori	zomorroari	zomorroei
bug	genitive	zomorroren	zomorroaren	zomorroen
