be-inherently	mood / tense	mood / tense	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)
be-inherently	mood / tense	mood / tense	1st sg	2nd sg inf.	3rd sg	1st pl	2nd sg	2nd pl	3rd pl
be-inherently	mood / tense	mood / tense	ni	hi	hura	gu	zu	zuek	haiek
be-inherently	indicative	present	naiz	haiz	da	gara	zara	zarete	dira
be-inherently	indicative	past	nintzen	hintzen	zen	ginen	zinen	zineten	ziren
be-inherently	indicative	conditional	banintz	bahintz	balitz	bagina	bazina	bazinete	balira
be-inherently	indicative	hypothetic cons.	nintzateke	hintzateke	litzateke	ginateke	zinateke	zinatekete	lirateke
be-inherently	indicative	past cons.	nintzatekeen	hintzatekeen	zatekeen	ginatekeen	zinatekeen	zinateketen	ziratekeen
be-inherently	indicative	future1	naizateke	haizateke	dateke	garateke	zarateke	zaratekete	dirateke
be-inherently									
be-inherently	potential2	present	naiteke	haiteke	daiteke	gaitezke	zaitezke	zaitezkete	daitezke
be-inherently	potential2	hypothetic	ninteke	hinteke	liteke	gintezke	zintezke	zintezkete	litezke
be-inherently	potential2	past	nintekeen	hintekeen	zitekeen	gintezkeen	zintezkeen	zintezketen	zitezkeen
be-inherently	potential2	close cond.1	banadi	bahadi	badadi	bagaitez	bazaitez	bazaitezte	badaitez
be-inherently	potential2	distal cond.1	banendi	bahendi	baledi	bagintez	bazintez	bazintezte	balitez
be-inherently									
be-inherently	subjunctive2	present	nadin,nadila	hadin,hadila	dadin,dadila	gaitezen,gaitezela	zaitezen,zaitezela	zaitezten,zaiteztela	daitezen,daitezela
be-inherently	subjunctive2	hypothetic	nendin	hendin	ledin	gintezen	zintezen	zintezten	litezen
be-inherently	subjunctive2	past	nendin,nendila	hendin,hendila	zedin,zedila	gintezen,gintezela	zintezen,zintezela	zintezten,zinteztela	zitezen,zitezela
be-inherently									
be-inherently	imperative2	present	—	hadi	bedi, biz3	—	zaitez	zaitezte	bitez, bira3
be-inherently	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.	1. Archaic or dialectal.  2. Forms belong to the reconstructed verb *edin.  3. Not used as auxiliaries.
be-momentarily	mood / tense	mood / tense	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)	nor (absolutive)
be-momentarily	mood / tense	mood / tense	1st sg	2nd sg inf.	3rd sg	1st pl	2nd sg	2nd pl	3rd pl
be-momentarily	mood / tense	mood / tense	ni	hi	hura	gu	zu	zuek	haiek
be-momentarily	indicative	present	nago	hago	dago	gaude	zaude	zaudete	daude
be-momentarily	indicative	past	nengoen	hengoen	zegoen	geunden	zeunden	zeundeten	zeuden
be-momentarily	indicative	conditional	banengo	bahengo	balego	bageunde	bazeunde	bazeundete	baleude
be-momentarily	indicative	hypothetic cons.	nengoke	hengoke	legoke	geundeke	zeundeke	zeundekete	leudeke
be-momentarily	indicative	past cons.	nengokeen	hengokeen	zegokeen	geundekeen	zeundekeen	zeundeketen	zeudekeen
be-momentarily									
be-momentarily	potential	present	nagoke	hagoke	dagoke	gaudeke	zaudeke	zaudekete	daudeke
be-momentarily	potential	hypothetic	same as indicative hypothetic consequence	same as indicative hypothetic consequence	same as indicative hypothetic consequence	same as indicative hypothetic consequence	same as indicative hypothetic consequence	same as indicative hypothetic consequence	same as indicative hypothetic consequence
be-momentarily	potential	past	same as indicative past consequence	same as indicative past consequence	same as indicative past consequence	same as indicative past consequence	same as indicative past consequence	same as indicative past consequence	same as indicative past consequence
be-momentarily									
be-momentarily	subjunctive1	present	nagoen	hagoen	dagoen	gauden	zauden	zaudeten	dauden
be-momentarily	subjunctive1	past	same as indicative past	same as indicative past	same as indicative past	same as indicative past	same as indicative past	same as indicative past	same as indicative past
be-momentarily									
be-momentarily	imperative	present	—	hago	bego	—	zaude	zaudete	beude
be-momentarily	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.	1. Archaic or literary.
see	mood / tense	mood / tense	nork (ergative)	nork (ergative)	nork (ergative)	nork (ergative)	nork (ergative)	nork (ergative)	nork (ergative)	nor (absolutive)	nor (absolutive)
see	mood / tense	mood / tense	1st sg	2nd sg inf.	3rd sg	1st pl	2nd sg	2nd pl	3rd pl	nor (absolutive)	nor (absolutive)
see	mood / tense	mood / tense	nik	hik	hark	guk	zuk	zuek	haiek	nor (absolutive)	nor (absolutive)
see	indicative	present	dakusat	dakusak/n	dakusa	dakusagu	dakusazu	dakusazue	dakusate	hura	3rd sg
see	indicative	present	dakuskit	dakuskik/n	dakuski	dakuskigu	dakuskizu	dakuskizue	dakuskite	haiek	3rd pl
see	indicative										
see	indicative	past	nekusan	hekusan	zekusan	genekusan	zenekusan	zenekusaten	zekusaten	hura	3rd sg
