see	indicative	past	nekuskien	hekuskien	zekuskien	genekuskien	zenekuskien	zenekuskiten	zekuskiten	haiek	3rd pl
see	indicative										
see	indicative	conditional	banekusa	bahekusa	balekusa	bagenekusa	bazenekusa	bazenekusate	balekusate	hura	3rd sg
see	indicative	conditional	banekuski	bahekuski	balekuski	bagenekuski	bazenekuski	bazenekuskite	balekuskite	haiek	3rd pl
see	indicative										
see	indicative	hyp. cons.	nekuske	hekuske	lekuske	genekuske	zenekuske	zenekuskete	lekuskete	hura	3rd sg
see	indicative	hyp. cons.	nekusazke	hekusazke	lekusazke	genekusazke	zenekusazke	zenekusazkete	lekusazkete	haiek	3rd pl
see	indicative										
see	indicative	past cons.	―	―	―	―	―	―	―		
see											
see	potential	present	―	―	―	―	―	―	―		
see	potential	hypothetic	―	―	―	―	―	―	―		
see	potential	past	―	―	―	―	―	―	―		
see											
see	subjunctive	present	―	―	―	―	―	―	―		
see	subjunctive	past	―	―	―	―	―	―	―		
see											
see	imperative	present	—	ikusak/n	bekusa	—	ikusazu	ikusazue	bekusate	hura	3rd sg
see	imperative	present	—	—	bekuski	—	—	—	bekuskite	haiek	3rd pl
