appear	infinitive	infinitive	infinitive	qispiy	qispiy	qispiy	qispiy	qispiy	qispiy
appear	agentive	agentive	agentive	qispiq	qispiq	qispiq	qispiq	qispiq	qispiq
appear	present participle	present participle	present participle	qispispa	qispispa	qispispa	qispispa	qispispa	qispispa
appear	past participle	past participle	past participle	qispisqa	qispisqa	qispisqa	qispisqa	qispisqa	qispisqa
appear	future participle	future participle	future participle	qispina	qispina	qispina	qispina	qispina	qispina
appear			singular	singular	singular	plural	plural	plural	plural
appear			1st person	2nd person	3rd person	1st person inclusive	1st person exclusive	2nd person	3rd person
appear	indicative		ñuqa	qam	pay	ñuqanchik	ñuqayku	qamkuna	paykuna
appear	indicative	present	qispini	qispinki	qispin	qispinchik	qispiyku	qispinkichik	qispinku
appear	indicative	past(experienced)	qispirqani	qispirqanki	qispirqan	qispirqanchik	qispirqaniku	qispirqankichik	qispirqanku
appear	indicative	past(reported)	qispisqani	qispisqanki	qispisqan	qispisqanchik	qispisqaniku	qispisqankichik	qispisqanku
appear	indicative	future	qispisaq	qispinki	qispinqa	qispisunchik	qispisaqku	qispinkichik	qispinqaku
appear									
appear	imperative		—	qam	pay	—	—	qamkuna	paykuna
appear	imperative	affirmative		qispiy	qispichun			qispiychik	qispichunku
appear	imperative	negative		amaqispiychu	amaqispichunchu			amaqispiychikchu	amaqispichunkuchu
