chapter_id	entry_id	meaning	Mandarin Chinese_Pinyin	Mandarin Chinese_StandOrth (Simplified);StandOrth (Traditional)	comment
16	810	beautiful	měilì	美丽;美麗	
16	820	ugly	chǒulòu	丑陋;醜陋	
16	830	greedy	tānlán	贪婪;貪婪	
16	840	clever	cōngming	聪明;聰明	
17	110	mind	tóunǎo	头脑;頭腦	
17	130	think (= reflect)	sīkǎo	思考;思考	
17	140	think (= be of the opinion)	xiǎng; rènwéi	想;想; 认为;認為	
17	150	believe	xiāngxìn	相信;相信	
17	160	understand	lǐjiě	理解;理解	
17	170	know	zhīdào	知道;知道	
17	171	guess	cāicè	猜测;猜測	
17	172	imitate	mófǎng	模仿;模仿	
17	180	seem	hǎoxiàng	好像;好像	
17	190	idea, notion	guānniàn	观念;觀念	
17	210	wise	míngzhì	明智;明智	
17	220	foolish, stupid	yúchǔn	愚蠢;愚蠢	
17	230	insane, crazy	fēngkuáng	疯狂;瘋狂	
17	240	learn	xuéxí	学习;學習	
17	242	study	xuéxí	学习;學習	
17	250	teach	jiāo	教;教, 礁;礁	
17	260	pupil	xiǎoxuéshēng; zhōngxuéshēng	小学生;小學生; 中学生;中學生	elementary school; middle/high school
17	270	teacher	jiàoshī; lǎoshī	教师;教師; 老师;老師	
17	280	school	xuéxiào	学校;學校	
17	310	remember	jìde	记得;記得	
17	320	forget	wàngjì	忘记;忘記	
17	340	clear, plain	qīngchu	清楚;清楚	
17	350	obscure	móhu	模糊;模糊	
17	360	secret	mìmì	秘密;秘密	
17	370	sure, certain	quèxìn	确信;確信	
17	380	explain	jiěshì	解释;解釋	
17	410	intention, purpose	mùdì	目的;目的	
17	420	cause	yuányīn	原因;原因	
17	430	doubt	huáiyí	怀疑;懷疑	
17	440	suspect	tuīcè	推测;推測	
17	441	betray	bèipàn	背叛;背叛	
17	450	need, necessity	xūyào	需要;需要	
17	460	easy	róngyì	容易;容易	
17	470	difficult	kùnnán	困难;困難	
17	480	try, attempt	chángshì	尝试;嘗試	
17	490	way, manner	fāngshì	方式;方式	
17	510	and	hé	颌;頜, 河;河, 和;和	
17	520	because	yīnwèi	因为;因為	
17	530	if	rúguǒ	如果;如果	
17	540	or	huòzhě	或者;或者	
17	550	yes, affirmative	shì	是;是	
17	560	no, negative	bù	不;不	bú before fourth tone
17	610	how?	zěnyàng; zěnmeyàng	怎样？;怎樣？; 怎么样？;怎麽樣？	
17	620	how many?	duōshǎo	多少？;多少？	
17	630	how much?	duōshǎo	多少？;多少？	
17	640	what?	shénme	什么？;什麼？	
17	650	when?	shénme shíhou	什么时候？;什麼時候？	
17	660	where?	nǎli; nǎr	哪里?;哪裡？; 哪儿？;哪兒？	Southern; Northern
17	670	which?	nǎge	哪个？;哪個？	
17	680	who?	shuí	谁？;誰？	
17	690	why?	wèishénme	为什么？;為什麼？	
18	110	voice	shēngyīn	声音;聲音	
18	120	sing	chàng	唱;唱	
18	130	shout, cry out	hǎnjiào	喊叫;喊叫	
18	150	whisper	dīyǔ	低语;低語	
18	160	mumble	gūnong	咕哝;咕噥	
18	170	whistle	shàoshēng	哨声;哨聲	
18	180	shriek, screech	jiānjiào	尖叫;尖叫	
18	190	howl	háojiào	号叫;號叫	
18	210	speak, talk	shuō huà	说话;說話	
18	211	stutter, stammer	kǒuchī	口吃;口吃	
18	220	say	shuō	说;說	
18	221	tell story	jiǎng gùshi	讲故事;講故事	
18	222	speech (make a)	yǎnjiǎng	演讲;演講	
18	230	silent (be)	ānjìng	安静;安靜	
18	240	language	yǔyán	语言;語言	
18	260	word	cí; zì	词;詞; 字;字	depends on context; depends on context
18	280	name	míngzi	名字;名字	
18	310	ask (question, inquire)	wèn	问;問	
18	320	answer	huídá	回答;回答	
18	330	admit, confess	chéngrèn	承认;承認	
18	340	deny	fǒurèn	否认;否認	
18	350	ask, request	qǐngqiú	请求;請求	
18	360	promise	chéngnuò	承诺;承諾	
18	370	refuse	jùjué	拒绝;拒絕	
18	380	forbid	jìnzhǐ	禁止;禁止	
18	390	rebuke, scold	zhǐzé	指责;指責	
18	410	call (=summon)	hūhuàn	呼唤;呼喚	
18	420	call (=name)	chēnghu	称呼;稱呼	
18	430	announce	xuānbù	宣布;宣布	
18	440	threaten	kǒnghè	恐吓;恐嚇	
18	450	boast	zìkuā	自夸;自誇	
18	510	write	xiě	血;血, 写;寫	
18	520	read	dú	毒;毒, 读;讀	
18	560	paper	zhǐ	纸;紙	
18	570	pen	bǐ	笔;筆	
18	610	book	shū	书;書	
18	670	poet	shīrén	诗人;詩人	
18	710	flute	chángdí	长笛;長笛	
18	720	drum	gǔ	鼓;鼓	
18	730	horn, trumpet	hào	号;號	
18	740	rattle	pīngpāng xiǎng	乒乓响;乒乓響	
19	110	country	guójiā	国家;國家	
19	120	one's native country	zǔguó	祖国;祖國	
19	150	city, town	chéng	城;城	
19	160	village	cūnzhuāng	村庄;村莊	
19	170	boundary	biānjiè	边界;邊界	
19	210	people (populace)	rénmín	人民;人民	
19	230	tribe, clan	bùluò; zōngzú	部落;部落; 宗族;宗族	tribe; clan
19	240	chief, chieftain	qiúzhǎng; zúzhǎng	酋长;酋長; 族长;族長	of tribe; of clan
19	250	staff, walking stick	guǎizhàng	拐杖;拐杖	
19	310	rule, govern	tǒngzhì	统治;統治	
19	320	king, ruler	guówáng; tǒngzhìzhě	国王;國王; 统治者;統治者	king; ruler
19	330	queen	nǚwáng; wánghòu	女王;女王; 王后;王后	ruler (female); ruler’s wife
19	360	noble, nobleman	guìzú	贵族;貴族	
19	370	citizen, subject	gōngmín	公民;公民	
19	410	master	zhǔrén	主人;主人	
19	420	slave	núlì	奴隶;奴隸	
19	430	servant	yōngrén	佣人;佣人	
19	440	freeman	zìyóumín	自由民;自由民	
19	450	command, order	mìnglìng	命令;命令	
19	460	obey	fúcóng	服从;服從	
19	470	let, permit	xǔkě	许可;許可	
19	510	friend, companion	péngyou	朋友;朋友	
19	520	enemy	dírén	敌人;敵人	
19	540	neighbor	línjū	邻居;鄰居	
19	550	stranger	mòshēngrén	陌生人;陌生人	
19	560	guest	kèrén	客人;客人	
19	570	host	zhǔrén	主人;主人	
19	580	help, aid	bāngzhù	帮助;幫助	
19	590	hinder, prevent	zǔzhǐ	阻止;阻止	
19	610	custom	xísú	习俗;習俗	
19	620	strife, quarrel	chōngtū	冲突;衝突	
19	630	conspiracy, plot	mìmóu	密谋;密謀	
19	650	meet	yùjiàn	遇见;遇見	
19	720	prostitute	lànyòng	滥用;濫用	
20	110	fight (vb)	dǎdòu	打斗;打鬥	
20	130	war, battle	zhànzhēng	战争;戰爭	
20	140	peace	hépíng	和平;和平	
20	150	army	jūnduì	军队;軍隊	
20	170	soldier	shìbīng	士兵;士兵	
20	210	weapons, arms	wǔqì	武器;武器	
20	220	club	gùnbàng	棍棒;棍棒	
20	222	battle-ax	zhànfǔ	战斧;戰斧	
20	230	sling	tóushíqì	投石器;投石器	
20	240	bow	gōng	公;公, 弓;弓	
20	250	arrow	jiàn	剑;劍, 箭;箭	
20	260	spear	máo	锚;錨, 矛;矛	
20	270	sword	jiàn	剑;劍, 箭;箭	
20	280	gun, cannon	qiāng; pào	枪;槍; 炮;炮	gun; cannon
20	310	armor (defensive)	kuījiǎ	盔甲;盔甲	
20	330	helmet	tóukuī	头盔;頭盔	
20	340	shield	dùnpái	盾牌;盾牌	
20	350	fortress	yàosài	要塞;要塞	
20	360	tower	tǎ	塔;塔	
20	410	victory	shènglì	胜利;勝利	
20	420	defeat	jībài	击败;擊敗	
20	430	attack	gōngjī	攻击;攻擊, 公鸡;公雞	
20	440	defend	fángshǒu	防守;防守	
20	450	retreat	chètuì	撤退;撤退	
20	460	surrender	tóuxiáng	投降;投降	
20	470	captive, prisoner	fúlǔ	俘虏;俘虜	
20	471	guard, sentinel	jǐngwèi; shàobīng	警卫;警衛; 哨兵;哨兵	guard; sentinel
20	480	booty, spoils	zhànlìpǐn	战利品;戰利品	
20	490	ambush	fújī	伏击;伏擊	
20	510	fisherman	yúmín	渔民;漁民	
20	520	fishhook	yúgōu	鱼钩;魚鉤	
20	530	fishing line	diàoyúxiàn	钓鱼线;釣魚線	
20	540	fishnet	yúwǎng	渔网;漁網	
20	550	fish trap	yúxiànjǐng	鱼陷阱;魚陷阱	
20	560	bait	ěr	饵;餌	
20	610	hunt	dǎ liè	打猎;打獵	
20	620	shoot	shèjī	射击;射擊	
20	630	miss (target)	wèi jīzhòng	未击中;未擊中	
20	640	trap (noun)	xiànjǐng	陷阱;陷阱	
20	650	trap (vb)	shè xiànjǐng	设陷阱;設陷阱	
21	110	law	fǎlǜ	法律;法律	
21	150	court	fǎtíng	法庭;法庭	
21	160	judge (vb)	pànjué	判决;判決	
21	170	judgment	pànjué	判决;判決	
21	180	judge (noun)	fǎguān	法官;法官	
21	210	plaintiff	yuángào	原告;原告	
21	220	defendant	bèigào	被告;被告	
21	230	witness	zhèngrén	证人;證人	
21	240	swear	fāshì	发誓;發誓	
21	250	oath	xuānshì	宣誓;宣誓	
21	310	accuse	zhǐkòng	指控;指控	
21	320	condemn	pànchǔ	判处;判處	
21	330	convict (vb)	pànjué...yǒuzuì	判决...有罪;判決...有罪	
21	340	acquit	xuānpàn...wúzuì	宣判...无罪;宣判...無罪	
21	350	guilty	yǒuzuì	有罪;有罪	
21	360	innocent	wúzuì	无罪;無罪	
21	370	penalty, punishment	chǔfá	处罚;處罰	
21	380	fine	fákuǎn	罚款;罰款	
21	390	prison, jail	jiānyù	监狱;監獄	
21	420	murder	móushā	谋杀;謀殺	
21	430	adultery	tōngjiān	通奸;通姦	
21	440	rape	qiángjiān	强奸;強姦	
21	460	arson	zònghuǒ	纵火;縱火	
21	470	perjury	wěizhèngzuì	伪证罪;偽證罪	
21	510	steal	tōu	偷;偷	
21	520	thief	xiǎotōu	小偷;小偷	
22	110	religion	zōngjiào	宗教;宗教	
22	120	God	shén	神;神	
22	130	temple, church	miào; jiàotáng	庙;廟; 教堂;教堂	Buddhist temple; Christian church
22	140	altar	jìtán	祭坛;祭壇	
22	150	sacrifice, offering	jìpǐn	祭品;祭品	
22	160	worship	jìngshén; chóngbài	敬神;敬神; 崇拜;崇拜	traditional Chinese; Christian
22	170	pray	qíqiú	祈求;祈求	
22	180	priest	jìsī	祭司;祭司	
22	190	holy, sacred	shénshèng	神圣;神聖	
22	220	preach	jiǎngdào	讲道;講道	
22	230	bless	bǎoyòu	保佑;保佑	
22	240	curse	zǔzhòu	诅咒;詛咒	
22	260	fast (vb)	jìnshí	禁食;禁食	
22	310	heaven	tiāntáng	天堂;天堂	
22	320	hell	dìyù	地狱;地獄	
22	350	demon (evil spirit)	èmó	恶魔;惡魔	
22	370	idol	ǒuxiàng	偶像;偶像	
22	420	magic, witchcraft, sorcery	mófǎ	魔法;魔法	
22	430	sorcerer, witch	nánwū; nǚwū	男巫;男巫; 女巫;女巫	male; female
22	440	fairy, elf	xiānzǐ; jīnglíng	仙子;仙子; 精灵;精靈	fairy; elf
22	450	ghost, phantom	guǐ; yōulíng	鬼;鬼; 幽灵;幽靈	evil; neutral
22	470	omen, portent	zhēngzhào	征兆;徵兆	
