	Id	English	Part	Emoji
820	3-815	scorpion	noun	🦂
821	3-816	cockroach	noun	🪳
822	3-817	ant	noun	🐜
823	3-818	spider	noun	🕷️
824	3-819	spider web	noun	🕸️
825	3-820	bee	noun	🐝
826	3-821	beeswax	noun	
827	3-822	beehive	noun	
828	3-823	wasp	noun	🐝
829	3-830	fly	noun	🪰
830	3-831	sandfly|midge|gnat	noun	🪰
831	3-832	mosquito	noun	🦟
832	3-840	worm	noun	🪱
833	3-850	snake	noun	🐍
834	3-910	firefly	noun	
835	3-920	butterfly	noun	🦋
836	3-930	grasshopper	noun	
837	3-940	snail	noun	🐌
838	3-950	frog	noun	🐸
839	3-960	lizard	noun	🦎
840	3-970	crocodile|alligator	noun	🐊
841	3-980	turtle	noun	🐢
842	4-110	body	noun	
843	4-120	skin|hide	noun	
844	4-130	flesh	noun	🥩
845	4-140	hair (on head)	noun	👨‍🦱
846	4-142	beard	noun	🧔
847	4-144	body hair	noun	
848	4-145	pubic hair	noun	
849	4-146	dandruff	noun	
850	4-150	blood	noun	🩸
851	4-151	vein|artery	noun	
852	4-160	bone	noun	🦴
853	4-162	rib	noun	
854	4-170	horn	noun	🦄
855	4-180	tail	noun	
856	4-190	back	noun	
857	4-191	spine	noun	
858	4-200	head	noun	
859	4-201	side of head|temple	noun	
860	4-202	skull	noun	💀
861	4-203	brain	noun	🧠
862	4-204	face	noun	
863	4-205	forehead	noun	
864	4-207	jaw	noun	
865	4-208	cheek	noun	
866	4-209	chin	noun	
867	4-210	eye	noun	👁️
868	4-212	eyebrow	noun	
869	4-213	eyelid	noun	
870	4-214	eyelash	noun	
871	4-215	blink	verb	
872	4-220	ear	noun	👂
873	4-221	earlobe	noun	
874	4-222	earwax	noun	
875	4-230	nose	noun	👃
876	4-231	nostril	noun	
877	4-232	mucus	noun	
878	4-240	mouth	noun	👄
879	4-241	beak	noun	
880	4-250	lip	noun	👄
881	4-260	tongue	noun	👅
882	4-270	tooth	noun	🦷
883	4-271	gums	noun	
884	4-272	molartooth	noun	
885	4-280	neck	noun	
886	4-281	nape of neck	noun	
887	4-290	throat	noun	
888	4-300	shoulder	noun	
889	4-301	shoulderblade	noun	
890	4-302	collarbone	noun	
891	4-310	arm	noun	💪
892	4-312	armpit	noun	
893	4-320	elbow	noun	
894	4-321	wrist	noun	
895	4-330	hand	noun	🖐️
896	4-331	palm of hand	noun	✋
897	4-340	finger	noun	☝️
898	4-342	thumb	noun	👍
899	4-344	fingernail	noun	💅
900	4-345	claw	noun	
901	4-350	leg	noun	🦵
902	4-351	thigh	noun	
903	4-352	calf of leg	noun	
904	4-360	knee	noun	
905	4-370	foot	noun	🦶
906	4-371	ankle	noun	
907	4-372	heel	noun	
908	4-374	footprint	noun	👣
909	4-380	toe	noun	🦶↙
910	4-392	wing	noun	🪽
911	4-393	feather	noun	🪶
912	4-400	chest	noun	🧍←
913	4-410	breast (of a woman)	noun	🤱
914	4-412	nipple|teat	noun	🤱
915	4-420	udder	noun	🐄←
916	4-430	navel	noun	
917	4-440	heart	noun	🫀
918	4-441	lung	noun	🫁
919	4-450	liver	noun	
920	4-451	kidney	noun	
921	4-452	spleen	noun	
922	4-460	stomach	noun	🫄
923	4-461	intestines|guts	noun	🌭
924	4-462	waist	noun	🧍←
925	4-463	hip	noun	🧍←
926	4-464	buttocks	noun	🍑
927	4-470	womb	noun	🤰
928	4-490	testicle	noun	🥚🥚
929	4-492	penis	noun	🍆
930	4-510	breathe|breath	verb	😮‍💨
931	4-520	yawn|gape	verb	🥱
932	4-521	hiccough	verb	
933	4-530	cough	verb	
934	4-540	sneeze	verb	🤧
935	4-550	perspire	verb	😓
936	4-560	spit	verb	😪
937	4-570	vomit	verb	🤮
938	4-580	bite	verb	😾
939	4-590	lick	verb	👅
940	4-591	dribble	verb	
941	4-610	sleep	verb	😴
942	4-612	snore	verb	😴
943	4-620	dream	verb	<sub>😴</sub><sup>💭</sup>
944	4-630	wake up	verb	
945	4-640	break wind	verb	🍑💨
946	4-650	urinate	verb	🚽
947	4-660	defecate	verb	💩
948	4-670	have sexual intercourse	verb	🔞
949	4-680	shiver	verb	🥶
950	4-690	bathe	verb	🛀
951	4-710	beget (as a father)	verb	🤰
952	4-720	born	verb	🤰
953	4-730	pregnant	adjective	🤰
954	4-732	conceive	verb	
955	4-740	live|living|life	verb	🌹
956	4-750	die|dead	verb	🪦
957	4-751	drowned	adjective	
958	4-760	kill	verb	😐🔪😐
959	4-770	corpse	noun	🧟
960	4-780	bury (the dead)	verb	🪦
961	4-790	grave|tomb	noun	🪦
962	4-810	strong|mighty|powerful	adjective	🐂
963	4-820	weak	adjective	🐁
964	4-830	well|health	adjective|noun	
965	4-840	sick|sickness	adjective|noun	🤒
966	4-841	fever	noun	🤒
967	4-842	goiter	noun	
968	4-843	cold (illness)	noun	🤒
969	4-850	wound|sore	noun	
970	4-852	bruise	noun	
971	4-853	swelling	noun	
972	4-854	itch	noun	
973	4-855	blister	noun	
974	4-856	boil	noun	
975	4-857	pus	noun	
976	4-858	scar	noun	
977	4-860	cure|heal	verb	🤕
978	4-870	physician	noun	🧑‍⚕️
979	4-880	medicine|drug	noun	
980	4-890	poison	noun	☠️
981	4-910	tired|weary	adjective	😮‍💨
982	4-912	rest	verb	
983	4-920	lazy	adjective	
984	4-930	bald	adjective	🧑‍🦲
985	4-940	lame	adjective	🤓
986	4-950	deaf	adjective	🧏
987	4-960	mute	adjective	🧏
988	4-970	blind	adjective	🧑‍🦯
989	4-980	intoxicated	adjective	🥴
990	4-990	naked|bare	adjective	
991	5-110	eat	verb	🍽️
992	5-120	food	noun	🍔
993	5-121	cooked	adjective	
994	5-122	raw	adjective	
995	5-123	ripe	adjective	
996	5-124	green|unripe	adjective	
997	5-125	rotten	adjective	🫝
998	5-130	drink	verb	🥛
999	5-140	hunger	noun	
1000	5-141	famine	noun	
1001	5-150	thirst	noun	
1002	5-160	suck	verb	🍼
1003	5-180	chew	verb	
1004	5-181	swallow	verb	
1005	5-190	choke	verb	
1006	5-210	cook	verb	🥘
1007	5-220	boil	verb	🍲
1008	5-230	roast|fry	verb	🍳
1009	5-240	bake	verb	
1010	5-250	oven	verb	
1011	5-260	pot|cooking vessel	noun	🍲
1012	5-270	kettle	noun	
1013	5-280	pan	noun	🍳
1014	5-310	dish	noun	🍽️
1015	5-320	plate	noun	🍽️
1016	5-330	bowl	noun	🥣
1017	5-340	pitcher|jug	noun	
1018	5-350	cup|drinking vessel	noun	🍵
1019	5-360	saucer	noun	🍽️
1020	5-370	spoon	noun	🥄
1021	5-380	knife	noun	🔪
1022	5-390	fork	noun	→🍴
1023	5-391	tongs	noun	
1024	5-410	meal	noun	🍝
1025	5-420	breakfast	noun	🥣
1026	5-430	lunch	noun	🥪
1027	5-440	dinner	noun	🍝
1028	5-450	supper	noun	🍝
1029	5-460	peel	verb	
1030	5-470	sieve|strain	noun	
1031	5-480	scrape	verb	
1032	5-490	stir|mix	verb	
1033	5-510	bread	noun	🍞
1034	5-530	dough	noun	
1035	5-540	knead	verb	
1036	5-550	meal|flour	noun	
1037	5-560	crush|grind	verb	
1038	5-570	mill	noun	
1039	5-580	mortar	noun	
1040	5-590	pestle	noun	
1041	5-610	meat	noun	🍖
1042	5-630	sausage	noun	
1043	5-640	soup|broth	noun	🍲
1044	5-650	vegetables	noun	🥦
1045	5-660	bean	noun	🫘
1046	5-700	potato	noun	🥔
1047	5-710	fruit	noun	🍏
1048	5-712	bunch	noun	
1049	5-750	fig	noun	
1050	5-760	grape	noun	🍇
1051	5-770	nut	noun	🌰
1052	5-780	olive	noun	🫒
1053	5-790	oil	noun	🧈
1054	5-791	grease|fat	noun	🧈
1055	5-810	salt	noun	🧂
1056	5-820	pepper	noun	🌶️
1057	5-821	chili pepper	noun	🌶️
1058	5-840	honey	noun	🍯
1059	5-850	sugar	noun	🥣
1060	5-860	milk	noun	🥛
1061	5-870	milk	noun	
1062	5-880	cheese	noun	🧀
1063	5-890	butter	noun	🧈
1064	5-900	beverage|drink	noun	🥛
1065	5-910	mead	noun	🍯
1066	5-920	wine	noun	🍷
1067	5-930	beer	noun	🍺
1068	5-940	fermented drink	noun	
1069	5-970	egg	noun	🥚
1070	5-971	egg yolk	noun	🍳
1071	6-110	put on (clothes)	noun	
1072	6-120	clothing|clothes	noun	
1073	6-130	tailor	noun	
1074	6-210	cloth	noun	👚
1075	6-220	wool	noun	🧥
1076	6-230	linen|flax	noun	👗
1077	6-240	cotton	noun	👕
1078	6-250	silk	noun	🥻
1079	6-270	felt	noun	🎩
1080	6-280	fur	noun	🐇
1081	6-290	leather	noun	👜
1082	6-310	spin	verb	
1083	6-320	spindle	noun	
1084	6-330	weave	verb	
1085	6-340	loom	noun	
1086	6-350	sew	verb	🪡
1087	6-360	needle	noun	🪡
1088	6-370	awl	noun	
1089	6-380	thread	noun	
1090	6-390	dye	noun	
1091	6-410	cloak	noun	
1092	6-411	poncho	noun	
1093	6-420	woman's dress	noun	👗
1094	6-430	coat	noun	🧥
1095	6-440	shirt	noun	👕
1096	6-450	collar	noun	
1097	6-460	skirt	noun	👗
1098	6-461	grass-skirt	noun	
1099	6-480	trousers	noun	👖
1100	6-490	stocking|sock	noun	🧦
1101	6-510	shoe	noun	👞
1102	6-520	boot	noun	🥾
1103	6-540	shoemaker|cobbler	noun	
1104	6-550	hat|cap	noun	🧢
1105	6-570	belt|girdle	noun	
1106	6-580	glove	noun	🧤
1107	6-590	veil	noun	👰
1108	6-610	pocket	noun	
1109	6-620	button	noun	
1110	6-630	pin	noun	📌
1111	6-710	ornament|adornment	noun	
1112	6-720	jewel	noun	💎
1113	6-730	ring (for finger)	noun	💍
1114	6-740	bracelet	noun	📿
1115	6-750	necklace	noun	📿
1116	6-760	bead	noun	📿
1117	6-770	earring	noun	💍
1118	6-780	headband|headdress	noun	
1119	6-790	tattoo	noun	
1120	6-810	handkerchief|rag	noun	
1121	6-820	towel	noun	
1122	6-910	comb	noun	🪮
1123	6-920	brush	noun	🖌️
1124	6-921	braid	verb	
1125	6-930	razor	noun	🪒
1126	6-940	ointment	noun	🧴
1127	6-950	soap	noun	🧼
1128	6-960	mirror	noun	🪞
1129	7-110	dwell|live	verb	
1130	7-120	house	noun	🏠
1131	7-130	hut	noun	🛖
1132	7-131	garden-house	noun	🏡
1133	7-140	tent	noun	⛺
1134	7-150	yard|court	noun	⛲
1135	7-160	men's house	noun	
1136	7-170	cookhouse	noun	
1137	7-180	meeting house	noun	
1138	7-210	room	noun	🛋️
1139	7-220	door|gate	noun	🚪
1140	7-221	doorpost|jamb	noun	
1141	7-230	lock	noun	🔐
1142	7-231	latch|door-bolt	noun	
1143	7-240	key	noun	🔑
1144	7-250	window	noun	🪟
1145	7-260	floor	noun	
1146	7-270	wall	noun	
1147	7-310	fireplace	noun	
1148	7-320	stove	noun	
1149	7-330	chimney	noun	
1150	7-370	ladder	noun	🪜
1151	7-420	bed	noun	🛌
1152	7-421	pillow	noun	
1153	7-422	blanket	noun	
1154	7-430	chair	noun	🪑
1155	7-440	table	noun	
1156	7-450	lamp|torch	noun	🪔
1157	7-460	candle	noun	🕯️
1158	7-470	shelf	noun	
1159	7-480	trough	noun	
1160	7-510	roof	noun	🏠↖
1161	7-520	thatch	noun	🛖↖
1162	7-530	ridgepole	noun	
1163	7-540	rafter	noun	
1164	7-550	beam	noun	
1165	7-560	post|pole	noun	
1166	7-570	board	noun	
1167	7-580	arch	noun	
1168	7-610	mason	noun	
1169	7-620	brick	noun	🧱
1170	7-630	mortar	noun	
1171	7-640	adobe	noun	
1172	8-110	farmer	noun	🧑‍🌾
1173	8-120	field (for farming)	noun	🌾
1174	8-130	garden	noun	
1175	8-150	cultivate|till	verb	
1176	8-160	fence	noun	🚧
1177	8-170	ditch	noun	
1178	8-210	plow	verb	
1179	8-212	furrow	noun	
1180	8-220	dig	verb	🪏
1181	8-230	spade	noun	🪏
1182	8-240	shovel	noun	🪏
1183	8-250	hoe	noun	
1184	8-260	fork	noun	🍴
1185	8-270	rake	noun	
1186	8-310	sow	verb	
1187	8-311	seed	noun	🌰
1188	8-320	mow|reap	verb	
1189	8-330	sickle|scythe	noun	
1190	8-340	thresh	verb	
1191	8-350	threshing-floor	noun	
1192	8-410	crop|harvest	noun	🌾
1193	8-420	grain	noun	🌾
1194	8-430	wheat	noun	🌾
1195	8-440	barley	noun	🌾
1196	8-450	rye	noun	🌾
1197	8-460	oats	noun	🌾
1198	8-470	maize|corn	noun	🌽
1199	8-480	rice	noun	🍚
1200	8-510	grass	noun	🌾
1201	8-520	hay	noun	🌾
1202	8-530	plant	noun	🪴
1203	8-531	plant	verb	🪴
1204	8-540	root	noun	🥕
1205	8-550	branch	noun	🌿
1206	8-560	leaf	noun	🍃
1207	8-570	flower	noun	🌻
1208	8-600	tree	noun	🌳
1209	8-610	oak	noun	🌳
1210	8-620	beech	noun	🌳
1211	8-630	birch	noun	"<span style=""filter: invert(1) hue-rotate(60deg)"">🌳</span>"
1212	8-640	pine	noun	🌲
1213	8-650	fir	noun	🌲
1214	8-660	acorn	noun	🌰
1215	8-670	vine	noun	
1216	8-680	tobacco	noun	🚬
1217	8-690	smoke	verb	🚬
1218	8-691	pipe	noun	🚬
1219	8-720	tree stump	noun	🪵
1220	8-730	tree trunk	noun	🌳←
1221	8-740	forked branch	noun	
1222	8-750	bark	noun	🪵←
1223	8-760	sap	noun	
1224	8-810	palm tree	noun	🌴
1225	8-820	coconut	noun	🥥
1226	8-830	citrus fruit	noun	🍊
1227	8-840	banana tree	noun	🌴→🍌
1228	8-850	banyan	noun	
1229	8-910	sweet potato	noun	🍠
1230	8-912	yam	noun	🍠
1231	8-920	tapioca|manioc|cassava	noun	
1232	8-930	gourd	noun	🎃
1233	8-931	pumpkin|squash	noun	🎃
1234	8-940	bamboo	noun	🎋
1235	8-941	sugar cane	noun	
1236	8-960	fish poison	noun	
1237	8-970	nettle	noun	
1238	8-980	mushroom	noun	🍄
1239	9-110	do|make	verb	
1240	9-120	work	verb	🧑‍🔧
1241	9-140	bend	verb	
1242	9-150	fold	verb	
1243	9-160	tie|bind	verb	🧶→🪢
1244	9-161	untie	verb	🪢→🧶
1245	9-180	chain	noun	⛓️
1246	9-190	rope|cord	noun	
1247	9-192	knot	noun	
1248	9-210	strike|hit|beat	verb	
1249	9-211	pound with fist	verb	
1250	9-220	cut	verb	
1251	9-221	cut down	verb	🌳🪓
1252	9-222	chop|hew	verb	🪵🪓
1253	9-223	stab	verb	
1254	9-230	knife	noun	🔪
1255	9-240	scissors|shears	noun	
1256	9-250	ax	noun	🪓
1257	9-251	adze	noun	
1258	9-260	break	verb	⛓️‍💥
1259	9-261	broken	adjective	
1260	9-270	split	verb	🪵🪓
1261	9-280	tear	verb	
1262	9-290	flay|skin	verb	
1263	9-310	rub|wipe	verb	
1264	9-320	stretch	verb	
1265	9-330	pull	verb	
1266	9-340	spread out	verb	
1267	9-341	hang up	verb	
1268	9-342	press	verb	
1269	9-343	squeeze|wring	verb	🧽
1270	9-350	pour	verb	🫗
1271	9-360	wash	verb	🧼
1272	9-370	sweep	verb	🧹
1273	9-380	broom	noun	🧹
1274	9-422	tool	noun	🔧
1275	9-430	carpenter	noun	
1276	9-440	build	verb	
1277	9-460	bore	verb	
1278	9-461	hollow out	verb	
1279	9-480	saw	noun	🪚
1280	9-490	hammer	noun	🔨
1281	9-500	nail	noun	
1282	9-560	glue	noun	
1283	9-600	smith|blacksmith	noun	
1284	9-610	forge	noun	
1285	9-620	anvil	noun	
1286	9-630	cast (metals)	verb	
1287	9-640	gold	noun	🥇
1288	9-650	silver	noun	🥈
1289	9-660	copper|bronze	noun	🥉
1290	9-670	iron	noun	⚔️
1291	9-680	lead	noun	✏️
1292	9-690	tin|tinplate	noun	
1293	9-710	potter	noun	
1294	9-720	mold (clay)	verb	
1295	9-730	clay	noun	⚱️
1296	9-740	glass	noun	🪟
1297	9-750	weave|plait	verb	
1298	9-760	basket	noun	🧺
1299	9-770	mat	noun	
1300	9-771	rug	noun	
1301	9-780	netbag	noun	
1302	9-790	fan	noun	🪭
1303	9-791	fan	verb	🪭
1304	9-810	carve	verb	
1305	9-820	sculptor	noun	
1306	9-830	statue	noun	🗿
1307	9-840	chisel	noun	
1308	9-880	paint	noun	🎨
1309	9-890	paint	verb	🎨
