chapter_id	entry_id	meaning	Elamite_Phonemic	comment
9	760	basket	še-ri-it	ME Source: EW 1153.
9	771	rug	za-ba-ar	ME Source: EW 1272.
9	890	paint (vb)	karsu-; kar-su-iš-da; kar-su-qa	Source: EW 445-446.; AchE Source: EW 445-446.; AchE Source: EW 445-446.
10	252	catch (ball)	mari-; ma-ri-h; ma-ri-en-t	Source: EW 881.; NE Source: EW 881.; ME Source: EW 881.
10	450	walk	pari-; uzzu-; uz-zu-un; uz-zu-un-ta	Cf. ME pa-ri-h 'ich ging, zog, verfolgte', source: EW 148. Source: EW 1258.; Cf. ME pa-ri-h 'ich ging, zog, verfolgte', source: EW 148. Source: EW 1258.; ME Cf. ME pa-ri-h 'ich ging, zog, verfolgte', source: EW 148. Source: EW 1258.; ME Cf. ME pa-ri-h 'ich ging, zog, verfolgte', source: EW 148. Source: EW 1258.
10	480	come	izzi-; iz-zí-iš; šinni-; šinnu-; ši-in-nu-ik; ši-in-nu	Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.; NE, AchE Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.; Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.; Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.; AchE Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.; AchE Source: EW 798; cf. uzzu- 'gehen'. Also NE, AchE ši-in-nu-qa; OE ši-ni-ra; ši(?)-ni-ki-en; ME ši-ni-ik EW 1168.
10	610	carry (bear)	kuti-; ku-ti-na; ku-ti-šá	Source: EW 547. See 'bring' 10.620.; NE Source: EW 547. See 'bring' 10.620.; AchE Source: EW 547. See 'bring' 10.620.
10	620	bring	tela-; te-la-ak-ni; te-la-ni-li	Sources: EW 316-317. Also kuti-: AchE ku-ti-iš EW 546-547. See also 'carry' 10.610.; ME, NE Sources: EW 316-317. Also kuti-: AchE ku-ti-iš EW 546-547. See also 'carry' 10.610.; OE Sources: EW 316-317. Also kuti-: AchE ku-ti-iš EW 546-547. See also 'carry' 10.610.
10	630	send	da-; da-an-da; da-h	Sources: EW 252; EW 263.; AchE Sources: EW 252; EW 263.; NE, AchE Sources: EW 252; EW 263.
10	660	ride	te-li-nu-ip	AchE Source: EW 317.
10	710	road	ba-u; bar-du; hu-te	AchE Sources: EW 147; EW 706.; AchE Sources: EW 147; EW 706.; ME Sources: EW 147; EW 706.
10	780	yoke	za-ap-pan	NE Source: EW 1271.
11	130	take	duma; du-ma; du-ma-iš	Source: EW 356-357.; AchE Source: EW 356-357.; AchE Source: EW 356-357.
11	210	give	duna-; duni-; du-ni-h; du-ni-ha; du-na-áš; du-na-qa; li-; li-h; li-ik	Source: EW 361-364; EW 821-822.; Source: EW 361-364; EW 821-822.; ME, NE Source: EW 361-364; EW 821-822.; ME Source: EW 361-364; EW 821-822.; AchE Source: EW 361-364; EW 821-822.; AchE Source: EW 361-364; EW 821-822.; AchE Source: EW 361-364; EW 821-822.; OE, ME, NE Source: EW 361-364; EW 821-822.; NE, AchE Source: EW 361-364; EW 821-822.
11	240	preserve, look after	kutu-; ku-tu-un; ku-tu-uš-li	Source: EW 551.; ME, NE Source: EW 551.; OE Source: EW 551.
11	270	destroy	sari-; sa-ri-h; sa-ri-in-ti	Source: EW 1065.; ME, NE Source: EW 1065.; AchE Source: EW 1065.
11	320	find	bakka-; ba-ak-qa-h	Source: EW 106.; (?) ME Source: EW 106.
11	510	rich	sir	NE Source: EW 1087.
11	640	debt	a-h-da-a	NE Source: EW 33.
11	650	pay (vb)	un-sa-ha; un-sa-iš; za-ag-gi-iš	NE Sources: EW 1238. Cf. za-ag-gi; za-ak 'Wert'; za-ak-me 'Preis' (EW 1266).; AchE Sources: EW 1238. Cf. za-ag-gi; za-ak 'Wert'; za-ak-me 'Preis' (EW 1266).; AchE Sources: EW 1238. Cf. za-ag-gi; za-ak 'Wert'; za-ak-me 'Preis' (EW 1266).
11	780	wages	te-um-be; ha-nu	AchE Sources: EW 320; EW 618.; NE, AchE Sources: EW 320; EW 618.
11	870	price	šá-ak-ki-me; šá-ak-ki-mi; šá-gi-me	AchE Sources: EW 1111; EW 1120.; AchE Sources: EW 1111; EW 1120.; AchE Sources: EW 1111; EW 1120.
12	11	behind	ki-ik; me-mi; me-ni	AchE Sources: EW 465; EW 913-914.; NE, AchE Sources: EW 465; EW 913-914.; AchE Sources: EW 465; EW 913-914.
12	40	before	tibbe; ti-ib-ba	Source: EW 323.; ME, NE Source: EW 323.
12	41	front	ti-ib-ba; si-ma; si-ma	ME, NE Sources: EW 323; EW 1081.; OE Sources: EW 323; EW 1081.; ME, NE Sources: EW 323; EW 1081.
12	50	inside, in	a-ti-in; a-ti-ra; ha-ti	OE Source: EW 94, 647.; ME Source: EW 94, 647.; AchE Source: EW 94, 647.
12	60	outside	ki-du-ú-ya; ki-du-ur; ki-du-um-ma; ki-du	ME Sources: EW 463.; ME Sources: EW 463.; ME Sources: EW 463.; AchE Sources: EW 463.
12	70	under	šá-ra	NE, AchE Source: EW 1133.
12	110	place	kate; qa-te; qa-te-ma	Source: EW 453.; AchE Source: EW 453.; AchE Source: EW 453.
12	120	put	bela-; pela-; be-la; be-ip-la; da-; ta-; ta-at; da-h	Sources: EW 183, 179; EW 255, EW 262.; Sources: EW 183, 179; EW 255, EW 262.; AchE Sources: EW 183, 179; EW 255, EW 262.; AchE Sources: EW 183, 179; EW 255, EW 262.; Sources: EW 183, 179; EW 255, EW 262.; Sources: EW 183, 179; EW 255, EW 262.; ME Sources: EW 183, 179; EW 255, EW 262.; ME Sources: EW 183, 179; EW 255, EW 262.
12	220	join, unite	ta-rí-ir; ta-ri-ip	OE; OE is plural form. Source: EW 290.
12	240	open	te-iš; tu-um-ba-h	ME Sources: EW 315; EW 383.; ME, NE Sources: EW 315; EW 383.
12	250	shut, close	kappa-; kap-pa-iš	Source: EW 435.; NE Source: EW 435.
12	440	far (adv)	šá-da-ni-qa	AchE Source: EW 1119.
12	450	east	ha-tin; ha-te-um-me	NE Source: EW 647-648.; NE Source: EW 647-648.
12	460	west	šu-tin	NE Source: EW 1186.
12	550	large, big	azza-; hazza-; az-za-qa; ha-iz-za-ik-qa; ha-za-qa; rša-; ir-šá-na; ri-ša-ar	Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; NE, AchE Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; AchE Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; AchE Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; AchE Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.; ME Sources: EW 103, 592, 653. EW 779-780; EW 1041. See 'much, many' 13.150.
12	560	small, little	tila; ti-la	Source: EW 388.; (?) AchE Source: EW 388.
12	650	thin (in dimension)	zikki; zik-ki	Source: EW 1296.; NE Source: EW 1296.
12	670	deep	du-šá-ra-ma	AchE Source: EW 377.
12	710	flat	ma-šu-um	ME Source: EW 896.
12	730	straight	iš-tur-rák-qa	AchE Source: EW 793.
12	810	round	irpi; ir-pi	Source: EW 778.; ME Source: EW 778.
12	820	circle	pur; pu-ur	Source EW 241.; ME Source EW 241.
12	830	sphere, ball	še-be	ME Source: EW 1146.
13	10	one	ki; ki-ik; ki-ir	Sources: EW 465, 467; EW 468.; AchE Sources: EW 465, 467; EW 468.; OE, AchE Sources: EW 465, 467; EW 468.
13	20	two	mar; ma-ir; mar-ra	(AchE) Source: EW 860, 876, 884.; NE Source: EW 860, 876, 884.; NE Source: EW 860, 876, 884.
13	30	three	ziti; zí-ti	Source: EW 1305.; AchE Source: EW 1305.
13	50	five	*tu-ku	(?) AchE Source: EW 356—reconstructed on the basis of the unit tu-ku-ku = 5 QA, i.e. 'Fünferchen'.
13	140	every, all	un-ra	AchE Source: EW 1237.
13	150	much, many	ir-še-ik-ki	AchE Source: EW 780. See 'large' 12.550.
13	170	little (quantity), few	ha-ri-ik-ki	AchE Source: EW 628.
13	210	full	huh; hu-úh	Source: EW 714. Also hu-úh-me.; OE Source: EW 714. Also hu-úh-me.
13	230	part, piece	áš	AchE Source: EW 84.
13	240	half	pír-ni; pír-nu-šu; pír-nu-ba	ME Source: EW 211-212.; ME Source: EW 211-212.; ME Source: EW 211-212.
13	340	first	ap-pu-qa-na	AchE Source: EW 78.
13	370	pair	tuk	NE Originally, 'Stück' EW 351.
14	110	time	da-la-ri; dalar.e	AchE Source: EW 273.; AchE Source: EW 273.
14	140	young	puhu.na; pu-hu-na; pu-u-na; pu-un-na	Source: EW 231, 240.; AchE Source: EW 231, 240.; AchE Source: EW 231, 240.; AchE Source: EW 231, 240.
14	150	old	kara; qa-ra	Source: EW 437.; AchE Source: EW 437.
14	160	early	irpi; urpu-; ir-pi; ur-pu-ub-ba; ap-pu-qa	Sources: EW 778; EW 1247; EW 78.; Sources: EW 778; EW 1247; EW 78.; AchE Sources: EW 778; EW 1247; EW 78.; ME Sources: EW 778; EW 1247; EW 78.; AchE Sources: EW 778; EW 1247; EW 78.
14	170	late	maš-šá; me-šá	AchE Source: EW 894, 916.; AchE Source: EW 894, 916.
14	180	now	a-am; am	ME Sources: EW 14; EW 48.; ME, NE, AchE Sources: EW 14; EW 48.
14	260	end (temporal)	mur	AchE Source: EW 952.
14	270	finish	tar-ma; tar-maš	AchE Source: EW 291.; AchE Source: EW 291.
14	310	always	a-ka-da	OE Source: EW 37.
14	332	long-time (for a)	me-ul-li	AchE Source: EW 918.
14	350	again	ki-qa	ME, NE Source: EW 480.
14	410	day	na; nan:; na-an-me; na-an-na	Sources: EW 969; OE (linear script) na-ma = nan.ma EW 983. Also AchE na-ir-da, na-ra-an-ti EW 981, 991; OE, ME ša-at-me; ME ša-at-ti-me EW 1117.; Sources: EW 969; OE (linear script) na-ma = nan.ma EW 983. Also AchE na-ir-da, na-ra-an-ti EW 981, 991; OE, ME ša-at-me; ME ša-at-ti-me EW 1117.; AchE Sources: EW 969; OE (linear script) na-ma = nan.ma EW 983. Also AchE na-ir-da, na-ra-an-ti EW 981, 991; OE, ME ša-at-me; ME ša-at-ti-me EW 1117.; AchE Sources: EW 969; OE (linear script) na-ma = nan.ma EW 983. Also AchE na-ir-da, na-ra-an-ti EW 981, 991; OE, ME ša-at-me; ME ša-at-ti-me EW 1117.
14	420	night	ši-ut-ma-na; šu-ut-me; šu-ut-ti-me	AchE Sources: EW 1171; EW 1193-1194.; OE, ME Sources: EW 1171; EW 1193-1194.; ME Sources: EW 1171; EW 1193-1194.
14	460	evening	te-man; ki-in-na-ra	AchE Respectively: Cf. te-man (?)-na(?)-na 'abendlich' (EW 317); EW 468.; NE Respectively: Cf. te-man (?)-na(?)-na 'abendlich' (EW 317); EW 468.
14	710	month	na-na-me-na; si-in	AchE Sources: EW 984; EW 1074.; ME Sources: EW 984; EW 1074. (?)
14	730	year	pi-el; be-ul	ME Source: EW 191, 188.; AchE Source: EW 191, 188.
15	350	sweet	tena; te-na; hal-ki; tena; te-na; halki; hal-ki	Sources: EW 317; EW 599.; AchE Sources: EW 317; EW 599.; OE, ME, NE Sources: EW 317; EW 599.; Sources: EW 317; EW 599.; AchE Sources: EW 317; EW 599.; Sources: EW 317; EW 599.; OE, ME, NE Sources: EW 317; EW 599.
15	380	acid, sour	lu-lu-ki; lu-lu-qa	AchE Source: EW 842.; AchE Source: EW 842.
15	410	hear	hap-; ha-ap-hu; ha-ap-ti	Source: EW 578-579.; OE, ME Source: EW 578-579.; OE, ME Source: EW 578-579.
15	460	quiet, silence	šà-na	NE Source: EW 1131.
15	510	see	siya-; ziya-; si-ya-nu-un; si-ya-h; si-ya-áš-na; zí-ya	Source: EW 1096.; Source: EW 1096.; NE Source: EW 1096.; ME Source: EW 1096.; ME Source: EW 1096.; AchE Source: EW 1096.
15	550	show	šammi-; ša-am-me-iš; ša-am-mi-iš-ta	Source: EW 1114-1115.; ME Source: EW 1114-1115.; ME Source: EW 1114-1115.
15	640	white	ši-mi-ut	AchE Source: EW 1166.
15	670	blue	da-ban-ti-na	NE Source: EW 260.
15	680	green	hu-la-ap-na; hu-ra-ap-na	NE Source: EW 690, 701.; NE Source: EW 690, 701.
15	690	yellow	šu-un-ti-na	NE Source: EW 1192.
15	810	heavy	ab-ba-ra	AchE Source: EW 21.
15	840	dry	zí-ti-qa	AchE Source: EW 1305.
16	180	good fortune, luck	šá-da; šá-ud-da; ši-ri; šu-ru; šu-ri-na	Source: EW 1119: Old Persian syata-. Sources: EW 1169; EW 1182.; Source: EW 1119: Old Persian syata-. Sources: EW 1169; EW 1182.; NE, AchE Source: EW 1119: Old Persian syata-. Sources: EW 1169; EW 1182.; ME Source: EW 1119: Old Persian syata-. Sources: EW 1169; EW 1182.; OE Source: EW 1119: Old Persian syata-. Sources: EW 1169; EW 1182.
16	230	joyful, glad, happy	tan-na-am-me	NE Source: EW 283.
16	270	love	hani-; ha-ni-eš; ha-ni-ik; ha-ni-in; ha-ni-me	Sources: EW 616-617; EW 618.; OE Sources: EW 616-617; EW 618.; ME, NE Sources: EW 616-617; EW 618.; OE Sources: EW 616-617; EW 618.; OE Sources: EW 616-617; EW 618.
16	510	dare	qa-du-uk-qa	AchE Source: EW 414.
16	530	fear, fright	ipši; ip-ši-ip; ip-ši-iš	Source: EW 766.; AchE Source: EW 766.; AchE Source: EW 766.
16	650	faithful	ha-mi-ti; ha-mi-it	OE, NE Source: EW 614.; ME Source: EW 614.
16	660	true	siri; si-ri	Source: EW 1089. Cf. 'Ohr'.; NE AchE Source: EW 1089. Cf. 'Ohr'.
16	670	lie, tell lies	tit-; ti-ti-ip; ti-ut-ki-um-me	Sources: EW 340, 342.; AchE Sources: EW 340, 342.; AchE Sources: EW 340, 342.
16	710	good	a-a; ba-ha	OE, NE Sources: EW 13; EW 119.; OE, ME, NE Sources: EW 13; EW 119.
16	720	bad	muš-nu-ik	AchE Source: EW 960.
16	790	praise	hi-šá	NE Source: EW 669. Cf. 'Name'.
16	810	beautiful	ši-iš-ni	AchE Source: EW 1160.
17	130	think (= reflect)	lma-; el-ma; el-man-da; el-man-ti; ul-ma	Sources: EW 395; EW 1221.; AchE Sources: EW 395; EW 1221.; AchE Sources: EW 395; EW 1221.; AchE Sources: EW 395; EW 1221.; AchE Sources: EW 395; EW 1221.
17	150	believe	uri-; u-ri-iš	Cf. ME ú-ri-ip, EW 1246.; AchE Cf. ME ú-ri-ip, EW 1246.
17	170	know	turna-; tur-nah; tur-na-u-ut	Source: EW 370-371.; NE Source: EW 370-371.; AchE Source: EW 370-371.
17	450	need, necessity	me-en	OE, ME, AchE Source: EW 909.
17	510	and	ayak; a-ak; ya-ak	Sources: EW 13; EW 1261.; ME, NE, AchE Sources: EW 13; EW 1261.; ME Sources: EW 13; EW 1261.
17	520	because	appa; ap-pa	Source: EW 72.; AchE Source: EW 72.
17	530	if	an-ka; an-qa	ME Source: EW 59, 62.; NE, AchE Source: EW 59, 62.
17	560	no, negative	in-gi; in-na; im-ma; in-ni	OE, ME, NE Source: EW 754.; NE, AchE Source: EW 754.; ME, NE Source: EW 754.; ME, NE Source: EW 754.
17	610	how?	ap-pa	AchE Source: EW 72.
17	640	what?	appa; ap-pa	Source: EW 71.; ME, NE, AchE Source: EW 71.
17	660	where?	mur; mu-ur	Source: EW 963.; ME, NE Source: EW 963.
17	670	which?	akka; ag-ga; ak-ka; ak-qa	Source: EW 30, 36.; ME Source: EW 30, 36.; ME Source: EW 30, 36.; ME, NE, AchE Source: EW 30, 36.
18	210	speak, talk	turi; turu-; tu-ru-nu-un-ki; tu-ru-h; tur-ri-qa	Source: EW 372-373. See 'say' 18.220.; Source: EW 372-373. See 'say' 18.220.; ME Source: EW 372-373. See 'say' 18.220.; NE Source: EW 372-373. See 'say' 18.220.; AchE Source: EW 372-373. See 'say' 18.220.
18	220	say	tiri-; turu-; ti-ri-in-ri; ti-ri; tu-ru-uk; tu-ru-un	Source: EW 336, 375. See 'speak' 18.210.; Source: EW 336, 375. See 'speak' 18.210.; ME Source: EW 336, 375. See 'speak' 18.210.; AchE Source: EW 336, 375. See 'speak' 18.210.; ME, NE Source: EW 336, 375. See 'speak' 18.210.; ME, NE Source: EW 336, 375. See 'speak' 18.210.
18	260	word	šukkit; šu-uk-ki-it	Source: EW 1189.; NE Source: EW 1189.
18	280	name	hiš; hi-iš	Source: EW 662.; ME, NE, AchE Source: EW 662.
18	360	promise	kulla-; ku-ul-la-h	Source: EW 561.; OE, ME Source: EW 561.
18	410	call (=summon)	kulla-; ku-ul-la-h; ku-ul-la-hu	Source: EW 561-562.; OE, ME Source: EW 561-562.; ME Source: EW 561-562.
18	510	write	dallu-; tallu-; ta-al-lu-h; da-al-lu-ha; ta-al-lu-h-šu	Sources: EW 251; also ME ta-li-in EW 274; OE te-bi EW 304; NE tup-pi-me EW 365.; Sources: EW 251; also ME ta-li-in EW 274; OE te-bi EW 304; NE tup-pi-me EW 365.; ME Sources: EW 251; also ME ta-li-in EW 274; OE te-bi EW 304; NE tup-pi-me EW 365.; ME Sources: EW 251; also ME ta-li-in EW 274; OE te-bi EW 304; NE tup-pi-me EW 365.; ME Sources: EW 251; also ME ta-li-in EW 274; OE te-bi EW 304; NE tup-pi-me EW 365.
18	520	read	bera-; pera-; be-ra-an; be-ip-ra-an-ti; be-ip-rák	Source: EW 185, 179.; Source: EW 185, 179.; AchE Source: EW 185, 179.; AchE Source: EW 185, 179.; AchE Source: EW 185, 179.
19	110	country	hal; ha-al	(OE) Sources: EW 593; originally 'Boden'; EW 574.; OE, ME Sources: EW 593; originally 'Boden'; EW 574.
19	150	city, town	a-al	< Akkadian ālu EW 14.
19	210	people (populace)	taš-šu-up; taš-šu-íp; hu-úr-du	ME Sources: EW 297; EW 722.; NE, AchE Sources: EW 297; EW 722.; OE, ME Sources: EW 297; EW 722.
19	230	tribe, clan	ah-pi; a-h-pi	ME Source: EW 35.; NE Source: EW 35.
19	320	king, ruler	sunki; zunki; su-gìr; su-kip; su-un-gìr; su-un-ki-ir; su-un-ki-ip; su-un-ki-kip	Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; ME, NE Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; NE Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; ME Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; ME Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; ME Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.; ME Sources: EW 1098, 1101; also ME, NE su-un-ki-ik; OE zu-kir; OE, ME zu-un-ki-ir; EW 1106-1107; EW 1310.
19	410	master	ðimpti; si-im-it; te-im-ti; te-ip-ti; mu-uk-ti	Sources: EW 1073; EW 308, 313; EW 962-963.; OE Sources: EW 1073; EW 308, 313; EW 962-963.; OE, ME Sources: EW 1073; EW 308, 313; EW 962-963.; ME, NE Sources: EW 1073; EW 308, 313; EW 962-963.; NE Sources: EW 1073; EW 308, 313; EW 962-963.
19	420	slave	li-ba-um-me; šá-u-lu-be	AchE Sources: EW 819; EW 1143-1144; AchE Sources: EW 819; EW 1143-1144; form is plural.
19	430	servant	liba-; li-ba-ir	Source: EW 819.; AchE Source: EW 819.
19	440	freeman	šalu.r; šá-lu-ur	Source: EW 1128.; AchE Source: EW 1128.
19	450	command, order	me-el; gi-il; šera-; še-ra-h; še-ra-h-ši	ME Sources: EW 467; EW 908; EW 1151.; ME Sources: EW 467; EW 908; EW 1151.; NE Sources: EW 467; EW 908; EW 1151.; NE Sources: EW 467; EW 908; EW 1151.; NE Sources: EW 467; EW 908; EW 1151.
19	510	friend, companion	duk-ti-ir; kán-ir-ra	OE Sources: EW 355; EW 431.; NE Sources: EW 355; EW 431.
19	520	enemy	beti; bi-ti-ir; pi-ti-ir; be-ti; be-it-ra	Source: Ew 187, 183.; OE Source: Ew 187, 183.; ME Source: Ew 187, 183.; NE Source: Ew 187, 183.; NE Source: Ew 187, 183.
19	580	help, aid	ta-; taš; táh-ha-an-ta; táh-ha-an-te	Sources: EW 294; EW 264.; OE Sources: EW 294; EW 264.; ME Sources: EW 294; EW 264.; ME Sources: EW 294; EW 264.
20	110	fight (vb)	be-ut	AchE Means 'Kämpfe' EW 188.
20	140	peace	gugu; gu-gu	Source: EW 401.; OE Source: EW 401.
20	150	army	hi-it	OE, ME, NE Source EW 665.
20	210	weapons, arms	ul-ki-na	NE Source: EW 1218.
20	220	club	šá-li-mi	NE Source: EW 1127.
20	240	bow	qa-am-ban	NE Means 'Bogensehne'; source: EW 406.
20	250	arrow	ti-ut-ti-um; hi-iš-ki; sa-h	NE Sources: EW 343; EW 664; EW 1058, cf. 'Bronze' sa-h.; NE Sources: EW 343; EW 664; EW 1058, cf. 'Bronze' sa-h.; NE Sources: EW 343; EW 664; EW 1058, cf. 'Bronze' sa-h.
20	260	spear	šu-kur-ru-um	Akkadian; EW 1177.
20	330	helmet	kar-ik	NE Source: EW 441.
20	410	victory	me-te	OE Source: EW 917.
20	480	booty, spoils	pu-uk-ri-ir	ME Source: EW 239.
21	110	law	šu-du-ur; šu-tur	ME Sources: EW 1175; EW 11175, 1187.; AchE Sources: EW 1175; EW 11175, 1187.
21	230	witness	gini; ginu; gi-ni-ip; gi-ni-pi; gi-nu-ip	Source: EW 477-479.; Source: EW 477-479.; OE Source: EW 477-479.; NE Source: EW 477-479.; NE Source: EW 477-479.
21	240	swear	gi-ri-ip; gi-ri	OE Source: EW 480-481.; ME Source: EW 480-481.
21	520	thief	tu-uš-šu-íp	ME Source: EW 388.
22	120	God	nap; nab; na-ap; na-ab-ba; na-ap-pi; na-bí-ip	(OE, ME, NE, AchE) Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.; Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.; AchE Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.; AchE Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.; ME, NE Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.; OE Sources: EW 984; EW 970, 966; EW 971; EW 977. Included plural forms. See 'moon' 01.530.
22	150	sacrifice, offering	dala; da-la	Source: EW 273.; NE Source: EW 273.
22	180	priest	šà-ti; šá-tin; šá-tan	OE Source: EW 1140-1142, plural forms: -be; šá-tam-be.; NE, AchE Source: EW 1140-1142, plural forms: -be; šá-tam-be.; AchE Source: EW 1140-1142, plural forms: -be; šá-tam-be.
22	190	holy, sacred	ak-pi; ak-pi-ip	ME Source: EW 40.; (?) ME Source: EW 40.
22	310	heaven	kik; ki-ki-in; ki-ki-ip; ki-ik	OE Source: EW 465, 473.; OE Source: EW 465, 473.; OE, ME, NE Source: EW 465, 473.; ME Source: EW 465, 473.
