chapter_id	entry_id	meaning	Proto Polynesian_Phonemic	comment
11	650	pay (vb)	*totoŋi; *utu	PPN; PPN
11	780	wages	*utu	PPN
11	810	buy	*hoko	PPN; PEP *hoko
11	820	sell	*hoko	PPN; PEP *hoko
11	830	trade, barter	*tau	PPN
11	870	price	*tau	PPN
11	890	cheap	*noa	PPN
11	910	share (distribute)	*taki-; *wase; *wahe; *maawae; *tufa; *tusa	PPN; PPN; PPN; PPN; PPN; PPN
11	920	weigh	*fua	PPN
12	11	behind	*muri	PPN
12	30	down, below	*hifo; *ifo; *lalo	PPN; PPN; PPN
12	40	before	*ʔaro; *tuai; *muqa; *muʔa	PPN; PPN; PPN; PPN
12	41	front	*muʔa; *muqa; *tuai; *haŋa; *qaro; *ʔaro; *'alo	PPN; PPN; PPN; PPN; PPN; PPN; PPN
12	50	inside, in	*lalo; *lo; *loto; *poko; *i	PPN; Means 'underneath' (cf. go, walk).; PPN; Means 'underneath' (cf. go, walk).; PPN; Means 'underneath' (cf. go, walk).; PPN; Means 'underneath' (cf. go, walk).; PPN; Means 'underneath' (cf. go, walk).
12	60	outside	*fafo	PPN
12	70	under	*lalo	PPN
12	80	up, above	*fafo; *hake; *luŋa; *ʔaluŋa	PPN; PEP *(ʔ)araŋa; PPN; PEP *(ʔ)araŋa; PPN; PEP *(ʔ)araŋa; PPN; PEP *(ʔ)araŋa
12	110	place	*waa; *faʔasi; *faqasi; *i; *mea	PPN; PPN *afu 'raised place'; PPN; PPN *afu 'raised place'; PPN; PPN *afu 'raised place'; PPN; PPN *afu 'raised place'; PPN; PPN *afu 'raised place'
12	120	put	*tuku; *tau	PPN; PPN means 'put down'. PPN *sulu; *hurumaki; *fa, faqo; *fafaʔo'insert, put into'.; PPN; PPN means 'put down'. PPN *sulu; *hurumaki; *fa, faqo; *fafaʔo'insert, put into'.
12	130	sit	*nofo; *noho; *toka; *lolo	PPN; Cf. 'squat' with 'defecate' (position connected with function). 'Squat, hunch, sit' lofa(t).; PPN; Cf. 'squat' with 'defecate' (position connected with function). 'Squat, hunch, sit' lofa(t).; PPN; Cf. 'squat' with 'defecate' (position connected with function). 'Squat, hunch, sit' lofa(t).; PPN; Cf. 'squat' with 'defecate' (position connected with function). 'Squat, hunch, sit' lofa(t).
12	140	lie down	*takoto; *ta; koto	PPN; PCP *koto. 'Lie open towards' *paarara; *paaLaLa.; PPN; PCP *koto. 'Lie open towards' *paarara; *paaLaLa.; PPN; PCP *koto. 'Lie open towards' *paarara; *paaLaLa.
12	150	stand	*tuʔu; *tuqu; *sako	PPN; PPN; PPN
12	160	remain, stay	*nofo	PPN; PCP *novo; *no(')o.
12	170	remains, left overs	*toe; *toeŋa	PPN; PPN
12	210	collect, gather	*fono; *haʔo; *sao; *luku; *mui; *tanaki; *toli; *kofi; *kato; *faki; *futi; *fut-i	PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.; PPN; PCP *cokotia.
12	212	pick up	*kato; *faki; *toli	PPN; PPN; PPN
12	213	pile up	afu; *puke. *pil	PPN; PEP *ahu; PPN; PEP *ahu
12	220	join, unite	*soko; *sokosoko; *ao; *toli; *anaki; *saʔi; *fono; *pili; *fuhi; *kaapiti; *kapiti; *lafo	PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi; PPN; PPN *sokotia 'gathered together'. PNP *kofi
12	230	separate	*maawae; *wahe; *wase; *masuʔie; *masuq	PPN; PPN; PPN; PPN; PPN
12	232	divide	maawae; *faʔasi; *wahe; *wase	PPN; PPN; PPN; PPN
12	240	open	*puu; *are-are; *fuke; *fela; *feLa; *mafela; *Laha	PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'; PPN; PPN *mama 'open, of mouth'
12	250	shut, close	*kopiti; *pono	PPN; PPN
12	260	cover	*kofu; *kafu; *hafu; *ʔufi; *qufi; *puni; *puipui: *kapu; *kapi; *poki; *uta; *həb; *kəpi	PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.; PPN; PPN *puului; *fuke'uncover'. PNP *poki; (ʔ)uta. PEP *puʔa; *puuroku, 'cover head'. PCP *'u(bv)i. PCP *pu(u)ru'shelter, shield, protect'.
12	270	hide, conceal	*fuu; *fun-a; *lilo; *mumuni; *muni; *puni; *punaŋa	PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi; PPN; PNP *funa; PEP *numi
12	310	high	*tike; *afu	PPN; 'raised place, elevation'; PPN; 'raised place, elevation'
12	330	top	*tumu; *sili; *ata; *foṅ-a; *nihi; *nii; *fafo	PPN; PPN; PPN; PPN; PPN; PPN; PPN
12	350	end	*siku; *iku; *potu; *mutu; *lato	PPN; PEP *tisi (*tifi) ? See also 'tail, point, extremity'.; PPN; PEP *tisi (*tifi) ? See also 'tail, point, extremity'.; PPN; PEP *tisi (*tifi) ? See also 'tail, point, extremity'.; PPN; PEP *tisi (*tifi) ? See also 'tail, point, extremity'.; PPN; PEP *tisi (*tifi) ? See also 'tail, point, extremity'.
12	352	pointed	*popo; *tusi; *mata; *tii; *tihi; *tala	PPN; PNP *tifi. PEP *ke(ʔ)o; PPN; PNP *tifi. PEP *ke(ʔ)o; PPN; PNP *tifi. PEP *ke(ʔ)o; PPN; PNP *tifi. PEP *ke(ʔ)o; PPN; PNP *tifi. PEP *ke(ʔ)o; PPN; PNP *tifi. PEP *ke(ʔ)o
12	353	edge	*tapa; *tafa; *niao; *niao; *nIao; *nihi; *nii; *pae; *kau; *lipi; *fatuŋa	PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.; PPN; Latter ex. means 'rim'.
12	360	side	*tafa; *tapa; *paʔasi; *kau; *pae	PPN; PPN *tafo; *kaokao 'side of canoe or anything; ribs, boundary'. PCP *tavo.; PPN; PPN *tafo; *kaokao 'side of canoe or anything; ribs, boundary'. PCP *tavo.; PPN; PPN *tafo; *kaokao 'side of canoe or anything; ribs, boundary'. PCP *tavo.; PPN; PPN *tafo; *kaokao 'side of canoe or anything; ribs, boundary'. PCP *tavo.; PPN; PPN *tafo; *kaokao 'side of canoe or anything; ribs, boundary'. PCP *tavo.
12	410	right (side)	*mataʔu; *mataqu; *ma-ta'u; *kataʔu; *katau; *kAtau	PPN; PEP *katau; PPN; PEP *katau; PPN; PEP *katau; PPN; PEP *katau; PPN; PEP *katau; PPN; PEP *katau
12	420	left (side)	*mauii; *sema; *kaui	PPN; PCP *sema.; PPN; PCP *sema.; PPN; PCP *sema.
12	430	near (adv)	*tata; *ofi-ofi; *pili; *nei	PPN; PNP *nei; PPN; PNP *nei; PPN; PNP *nei; PPN; PNP *nei
12	440	far (adv)	*mamaʔo; *mamaqo; *tafiti; *laa; *hau	PPN; PPN; PPN; PPN; PPN
12	450	east	*hake; *sasake	PPN; PPN
12	460	west	*sisifo; *laki	PPN; sun ???; PPN; sun ???
12	470	north	*tokelau	PPN
12	480	south	*toŋa	PPN
12	530	grow	*tupu; *somo; *tili	PPN; PPN; PPN
12	540	measure	*rofa; *lofa; *'ofa	PPN; A fathom.; PPN; A fathom.; PPN; A fathom.
12	541	span, fathom	*haŋa; *rofa; *saṅa; *haṅa	PPN; A measure of 10 fathoms: kumi.; PPN; A measure of 10 fathoms: kumi.; PPN; A measure of 10 fathoms: kumi.; PPN; A measure of 10 fathoms: kumi.
12	550	large, big	*nui; *lasi; *poka; *ʔuke; *kafa	PPN; PNP *nui; *ʔefa. 'Enlarge' teni.; PPN; PNP *nui; *ʔefa. 'Enlarge' teni.; PPN; PNP *nui; *ʔefa. 'Enlarge' teni.; PPN; PNP *nui; *ʔefa. 'Enlarge' teni.; PPN; PNP *nui; *ʔefa. 'Enlarge' teni.
12	560	small, little	*riki; *iti; *liki; *riki; *kisi; *mata-liki; *qiti	PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti; PPN; PNP *moku; *ʔiti
12	570	long	*loa	PPN
12	590	short	*poto	PPN; PCP *leka. PPN leka'short, dwarf'
12	610	wide, broad	*laulasi; *lapa; *laupapa; *faalasi	PPN; PPN; PPN; PPN
12	620	narrow	*oho; *kopiti	PPN; PPN
12	630	thick (in dimension)	*matolu; *matolu; *newenewe	PPN; PPN; PPN
12	650	thin (in dimension)	*ale-ale; *manifi; *ʔaŋo-ʔaŋo; *lila; *pakau	PPN; PNP *aŋo.; PPN; PNP *aŋo.; PPN; PNP *aŋo.; PPN; PNP *aŋo.; PPN; PNP *aŋo.
12	670	deep	*ŋoto; *fofonu	PPN; PEP *fofonu.; PPN; PEP *fofonu.
12	680	shallow	*m-asa	PPN
12	710	flat	*papa; *lafa; *lafa-lafa; *lapa; *laupapa; *kaupapa; *malena; *lata; *fafo	PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa; PPN; PPN *(lr)apa
12	730	straight	*sako	PPN
12	740	crooked	*sisi; *nasa; *loku; *piko; *mapelu; *ŋaofe; *teke	PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.; PPN; See also 'bend' 09.140. 'Asymmetrical' PPN sapa.
12	750	hook	*laʔu; *laqu; *lohu	PPN; PPN; PPN
12	760	corner	*tuliki; *kona; *siku	PPN; PNP *kona.; PPN; PNP *kona.; PPN; PNP *kona.
12	810	round	*taka; *pae; *po	PPN; PPN; PPN
12	820	circle	*taka; *teka; *liko	PPN; 'Coil' pookai. 'Curly' *miŋi; *kopa. 'Surround' *poti; *kaapui; *kapu; *liko; *puni; *taŋa.; PPN; 'Coil' pookai. 'Curly' *miŋi; *kopa. 'Surround' *poti; *kaapui; *kapu; *liko; *puni; *taŋa.; PPN; 'Coil' pookai. 'Curly' *miŋi; *kopa. 'Surround' *poti; *kaapui; *kapu; *liko; *puni; *taŋa.
12	830	sphere, ball	*patu	PPN; 'To make into ball' *po(e, i); *poopoo. Numeral classifier (spherical) PPN *fuaʔi, *foʔi.
12	840	line	*qatu; *ʔatu; *kaalawa	PPN; PPN; PPN
12	850	hole	*puta; *poko; *puu; *leke; *lua; *lu; *fao; *ŋutu	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
12	920	like, similar	*pe; *pE; *fela; *pela; *tusa; *lite; *Lite	PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.; PPN; PPN *pa(q)u. PEP *lite. PCP *ba(')u.
13	10	one	*taha; *ha; *sa; *se; *tasi	PPN; PNP *tasi.; PPN; PNP *tasi.; PPN; PNP *tasi.; PPN; PNP *tasi.; PPN; PNP *tasi.
13	20	two	*rua; *lua; *rie; *Lie; *'ua	PPN; PPN; PPN; PPN; PPN
13	30	three	*tolu; *tolo; *tou	PPN; PPN; PPN
13	40	four	*faa; *fa	PPN; PPN
13	50	five	*lima	PPN
13	60	six	*ono	PPN
13	70	seven	*fitu	PPN
13	80	eight	*walu; *valu	PPN; PPN
13	90	nine	*hiwa; *siwa; *siva; *hiva	PPN; Sch *hiva.; PPN; Sch *hiva.; PPN; Sch *hiva.; PPN; Sch *hiva.
13	100	ten	*haŋafulu; *fulu; *hafe	PPN; PPN; PPN
13	104	twenty	*tekau	PPN; PCPPAW RuaNavui.
13	105	hundred	*rau; *au; *lau; *hafe	PPN; PPN; PPN; PPN
13	106	thousand	*afe; *lefu	PPN; PPN
13	107	count	*pau	PPN; 'Numeral particle' soko(soko).
13	140	every, all	*katoa; *lako	PPN; PPN *Nqoti. PSO *qoti. PCP (*NV)'oti.; PPN; PPN *Nqoti. PSO *qoti. PCP (*NV)'oti.
13	150	much, many	*mano; *ma-no; *mahu; *lawa; *lau; *nanea; *lasi	PPN; PPN; PPN; PPN; PPN; PPN; PPN
13	180	enough	*lawa; *nanea	PPN; PPN
13	190	multitude, crowd	*tini; *kapi; *kapikapi; *ʔapiʔapi; *nuku	PPN; 'Association of people' PPN *mata. 'Crowded' *pupu; *putu putu.; PPN; 'Association of people' PPN *mata. 'Crowded' *pupu; *putu putu.; PPN; 'Association of people' PPN *mata. 'Crowded' *pupu; *putu putu.; PPN; 'Association of people' PPN *mata. 'Crowded' *pupu; *putu putu.; PPN; 'Association of people' PPN *mata. 'Crowded' *pupu; *putu putu.
13	210	full	*fonu; *fofonu; *kanoni; *kapi; *fiu; *kona; *musu	PPN; PPN; PPN; PPN; PPN; PPN; PPN
13	220	empty	*ʔaŋoʔaŋo; *fua	PPN; PPN
13	230	part, piece	*tape; *koŋa; *mala; *maawae	PPN; PPN; PPN; PPN
13	330	alone, only	*anake; *l-ava; *soko-; *hoko; *hua	PPN; *PNN *kehe'different, unusual'.; PPN; *PNN *kehe'different, unusual'.; PPN; *PNN *kehe'different, unusual'.; PPN; *PNN *kehe'different, unusual'.; PPN; *PNN *kehe'different, unusual'.
13	340	first	*matua	PPN; PNP *matua(aki). PCP *t(ae)iV
14	130	new	*foʔou; *foqou *fo'ou; *fou	PPN; PPN; PPN
14	140	young	*pi; *pii	PPN; PPN
14	150	old	*tafito; *tupuqa; *tupuʔa; *tuai	PPN; PPN; PPN; PPN
14	180	now	*ni	PPN
14	210	swift, fast, quick	*wawe; *solo; *soLo	PPN; PPN; PPN
14	250	begin, beginning	*kamata	PPN
14	252	last, endure	*maqu; *maʔu	PPN; PPN
14	270	finish	*qoti; *ʔoti; *qotiV; *lawa; *iku; *potu; *mutu; *lato	PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.; PPN; PCP *V'oti'finished, already'.
14	280	cease, stop	*'oti	PPN
14	310	always	*tauV	PPN
14	320	often	*sokosoko; *soko	PPN; PPN
14	331	soon	*taiV	PPN
14	332	long-time (for a)	*tuai; *leva	PPN; PPN
14	350	again	*Vfoki; *foki; *toe; *toe	PPN; PCP *Vvoki'again, also'.; PPN; PCP *Vvoki'again, also'.; PPN; PPN; PCP *Vvoki'again, also'.; PNP; PPN; PPN; PCP *Vvoki'again, also'.
14	410	day	*ʔaho; *qaho; *aho; *ʔaso; *aso; *qaso	PPN; PPN 'day, sun'. PNP *(ʔ)awatea.; PPN; PPN 'day, sun'. PNP *(ʔ)awatea.; PPN; PPN 'day, sun'. PNP *(ʔ)awatea.; PPN; PPN 'day, sun'. PNP *(ʔ)awatea.; PPN; PPN 'day, sun'. PNP *(ʔ)awatea.; PPN; PPN 'day, sun'. PNP *(ʔ)awatea.
14	420	night	*poo; *poṅi; *po	PPN; PPN *pooŋia 'overcome by night'; *poŋi(poŋi) 'early morning, dawn'; PPN; PPN *pooŋia 'overcome by night'; *poŋi(poŋi) 'early morning, dawn'; PPN; PPN *pooŋia 'overcome by night'; *poŋi(poŋi) 'early morning, dawn'
14	430	dawn	*maliko; *maLiko; *ata; *seŋ	PPN; PPN; PPN; PPN
14	440	morning	*poŋi-poŋi	PPN; PCP *bogi-bogi.
14	460	evening	*afi-afi; *afi; *poŋipoŋi; *maliko; *liko; *Liko	PPN; PNP *(ʔ)awatea.; PPN; PNP *(ʔ)awatea.; PPN; PNP *(ʔ)awatea.; PPN; PNP *(ʔ)awatea.; PPN; PNP *(ʔ)awatea.; PPN; PNP *(ʔ)awatea.
14	470	today	*kua	PPN
14	480	tomorrow	*poŋi-poŋi; *aapoŋi-poŋi	PPN; PPN
14	481	day-after-tomorrow	*-ina	PPN
14	490	yesterday	*anaafi; *ana; nafi; *nafi; *qana-poo	PPN; PPN; PPN; PPN; PPN
14	491	day-before-yesterday	*-ina	PPN
14	710	month	*malama	PPN
14	730	year	*ta'u	PPN
14	780	season	*taʔu; *taqu	PPN; PPN
15	210	smell (vb intrans)	*namu; *soŋi; *sauŋa	PPN; PSO *puqi. PPN *puqi. PCP *bu'i.; PPN; PSO *puqi. PPN *puqi. PCP *bu'i.; PPN; PSO *puqi. PPN *puqi. PCP *bu'i.
15	250	fragrant, good smelling	*ka-kala; *m-aṅon-i; *manoni; *manoṅi	PPN; PPN; PPN; PPN
15	260	stinking, bad smelling	*ʔelo; *qelo; *pulau; *pilau; *pizo; *piLo	PPN; PCP *poa'smell of fish'; PPN; PCP *poa'smell of fish'; PPN; PCP *poa'smell of fish'; PPN; PCP *poa'smell of fish'; PPN; PCP *poa'smell of fish'; PPN; PCP *poa'smell of fish'
15	310	taste	*namu; *kamata	PPN; PPN
15	350	sweet	*maaŋazo; *suqamlie; *ma-mi	PPN; PPN; PPN
15	360	salty	*maʔai	PPN
15	370	bitter	*masa; *kawa; *kona; *fehu	PPN; PPN; PPN; PPN
15	380	acid, sour	*kawa; *kona; *mara; *m-asi; *m-ahi; *masa	PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.; PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.; PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.; PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.; PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.; PPN; PCP *wīwī. PPN *wii(wii). PNP *maʔai.
15	410	hear	*roŋo; *fanoŋo; *faloŋo; *lono; *loṅo; *'ono; *nono	PPN; PCP *varogo.; PPN; PCP *varogo.; PPN; PCP *varogo.; PPN; PCP *varogo.; PPN; PCP *varogo.; PPN; PCP *varogo.; PPN; PCP *varogo.
15	420	listen	*fanoŋolife	PPN
15	440	sound, noise	*olo; *koo; *kulu; *ṅulu; *lili; *kekekeke; *patatoo; *palalaa; *pAtatoo	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
15	460	quiet, silence	*loŋo; *liŋo; *liṅo; *ruru; *LuLu; *maluu; *malie; *manino; *nia; *maa; *mlino; *ma-lino; *naqa; *naʔa	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
15	510	see	*mata; *kite	PPN; PNP *fee-kite'see indistinctly'.; PPN; PNP *fee-kite'see indistinctly'.
15	520	look, look at	*tiro; *pula	PPN; PPN
15	550	show	*tusi	PPN
15	560	shine	*kikila; *ŋiŋila; *pula; *kama; *tapa; *sina; *hina; *soata; *qali; *aLi; *qaatea; *tafaŋafaŋa; *malena; *maqa; *maʔa; *fola	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
15	570	bright	*marama	PPN; See 'shine'
15	610	color	*kano	PPN
15	620	light (in color)	*moka moka	PPN
15	630	dark (in color)	*ʔuli; *quli; *kiwa; *tako	PPN; PEP *kiwa; *tako; *paku; PPN; PEP *kiwa; *tako; *paku; PPN; PEP *kiwa; *tako; *paku; PPN; PEP *kiwa; *tako; *paku
15	640	white	*teko; *moka-moka; *tea; *pute-a; *mote-a	PPN; PPN *sina 'white-haired'.; PPN; PPN *sina 'white-haired'.; PPN; PPN *sina 'white-haired'.; PPN; PPN *sina 'white-haired'.; PPN; PPN *sina 'white-haired'.
15	650	black	*kele; *paʔo; *ʔuli; *quli	PPN; PEP *kele; *kiwa; *paŋo; *siwa; *hiwa.; PPN; PEP *kele; *kiwa; *paŋo; *siwa; *hiwa.; PPN; PEP *kele; *kiwa; *paŋo; *siwa; *hiwa.; PPN; PEP *kele; *kiwa; *paŋo; *siwa; *hiwa.
15	660	red	*kula; *mea; *mea; *m-ila; *kefu; *kefukefu; *feLo	PPN; PPN; PPN; PPN; PPN; PPN; PPN
15	670	blue	*usi; ʔusi	PPN; PEP *uhi.; PPN; PEP *uhi.
15	680	green	*mata	PPN
15	690	yellow	*reŋareŋa; *reŋa; *seṅa; *felo	PPN; PPN *kesa 'yellowish'. PNP *leŋaleŋa.; PPN; PPN *kesa 'yellowish'. PNP *leŋaleŋa.; PPN; PPN *kesa 'yellowish'. PNP *leŋaleŋa.; PPN; PPN *kesa 'yellowish'. PNP *leŋaleŋa.
15	710	touch	*paa; *faa-faa; *paki; *amo; *kawei	PPN; *? *tari. PPN *tali'receive'; PPN; *? *tari. PPN *tali'receive'; PPN; *? *tari. PPN *tali'receive'; PPN; *? *tari. PPN *tali'receive'; PPN; *? *tari. PPN *tali'receive'
15	712	pinch	*kini; *laqu; *laʔu	PPN; PPN; PPN
15	720	feel	*fia	PPN
15	750	soft	*faro; *malena; *mole-mole; *mozi; *ŋaele; *ŋolu; *peʔe	PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.; PPN; PPN *maluu. PNP *mania. PEP *ni(ʔ)a.
15	760	rough	*feke-feke	PPN
15	780	sharp	*popo; *kohi; *koi; *tala	PPN; PEP *ke(ʔ)o.; PPN; PEP *ke(ʔ)o.; PPN; PEP *ke(ʔ)o.; PPN; PEP *ke(ʔ)o.
15	790	blunt, dull	*pusuki; *paku	PPN; PPN
15	810	heavy	*mamafa; *ma-fa	PPN; PPN
15	820	light (in weight)	*maʔamaʔa; *maqamaqa; *m-aʔa	PPN; PPN; PPN
15	830	wet, damp	*lali; *LaLi; *palapala; *suu; *su; *su-a; *siu; *puzu; *puLu	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
15	840	dry	paku; *paka; *pakaka; *masa; *masa; *maha; *'ano	PPN; PEP *paka.; PPN; PEP *paka.; PPN; PEP *paka.; PPN; PEP *paka.; PPN; PEP *paka.; PPN; PEP *paka.; PPN; PEP *paka.
15	850	hot	*rara; *wela; *ʔafu; *qafu; *fana; *mafana; *kasa; *kaha	PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.; PPN; PEP *paarara.
15	851	warm	*maafana; *mafana; *ma-fana	PPN; PPN *qafu; PPN; PPN *qafu; PPN; PPN *qafu
15	860	cold	*ʔanu; *qanu; *makalili; *makaLiLi; *lili	PPN; PPN; PPN; PPN; PPN
15	870	clean	*maʔa; *saʔalo	PPN; PPN
15	880	dirty, soiled	*keza; *liko; *pela; *fela; *pala-pala; *sawa	PPN; PNP *pala.; PPN; PNP *pala.; PPN; PNP *pala.; PPN; PNP *pala.; PPN; PNP *pala.; PPN; PNP *pala.
15	890	wrinkled	*kolu; *kalu; *poli	PPN; PPN; PPN
16	110	soul, spirit	*ʔana-ʔana; *feqao; *qaitu; *aitu; *maquri; *maʔuri; *qaŋaqaŋa; *ma-nava; *vai-lua	PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.; PPN; PCP 'alo-. PPN *qalo.
16	150	surprised, astonished	*ofo	PPN
16	180	good fortune, luck	*manuuqia; *ma-tua	PPN; PPN
16	230	joyful, glad, happy	*fali; *mali; *koLi; *fiu; *kona	PPN; PPN; PPN; PPN; PPN
16	250	laugh	*kata; *sisi	PPN; PPN
16	251	smile	*ni	PPN; 'Bare the teeth' is *ŋis.
16	260	play	*takalo	PPN
