*	infinitive 	infinitive 	infinitive 	participle 	participle 	participle 	noun 	noun 	noun 	supine 	supine 	supine 	
*	cuneiform	transliteration	latin	cuneiform	transliteration	latin	cuneiform	transliteration	latin	cuneiform	transliteration	latin	
be	𒀀𒊭𒀭𒈾	a-ša-an-na	ašanna	𒀀𒊭𒀭𒍝	a-ša-an-za	ašanz	𒀀𒊭𒀜𒅈	a-ša-at-ar	ašātar	𒂊𒋗𒉿𒀭	e-šu-wa-an 	ēšuan	consonant stem
cool	𒄿𒂵𒀀𒌋𒉿𒀭𒍣	i-ga-a-u-wa-an-zi	igāwanzi	𒄿𒂵𒀀𒀭𒍝	i-ga-a-an-za	igānz	𒄿𒂵𒀀𒌋𒉿𒅈	i-ga-a-u-wa-ar	igāwar	𒄿𒂵𒀀𒌋𒉿𒀭	i-ga-a-u-wa-an 	igāwan	-ai stem
become cold	𒄿𒆪𒉈𒌍𒋗𒉿𒀭𒍣	i-ku-ne-eš-šu-wa-an-zi	ikuneššuanzi	𒄿𒆪𒉈𒌍𒊭𒀭𒍝	i-ku-ne-eš-ša-an-za	ikuneššanz	𒄿𒆪𒉈𒌍𒌋𒉿𒅈	i-ku-ne-eš-šu-wa-ar	ikuneššuar	𒄿𒆪𒉈𒌍𒋗𒉿𒀭	i-ku-ne-eš-šu-wa-an 	ikuneššuan	-ešš stem
work	𒀭𒉌𒅀𒉿𒀭𒍣	an-ni-ya-wa-an-zi	anniyawanzi	𒀭𒉌𒅀𒀭𒍝	an-ni-ya-an-za	anniyanz	𒀭𒉌𒅀𒉿𒅈	an-ni-ya-wa-ar	anniyawar	𒀭𒉌𒅀𒉿𒀭	an-ni-ya-wa-an 	anniyawan	-ye stem
teach	𒀭𒈾𒉡𒈠𒀭𒍣	an-na-nu-ma-an-zi	annanumanzi	𒀭𒈾𒉡𒉿𒀭𒍝	an-na-nu-wa-an-za	annanuwanz	𒀭𒈾𒉡𒈠𒅈	an-na-nu-ma-ar	annanumar	𒀭𒈾𒉡𒈠𒀭	an-na-nu-ma-an 	annanuman	-nu stem
eat	𒀀𒁕𒀭𒈾	a-da-an-na	adanna	𒀀𒁕𒀭𒍝	a-da-an-za	adanz	𒀀𒁕𒀜𒅈	a-da-at-ar	adātar	𒂊𒁺𒉿𒀭	e-du-wa-an 	ēduan	irregular
burn	𒉿𒊏𒀭𒈾	wa-ra-an-na	waranna	𒉿𒊏𒀭𒍝	wa-ra-an-za	waranz	𒉿𒊏𒀜𒅈	wa-ra-at-ar	warātar	𒉿𒊒𒉿𒀭	wa-ru-wa-an 	waruan	irregular
push	𒁉𒌍𒅆𒅀𒉿𒀭𒍣	pé-eš-ši-ya-wa-an-zi	peššiyawanzi	𒁉𒌍𒅆𒅀𒀭𒍝	pé-eš-ši-ya-an-za	peššiyanz	𒁉𒌍𒅆𒅀𒉿𒅈	pé-eš-ši-ya-wa-ar	peššiyawar	𒁉𒌍𒅆𒅀𒉿𒀭	pé-eš-ši-ya-wa-an 	peššiyawan	
hold	𒀊𒉺𒀭𒈾	ap-pa-an-na	appanna	𒀊𒉺𒀭𒍝	ap-pa-an-za	appanz	𒀊𒉺𒀜𒅈	ap-pa-at-ar	appātar	𒂊𒅁𒁍𒉿𒀭	e-ep-pu-wa-an 	ēppuan	
find	𒌑𒂊𒈪𒅀𒉿𒀭𒍣	ú-e-mi-ya-wa-an-zi	wemiyawanzi 	𒌑𒂊𒈪𒅀𒀭𒍝	ú-e-mi-ya-an-za	wemiyanz	𒌑𒂊𒈪𒅀𒉿𒅈	ú-e-mi-ya-wa-ar	wemiyawar	𒌑𒂊𒈪𒅀𒉿𒀭	ú-e-mi-ya-wa-an 	wemiyawan	
hit	𒉿𒀠𒄷𒉿𒀭𒍣	wa-al-ḫu-wa-an-zi	walḫuanzi 	𒉿𒀠𒄩𒀭𒍝	wa-al-ḫa-an-za	walḫanz	𒉿𒀠𒄷𒉿𒅈	wa-al-ḫu-wa-ar	walḫuar	𒉿𒀠𒄷𒉿𒀭	wa-al-ḫu-wa-an 	walḫuan	
startle	𒈾𒄴𒊭𒅈𒉡𒈠𒀭𒍣	na-aḫ-ša-ar-nu-ma-an-zi	naḫšarnunumanzi	𒈾𒄴𒊭𒅈𒉡𒉿𒀭𒍝	na-aḫ-ša-ar-nu-wa-an-za	naḫšarnunuwanz	𒈾𒄴𒊭𒅈𒉡𒈠𒅈	na-aḫ-ša-ar-nu-ma-ar	naḫšarnunumar	𒈾𒄴𒊭𒅈𒉡𒈠𒀭	na-aḫ-ša-ar-nu-ma-an 	naḫšarnunuman	
resist	𒀀𒊏𒀀𒌋𒉿𒀭𒍣	a-ra-a-u-wa-an-zi	arāwanzi	𒀀𒊏𒀀𒀭𒍝	a-ra-a-an-za	arānz	𒀀𒊏𒀀𒌋𒉿𒅈	a-ra-a-u-wa-ar	arāwar	𒀀𒊏𒀀𒌋𒉿𒀭	a-ra-a-u-wa-an 	arāwan	
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
