#swadesh 207 id	part-of-speech	English	Proto-Indo-European	Proto-Germanic	Proto-Italic	Proto-Hellenic	Proto-Indo-Iranian	Proto-Balto-Slavic	Proto-Slavic	
1	noun                 	I	*éǵh₂(om)	*ek	*egō	*egṓ	*aȷ́ʰám	*ēź-, *ēˀźun	*(j)azъ, *ja	
2	noun                 	you	*túh₂	*þū	*tū	*tú	*túH, *tuHám	*tūˀ	*ty	
3	noun                 	he, she, it	*éy	*iz	*is	*ho	*sá	*is, *anas	*jь, *ja, *je, *onъ, *ona, *ono	
4	noun                 	we	*wéy	*wīz	*nōs	*əsmey	*wayám	*mes	*my	
5	noun                 	you all	*yū	*jūz	*wōs	*usmey	*yúH, *yuHyám	*jūˀs	*vy	
6	noun                 	they	*éyes	*iz	*is		*tā́s	*eis	*ji, *ję, *ja, *oni, *ony, *ona	
7	noun                 	this	*só, *séh₂, *tód	*hiz	*hek(e)	*yós	*ayám	*śis	*sь, *sa, *se	
8	noun                 	that	*yós, *yéh₂, *yód	*sa	*istos	*ho	*tád	*tas, *anas	*tъ, *ta, *to, *onъ, *ona, *ono	
9	noun                 	here	*ḱi	*hē₂r	*hek(e)	*hode	*Hidʰá	*śei	*sьde, *tu	
10	noun                 	there	*h₂en	*þar	*iðei	*ím	*tátra		*tamo, *tu	
11	noun                 	who	*kʷis (pron.), *kʷod (adj.)	*hwaz	*kʷis, *kʷoi	*kʷís	*kás, káH, kád	*kas	*kъto	
12	noun                 	what	*kʷis	*hwat	*kʷis, *kʷoi	*kʷíd	*kím, *čím	*ki	*čь, *čьto	
13	noun                 	where	*kʷesmi	*hwar	*kʷāmdō	*kʷos	*kúH	*ku	*kъde	
14	noun                 	when		*hwan	*kʷuðei	*kʷokʷe	*kadáH	*kadāˀn	*kogъda	
15	noun                 	how		*hwō	*kʷām	*kʷeyes	*káyna		*jako, *kako	
16	adverb              	not	*n̥-, *ne	*ne	*ne	*mḗ	*na, *a-	*ne	*ne	
17	determiner            	all		*allaz	*opnis	*pānts	*sárwas	*wiśas	*vьśь	
18	determiner            	many	*monogʰo-	*managaz	*moltos	*polús	*pr̥Húš	*managas	*mъnogъ*, *mъnogo*	
19	determiner            	some	*kaylo-, *solwo-	*sumaz	*partim	*merikós	*kínčid	*kelis	*několiko	
20	determiner            	few	*peh₂w-	*fawaz	*paukos	*olígos	*īšát		*malъ	
21	determiner            	other	*h₂élyos, *h₂el-nó-	*anþeraz, *aljaz	*aljos	*áľľos	*Hanyás	*kitas	*drugъ	
22	noun                 	one	*(H)óynos, *(H)óykos, *(H)óywos, *sḗm	*ainaz	*oinos	*hens	*Háywas, *Háykas	*aiˀnas, *eiˀnas	*(j)edinъ, *(j)edьnъ	
23	noun                 	two	*dwóh₁; *dwó	*twai	*duō	*dúwō	*dwáH	*duwō	*dъva	
24	noun                 	three	*tréyes	*þrīz	*trēs	*tréyes	*tráyas	*tríjes	*trьje	
25	noun                 	four	*kʷetwóres	*fedwōr	*kʷettwōr	*kʷétwores	*čatwā́ras	*ketures	*četyre	
26	noun                 	five	*pénkʷe	*fimf	*kʷenkʷe	*pénkʷe	*pánča	*penke	*pętь	
27	adjective	big	*méǵh₂s	*mikilaz	*magnos	*mégas	*maȷ́ʰás		*golěmъ, *velikъ	
28	adjective	long	*dl̥h₁gʰós	*langaz	*dlongos	*dolikʰós, *makrós	*dr̥Hgʰás	*dílˀgas	*dьlgъ	
29	adjective	wide	*stelh₃ós	*wīdaz, *braidaz	*stlātos	*plətús, *eurús	*pr̥tʰúš	*platus	*širokъ	
30	adjective	thick	*bʰenǵʰ, *tégus	*þekuz	*kartsus	*puknos, *pəkʰús	*stʰuHrás	*stāˀras	*tъlstъ	
31	adjective	heavy	*gʷréh₂us	*kuruz, *swēraz	*gʷrawos	*gʷarus	*gr̥Húš	*tingús	*tęžьkъ	
32	adjective	small	*mey-	*smalaz, *lītilaz	*pauros	*mīkrós	*tusćás	*(s)malas	*drebьnъ, *malъ, *xudъ	
33	adjective	short	*mréǵʰus, *(s)ker-	*skurtaz	*breɣʷis	*brəkʰús	*kr̥dʰúš	*kartus	*kortъkъ	
34	adjective	narrow	*h₂enǵʰ-	*anguz, *narwaz	*anɣustos	*ankʰús	*Hánȷ́ʰuš	*anźus	*ǫzъkъ, *těsnъ	
35	adjective	thin	*ténh₂us	*þunnuz	*tenwis	*leptós	*kr̥ćás, *tánuš	*tenˀwas	*tьnъkъ	
36	noun	woman	*gʷḗn, *h₁esor-	*kwenǭ	*fēmanā	*gunā́	*ǰánHs, *gnáHs, *stríH	*génāˀ	*žena	
37	noun	man	*h₂nḗr, *wiHrós	*gumô, *weraz	*wiros	*anḗr	*wiHrás, *Hnáras	*wī́ˀras	*mǫžь	
38	noun	human	*mon-, *ǵʰmṓ	*manô	*hemō	*ántʰrōkʷos	*manušyás, *mártyas	*źmō	*čelověkъ	
39	noun	child		*barną, *kinþą	*puweros	*pā́wits	*ȷ́aHtás	*dēˀtis, *waikas	*čędo, *dětь, *orbę	
40	noun	wife	*pótnih₂	*kwēniz	*uksōr	*pótnia	*pátniH		*žena	
41	noun	husband	*wiHrós, *pótis	*brūdigumô, *weraz, *abô	*wiros, *nēr	*pótis	*pátiš	*mangjás	*mǫžь	
42	noun	mother	*méh₂tēr	*mōdēr	*mātēr	*mā́tēr	*máHtā	*mā́ˀtē	*mati	
43	noun	father	*átta, *ph₂tḗr	*fadēr, *attô	*patēr	*patḗr	*pHtā́	*tet-, *at-	*baťa, *otъ, *otьcь	
44	noun	animal	*dʰewsóm, *ǵʰwer-	*deuzą	*anamālis	*ďṓyyon	*páću	*źwēˀrís	*zvěrь	
45	noun	fish	*dʰǵʰu-, *peysḱ-	*fiskaz	*piskis	*itʰkʰús	*mátsyas	*źū́ˀs	*ryba	
46	noun	bird	*h₂éwis	*fuglaz	*awis	*órnīks	*Háwiš	*putāˀ	*pъta, *pъtica	
47	noun	dog	*ḱwṓ	*hundaz	*kō	*kúōn	*ćwā́	*śwṓ, *śunas	*pьsъ	
48	noun	louse	*ḱ(o)nid-, *lewH-	*lūs	*pezdis	*kʷʰtʰéřřos	*ćwíšas		*vъšь	
49	noun	snake	*h₂éngʷʰis, *(s)neh₁tr-	*snakô, *slangô, *nadraz	*anɣʷis	*ókʷʰis	*sarpás, *nāgás	*angi(o)s, *angi(a)s	*ǫžь, *zmьja	
50	noun	worm	*wr̥mis	*wurmiz	*wormis	*skṓlāks	*kŕ̥miš	*kírmis	*čьrvь	
51	noun	tree	*dóru*	*trewą	*arðōs	*dóru 	*dā́ru	*dérwa	*dervo	
52	noun	forest		*furhiþą, *walþuz, *furhō, *skōgaz, *widuz	*selwā			*medja, *medjāˀ	*lěsъ	
53	noun	stick	*ǵʰasto-	*stikkô, *stukkaz	*baklom	*klṓn	*waytasás	*kaukas	*drьkolь, *xlǫdъ, *kyjь, *palica, *žьzlъ	
54	noun	fruit		*akraną, *ubatją	*poomos	*karpós			*ovoťe, *plodъ	
55	noun	seed	*séh₁mn̥	*sēdiz, *sēmô	*sēmen	*spóros	*bíHȷ́am	*sēˀmen	*sěmę	
56	noun	leaf	*lewbʰ-, *bʰolh₃yom	*laubą	*folyom	*pʰóľľon	*parnám	*lapas, *leistas	*listъ	
57	noun	root	*wréh₂ds	*wrōts	*wrādīks	*wrédia 			*kory	
58	noun	bark	*bʰérHǵos	*barkuz, *rindǭ	*korteks		*twákš, *varkás ~ valkás	*karā́ˀ	*(s)kora	
59	noun	flower	*bʰleh₃-	*blōmô	*flōs	*ántʰos			*květъ	
60	noun	grass	*koyno-	*grasą	*grāmen	*póiwā	*tŕ̥nam		*trava	
61	noun	rope	*roypnós	*raipaz	*fuðnis	*tónos 	*rázǰuš, *rać-*	*wirwis	*(v)ǫže, *povorzъ	
62	noun	skin	*pel-, *twékos	*fellą	*pelnis		*čárma	*ā́dāˀ	*koža	
63	noun	meat	*mḗms, *krewh₂-	*mimzą	*karō	*kréwas	*māmsás	*mēnsāˀ, *mḗns	*męso	
64	noun	blood	*krewh₂-, *h₁ésh₂r̥	*blōþą	*sangwen	*éhər 	*HásHr̥	*krauja, *krū́ˀs	*kry	
65	noun	bone	*h₂óst, *kost-	*bainą	*os		*Hástʰi	*káuˀlas	*kostь	
66	noun	fat	*smérus	*faitą, *smultą	*pinɣʷe	*lípos	*píHwas	*tauˀkás	*sadlo, *skormъ, *tukъ, *tъlščь	
67	noun	egg	*h₂ōwyóm	*ajją	*ōwom	*ōyyón	*Hāwyám	*ṓja	*(j)aje, *(j)ajьce	
68	noun	horn	*ḱr̥nom, *ḱerh₂(s), *ḱerh₂sr̥, *koru	*hurną	*kornū	*kéras 	*ćáypas	*rágas, *śírˀnāˀ	*rogъ	
69	noun	tail		*stertaz	*kaudā		*púšćas, *wā́ras		*xvostъ	
70	noun	feather	*péth₂r̥	*feþrō	*plow(k)smā	*ptílon 	*parnám		*pero	
71	noun	hair	*pulh₂-	*hērą, *taglą	*kriznis		*Hráwma*, *káyćas*	*kasā́ˀ, *válśas	*kosa, *volsъ	
72	noun	head	*káput-, *gʰebʰelo-	*haubudą	*kaput		*ćŕ̥Has, *ćr̥Hšá	*galˀwā́ˀ	*golva	
73	noun	ear	*h₂ṓws	*ausô	*auzis	*ṓws	*kárnas	*auš-	*uxo	
74	noun	eye	*h₃ókʷs	*augô	*okʷelos	*ókʷs 	*čákšuš, *čáćšma	*ak-	*oko	
75	noun	nose	*Hnéh₂s	*nusō, *nasō	*nās		*náHsaH	*nasús, *nāˀs	*nosъ	
76	noun	mouth	*h₃éh₁os	*munþaz	*ōs	*stómə	*Hā́s, *wáktram	*aust-	*usta	
77	noun	tooth	*h₃dónts, *ǵómbʰos	*tanþs	*dents	*odónts 	*Hdánts, *ȷ́ámbʰas	*dantís, *źámbas	*rъtъ, *zǫbъ	
78	noun	tongue	*dn̥ǵʰwéh₂s	*tungǭ	*denɣwā		*ȷ́iȷ́ʰwáH	*inźūˀ	*(j)ęzykъ	
79	noun	fingernail	*h₃negʰ-	*naglaz	*ungus		*Hnā́kš ~ Hnakʰás	*nogā́ˀ, *nagutjas	*nogъtь	
80	noun	foot	*pṓds	*fōts	*peds	*pṓts	*pā́ts	*pēdā́ˀ	*noga, *stopa	
81	noun	leg	*kroksko	*lagjaz, *bainą	*krūs	*skélos			*korkъ, *noga	
82	noun	knee	*ǵónu	*knewą	*genū	*gónu	*ȷ́ā́nu	*kal-, *kel-	*kolěno	
83	noun	hand	*ǵʰésr̥, *mar-	*handuz	*manus	*kʰéhr 	*ȷ́ʰástas	*ránkāˀ	*rǫka	
84	noun	wing	*péth₂r̥	*wēingaz, *flugilaz, *fiþriją	*akslā		*parnám	*sparnas	*kridlo	
85	noun	belly	*úderos	*būkaz	*wendtris		*udáras	*wēˀdera	*břuxo, *červo	
86	noun	guts	*eh₁ter-	*garnō, *þarmaz	*laktis	*énteron 	*Hántram		*ǫtroba	
87	noun	neck	*mon-	*hnakkô, *halsaz	*kʷolzom		*griHwáH*	*grī́ˀwāˀ	*kъrkъ, *šija, *vortъ	
88	noun	back		*baką	*dorsom		*pr̥štʰás		*xrьbьtъ	
89	noun	breast	*peg-, *pstḗn	*breustą, *brusts	*pektos		*pstánas, *HúrHas*	*pírˀśis	*grǫdь, *pьrsь	
90	noun	heart	*ḱḗr*	*hertô	*kord	*kərdíyā	*ȷ́ʰŕ̥dayam	*śḗr, *śirˀdís	*sьrdьce	
91	noun	liver	*Hyékʷr̥	*librō	*jekʷor	*yékʷər 	*Hyákr̥	*entrá, *jaknāˀ	*ętro	
92	verb	drink	*píph₃eti, *h₁egʷʰ-	*drinkaną	*pibō		*píbati		*piti	
93	verb	eat	*h₁ed-	*etaną	*manðō	*édō 	*Hátˢti	*ḗˀstei	*(j)ěsti	
94	verb	bite	*denḱ-, *h₁ed-	*bītaną	*mordeō		*dáćati	*kanˀstei	*kǫsati	
95	verb	suck	*dʰeh₁(y)-	*sūganą	*sowgō		*dʰáyati		*sъsati	
96	verb	spit	*sp(y)ew-	*spīwaną	*spujō			*(s)pjāˀutei	*pľьvati	
97	verb	vomit	*wemh₁-, *h₁reug-	*spīwaną	*wemō		*wámHati	*rūˀgā́ˀtei, *bljauˀtei	*bľьvati	
98	verb	blow	*h₂weh₁-	*wēaną	*speizō		*Hwā́ti*, *dʰámati	*dumˀtei, *wḗˀtei	*dǫti, *duxati, *dъmuxati, *vějati*	
99	verb	breathe	*pnew-	*anþijaną	*flaō	*pnéwō 			*dyxati	
100	verb	laugh	*(s)mey-	*hlahjaną	*reideō		*smáyatay	*smīˀ-	*smьjati sę	
101	verb	see	*derḱ-, *weyd-	*sehwaną	*widēō	*wéydō, *gʷlépō	*čáštay	*weiˀdēˀtei	*viděti, *zьrěti	
102	verb	hear	*ḱlew-	*hauzijaną	*awizdjō	*akouhō, *awiyō	*ćr̥náwti	*klauˀšitei	*slyšati	
103	verb	know	*ǵneh₃-, *ǵnéh₃-sḱ-, *weyd-	*knēaną, *kunnaną, *witaną	*skijō	*wóyda, *gignṓskō 	*ȷ́ānáHti	*źnōˀtei	*věděti, *znati	
104	verb	think	*memóne, *teng-	*þankijaną, *þunkijaną, *munaną	*rēōr		*mányatay	*minḗˀtei	*dumati, *mysliti, *mьněti	
105	verb	smell	*h₃ed-	*smuljaną, *reukaną	*odō	*óďďō		*ṓˀstei	*ǫxati, *paxnǫti, *voňati	
106	verb	fear		*aganą	*werēōr	*dédwoya	*bʰáyHti	*bajāˀtei	*bojati sę, *straxovati	
107	verb	sleep	*swep-, *drem-	*slēpaną	*swepjō	*séudō, *iauhō	*swápati		*sъpati	
108	verb	live	*gʷeyh₃-	*libjaną	*gʷīwō	*ďṓwō 	*ǰíHwati	*gīˀwetei	*žiti	
