	pronoun	什麼	45056	
	noun	今晚	23045	tonight
	noun	昨晚	9554	last night
	pronoun	這個	8099	
	pronoun	這裡	5369	
	conjunction	然後	5194	
	pronoun	這兒	3135	
	pronoun	這麼	2198	
	noun	永遠	2086	eternity
	conjunction	雖然	1333	
	verb	崇拜	1259	to look up to
	noun	選擇	952	option
	pronoun	當時	900	
	preposition	通過	892	
🧃	noun	果汁	760	juice
	adjective	緊張	577	anxious
	conjunction	無論	558	
	conjunction	否則	509	
	noun	錯誤	465	fault
	determiner	幾個	450	
	verb	聯繫	427	to contact
	particle	の	418	
	verb	自殺	405	to commit suicide
	preposition	根據	403	
	conjunction	接著	348	
	pronoun	寶寶	321	
	conjunction	藉由	310	
	preposition	作為	287	
	preposition	經過	277	
	verb	經歷	265	to go through
🧰←	pronoun	這些	262	these
🖥️	noun	電腦	249	computer
🏢	adjective	複雜	246	complex
	particle	來著	221	
	noun	廢話	208	tautology
	pronoun	各種	203	
	noun	痴呆	182	senility
	noun	舞臺	182	arena
	pronoun	ta	180	
🏛️	noun	歷史	176	history
	verb	估計	169	to estimate
	verb	接觸	148	to contact
	preposition	身為	140	
	noun	債務	131	debt
	determiner	某個	130	
	preposition	自從	118	
	preposition	隨著	101	
	verb	生產	101	to produce
	conjunction	並且	99	
	preposition	透過	92	
	noun	外國	86	foreign country
	noun	地點	82	venue
🍽️	noun	盤子	81	dish
	noun	內疚	76	guilty conscience
	pronoun	何時	72	
	noun	姨媽	70	maternal aunt
	conjunction	同時	69	
	verb	排泄	64	to excrete
	noun	香腸	61	wiener
	pronoun	何處	57	
	preposition	針對	56	
	pronoun	幾歲	56	
	noun	浮冰	55	floe
	determiner	個個	50	
	pronoun	個個	50	
	noun	視力	49	vision
	preposition	難說	46	
	noun	姿勢	46	posture
	particle	與否	42	
	noun	開關	40	switch
	preposition	依據	37	
	verb	忽視	35	to slight
	noun	藝術品	35	oeuvre
	pronoun	牠們	34	
	adjective	小氣	34	parsimonious
🧓	adjective	過時	31	old
	conjunction	何況	31	
	pronoun	我們	31	
	pronoun	哪裡	31	
	verb	改進	31	to tweak
