conjunction 	 pero 	 1986438 	 but 	  	 but
noun 	 sí 	 1947538 	 yes 	 yes; aye, ay; approbation, acceptance 	 aye; yes
particle 	 sí 	 1947538 	 yes; yeah 	 yes, affirmation. Commonly used to respond affirmatively to a question 	 yes; yeah
pronoun 	 sí 	 1947538 	  	 himself, herself, itself, themselves, yourself, yourselves  used after prepositions 	 
verb 	 querer 	 1942467 	 to want 	 to desire, to want, to want to 	 fond; adore; want
verb 	 hacer 	 1836993 	 to do 	 to do 	 do; wage; turn out; prepare; get on with; line up; perform; become; pull over; make
pronoun 	 ellas 	 1736610 	 they 	 they, them 	 they
adverb 	 bien 	 1722794 	 well 	 well 	 well; nicely; pretty
noun 	 bien 	 1722794 	 good 	 good 	 property; commodity; sake; good; estate; assets; asset
adjective 	 bien 	 1722794 	 ok; good; well 	 well-to-do; affluent; wealthy; upper-class 	 normal; well; ok; good; all right
pronoun 	 eso 	 1708793 	 it 	 ése; that 	 it
adverb 	 su 	 1699637 	  	 About, approximately 	 
noun 	 la 	 1696744 	  	  	 
verb 	 comer 	 1628213 	 to eat 	 to eat 	 eat
noun 	 yo 	 1623675 	 ego 	 Freud's concept of the ego 	 ego
adjective 	 tu 	 1610752 	  	 before the noun tuyo, your 	 
adjective 	 todo 	 1462610 	  	 all, every 	 
verb 	 ver 	 1461533 	 to see 	 to see , to spot 	 view; see; sight
adverb 	 aquí 	 1423584 	 here 	 here 	 here; over here; hither; herein
adverb 	 como 	 1383708 	  	 as 	 
preposition 	 como 	 1383708 	 as; like 	  	 like; such as; as
conjunction 	 como 	 1383708 	 as 	 as 	 as; how; for
noun 	 tu 	 1379940 	  	 dot=, the metro system used in San Juan, Puerto Rico 	 
adverb 	 más 	 1356497 	 more; -er 	 more; -er 	 most; more; especially; else; furthermore
pronoun 	 ése 	 1305552 	 that 	 that one 	 that; that one
pronoun 	 ello 	 1290439 	 it 	 it, neuter third-person subject and disjunctive pronoun 	 it
conjunction 	 más 	 1262973 	  	 plus 	 
adjective 	 más 	 1262973 	 else 	 more, any more 	 else
determiner 	 este 	 1234577 	 this 	  	 this
pronoun 	 usted 	 1214678 	 you 	  	 you
pronoun 	 todo 	 1090900 	 everything 	 everything 	 everything
adjective 	 bueno 	 1055843 	 good 	 good 	 salutary; dear; fine; ok; good; nice; nifty; hot; beautiful
pronoun 	 nosotros 	 1031360 	 we 	 we 	 ourselves; we; us
verb 	 creer 	 1010097 	 to believe 	 to believe 	 think; believe; feel; find; creed; buy; trust
adjective 	 ese 	 987193 	  	 that 	 
verb 	 pasar 	 968982 	 to pass, to hand, to slip 	 to pass, to hand, to slip 	 swipe; stand; smuggle; fold; hand; puree; surpass; spend; thread; pass; bequeath; pass on; overhaul; pass down; happen; go down; cross; tag on; exceed; render; go by; go too far; go on; go over
adverb 	 ya 	 930618 	 now 	 now 	 already; immediately; any more
interjection 	 ya 	 930618 	 now 	 come on!, let's go! 	 all right; now
conjunction 	 ya 	 930618 	  	 first  then ; first , now 	 
adverb 	 así 	 917855 	 so 	 like this; like that; as such; thus; so; thereby; this way, that way 	 so; thus; thereby; as follows
adverb 	 muy 	 914390 	 very 	 very 	 very; well; way too; wicked
adverb 	 ahora 	 913738 	 now 	 now 	 currently; now
conjunction 	 ahora 	 913738 	 now 	 now 	 now
verb 	 decir 	 910188 	 to speak; to read; to say 	  	 tell; read; say; speak
adverb 	 algo 	 879387 	 rather; any 	 rather, somewhat, kind of 	 any; rather; kind of; somewhat
pronoun 	 algo 	 879387 	 something; some 	 something, anything 	 something; some
interjection 	 bueno 	 854041 	 okay; fine 	 okay; fine 	 well; you know; hello
noun 	 vez 	 814527 	 time 	 time, instance 	 time
adverb 	 cuando 	 789081 	  	 when 	 
conjunction 	 cuando 	 789081 	 when 	 when 	 as; when
interjection 	 sé 	 761934 	 aye 	 yes 	 aye
noun 	 nada 	 728452 	 love 	 nothingness 	 oblivion; zero; love; bupkis; nil; nix
pronoun 	 nada 	 728452 	 nothing 	 nothing, zero, zilch 	 naught; nothing
verb 	 sentir 	 726279 	 to feel 	 to feel 	 sense; regret; feel
adjective 	 este 	 720527 	  	 this 	 
noun 	 este 	 720527 	 east 	 east 	 east
interjection 	 este 	 720527 	 well 	 uh, well 	 well
adverb 	 cómo 	 718768 	 how 	 how? 	 how
interjection 	 cómo 	 718768 	 pardon; eh 	 sorry? what? 	 pardon; eh
noun 	 cómo 	 718768 	  	 how 	 
conjunction 	 o 	 718066 	 or 	 or 	 either; or
noun 	 o 	 711685 	 o 	 nodot=1; west 	 o
adjective 	 otro 	 709555 	 other 	 other, another 	 other
verb 	 venir 	 708649 	 to come 	 to come 	 come; cum; stem
noun 	 ser 	 698998 	 being 	 a being, organism 	 sire; being
verb 	 crear 	 694561 	 to create 	 to create 	 create
adverb 	 he 	 689735 	  	 here is 	 
noun 	 he 	 689735 	  	  	 
noun 	 gracia 	 672146 	 grace, charm 	 grace, charm 	 righteousness; wit; sake; serif; grace; fun; panache
noun 	 hacer 	 667267 	  	 doing, action 	 
verb 	 dar 	 665762 	 to give, to give out 	 to give, to give out 	 look; stretch; share; render; creep out; hand; gift; bequeath; give; hit
interjection 	 gracias 	 658828 	 thank you 	 thank you 	 thanks; thank you; cheers
noun 	 era 	 649417 	 era, age 	 era, age 	 tipple; threshing floor; era; time; age
adverb 	 sólo 	 645307 	 only; just 	  	 just; only
verb 	 esperar 	 641195 	 to expect; to trust; to hope 	 to hope for, hope to often with a verb in the subjunctive 	 look; hold up; expect; await; trust; wait; stand by; abide; look forward to; hope
adjective 	 mucho 	 608039 	  	 a lot of; many; much 	 
verb 	 sentar 	 602240 	 to sit 	 to seat 	 go over; sit
noun 	 cosa 	 583660 	 thing 	 thing 	 gizmo; thing; stuff
adjective 	 solo 	 578650 	 single; alone 	 sole, only, unique, single 	 alone; lone; sole; single; solo
adjective 	 todos 	 577259 	  	  	 
conjunction 	 porque 	 573387 	 because 	 because 	 because; since; for
noun 	 son 	 568019 	  	 tone 	 
noun 	 día 	 561061 	 day 	 day 	 daytime; day
pronoun 	 otro 	 557943 	  	 someone else; another person 	 
pronoun 	 mucho 	 551429 	 a lot 	 a lot, many 	 a lot
adverb 	 mucho 	 551429 	 much 	 much, a lot 	 a lot; much; very much
determiner 	 uno 	 546779 	  	 one 	 
noun 	 ere 	 532739 	  	 layoff 	 
noun 	 ese 	 523950 	 ess 	  	 ess
interjection 	 ese 	 523692 	  	 hello 	 
verb 	 hablar 	 521254 	 to speak; to talk; to call 	 to talk; to speak; to communicate using words 	 talk; call; speak
noun 	 hombre 	 521233 	 man 	 man 	 fellow; male; man
verb 	 mirar 	 518740 	 to look at 	 to look at 	 look; lurk; glance; face; rubberneck; look at; watch; behold
noun 	 casa 	 514176 	 house 	 house 	 squat; habitation; household; place; house
interjection 	 hola 	 507799 	 hi; hello 	 hello, hi 	 hi; hello
verb 	 deber 	 499931 	 to owe 	 to owe 	 must; have to; should; ought; owe
adjective 	 chico 	 494557 	 small 	 small 	 small
pronoun 	 quién 	 494311 	 who 	 who?, whom?; with “de” whose? 	 who; whom
noun 	 verdad 	 492329 	 truth 	 truth 	 truth; sooth
interjection 	 verdad 	 491151 	 right 	 right 	 right
noun 	 tiempo 	 489708 	 time 	 time 	 time; weather; tense
adverb 	 tan 	 486423 	 so, as 	 so, as 	 so; that
determiner 	 tan 	 486423 	 such 	 such, such a 	 such
adverb 	 solo 	 479808 	 alone; only 	 only, solely, just 	 alone; merely; only; automatically
verb 	 gustar 	 474999 	 to be pleasing to 	 to be pleasing to 	 taste; please; like; care; fancy; pleasure
noun 	 señor 	 474514 	 mister, sir, lord 	 mister, sir, lord 	 master; mister; lord; senior; sire; sir
pronoun 	 uno 	 471556 	 one 	 one 	 one; they; you
numeral 	 dos 	 471218 	 two 	 cardinal numbers two 	 two
adverb 	 nunca 	 469608 	 never 	 never 	 never
noun 	 año 	 457382 	 year 	 year 	 year
interjection 	 oh 	 455617 	 oh 	  	 oh
adverb 	 dónde 	 452438 	 where 	 where?; in what place? 	 where
noun 	 dónde 	 452438 	  	 where 	 
noun 	 favor 	 447055 	 favor 	  	 favor
adjective 	 señor 	 432182 	  	 great big; whopping 	 
verb 	 parecer 	 429075 	 to seem, to see fit 	 to seem, to see fit 	 look; feel; take after; seem; strike; look like; appear
pronoun 	 mí 	 428284 	 me 	 me;  used as the object of a preposition 	 me
adverb 	 también 	 423551 	 also; too; then 	 also, too, as well 	 too; then; also; in addition; as well; addedly
pronoun 	 ti 	 422364 	 you 	 you, thee 	 yourself; you
adverb 	 hace 	 419857 	  	 ago, has been 	 
preposition 	 hace 	 419857 	  	  	 
noun 	 dios 	 417834 	 god 	 god 	 deity; god
verb 	 necesitar 	 417823 	 to need 	 to need 	 require; necessitate; need
noun 	 vida 	 414419 	 life 	 life 	 lifespan; lifetime; life
verb 	 salir 	 408445 	 to rise; to sell; to leave 	 to go out, to leave, to depart, to head out 	 go out; run along; depart; chill; sell; get out; leave; turn off; exit; rise; go away; come out
noun 	 sobre 	 407448 	 envelope 	 envelope 	 envelope; bed
preposition 	 sobre 	 407448 	 over; about; on 	  	 upon; onto; over; above; about; toward; concerning; on
verb 	 tomar 	 402871 	 to take 	 to take 	 get; drink; tipple; seize; hold; take; snort; go on; take over
preposition 	 sin 	 398566 	 without 	  	 without; out of
interjection 	 hombre 	 391458 	  	 Man! 	 
verb 	 pensar 	 389016 	 to think 	 to think 	 plan; think; think about
verb 	 entrar 	 388830 	 to enter 	 to enter 	 enter; get in; log in
pronoun 	 alguien 	 379064 	 someone, somebody 	 someone, somebody 	 anybody's; anyone; someone; anybody; somebody
adverb 	 ahí 	 373264 	 there 	 there: used to designate a place near the listener 	 there
adjective 	 poco 	 372840 	 quiet; little 	 little, not much 	 little; quiet
noun 	 ante 	 372469 	 elk 	 elk 	 moose
verb 	 trabajar 	 372359 	 to work 	  	 work; labour; operate; toil
noun 	 padre 	 366380 	 father 	 father 	 father; parent
adverb 	 siempre 	 359032 	 always 	 always 	 always; every time; ever; evermore; anytime
adverb 	 hasta 	 358369 	 even 	 even 	 even
preposition 	 hasta 	 358369 	 until 	  	 until
noun 	 amigo 	 356180 	 friend 	 friend 	 buster; buddy; fellow; chum; boyfriend; friend
verb 	 dejar 	 352001 	 to set; to forget; to leave 	  	 forget; ditch; allow; cease; throw up; leave; stop; bequeath; jilt; set; dump; let; let alone
noun 	 chico 	 345632 	 lad; kid; boy 	  	 lad; adolescent; kid; boy
verb 	 oír 	 342827 	 to hear 	 to hear 	 listen; hear
adverb 	 antes 	 341676 	 formerly; beforehand; earlier 	 earlier, before, sooner, previously, formerly, beforehand 	 earlier; beforehand; formerly
preposition 	 antes 	 341676 	 until 	  	 until
adjective 	 nuevo 	 341514 	 new 	 new 	 fresh; new
adjective 	 paso 	 339406 	  	 dry 	 
adverb 	 ni 	 336697 	  	 not even, even 	 
conjunction 	 ni 	 336697 	 nor; neither 	 neither... nor 	 nor; neither
noun 	 poco 	 336411 	 iota 	 little 	 iota
adverb 	 poco 	 336411 	 little 	 little 	 little
noun 	 noche 	 334738 	 night 	 night 	 night
numeral 	 uno 	 333623 	 one 	 one 	 one
verb 	 encontrar 	 325355 	 to meet 	 to meet 	 meet; come by; find; encounter
adjective 	 seguro 	 319206 	 safe; sure 	 secure, safe 	 secure; sure; safe; foolproof; self-confident
verb 	 volver 	 316914 	 to return; to drive; to become 	 to return, to revert, to get back 	 render; turn; drive; come back; hurl; go back; become; start over; return
noun 	 trabajo 	 307970 	 work, job 	 work, job 	 living; work; job; labour
noun 	 gente 	 300838 	 people 	 people 	 folk; people
verb 	 partir 	 299947 	 to divide, split 	 to divide, split 	 set off; run along; depart; partition; split; leave; jump the gun; lead; exit; part
noun 	 mira 	 296953 	 sight 	 target 	 telescopic sight; sight
pronoun 	 padre 	 295400 	  	 Father 	 
adjective 	 padre 	 295400 	  	 cool, acceptable, easy 	 
verb 	 llevar 	 290566 	 to bear; to carry; to lead 	 to take, to carry, to take away, to carry away, to carry around, to bring, to bear, to lug 	 wear; bring; bear; steer; hand; drive; take; ride; haul; lead; carry; sport; get along
verb 	 tratar 	 284267 	 to treat 	 to treat 	 treat; associate; deal; deal with; handle; attempt; try; process
verb 	 matar 	 283880 	 to kill 	 to kill, slay 	 eliminate; postmark; butcher; slay; slaughter; kill; mortify
verb 	 quedar 	 281932 	 to be 	 to be 	 keep on; meet; stay; come across; meet up; abide; fit; remain
verb 	 vivir 	 278832 	 to live; to be alive 	 to live; to be alive 	 experience; live; inhabit
adverb 	 después 	 275660 	 later; next; after 	 later, afterwards, afterward 	 after; then; later; next; afterwards
verb 	 llamar 	 275174 	 to telephone; to ring; to call 	  	 summon; ring; attract; call for; beckon; call; hail; telephone
adjective 	 tal 	 272520 	  	 such 	 
noun 	 estado 	 269327 	 country 	 country 	 nation; shape; situation; status; polity; state
verb 	 llegar 	 269089 	 to get 	 to arrive, get 	 get; reach; go through; arrive
verb 	 ayudar 	 268700 	 to help 	 to help 	 help; assist; abet; aid
verb 	 podar 	 267646 	 to prune 	 to prune 	 mow; prune; lop
adjective 	 claro 	 265042 	 light, bright 	 light, bright 	 clear; clear cut; translucent; articulate; apparent; bright; poignant; towheaded; light
verb 	 acabar 	 264829 	 to end; to come 	 to finish; to end 	 jizz; finish; end up; come; cum; end; terminate
noun 	 ve 	 264825 	  	  	 
determiner 	 ese 	 264614 	 that 	  	 that
noun 	 momento 	 264607 	 moment, instant 	 moment, instant 	 instant; moment; second; minute; time; heartbeat; point
verb 	 preguntar 	 264298 	 to ask 	 to ask 	 ask; query; question
pronoun 	 mío 	 264132 	 mine 	 Mine 	 mine
adverb 	 fuera 	 263924 	 outside 	 outside 	 away; outside; other; out
noun 	 problema 	 263352 	 complaint; issue; trouble 	 problem, issue, challenge, matter, concern, business, difficulty, snag 	 trouble; monkey wrench; problem; complaint; glitch; kink; quarrel; issue
noun 	 hora 	 260395 	 hour 	 hour 	 hour; period; time
preposition 	 desde 	 257268 	 since; from 	  	 from; as of; since
noun 	 tipo 	 256522 	 fellow; type; cat 	 kind, type, sort, manner 	 dude; sort; strain; buster; interest rate; type; cat; fellow; chap; kind; bloke
noun 	 mundo 	 255454 	 world 	 world, earth 	 world
verb 	 poner 	 253221 	 to lay; to stick; to stand 	 to put, to put up, to place, to lay 	 lay; play; stand; put through; read; lay down; stick; set; place; put
noun 	 lugar 	 253110 	 place 	 place 	 locale; locus; room; venue; premises; place; location
verb 	 valer 	 252437 	 to do 	 to be worth 	 do; give a shit
noun 	 seguro 	 250811 	 insurance 	 insurance 	 safety; warranty; tumbler; safety pin; insurance
pronoun 	 ustedes 	 249063 	 you 	  	 y'all; you
verb 	 escuchar 	 248630 	 to listen 	 to listen to, to hear out 	 listen
noun 	 claro 	 248501 	 sunny spell 	 sunny spell 	 clearing; glade; lawn; clearance
interjection 	 claro 	 248501 	 indeed; sure 	 of course; for sure; sure 	 sure; of course; indeed
adverb 	 claro 	 248501 	 of course 	 certainly, naturally, of course 	 of course
adjective 	 mío 	 248309 	  	 mine, my 	 
interjection 	 otro 	 246302 	  	 "Not again!" or "What, again?&quot 	 
noun 	 madre 	 243957 	 mother 	 mother 	 mother
adverb 	 mañana 	 240468 	 tomorrow 	 tomorrow 	 tomorrow
noun 	 mañana 	 240468 	 the morning 	 the morning 	 morrow; tomorrow; morning
adjective 	 primero 	 240167 	 first, first up 	 first, first up 	 early; prime; premier; former
adverb 	 donde 	 239143 	  	 where, in what place 	 
preposition 	 donde 	 239143 	  	  	 
pronoun 	 donde 	 239143 	 where 	 where, in what place 	 where
conjunction 	 donde 	 239143 	 where 	 because 	 whereof; where
verb 	 buscar 	 237956 	 to search; to sell; to look 	 to seek, search for, look for, try to find 	 look; hunt; look up; sell; look for; search; pick up; seek
verb 	 morir 	 234989 	 to die 	 to die 	 die; succumb
noun 	 vale 	 234778 	 voucher 	 A voucher; an IOU 	 meal ticket; voucher
adverb 	 seguro 	 234759 	 probably 	 for sure 	 probably
interjection 	 vale 	 233106 	 okay 	 okay 	 all right; right; ok
adverb 	 allí 	 231694 	 there 	 there 	 over there; there
noun 	 persona 	 231409 	 person 	 person 	 person
noun 	 espera 	 228562 	 wait 	 wait 	 wait
verb 	 contar 	 227577 	 to count; to tell 	 to count; to tally 	 count on; count; tell; narrate; tally; reckon; rehearse
noun 	 parte 	 226454 	 division; ticket; part 	 part, section, portion, share, piece, bit, cut, proportion 	 division; part and parcel; partition; ticket; part
noun 	 hijo 	 225292 	 son 	 son 	 sonny; son
adverb 	 menos 	 223231 	 less 	 less 	 least; less
noun 	 menos 	 223231 	  	 minus sign 	 
preposition 	 menos 	 223231 	 of; to 	  	 to; of; except; minus
adjective 	 menos 	 223231 	  	 less, fewer 	 
verb 	 seguir 	 221341 	 to follow 	 to follow 	 keep up with; trail; keep on; continue; follow; get on with; hold down; keep up; track; observe; keep; pursue
adjective 	 gran 	 218718 	 great 	 grande; great 	 great
adjective 	 visto 	 218281 	  	 seen 	 
adjective 	 tanto 	 216063 	 so much 	 so much, as much, that much 	 so much
verb 	 recordar 	 213744 	 to remember, to recollect 	 to remember, to recollect 	 remind; recall; recollect; remember; look back; wake up; wake
noun 	 mujer 	 212158 	 woman 	 woman 	 woman; girl; wife
noun 	 nombre 	 210227 	 name 	 name 	 noun; first name; forename; given name; name
verb 	 cambiar 	 208005 	 to shift; to exchange; to switch 	 to change, to shift, to switch, to alter 	 switch; bandy; change; shift; exchange; alter; break
verb 	 importar 	 207789 	 to count; to matter; to mind 	 to matter, to be important, to mind, to care 	 mind; heed; count; give a shit; care; import; matter
noun 	 mamá 	 207161 	 mum, mom 	 mum, mom 	 mammy; mummy; mum; ma
noun 	 papá 	 206078 	 dad 	 dad 	 daddy; dad; pa
verb 	 perder 	 203908 	 to lose 	 to lose 	 lose; drain; miss; miss out; forfeit
numeral 	 tres 	 202568 	 three 	 cardinal numbers three 	 three
adverb 	 hoy 	 202178 	 today 	 today 	 currently; today
verb 	 usar 	 194729 	 to use 	 to use 	 overuse; use; jump the gun
noun 	 haber 	 194248 	  	 asset 	 
noun 	 mano 	 193252 	 hand 	 hand 	 finger; dude; round; mate; hand; pestle
adjective 	 buen 	 190775 	  	 bueno; good; fine 	 
adverb 	 conmigo 	 190477 	  	 with me 	 
adjective 	 pequeño 	 188688 	 small; little 	 small; little 	 modest; wee; small; petty; little
adjective 	 alguno 	 188390 	  	 some, any 	 
pronoun 	 alguno 	 188390 	 someone 	 someone 	 any; someone; some
adjective 	 listo 	 188232 	 clever, smart ser 	 clever, smart ser 	 sharp; smart; awake; wily; sly; willing; done; set; up; ready; fly; pretty; clever; poised; crafty
adjective 	 último 	 187077 	 final; last 	 final; last 	 ultimate; latest; last-ditch; latter; last; final
interjection 	 oye 	 187025 	  	 hey 	 
adjective 	 nuestro 	 186713 	  	  	 
pronoun 	 nuestro 	 186713 	  	  	 
noun 	 mal 	 186557 	 evil; wrong 	 evil, harm; a bad thing or situation 	 malady; evil; mishandle; wrong; blight
adverb 	 realmente 	 185661 	 indeed; actually; really 	 really, actually, genuinely 	 indeed; actually; truly; verily; really
adjective 	 mal 	 185501 	 malo bad; evil 	 malo bad; evil 	 amiss; ill; badly; cranky
adverb 	 mal 	 185501 	 badly; ill 	 badly, poorly, ill 	 badly; ill
noun 	 idea 	 182491 	 idea; feel 	  	 idea; feel
adjective 	 serio 	 182487 	 stiff; grave; serious 	 serious, earnest, sober, solemn 	 stiff; grave; earnest; serious
adverb 	 aún 	 182484 	 still 	 still, yet 	 as yet; still
noun 	 mierda 	 181554 	 bullshit; crap; shit 	 shit solid excretory product evacuated from the bowels; feces 	 puke; crap; piece of shit; shit; bullshit; crud
interjection 	 mierda 	 181554 	 shit! 	 shit! 	 crap; dammit; bloody hell; holy shit; bullshit; bollocks
noun 	 tanto 	 181470 	 tad 	 copy 	 tad
pronoun 	 quien 	 179613 	 who 	 who 	 which; anyone; whoever; who; whom
noun 	 tarde 	 179351 	 afternoon 	 afternoon 	 night; evening; even; afternoon
determiner 	 cada 	 177861 	 each; every 	 each; every 	 every; either; each
verb 	 terminar 	 177571 	 to complete; to finish; to close 	 to finish, to end, to terminate,  to be over, to wrap up, to finish up, to finish off, to finish out, to complete, to conclude 	 break up; cease; wrap up; complete; finish; end up; cum; call off; end; finish off; terminate; close
verb 	 bajar 	 176604 	 to go down, come down 	 to go down, come down 	 wash down; lower; download; strike; let down; descend
verb 	 intentar 	 176376 	 to intend; to attempt; to sell 	 to try, to attempt; especially: to strain or put forth effort in so doing 	 intend; attempt; sell; try
verb 	 formar 	 174214 	 to form; to make 	 to form, to create 	 marshal; shape; mold; make; draw up; form
adjective 	 demasiado 	 173866 	  	 too much, too many, excessive 	 
adjective 	 pasado 	 172168 	 past 	 past 	 lit; last; overripe; past; stale
verb 	 amar 	 171990 	 to love 	 to love, have great affection for, care about 	 love
adverb 	 contigo 	 171496 	  	  	 
adjective 	 único 	 169290 	 only; one 	 only; single; sole 	 unique; singular; sole; only; custom; one; single
noun 	 razón 	 167338 	 reason 	 reason 	 sake; purpose; ratio; reason
noun 	 policía 	 166742 	 policeman; police 	 police, police department, police force, police service 	 police; policeman; police officer; policewoman; constabulary
pronoun 	 tanto 	 166428 	  	 so much, so many 	 
adverb 	 tanto 	 166428 	 so much 	 so much, long, hard, often, etc 	 so much
preposition 	 veces 	 166316 	  	  	 
noun 	 saber 	 166068 	  	 knowledge 	 
noun 	 semana 	 165950 	 week 	 week 	 week
noun 	 minuto 	 165521 	 minute 	 minute 	 minute
verb 	 preocupar 	 165308 	 to concern; to worry 	 to worry, to concern, to trouble, to be worrisome to, to preoccupy 	 concern; worry
adjective 	 tarde 	 163364 	 late 	 late 	 late
adverb 	 tarde 	 163364 	 late 	 late 	 late
adjective 	 junto 	 162419 	 solid 	 together 	 solid
noun 	 familia 	 160010 	 family 	 family 	 family; people; household
interjection 	 eh 	 160000 	 hey! 	 hey! 	 pardon; huh; drat
adjective 	 malo 	 159632 	 bad 	 bad 	 bad; evil; mean; wrong; rotten
verb 	 listar 	 159506 	  	 to list 	 
adjective 	 dicho 	 158848 	 said 	 mentioned, said, aforementioned 	 aforementioned; said
noun 	 hermano 	 158843 	 brother 	 brother 	 brother; sister; sibling
noun 	 amor 	 157390 	  	 love 	 
adjective 	 cuánto 	 156612 	  	 how much; how many 	 
noun 	 dicho 	 155990 	 saying; saw 	 saying, expression 	 saw; adage; saying
noun 	 forma 	 155140 	 form; kind; way 	 shape; form; figure 	 kind; shape; pattern; manner; mold; way; form
adverb 	 demasiado 	 154876 	 too 	 too much, excessively, far too much, overmuch modifying a verb 	 too; too much; excessively; way too
verb 	 traer 	 154707 	 to bring 	 to bring 	 bring; get; bring about; bring up
preposition 	 entre 	 153486 	 among; between; over 	  	 amid; over; betwixt; in between; between; amongst; among
verb 	 caminar 	 151635 	 to walk 	 to walk 	 walk
verb 	 pagar 	 150139 	 to pay 	 to pay 	 pay off; pay
adjective 	 loco 	 149831 	 insane; nuts; mad 	 crazy, insane, mad, nuts asserting that something is out of place in the head 	 insane; crazy; daft; nuts; bonkers; gaga; mad
noun 	 pasado 	 149286 	 past 	 past, bygones 	 past
noun 	 chica 	 148925 	 chico, girl 	 chico, girl 	 bird; adolescent; lass; girl; chick; little girl
verb 	 cuidar 	 148370 	 to mind; to care 	 to take care of, to care for 	 mind; take care; look after; care; take care of
adjective 	 algún 	 146753 	  	 alguno; some, any 	 
adjective 	 grande 	 146629 	 large; grand; big 	 after the noun or predicatively big, large 	 great; large; grand; big
verb 	 conseguir 	 146405 	 to get 	 to achieve, to succeed in, to reach, to accomplish, to attain 	 achieve; get; manage; enlist; attain; succeed
verb 	 ganar 	 144407 	 to gain 	 to gain 	 eke out; win; beat; make; earn; gain
noun 	 señora 	 143885 	 madam; lady 	 Mrs title given to a married, divorced or widowed woman 	 madam; lady
noun 	 cuenta 	 142382 	 count, tally 	 count, tally 	 bead; check; account; count
noun 	 cabeza 	 141601 	 head 	 head 	 head
noun 	 caso 	 140676 	 case 	 case 	 case; instance; grammatical case
adverb 	 todavía 	 140159 	 yet; still 	 still, yet 	 as yet; yet; still
noun 	 lado 	 139885 	 side 	 side 	 edge; side
verb 	 armar 	 139463 	 to arm 	 to arm 	 model; arm; frame; pitch
verb 	 librar 	 136798 	 to free 	 to save, to rescue, to deliver, to preserve 	 free; extricate; wage
adjective 	 segundo 	 136402 	 second 	 second 	 second; latter
noun 	 vaya 	 136261 	  	  	 
interjection 	 vaya 	 136261 	 why; well 	 Expresses surprise: Wow!, Why, Oh!, Whoa!, Well!, Man!, Boy! 	 why; well; gee
adjective 	 maldito 	 135726 	 cursed; damned 	 cursed; damned 	 fucking; motherfucking; damn; bloody; damned; reprobate
verb 	 maldecir 	 135726 	 to curse; to swear; to damn 	  	 drat; curse; damn; swear; bane
adjective 	 bajo 	 135283 	 short 	 short 	 deep; grave; contemptible; bass; base; low; despicable; short
