							
appear	impersonal	aparecer	aparecer	aparecer	aparecer	aparecer	aparecer
appear	gerund	aparecendo	aparecendo	aparecendo	aparecendo	aparecendo	aparecendo
be-inherently	impersonal	ser	ser	ser	ser	ser	ser
be-inherently	gerund	sendo	sendo	sendo	sendo	sendo	sendo
be-momentarily	impersonal	estar	estar	estar	estar	estar	estar
be-momentarily	gerund	estando	estando	estando	estando	estando	estando
change	impersonal	mudar	mudar	mudar	mudar	mudar	mudar
change	gerund	mudando	mudando	mudando	mudando	mudando	mudando
climb	impersonal	subir	subir	subir	subir	subir	subir
climb	gerund	subindo	subindo	subindo	subindo	subindo	subindo
crawl	impersonal	rastejar	rastejar	rastejar	rastejar	rastejar	rastejar
crawl	gerund	rastejando	rastejando	rastejando	rastejando	rastejando	rastejando
cool	impersonal	esfriar	esfriar	esfriar	esfriar	esfriar	esfriar
cool	gerund	esfriando	esfriando	esfriando	esfriando	esfriando	esfriando
direct	impersonal	dirigir	dirigir	dirigir	dirigir	dirigir	dirigir
direct	gerund	dirigindo	dirigindo	dirigindo	dirigindo	dirigindo	dirigindo
displease	impersonal	perturbar	perturbar	perturbar	perturbar	perturbar	perturbar
displease	gerund	perturbando	perturbando	perturbando	perturbando	perturbando	perturbando
eat	impersonal	comer	comer	comer	comer	comer	comer
eat	gerund	comendo	comendo	comendo	comendo	comendo	comendo
endure	impersonal	aguentar	aguentar	aguentar	aguentar	aguentar	aguentar
endure	gerund	aguentando	aguentando	aguentando	aguentando	aguentando	aguentando
fall	impersonal	cair	cair	cair	cair	cair	cair
fall	gerund	caindo	caindo	caindo	caindo	caindo	caindo
fly	impersonal	voar	voar	voar	voar	voar	voar
fly	gerund	voando	voando	voando	voando	voando	voando
flow	impersonal	fluir	fluir	fluir	fluir	fluir	fluir
flow	gerund	fluindo	fluindo	fluindo	fluindo	fluindo	fluindo
hear	impersonal	ouvir	ouvir	ouvir	ouvir	ouvir	ouvir
hear	gerund	ouvindo	ouvindo	ouvindo	ouvindo	ouvindo	ouvindo
occupy	impersonal	ocupar	ocupar	ocupar	ocupar	ocupar	ocupar
occupy	gerund	ocupando	ocupando	ocupando	ocupando	ocupando	ocupando
resemble	impersonal	semelhar	semelhar	semelhar	semelhar	semelhar	semelhar
resemble	gerund	semelhando	semelhando	semelhando	semelhando	semelhando	semelhando
rest	impersonal	repousar	repousar	repousar	repousar	repousar	repousar
rest	gerund	repousando	repousando	repousando	repousando	repousando	repousando
see	impersonal	ver	ver	ver	ver	ver	ver
see	gerund	vendo	vendo	vendo	vendo	vendo	vendo
show	impersonal	mostrar	mostrar	mostrar	mostrar	mostrar	mostrar
show	gerund	mostrando	mostrando	mostrando	mostrando	mostrando	mostrando
startle	impersonal	assustar	assustar	assustar	assustar	assustar	assustar
startle	gerund	assustando	assustando	assustando	assustando	assustando	assustando
swim	impersonal	nadar	nadar	nadar	nadar	nadar	nadar
swim	gerund	nadando	nadando	nadando	nadando	nadando	nadando
walk	impersonal	andar	andar	andar	andar	andar	andar
walk	gerund	andando	andando	andando	andando	andando	andando
warm	impersonal	aquecer	aquecer	aquecer	aquecer	aquecer	aquecer
warm	gerund	aquecendo	aquecendo	aquecendo	aquecendo	aquecendo	aquecendo
watch	impersonal	ver	ver	ver	ver	ver	ver
watch	gerund	vendo	vendo	vendo	vendo	vendo	vendo
work	impersonal	trabalhar	trabalhar	trabalhar	trabalhar	trabalhar	trabalhar
work	gerund	trabalhando	trabalhando	trabalhando	trabalhando	trabalhando	trabalhando
have	impersonal	haver	haver	haver	haver	haver	haver
have	gerund	havendo	havendo	havendo	havendo	havendo	havendo
possess	impersonal	ter	ter	ter	ter	ter	ter
possess	gerund	tendo	tendo	tendo	tendo	tendo	tendo
go	impersonal	ir	ir	ir	ir	ir	ir
go	gerund	indo	indo	indo	indo	indo	indo
put	impersonal	pôr	pôr	pôr	pôr	pôr	pôr
put	gerund	pondo	pondo	pondo	pondo	pondo	pondo
