				singular	singular	singular	plural	plural	plural
				1	2	3	1	2	3
appear	infinitive	personal		aparecer	apareceres	aparecer	aparecermos	aparecerdes	aparecerem
appear	participle	masculine	past	aparecido	aparecido	aparecido	aparecidos	aparecidos	aparecidos
appear	participle	feminine	past	aparecida	aparecida	aparecida	aparecidas	aparecidas	aparecidas
appear	indicative	simple	present	apareço	apareces	aparece	aparecemos	apareceis	aparecem
appear	indicative	imperfective	past	aparecia	aparecias	aparecia	aparecíamos	aparecíeis	apareciam
appear	indicative	perfective	present	apareci	apareceste	apareceu	aparecemos	aparecestes	apareceram
appear	indicative	perfective	past	aparecera	apareceras	aparecera	aparecêramos	aparecêreis	apareceram
appear	indicative		future	aparecerei	aparecerás	aparecerá	apareceremos	aparecereis	aparecerão
appear	conditional			apareceria	aparecerias	apareceria	apareceríamos	apareceríeis	apareceriam
appear	subjunctive	simple	present	apareça	apareças	apareça	apareçamos	apareçais	apareçam
appear	subjunctive	imperfective	past	aparecesse	aparecesses	aparecesse	aparecêssemos	aparecêsseis	aparecessem
appear	subjunctive	simple	future	aparecer	apareceres	aparecer	aparecermos	aparecerdes	aparecerem
appear	imperative	affirmative			aparece	apareça	apareçamos	aparecei	apareçam
appear	imperative	negative			não apareças	não apareça	não apareçamos	não apareçais	não apareçam
be-inherently	infinitive	personal		ser	seres	ser	sermos	serdes	serem
be-inherently	participle	masculine	past	sido	sido	sido	—	—	—
be-inherently	participle	feminine	past	—	—	—	—	—	—
be-inherently	indicative	simple	present	sou	és	é	somos	sois	são
be-inherently	indicative	imperfective	past	era	eras	era	éramos	éreis	eram
be-inherently	indicative	perfective	present	fui	foste	foi	fomos	fostes	foram
be-inherently	indicative	perfective	past	fora	foras	fora	fôramos	fôreis	foram
be-inherently	indicative		future	serei	serás	será	seremos	sereis	serão
be-inherently	conditional			seria	serias	seria	seríamos	seríeis	seriam
be-inherently	subjunctive	simple	present	seja	sejas	seja	sejamos	sejais	sejam
be-inherently	subjunctive	imperfective	past	fosse	fosses	fosse	fôssemos	fôsseis	fossem
be-inherently	subjunctive	simple	future	for	fores	for	formos	fordes	forem
be-inherently	imperative	affirmative			sê	seja	sejamos	sede	sejam
be-inherently	imperative	negative			não sejas	não seja	não sejamos	não sejais	não sejam
be-momentarily	infinitive	personal		estar	estares	estar	estarmos	estardes	estarem
be-momentarily	participle	masculine	past	estado	estado	estado	—	—	—
be-momentarily	participle	feminine	past	—	—	—	—	—	—
be-momentarily	indicative	simple	present	estou	estás	está	estamos	estais	estão
be-momentarily	indicative	imperfective	past	estava	estavas	estava	estávamos	estáveis	estavam
be-momentarily	indicative	perfective	present	estive	estiveste	esteve	estivemos	estivestes	estiveram
be-momentarily	indicative	perfective	past	estivera	estiveras	estivera	estivéramos	estivéreis	estiveram
be-momentarily	indicative		future	estarei	estarás	estará	estaremos	estareis	estarão
be-momentarily	conditional			estaria	estarias	estaria	estaríamos	estaríeis	estariam
be-momentarily	subjunctive	simple	present	esteja	estejas	esteja	estejamos	estejais	estejam
be-momentarily	subjunctive	imperfective	past	estivesse	estivesses	estivesse	estivéssemos	estivésseis	estivessem
be-momentarily	subjunctive	simple	future	estiver	estiveres	estiver	estivermos	estiverdes	estiverem
be-momentarily	imperative	affirmative			está	esteja	estejamos	estai	estejam
be-momentarily	imperative	negative			não estejas	não esteja	não estejamos	não estejais	não estejam
change	infinitive	personal		mudar	mudares	mudar	mudarmos	mudardes	mudarem
change	participle	masculine	past	mudado	mudado	mudado	mudados	mudados	mudados
change	participle	feminine	past	mudada	mudada	mudada	mudadas	mudadas	mudadas
change	indicative	simple	present	mudo	mudas	muda	mudamos	mudais	mudam
change	indicative	imperfective	past	mudava	mudavas	mudava	mudávamos	mudáveis	mudavam
change	indicative	perfective	present	mudei	mudaste	mudou	mudamos1, mudámos2	mudastes	mudaram
change	indicative	perfective	past	mudara	mudaras	mudara	mudáramos	mudáreis	mudaram
change	indicative		future	mudarei	mudarás	mudará	mudaremos	mudareis	mudarão
change	conditional			mudaria	mudarias	mudaria	mudaríamos	mudaríeis	mudariam
change	subjunctive	simple	present	mude	mudes	mude	mudemos	mudeis	mudem
change	subjunctive	imperfective	past	mudasse	mudasses	mudasse	mudássemos	mudásseis	mudassem
change	subjunctive	simple	future	mudar	mudares	mudar	mudarmos	mudardes	mudarem
change	imperative	affirmative			muda	mude	mudemos	mudai	mudem
change	imperative	negative			não mudes	não mude	não mudemos	não mudeis	não mudem
climb	infinitive	personal		subir	subires	subir	subirmos	subirdes	subirem
climb	participle	masculine	past	subido	subido	subido	subidos	subidos	subidos
climb	participle	feminine	past	subida	subida	subida	subidas	subidas	subidas
climb	indicative	simple	present	subo	sobes	sobe	subimos	subis	sobem
climb	indicative	imperfective	past	subia	subias	subia	subíamos	subíeis	subiam
climb	indicative	perfective	present	subi	subiste	subiu	subimos	subistes	subiram
