bird	singular	ꜣpd
bird	dual	ꜣpdwj
bird	plural	ꜣpdw
bird	infinitival forms	infinitival forms	infinitival forms	imperative	imperative
bird	infinitive	negatival complement	complementary infinitive1	singular	plural
bird	ꜣpd	ꜣpdw, ꜣpd	ꜣpdt	ꜣpd	ꜣpd
boat	singular	jmw
boat	dual	jmwwj
boat	plural	jmww
boat	singular	jmw
boat	dual	jmwwj
boat	plural	jmww
book	singular	mḏꜣt
book	dual	mḏꜣtj
book	plural	mḏꜣwt
brother	singular	sn
brother	dual	snwj
brother	plural	snw
brother		number	first person	second person	second person	third person	third person
brother		number	first person	masculine	feminine	masculine	feminine
brother	suffix pronouns	singular	∅, .j	.k, .kj1	.ṯ, .ṯn	.f, .fj1	.s, .sj1
brother	suffix pronouns	dual	.nj	.ṯnj	.ṯnj	.snj	.snj
brother	suffix pronouns	plural	.n	.ṯn	.ṯn	.sn	.sn
brother							
brother	enclitic (‘dependent’) pronouns	singular	w, wj, wy	kw, k, ṯw, ṯ	ṯm, ṯn	sw, s	s
brother	enclitic (‘dependent’) pronouns	dual	—	ṯnj	ṯnj	snj	snj
brother	enclitic (‘dependent’) pronouns	plural	n	ṯn	ṯn	sn	sn
brother							
brother	stressed (‘independent’) pronouns	singular	jnk	ṯwt	ṯmt	swt	stt
brother	stressed (‘independent’) pronouns	dual	—	—	—	ntsnj	ntsnj
brother	stressed (‘independent’) pronouns	plural	—	ntṯn	ntṯn	ntsn, jntsn	ntsn, jntsn
brother							
brother	stative (‘pseudoparticiple’) endings	singular	.kj, .k	.tj, .t	.tj, .t	∅, .j	.tj, .t
brother	stative (‘pseudoparticiple’) endings	dual	—	.tjwn	.tjwn	.wy, .wj	.ty
brother	stative (‘pseudoparticiple’) endings	plural	.wn, .nw	.tjwn	.tjwn	∅, .w, .y, .wy	.tj, .t
brother	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.	Only when attached to a dual noun or prospective participle.
brother	infinitival forms	infinitival forms	infinitival forms	imperative	imperative
brother	infinitive	negatival complement	complementary infinitive1	singular	plural
brother	sn	snw, sn	snt	sn, j.sn	sn, j.sn
bug	singular	ꜥpšꜣy
bug	dual	ꜥpšꜣywj
bug	plural	ꜥpšꜣyw
clothing	singular	mnḫt
clothing	dual	mnḫtj
clothing	plural	mnḫwt
daughter	singular	zꜣt
daughter	dual	zꜣtj
daughter	plural	zꜣwt
dog	singular	ṯzm
dog	dual	ṯzmwj
dog	plural	ṯzmw
door	singular	rwt
door	dual	rwtj
door	plural	rwwt
enemy	singular	ḫftj
enemy	dual	ḫftjwj
enemy	plural	ḫftjw
fire	singular	sḏt
fire	dual	sḏtj
fire	plural	sḏwt
food	singular	šbw
food	dual	šbwwj
food	plural	šbww
horse	singular	ssm
horse	dual	ssmwj
horse	plural	ssmw
love	singular	mrwt
love	dual	mrwtj
love	plural	mrwwt
man	singular	z
man	dual	zwj
man	plural	zw
man	singular	z
man	dual	zwj
man	plural	zw
man	singular	z
man	dual	zwj
man	plural	zw
man	singular	z
man	dual	zwj
man	plural	zw
name	singular	rn
name	dual	rnwj
name	plural	rnw
name	singular	rn
name	dual	rnwj
name	plural	rnw
rock	singular	jnr
rock	dual	jnrwj
rock	plural	jnrw
rope	singular	nwḥ
rope	dual	nwḥwj
rope	plural	nwḥw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
son	singular	zꜣ
son	dual	zꜣwj
son	plural	zꜣw
warmth	singular	srf
warmth	dual	srfwj
warmth	plural	srfw
warmth	infinitival forms	infinitival forms	infinitival forms	imperative	imperative
warmth	infinitive	negatival complement	complementary infinitive1	singular	plural
warmth	srf	srfw, srf	srft	srf	srf
water	singular	mw
water	dual	mwwj
water	plural	mww
way	singular	mṯn
way	dual	mṯnwj
way	plural	mṯnw
way	singular	mṯn
way	dual	mṯnwj
way	plural	mṯnw
wind	singular	ṯꜣw
wind	dual	ṯꜣwwj
wind	plural	ṯꜣww
wind	infinitival forms	infinitival forms	infinitival forms	imperative	imperative
wind	infinitive	negatival complement	complementary infinitive1	singular	plural
wind	ṯꜣ(w)t, ṯꜣ(w)j	ṯꜣ(w)w, ṯꜣ(w)	ṯꜣ(w)t, ṯꜣ(w)wt, ṯꜣ(w)yt	ṯꜣ(w)	ṯꜣ(w), ṯꜣ(w)y
woman	singular	zt
woman	dual	ztj
woman	plural	zwt
woman	singular	zt
woman	dual	ztj
woman	plural	zwt
woman	singular	zt
woman	dual	ztj
woman	plural	zwt
