stunde	noun	stund
fyrenðearfe	noun	fyrenþearfe
wæren	verb	bēon
wæren	verb	wesan
sumer	noun	sumor
morað	noun	mōraþ
dæle	noun	dǣl
dæle	noun	dæl
þam	determiner	sē
þam	pronoun	sē
berie	noun	berġe
clawe	noun	clawu
monað	noun	mōnaþ
swince	verb	swincan
susle	noun	susl
susla	noun	susl
wolcnu	noun	wolcen
barum	adjective	bær
næren	verb	nesan
bodum	noun	boda
sece	verb	secan
drana	noun	drān
drane	noun	drān
byrg	noun	burg
