*	*	nominative	genitive	accusative	nominative	genitive	accusative	nominative	genitive	accusative
*	*	singular	singular	singular	dual	dual	dual	plural	plural	plural
king	masculine	šarr-um	šarr-im	šarr-am	šarr-ān	šarr-īn	šarr-īn	šarr-ū	šarr-ī	šarr-ī
queen	feminine	šarr-at-um	šarr-at-im	šarr-at-am	šarr-at-ān	šarr-at-īn 	šarr-at-īn 	šarr-āt-um	šarr-āt-im	šarr-āt-im
										
										
										
										
										
