*	*	nominative	genitive	accusative	nominative	genitive	accusative	nominative	genitive	accusative
*	*	singular	singular	singular	dual	dual	dual	plural	plural	plural
strong	masculine	dann-um	dann-im	dann-am				dann-ūt-um	dann-ūt-im	dann-ūt-im
strong	feminine	dann-at-um	dann-at-im	dann-at-am 				dann-āt-um	dann-āt-im 	dann-āt-im 
										
										
										
										
										
										
										
