*	*	*	1	2	2	3	1	2	3
*	*	*	singular	singular	singular	singular	plural	plural	plural
*	*	*		tuteo	voseo				
appear	indicative	present	aparezco	apareces	aparecés	aparece	aparecemos	aparecéis	aparecen
appear	indicative	imperfect	aparecía	aparecías	aparecías	aparecía	aparecíamos	aparecíais	aparecían
appear	indicative	preterite	aparecí	apareciste	apareciste	apareció	aparecimos	aparecisteis	aparecieron
appear	indicative	future	apareceré	aparecerás	aparecerás	aparecerá	apareceremos	apareceréis	aparecerán
appear	indicative	conditional	aparecería	aparecerías	aparecerías	aparecería	apareceríamos	apareceríais	aparecerían
appear	subjunctive	present	aparezca	aparezcas	aparezcás	aparezca	aparezcamos	aparezcáis	aparezcan
appear	subjunctive	imperfect	apareciera | apareciese	aparecieras | aparecieses	aparecieras | aparecieses	apareciera | apareciese	apareciéramos | apareciésemos	aparecierais | aparecieseis	aparecieran | apareciesen
appear	subjunctive	future1	apareciere	aparecieres	aparecieres	apareciere	apareciéremos	apareciereis	aparecieren
appear	imperative	affirmative		aparece	aparecé	aparezca	aparezcamos	apareced	aparezcan
appear	imperative	negative		no aparezcas	no aparezcas	no aparezca	no aparezcamos	no aparezcáis	no aparezcan
be-inherently	indicative	present	soy	eres	sos	es	somos	sois	son
be-inherently	indicative	imperfect	era	eras	eras	era	éramos	erais	eran
be-inherently	indicative	preterite	fui	fuiste	fuiste	fue	fuimos	fuisteis	fueron
be-inherently	indicative	future	seré	serás	serás	será	seremos	seréis	serán
be-inherently	indicative	conditional	sería	serías	serías	sería	seríamos	seríais	serían
be-inherently	subjunctive	present	sea	seas	seás	sea	seamos	seáis	sean
be-inherently	subjunctive	imperfect	fuera | fuese	fueras | fueses	fueras | fueses	fuera | fuese	fuéramos | fuésemos	fuerais | fueseis	fueran | fuesen
be-inherently	subjunctive	future1	fuere	fueres	fueres	fuere	fuéremos	fuereis	fueren
be-inherently	imperative	affirmative		sé	sé	sea	seamos	sed	sean
be-inherently	imperative	negative		no seas	no seas	no sea	no seamos	no seáis	no sean
be-momentarily	indicative	present	estoy	estás	estás	está	estamos	estáis	están
be-momentarily	indicative	imperfect	estaba	estabas	estabas	estaba	estábamos	estabais	estaban
be-momentarily	indicative	preterite	estuve	estuviste	estuviste	estuvo	estuvimos	estuvisteis	estuvieron
be-momentarily	indicative	future	estaré	estarás	estarás	estará	estaremos	estaréis	estarán
be-momentarily	indicative	conditional	estaría	estarías	estarías	estaría	estaríamos	estaríais	estarían
be-momentarily	subjunctive	present	esté	estés	estés	esté	estemos	estéis	estén
be-momentarily	subjunctive	imperfect	estuviera | estuviese	estuvieras | estuvieses	estuvieras | estuvieses	estuviera | estuviese	estuviéramos | estuviésemos	estuvierais | estuvieseis	estuvieran | estuviesen
be-momentarily	subjunctive	future1	estuviere	estuvieres	estuvieres	estuviere	estuviéremos	estuviereis	estuvieren
be-momentarily	imperative	affirmative		está	está	esté	estemos	estad	estén
be-momentarily	imperative	negative		no estés	no estés	no esté	no estemos	no estéis	no estén
change	indicative	present	cambio	cambias	cambiás	cambia	cambiamos	cambiáis	cambian
change	indicative	imperfect	cambiaba	cambiabas	cambiabas	cambiaba	cambiábamos	cambiabais	cambiaban
change	indicative	preterite	cambié	cambiaste	cambiaste	cambió	cambiamos	cambiasteis	cambiaron
change	indicative	future	cambiaré	cambiarás	cambiarás	cambiará	cambiaremos	cambiaréis	cambiarán
