#				present	future	imperative	past	past	past	infinitive	
#verb		person	plurality				masculine	feminine	"neuter	"		
be	active	participle		су́щий			бы́вший	бы́вший	бы́вший	бы́ть	
be	passive	participle								бы́ть	
be		adverbial		бу́дучи			бы́в	бы́в	бы́в	бы́ть	
be		1	singular	есть	бу́ду		бы́л	была́	бы́ло	бы́ть	
be		2	singular	есть	бу́дешь	бу́дь	бы́л	была́	бы́ло	бы́ть	
be		3	singular	есть	бу́дет		бы́л	была́	бы́ло	бы́ть	
be		1	plural	есть	бу́дем		бы́ли	бы́ли	бы́ли	бы́ть	
be		2	plural	есть	бу́дете	бу́дьте	бы́ли	бы́ли	бы́ли	бы́ть	
be		3	plural	есть	бу́дут		бы́ли	бы́ли	бы́ли	бы́ть	
see	active	participle		ви́дящий			ви́девший			ви́деть	
see	passive	participle		ви́димый			ви́денный			ви́деть	
see		adverbial		ви́дя			ви́дев			ви́деть	
see		1	singular	ви́жу			ви́дел	ви́дела	ви́дело	ви́деть	
see		2	singular	ви́дишь			ви́дел	ви́дела	ви́дело	ви́деть	
see		3	singular	ви́дит			ви́дел	ви́дела	ви́дело	ви́деть	
see		1	plural	ви́дим			ви́дели	ви́дели	ви́дели	ви́деть	
see		2	plural	ви́дите			ви́дели	ви́дели	ви́дели	ви́деть	
see		3	plural	ви́дят			ви́дели	ви́дели	ви́дели	ви́деть	
give	active	participle		даю́щий			дава́вший			дава́ть	
give	passive	participle		дава́емый						дава́ть	
give		adverbial		дава́я			дава́в			дава́ть	
give		1	singular	даю́	дава́ть		дава́л	дава́ла	дава́ло	дава́ть	
give		2	singular	даёшь	дава́ть	дава́й	дава́л	дава́ла	дава́ло	дава́ть	
give		3	singular	даёт	дава́ть		дава́л	дава́ла	дава́ло	дава́ть	
give		1	plural	даём	дава́ть		дава́ли	дава́ли	дава́ли	дава́ть	
give		2	plural	даёте	дава́ть	дава́йте	дава́ли	дава́ли	дава́ли	дава́ть	
give		3	plural	даю́т	дава́ть		дава́ли	дава́ли	дава́ли	дава́ть	
give	active	participle					да́вший	да́вший	да́вший	да́ть	perfective
give	passive	participle					да́нный	да́нный	да́нный	да́ть	perfective
give		adverbial					да́в	да́в	да́в	да́ть	perfective
give		1	singular		да́м		да́л	дала́	да́ло	да́ть	perfective
give		2	singular		да́шь	да́й	да́л	дала́	да́ло	да́ть	perfective
give		3	singular		да́ст		да́л	дала́	да́ло	да́ть	perfective
give		1	plural		дади́м		да́ли	да́ли	да́ли	да́ть	perfective
give		2	plural		дади́те	да́йте	да́ли	да́ли	да́ли	да́ть	perfective
give		3	plural		даду́т		да́ли	да́ли	да́ли	да́ть	perfective
eat	active	participle		едя́щий			е́вший			е́сть	
eat	passive	participle		едо́мый			е́денный			е́сть	
eat		adverbial		едя́			е́в			е́сть	
eat		1	singular	е́м	е́сть		е́л	е́ла	е́ло	е́сть	
eat		2	singular	е́шь	е́сть	е́шь	е́л	е́ла	е́ло	е́сть	
eat		3	singular	е́ст	е́сть		е́л	е́ла	е́ло	е́сть	
eat		1	plural	еди́м	е́сть		е́ли	е́ли	е́ли	е́сть	
eat		2	plural	еди́те	е́сть	е́шьте	е́ли	е́ли	е́ли	е́сть	
eat		3	plural	едя́т	е́сть		е́ли	е́ли	е́ли	е́сть	
live	active	participle		живу́щий			жи́вший	жи́вший	жи́вший	жить	
live	passive	participle								жить	
live		adverbial		живя́			жи́в	жи́в	жи́в	жить	
live		1	singular	живу́	жи́ть		жи́л	жила́	жи́ло	жить	
live		2	singular	живёшь	жи́ть	живи́	жи́л	жила́	жи́ло	жить	
live		3	singular	живёт	жи́ть		жи́л	жила́	жи́ло	жить	
live		1	plural	живём	жи́ть		жи́ли	жи́ли	жи́ли	жить	
live		2	plural	живёте	жи́ть	живи́те	жи́ли	жи́ли	жи́ли	жить	
live		3	plural	живу́т	жи́ть		жи́ли	жи́ли	жи́ли	жить	
