animal		singular	singular	singular	plural	plural
animal		indef.	def.	noun	def.	noun
animal	nominative	ein	das	Tier	die	Tiere
animal	genitive	eines	des	Tieres, Tiers	der	Tiere
animal	dative	einem	dem	Tier, Tiere1	den	Tieren
animal	accusative	ein	das	Tier	die	Tiere
attention		singular	singular	singular
attention		indef.	def.	noun
attention	nominative	eine	die	Beachtung
attention	genitive	einer	der	Beachtung
attention	dative	einer	der	Beachtung
attention	accusative	eine	die	Beachtung
bird		singular	singular	singular	plural	plural
bird		indef.	def.	noun	def.	noun
bird	nominative	ein	der	Vogel	die	Vögel
bird	genitive	eines	des	Vogels	der	Vögel
bird	dative	einem	dem	Vogel	den	Vögeln
bird	accusative	einen	den	Vogel	die	Vögel
boat		singular	singular	singular	plural	plural
boat		indef.	def.	noun	def.	noun
boat	nominative	ein	das	Boot	die	Boote
boat	genitive	eines	des	Bootes, Boots	der	Boote
boat	dative	einem	dem	Boot, Boote1	den	Booten
boat	accusative	ein	das	Boot	die	Boote
book		singular	singular	singular	plural	plural
book		indef.	def.	noun	def.	noun
book	nominative	ein	das	Buch	die	Bücher
book	genitive	eines	des	Buches, Buchs	der	Bücher
book	dative	einem	dem	Buch, Buche1	den	Büchern
book	accusative	ein	das	Buch	die	Bücher
brother		singular	singular	singular	plural	plural
brother		indef.	def.	noun	def.	noun
brother	nominative	ein	der	Bruder	die	Brüder
brother	genitive	eines	des	Bruders	der	Brüder
brother	dative	einem	dem	Bruder	den	Brüdern
brother	accusative	einen	den	Bruder	die	Brüder
bug		singular	singular	singular	plural	plural
bug		indef.	def.	noun	def.	noun
bug	nominative	eine	die	Wanze	die	Wanzen
bug	genitive	einer	der	Wanze	der	Wanzen
bug	dative	einer	der	Wanze	den	Wanzen
bug	accusative	eine	die	Wanze	die	Wanzen
clothing		singular	singular	singular	plural	plural
clothing		indef.	def.	noun	def.	noun
clothing	nominative	ein	das	Kleidungsstück	die	Kleidungsstücke
clothing	genitive	eines	des	Kleidungsstückes, Kleidungsstücks	der	Kleidungsstücke
clothing	dative	einem	dem	Kleidungsstück, Kleidungsstücke1	den	Kleidungsstücken
clothing	accusative	ein	das	Kleidungsstück	die	Kleidungsstücke
daughter		singular	singular	singular	plural	plural
daughter		indef.	def.	noun	def.	noun
daughter	nominative	eine	die	Tochter	die	Töchter
daughter	genitive	einer	der	Tochter	der	Töchter
daughter	dative	einer	der	Tochter	den	Töchtern
daughter	accusative	eine	die	Tochter	die	Töchter
dog		singular	singular	singular	plural	plural
dog		indef.	def.	noun	def.	noun
dog	nominative	ein	der	Hund	die	Hunde, Hünde2
dog	genitive	eines	des	Hundes, Hunds	der	Hunde, Hünde2
dog	dative	einem	dem	Hund, Hunde1	den	Hunden, Hünden2
dog	accusative	einen	den	Hund	die	Hunde, Hünde2
door		singular	singular	singular	plural	plural
door		indef.	def.	noun	def.	noun
door	nominative	eine	die	Tür	die	Türen
door	genitive	einer	der	Tür	der	Türen
door	dative	einer	der	Tür	den	Türen
door	accusative	eine	die	Tür	die	Türen
drum		singular	singular	singular	plural	plural
drum		indef.	def.	noun	def.	noun
drum	nominative	eine	die	Trommel	die	Trommeln
drum	genitive	einer	der	Trommel	der	Trommeln
drum	dative	einer	der	Trommel	den	Trommeln
drum	accusative	eine	die	Trommel	die	Trommeln
enemy		singular	singular	singular	plural	plural
enemy		indef.	def.	noun	def.	noun
enemy	nominative	ein	der	Feind	die	Feinde
enemy	genitive	eines	des	Feindes, Feinds	der	Feinde
enemy	dative	einem	dem	Feind, Feinde1	den	Feinden
enemy	accusative	einen	den	Feind	die	Feinde
