appear	infinitive	infinitive	erscheinen	erscheinen	erscheinen	erscheinen
appear	present participle	present participle	erscheinend	erscheinend	erscheinend	erscheinend
appear	past participle	past participle	erschienen	erschienen	erschienen	erschienen
appear	auxiliary	auxiliary	sein	sein	sein	sein
appear		indicative	indicative		subjunctive	subjunctive
appear		singular	plural		singular	plural
appear	present	ich erscheine	wir erscheinen	i	ich erscheine	wir erscheinen
appear	present	du erscheinst	ihr erscheint	i	du erscheinest	ihr erscheinet
appear	present	er erscheint	sie erscheinen	i	er erscheine	sie erscheinen
appear						
appear	preterite	ich erschien	wir erschienen	ii	ich erschiene1	wir erschienen1
appear	preterite	du erschienst	ihr erschient	ii	du erschienest1du erschienst1	ihr erschienet1ihr erschient1
appear	preterite	er erschien	sie erschienen	ii	er erschiene1	sie erschienen1
appear						
appear	imperative	erschein (du)erscheine (du)	erscheint (ihr)			
be-inherently	infinitive	infinitive	sein	sein	sein	sein
be-inherently	present participle	present participle	seiend	seiend	seiend	seiend
be-inherently	past participle	past participle	gewesen	gewesen	gewesen	gewesen
be-inherently	auxiliary	auxiliary	sein	sein	sein	sein
be-inherently		indicative	indicative		subjunctive	subjunctive
be-inherently		singular	plural		singular	plural
be-inherently	present	ich bin	wir sind	i	ich sei	wir seien
be-inherently	present	du bist	ihr seid	i	du seistdu seiest	ihr seiet
be-inherently	present	er ist	sie sind	i	er sei	sie seien
be-inherently						
be-inherently	preterite	ich war	wir waren	ii	ich wäre	wir wären
be-inherently	preterite	du warst	ihr wart	ii	du wärstdu wärest	ihr wärtihr wäret
be-inherently	preterite	er war	sie waren	ii	er wäre	sie wären
be-inherently						
be-inherently	imperative	sei (du)	seid (ihr)			
change	infinitive	infinitive	ändern	ändern	ändern	ändern
change	present participle	present participle	ändernd	ändernd	ändernd	ändernd
change	past participle	past participle	geändert	geändert	geändert	geändert
change	auxiliary	auxiliary	haben	haben	haben	haben
change		indicative	indicative		subjunctive	subjunctive
change		singular	plural		singular	plural
change	present	ich ändreich ändereich änder	wir ändern	i	ich ändereich ändre	wir ändern
