	Id	English	Part	hieroglyphics	transcription	
412	16-180	good fortune|luck	noun			
413	16-190	misfortune|bad luck	noun			
414	16-230	joyful|glad|happy	adjective	𓂋𓈙𓂉𓀁	rš	
415	16-250	laugh	verb	𓋴𓃀𓏏𓄑𓀁	sbj	
416	16-251	smile	verb			
417	16-260	play	verb	𓎡𓊃𓎡𓊃𓀠𓀁𓏫	ksks	
418	16-270	love	verb	𓋁𓃀𓏲𓇋𓇋𓀁	ꜣbj	
419	16-290	kiss	verb	𓊃𓈖𓈖𓏭𓂉𓄻	sn	
420	16-300	embrace	verb	V49𓈖𓏌𓏲𓂘𓂡	šnj	
421	16-310	pain	noun	𓄿𓉔𓅱𓅪	ꜣhw	
422	16-320	grief|sorrow|sadness	noun	𓇋𓂝𓈖𓏌𓏲𓀁𓏫	jꜥnw	
423	16-330	anxiety|worry	noun	𓎛𓍯𓄿𓏲𓐎	ḥwꜣw	
424	16-340	regret|be sorry	verb			
425	16-350	pity	noun			
426	16-370	cry|weep	verb	𓋴𓎼𓄿𓃀𓏲𓀁	sgb	
427	16-380	tear	noun			
428	16-390	groan	verb	𓂝𓈙𓐎𓀁	ꜥš	
429	16-410	hate	verb	𓄟𓋴𓂧𓂧𓅪	msḏj	
430	16-420	anger	noun	𓈙𓊪𓏏𓆡𓄣𓏤	špt jb	
431	16-440	envy|jealousy	noun			
432	16-450	shame	noun			
433	16-480	proud	adjective	𓅱𓋴𓐍𓎺𓏛𓅓	wsḫ m	"# ""be proud of"""
434	16-510	dare	verb			
435	16-520	brave	adjective	𓅓𓂝𓎡𓄿𓀜	mꜥkꜣ	
436	16-530	fear|fright	noun	𓌳𓄿𓃭𓏤𓇋𓄿𓂾𓂻	mrꜣ	
437	16-540	danger	noun	𓎛𓏭𓇋𓇋𓁻𓂡	ḥty	
438	16-620	desire|want	verb	𓋁𓃀𓏲A233𓀁𓏫	ꜣbw	
439	16-622	choose	verb	𓍉𓊪𓏛	stp	
440	16-630	hope	noun			
441	16-650	faithful	adjective			
442	16-660	TRUE	adjective	𓌷𓂝𓏛	mꜣꜥ	
443	16-670	lie|tell lies	verb	𓎼𓄿𓅪	gꜣj	
444	16-680	deceit	noun	𓌨𓂋𓏏𓂝𓅪𓏥	ẖrt ꜥ	
445	16-690	forgive	verb	𓅷𓏤𓈖𓏥𓂋𓏤𓄑𓏛𓄑𓀁𓏫	ṯnrḥ	
446	16-710	good	adjective	𓐍𓈖𓏛𓄤	ḫn nfr	
447	16-720	bad	adjective	𓏭𓏌𓈒𓏛	snnw	
448	16-730	right|correct	adjective	𓂝𓈎𓄿𓂭𓂭𓏛	ꜥqꜣ	
449	16-740	wrong	adjective	𓇍𓇋𓇋𓏏𓂻𓅪𓏥	jyt	
450	16-760	fault	noun	𓃹𓈖𓅪	wn	
451	16-770	mistake|error	noun	𓂓𓏤𓐝𓂝𓐠𓏤𓏴𓂡	kms	
452	16-780	blame	noun	𓃹𓈖𓅪	wn	
453	16-790	praise	verb	𓎛𓎿𓊃𓏏𓀁	ḥst	
454	16-810	beautiful	adjective	𓂝𓈖𓁺𓏛	ꜥn	
455	16-820	ugly	adjective			
456	16-830	greedy	adjective	𓊃𓈖𓎡𓆊	snk	"# ""be greedy"""
457	16-840	clever	adjective	𓊃𓈙𓐠𓄿𓏲𓂷𓂡	sšꜣ	
458	17-110	mind	noun	𓄣𓏤	jb	
459	17-130	think (reflect)	verb	𓈖𓎡𓄿𓏭𓀁	nkꜣ	
460	17-140	think (be of the opinion)	verb	𓇋𓃀𓃙𓏛	jb	
461	17-150	believe	verb	𓇋𓃀𓃙𓏛	jb	
462	17-160	understand	verb	𓄔𓅓	sḏm	
463	17-170	know	verb	𓂝𓌴𓄿𓅓𓏲𓁻	ꜥm	
464	17-171	guess	verb			
465	17-172	imitate	verb	𓋴𓈖𓏕𓏛	snj	
466	17-180	seem	verb			
467	17-190	idea|notion	noun			
468	17-210	wise	adjective	𓋴𓐠𓄿𓀁	sꜣꜣ	
469	17-220	foolish|stupid	adjective	𓋴𓏲𓎼𓄿𓆝𓀋𓏛	swgꜣ	
470	17-230	insane|crazy	adjective			
471	17-240	learn	verb	𓂝𓌴𓄿𓅓𓁻	ꜥm	
472	17-242	study	verb			
473	17-250	teach	verb	𓋴𓃀𓇼𓄿𓀜	sbꜣ	
474	17-260	pupil	noun	𓋴𓃀𓇼	sbꜣ	
475	17-270	teacher	noun	𓋴𓃀𓇼𓄿𓇋𓇋𓏏𓏛𓀜	sbꜣw	
476	17-280	school	noun	𓂝𓏏𓉐𓋴𓃀𓇼𓄿𓀜	ꜥt sbꜣ	
477	17-310	remember	verb	𓋴𓐍𓆼𓄿𓀁	sḫj	
478	17-320	forget	verb	𓋴𓐍𓅓𓂜	sḫm	
479	17-340	clear|plain	adjective	𓋴𓂦𓂋𓏛	sḏsr	
480	17-350	obscure	adjective			
481	17-360	secret	adjective	𓈙𓏏𓍔𓄿𓏛	štꜣ	
482	17-370	sure|certain	adjective			
483	17-380	explain	verb	𓋴𓌉	sḥḏ	
484	17-410	intention|purpose	noun	𓍘𓎡𓄿𓉻𓏛𓀁	tkꜥ	
485	17-420	cause	verb	𓂞𓏲	dj	
486	17-430	doubt	verb			
487	17-440	suspect	verb			
488	17-441	betray	verb			
489	17-450	need|necessity	noun	𓋴𓐟𓄿𓇋𓂋𓌗𓀜	sꜣjr	
490	17-460	easy	adjective			
491	17-470	difficult	adjective	𓌟𓈖𓏌𓏲𓅪𓏥	qsn	
492	17-480	try|attempt	verb	𓏲𓆼𓄿𓂻	wḫꜣ	
493	17-490	way|manner	noun	𓈎𓄿𓇋𓏲𓀾𓏛	qj	
494	17-510	and	conjunction	𓎛𓈖	ḥnꜥ	
495	17-520	because	conjunction	𓅯𓄿𓃹𓈖	pꜣ wn	
496	17-530	if	conjunction	𓉔𓄿𓈖𓄿𓀁	hnn	
497	17-540	or	conjunction	𓅓𓂋𓏤𓊪𓏲	m r pw	
498	17-550	yes|affirmative	particle	𓍘𓏲𓀁	tjw	
499	17-560	no|negative	particle	𓅓𓃀𓇋𓀁	m bjꜣ	
500	17-610	how	adverb	𓅱𓋴𓏭𓈐	wsy	
501	17-620	how many	adjective			
502	17-630	how much	adjective	𓅨𓂋	wr	
503	17-640	what	noun	𓊪𓏏𓂋𓆵𓀁	ptr	
504	17-650	when	adverb	𓀔𓃠𓇾	ḫft	
505	17-660	where	adverb	𓏏𓈖𓏌𓅱𓌙𓅯𓏛	tnw	
506	17-670	which	adjective	𓅓𓈘𓈇𓅷𓏤𓀁	mjṯ	
507	17-680	who	noun	𓈖𓏭𓅓𓂝𓀁	nm	
508	17-690	why	adverb	𓁷𓏤𓇋𓐍𓏛	ḥr jḫ	
509	18-110	voice	noun	𓊤𓏲	ḫrw	
510	18-120	sing	verb	𓎛𓋴D207	ḥsj	
511	18-130	shout|cry out	verb	𓈖𓉔𓅓𓀞	nhm	
512	18-150	whisper	verb			
513	18-160	mumble	verb			
514	18-170	whistle	verb	𓎼𓄿𓍯𓄿𓀁	gꜣ	
515	18-180	shriek|screech	verb	𓍸𓇋𓇋𓏏𓀁𓏤𓏥	djwt	
516	18-190	howl	verb	𓂝𓃹𓈖𓏌𓏲𓀁𓏪	ꜥwn	
517	18-210	speak|talk	verb	𓌃𓂧𓅱𓀁	mdw	
518	18-211	stutter|stammer	verb	𓈖𓇋𓏏𓇋𓏏𓀁	njtjt	
519	18-220	say	verb	𓐍𓆑𓄑𓀁	ḫf	
520	18-221	tell story	verb	𓋴𓆓𓂧𓀁	sḏd	
521	18-222	speech	verb	𓋭𓊃𓏲𓀁	ṯs	
522	18-230	silent	adjective	𓎼𓂋𓀁	gr	
523	18-240	language	noun	𓂋𓏤	r	
524	18-260	word	noun	𓌃𓂧𓏭𓀁	mdw	
525	18-280	name	noun	𓂋𓈖𓀁	rn	
526	18-310	ask (question, inquire)	verb	V49𓏏𓏛𓀁	šnj	"# ""to ask for"""
527	18-320	answer	verb	𓅱𓈙𓃀𓏴𓀁	wšb	
528	18-330	admit|confess	verb			
529	18-340	deny	verb	𓋴𓐍𓍯𓅓𓀁	sḫwꜣ	
530	18-350	ask|request	verb	𓂧𓃀𓎛𓄑𓀁	dbḥ	
531	18-360	promise	verb			
532	18-370	refuse	verb			
533	18-380	forbid	verb			
534	18-390	rebuke|scold	verb	𓋴𓐍𓂋𓂧𓀁	sḫrd	
535	18-410	call|summon	verb	𓆙𓅭𓆰	ḏwj	
536	18-420	call by name	verb	𓆓𓇓𓅱𓀁	ḏsw	
537	18-430	announce	verb	𓋴𓏇𓇋𓀁	smj	
538	18-440	threaten	verb			
539	18-450	boast	verb	𓋴𓏲𓉔𓄿𓃫	shꜣ	
540	18-510	write	verb	𓏞𓏛	sš	
541	18-520	read	verb	𓄞𓂧𓀁	šdj	
542	18-560	paper	noun			
543	18-570	pen	noun	𓂝𓂋𓏭𓆰	ꜥr	"# ""reed pen"""
544	18-610	book	noun	𓋴𓃀𓇼𓄿𓇋𓇋𓏛𓏥	sbꜣyt	
545	18-670	poet	noun			
546	18-710	flute	noun	𓌴𓏏𓏛	mꜣt	
547	18-720	drum	noun	𓍿𓃀𓍿𓃀𓏏𓀜𓀁	ṯbṯb	
548	18-730	horn|trumpet	noun	𓆷𓄿𓈖𓃀𓇋𓏲𓈔	šnb	
549	18-740	rattle	noun			
550	19-110	country	noun			
551	19-120	one's native country	noun			
552	19-150	city|town	noun	𓊖𓏏𓏤	njwt	
553	19-160	village	noun	𓂧𓏇𓇋𓈅𓏤	dmj	
554	19-170	boundary	noun	𓇥𓂋𓃭𓏲𓈐	ḏrw	
555	19-210	people|populace	noun	𓎡𓄿𓇋𓇋𓏲𓏭𓀀𓁐𓏥	kꜣwy	
556	19-230	tribe|clan	noun	𓅓𓂝𓉔𓄿𓇋𓀀𓁐𓏥	mhwt	
557	19-240	chief|chieftain	noun	𓂋𓏤𓁷𓂋𓏭𓇯	r ḥry	
558	19-250	staff|walking stick	noun	𓎛𓂝𓏲𓆱𓏫	ḥꜥw	
559	19-310	rule|govern	verb	𓋾𓈎𓄿𓏛	ḥqꜣ	
560	19-320	king|ruler	noun	A299B	nsw	
561	19-330	queen	noun	𓎟𓏏𓁐𓇾𓈇𓏤	nbt tꜣ	
562	19-360	noble|nobleman	noun	𓂋𓊪𓂝𓏏𓆇	rpꜥt	
563	19-370	citizen|subject	noun	𓋹𓈖𓊖	ꜥnḫ n njwt	
564	19-410	master	noun	𓁷𓂋𓇯𓁶𓏤	ḥry tp	
565	19-420	slave	noun	𓁶𓏯𓋹𓈖𓐍𓀀𓁐𓏪	tp ꜥnḫ	
566	19-430	servant	noun	𓍏𓅡	wbꜣ	
567	19-440	freeman	noun	𓈖𓌰𓅓𓎛𓇋𓇋𓀔	nmḥy	
568	19-450	command|order	verb	𓋴𓎛𓆰𓈖𓂡	sḥn	
569	19-460	obey	verb	𓄔𓅓	sḏm	
570	19-470	let|permit	verb	𓂋𓏙	rdj	
571	19-510	friend|companion	noun	𓐍𓈖𓌰𓅓𓋴𓏏	ḫnmst	
572	19-520	enemy	noun	𓐍𓂋𓅱𓀒𓀐	ḫrw	
573	19-540	neighbor	noun			
574	19-550	stranger	noun	𓇥𓂋𓇥𓂋𓇋𓀢𓂻𓀀	ḏrḏrj	
575	19-560	guest	noun	𓈞𓊃𓇋𓇋𓀉𓏛𓀀	ḥmsy	
576	19-570	host	noun			
577	19-580	help|aid	verb	𓂋𓂞𓂝𓏤𓈖	rdj ꜥwy n	
578	19-590	hinder|prevent	verb	𓋴𓎛𓆰𓈖𓎛𓆰𓈖𓂡	sḥnḥn	
579	19-610	custom	noun	𓈖𓏏𓂝𓏤𓏛𓏥	nt ꜥ	
580	19-620	strife|quarrel	noun	𓇉𓄿𓂝𓇋𓇋𓏏𓀜	ḥꜣꜥyt	
581	19-630	conspiracy|plot	noun	𓉻𓏛𓂧𓏲𓍘𓇋𓀐𓀜𓀀𓏥	ꜥdt	
582	19-650	meet	verb	𓊃𓐍𓈖𓂻	sḫn	
583	19-720	prostitute	noun	𓐍𓈖𓌰𓅓𓏏𓂉𓁐	ḫnmt	
584	2-100	person|human being	noun	𓋹𓈖𓐍𓀀	ꜥnḫ	
585	2-210	man (not woman)	noun	𓅷𓄿𓇋𓇋𓂺𓀀	ṯꜣy	
586	2-220	woman	noun	𓊃𓏏𓈟𓏏𓁐	st ḥmt	
587	2-230	male	noun	𓅭𓏤𓀀𓅷𓄿𓇋𓇋𓂺𓀀	sꜣ ṯꜣy	
588	2-240	female	noun	𓇋𓌳𓏏𓃵	jmꜣt	
589	2-250	boy	noun	𓀔𓂺	ṯꜣ	
590	2-251	young man	noun	𓂋𓈖𓊪𓆳𓀔𓀀	rnp	
591	2-260	girl	noun	𓎡𓏏𓏏𓅪𓁐	ktt	
592	2-261	young woman	noun			
593	2-270	child	noun	𓄟𓋴𓏯	ms	
594	2-280	infant|baby	noun			
595	2-310	husband	noun	𓉔𓄿𓇋𓇋𓂺𓀀	hꜣy	
596	2-320	wife	noun	𓇋𓂋𓏏𓁐𓏛𓁐	jrt	
597	2-330	marry	verb	𓁹𓈞𓏏𓁐	jr ḥmt	
598	2-340	marriage|wedding	noun	𓅧𓈎𓂻𓂋𓉐𓏤	ꜥq r pr	
599	2-341	divorce	noun	𓈖𓈙𓂻	nš	
600	2-350	father	noun	𓇋𓏏𓆑𓀀	jt	
601	2-360	mother	noun	𓅓𓂠𓏏𓁐	mwt	
602	2-370	parents	noun			
603	2-380	married man	noun			
604	2-390	married woman	noun			
605	2-410	son	noun	𓅭𓀀	sꜣ	
606	2-420	daughter	noun	𓅭𓏏𓁐	sꜣt	
607	2-430	offspring	noun	𓋴𓆣𓂋𓏯𓏛𓀜	sḫpr	
608	2-440	brother	noun	𓌢𓈖𓀀	sn	
609	2-444	older brother	noun			
610	2-445	younger brother	noun			
611	2-450	sister	noun	𓌢𓈖𓏏𓁐	snt	
612	2-454	older sister	noun			
613	2-455	younger sister	noun			
614	2-456	sibling	noun			
615	2-458	twins	noun	𓏭𓏌	snnw	
616	2-460	grandfather	noun			
617	2-461	old man	noun	𓍿𓈖𓇋𓀘	ṯnj	
618	2-470	grandmother	noun			
619	2-471	old woman	noun	𓇋𓄿𓇋𓇋𓏏𓀗𓁐	jꜣyt	
620	2-480	grandson	noun			
621	2-490	granddaughter	noun			
622	2-510	uncle	noun			
623	2-511	mother's brother	noun			
624	2-512	father's brother	noun			
625	2-520	aunt	noun			
626	2-521	mother's sister	noun			
627	2-522	father's sister	noun			
628	2-530	nephew	noun			
629	2-540	niece	noun			
630	2-550	cousin	noun			
631	2-560	ancestors	noun	𓁶𓅱𓂝𓇋𓇋	tp ꜥwy	
632	2-570	descendants	noun	𓄟𓋴𓏲𓀔𓅆𓅱𓏏𓀾𓅆	mstjwty	
633	2-610	father-in-law (of a man)	noun			
634	2-611	father-in-law (of a woman)	noun			
635	2-620	mother-in-law (of a man)	noun			
636	2-621	mother-in-law (of a woman)	noun			
637	2-630	son-in-law (of a man)	noun			
638	2-631	son-in-law (of a woman)	noun			
639	2-640	daughter-in-law (of a man)	noun			
640	2-641	daughter-in-law (of a woman)	noun			
641	2-710	stepfather	noun			
642	2-720	stepmother	noun			
643	2-730	stepson	noun			
644	2-740	stepdaughter	noun			
645	2-750	orphan	noun	𓏏𓆑𓈖𓅪𓀀	tfn	
646	2-760	widow	noun	𓍲𓏏𓈔𓇋𓇋𓏏𓁐	šntꜣyt	
647	2-770	widower	noun			
648	2-810	relatives|kinsmen	noun	𓅱𓎛𓇋𓇋𓏏𓀀𓁐𓏥	wḥyt	
649	2-820	family	noun	𓏲𓎛𓏲𓏏𓌙𓀀𓁐𓏥	wḥyt	
650	2-910	I	noun	𓎡𓅱𓀀	.kwj	
651	2-920	you	noun	𓏏	t	
652	2-930	he|she|it	noun	I14A, 𓈖𓏏𓋴, 𓋴	.f, nts, s	
653	2-940	we	noun	𓇋𓀁𓈖𓈖𓏥	jnn	
654	2-941	we	noun			
655	2-942	we	noun			
656	2-950	you	noun	𓅓𓈖𓏏𓈖𓏥	mntn	
657	2-960	they	noun	𓅓𓈖𓏏𓏲𓏪	mntw	
658	20-110	fight	verb	𓈙𓆑𓏲𓅴𓂡	šfꜥ	
659	20-130	war|battle	noun	𓊤𓅱𓇋𓇋𓅱𓂡𓏥	ḫrwyw	
660	20-140	peace	noun	𓆷𓄿𓂋𓏤𓅓𓂝𓀄𓀁	šrm	
661	20-150	army	noun	𓅓𓏏𓎼𓍘𓇋𓄛	mdgt	
662	20-170	soldier	noun	𓅱𓂝𓏲𓏛𓀜	wꜥw	
663	20-210	weapons|arms	noun	𓈎𓄿𓃭𓏤𓈖𓄿𓆱	qrn	
664	20-220	club	noun	𓄿𓄟𓋴𓌄	ꜣms	
665	20-222	battle-ax	noun			
666	20-230	sling	noun			
667	20-240	bow	noun			
668	20-250	arrow	noun	𓈙𓌻𓂋𓏏𓌔	šmrt	
669	20-260	spear	noun			
670	20-270	sword	noun	𓄑𓏛𓏭𓂋𓏤𓊪𓏲𓈔𓏫	ḥrp	
671	20-280	gun|cannon	noun			
672	20-310	armor	noun			
673	20-330	helmet	noun	𓄷𓈖𓈔	dbn	
674	20-340	shield	noun	𓈎𓄿𓂋𓏤𓉻𓏛𓌲	qrꜥ	
675	20-350	fortress	noun	𓇋𓏏𓎛𓍕𓉐	jtḥ	
676	20-360	tower	noun	𓋴𓇬𓈖𓏌𓊅𓉐	swnw	
677	20-410	victory	noun	𓂡𓏥	nḫtw	
678	20-420	defeat	noun			
679	20-430	attack	verb	𓇋𓉔𓏯𓇋𓏯𓅭𓐎	jhy	
680	20-440	defend	verb	𓍚𓀜𓁷𓏤	ḫsf ḥr	
681	20-450	retreat	verb	𓈟𓅓𓆱𓐍𓏏𓂽	ḥm ḫt	
682	20-460	surrender	verb			
683	20-470	captive|prisoner	noun	𓋴𓈎𓂋𓇋𓀏𓋹𓈖𓐍	sqr ꜥnḫ	
684	20-471	guard|sentinel	noun	𓐠𓏤𓎡𓄿𓇋𓄿𓀀	skt	
685	20-480	booty|spoils	noun	𓎡𓆑𓂝𓂬	kfꜥ	
686	20-490	ambush	verb	𓈙𓂧𓈙𓂧𓍘𓇋𓂷𓂡	šdšd	
687	20-510	fisherman	noun	𓊠𓂝𓆛𓏥𓀀	wḥꜥ	
688	20-520	fishhook	noun			
689	20-530	fishing line	noun			
690	20-540	fishnet	noun	𓅖𓎡𓅖𓃭𓏤𓍘𓇋𓍱	mkmrt	
691	20-550	fish trap	noun	𓎛𓇉𓄿𓂧𓆱	ḥꜣd	
692	20-560	bait	noun	𓌡𓂝𓅱𓇋𓇋𓆙	wꜥwy	
693	20-610	hunt	verb	𓍿𓉔𓅓𓂻	ṯhm	
694	20-620	shoot	verb	𓅱𓂧𓏲𓇋𓇋𓂻	wdj	
695	20-630	miss (target)	verb	𓊃𓉐𓂋𓂻𓏛	sprj	
696	20-640	trap	noun	𓋴𓐍𓏏𓌦𓂡	sḫt	
697	20-650	trap	verb			
698	21-110	law	noun	𓉔𓊪𓏛	hp	
699	21-150	court	noun	𓊋𓏏𓏲𓏭𓏛𓀜𓀀𓁐𓏫	qnbt	
700	21-160	judge	verb	𓄏𓄏𓊖	wp	
701	21-170	judgment	noun	𓄋𓊪𓏏𓏛	wpt	
702	21-180	judge	noun	D410𓅓𓏏𓏭𓄔𓏛𓀁	smty	
703	21-210	plaintiff	noun			
704	21-220	defendant	noun			
705	21-230	witness	noun	𓂸𓏏𓂋𓅱𓌙𓌙𓀁𓀀	mtrw	
706	21-240	swear	verb	𓂝𓂋𓈎𓏲𓍼𓄑𓀁	ꜥrq	
707	21-250	oath	noun	𓋹𓈖𓐍𓀁	ꜥnḫ	
708	21-310	accuse	verb	𓋴𓂋𓐍𓀁	srḫ	
709	21-320	condemn	verb			
710	21-330	convict	verb			
711	21-340	acquit	verb			
712	21-350	guilty	adjective	𓂝𓍑𓄿𓏲𓀜	ꜥḏꜣw	
713	21-360	innocent	adjective	𓃀𓅡𓄿𓈎𓆭	bꜣq	
714	21-370	penalty|punishment	noun	𓅷𓏲𓏏𓂷𓂡	ṯꜣwt	
715	21-380	fine	noun	𓅷𓄿𓏲𓏏𓂷𓂡	ṯꜣwt	
716	21-390	prison|jail	noun	𓆓𓂧𓎛𓏯𓉐	ḏdḥ	
717	21-420	murder	verb	𓂓𓏤𓂋𓏤𓍘𓌪𓈔	krt	
718	21-430	adultery	noun			
719	21-440	rape	noun	𓄡𓂝𓂺	ẖꜥ	
720	21-460	arson	noun			
721	21-470	perjury	noun			
722	21-510	steal	verb	𓂧𓄿𓂋𓌗Y2V	dꜣr	
723	21-520	thief	noun	𓎁𓏏𓏲𓀜𓀀	jṯw	
724	22-110	religion	noun			
725	22-120	God	noun	𓋔𓍿𓇋𓀭	nṯj	
726	22-130	temple|church	noun	𓂋𓏤𓉐𓊖	r pr	
727	22-140	altar	noun	𓊵𓏏𓊪	ḥtp	
728	22-150	sacrifice|offering	noun	𓄥𓏏𓂝𓏤𓏖	smꜣt ꜥ	
729	22-160	worship	verb	𓊃𓈖𓋴𓅱𓀁𓈓	snsw	
730	22-170	pray	verb	𓋴𓌷𓂝𓏏𓀁𓏫	smꜣꜥ	
731	22-180	priest	noun	𓋴𓅓𓀀	sm	
732	22-190	holy|sacred	adjective	𓂦𓂋𓅆	ḏsr	
733	22-220	preach	verb			
734	22-230	bless	verb	𓋴𓅜𓐍𓏛	sꜣḫ	
735	22-240	curse	verb	𓅱𓂝𓏭𓇋𓌟𓅪𓏥	wꜥꜣ	
736	22-260	fast	verb			
737	22-310	heaven	noun	𓄿𓊃𓂋𓏏𓇯	ꜣsrt	
738	22-320	hell	noun	𓇋𓇋𓂝𓂋𓏯𓏯𓃭𓏤𓊖	yꜥr	"# ""hell hole"""
739	22-350	demon (evil spirit)	noun	𓈖𓃀𓂧𓅪𓅆	nbḏ	
740	22-370	idol	noun			
741	22-420	magic|witchcraft|sorcery	noun	𓎛𓂓𓄿𓏲𓀁𓏪	ḥkꜣw	
742	22-430	sorcerer|witch	noun			
743	22-440	fairy|elf	noun			
744	22-450	ghost|phantom	noun	𓂓𓄿𓀁	kꜣ	
745	22-470	omen|portent	noun	𓎡𓅷𓏤𓐝𓂝𓀁𓏦	kṯmw	
746	3-110	animal	noun			
747	3-120	male	adjective			
748	3-130	female	adjective			
749	3-150	livestock	noun			
750	3-160	pasture	noun	𓌳𓄿𓎛𓈇𓏤	mꜣḥ	
751	3-180	herdsman	noun	𓄂𓏏𓆼	ḥꜣt ḫꜣ	
752	3-190	stable|stall	noun	𓇋𓎛𓅱𓉐	jḥw	
753	3-200	cattle	noun	𓎗𓅱𓅱𓃒𓏥	ḥww	
754	3-210	bull	noun	𓄛𓄿𓏦	kꜣw	
755	3-220	ox	noun	𓏏𓊪𓇋𓅱𓃒	tpjw	
756	3-230	cow	noun	𓇋𓎛𓏏𓃒	jḥt	
757	3-240	calf	noun	𓃀𓎛𓊃𓄑𓃔	bḥs	
758	3-250	sheep	noun	𓃀𓎛𓊃𓄑𓃔	bḥs	
759	3-260	ram	noun	𓊸𓃝	bꜣ	
760	3-280	ewe	noun	𓊃𓂋𓇋𓏏𓃝	srjt	
761	3-290	lamb	noun			
762	3-320	boar	noun	𓂋𓂋𓇋𓃟	rrj	
763	3-340	sow	noun	𓂋𓂋𓅱𓏏𓃟	rrwt	
764	3-350	pig	noun	𓎛𓅱𓏏𓃟	ḥwt	
765	3-360	goat	noun	𓋹𓈖𓐍𓏏𓃶	ꜥnḫt	
766	3-370	he-goat	noun			
767	3-380	kid	noun	𓇋𓃀𓃙𓄛	jb	
768	3-410	horse	noun	𓊃𓊃𓅓𓃗	ssm	
769	3-420	stallion	noun	𓇋𓀁𓅡𓏤𓏭𓂋𓏤𓇋𓇋𓄛𓏫	jbry	
770	3-440	mare	noun	𓋴𓋴𓅓𓏏𓃗	ssmt	
771	3-450	foal|colt	noun	𓂋𓈖𓊪𓆳E6A	rnp	
772	3-460	ass|donkey	noun	𓇉𓄿𓅓𓂝𓏭𓂋𓏤𓄛	ḥmr	
773	3-470	mule	noun			
774	3-500	fowl	noun	𓂋𓏤𓋴𓆑𓏲𓈐𓅯𓏥	rsf	
775	3-520	cock|rooster	noun			
776	3-540	hen	noun			
777	3-550	chicken	noun			
778	3-560	goose	noun	𓎼𓃀𓅬	gb	
779	3-570	duck	noun	𓄿𓊪𓂧𓏲𓅯𓏥	ꜣpd	
780	3-580	nest	noun	𓊃𓈙𓈙𓅹	sšy	
781	3-581	bird	noun	𓎼𓂋𓇋𓇋𓅭𓏥	gry	
782	3-582	seagull	noun			
783	3-583	heron	noun	𓃀𓈖𓏌𓅱𓅣	bnw	
784	3-584	eagle	noun			
785	3-585	hawk	noun	𓍿𓈖𓁷𓂋𓏌𓅭	ṯnḥr	
786	3-586	vulture	noun	𓈖𓂋𓇋𓏏𓆂𓅯	nrt	
787	3-591	bat	noun	𓂧𓂋𓎼𓇋𓇋𓏏𓅭	drgyt	
788	3-592	parrot	noun			
789	3-593	crow	noun	𓆈G229	ꜥšꜣ	
790	3-594	dove	noun			
791	3-596	owl	noun			
792	3-610	dog	noun	𓃛𓏲𓏏𓈖𓄛𓏤	jw	
793	3-614	rabbit	noun			
794	3-620	cat	noun	𓏇𓇋𓇋𓏏𓄛	mjw	
795	3-622	opossum	noun	𓇋𓆛𓈖𓎛𓄛𓏥	jnḥw	
796	3-630	mouse|rat	noun	𓆑𓏏𓏏𓅱𓆛𓏥	fttw	
797	3-650	fish	noun			
798	3-652	fin (dorsal)	noun			
799	3-653	fishscale	noun	𓈖𓈙𓅓𓇋𓇋𓏏𓆛𓏥	nšmwt	
800	3-654	gill	noun			
801	3-655	shell	noun			
802	3-661	shark	noun			
803	3-662	porpoise|dolphin	noun			
804	3-663	whale	noun			
805	3-664	stingray	noun			
806	3-665	freshwater eel	noun			
807	3-710	wolf	noun			
808	3-720	lion	noun	𓃭𓏤	rw	
809	3-730	bear	noun	𓎛𓋴𓅓𓏏𓄛𓏫	ḥtmt	
810	3-740	fox	noun			
811	3-750	deer	noun	𓉔𓈖𓈖𓄃	hnn	
812	3-760	monkey	noun	𓎡𓇋𓇋𓃷	ky	
813	3-770	elephant	noun	𓍋𓃀𓅱𓃰	ꜣbw	
814	3-780	camel	noun			
815	3-810	insect	noun			
816	3-811	louse	noun			
817	3-812	nit	noun			
818	3-813	flea	noun	𓊪𓇋𓇋𓏯	py	
819	3-814	centipede	noun	𓊃𓊪𓅮𓄿𓆨	spꜣ	
820	3-815	scorpion	noun	𓊠𓂝𓏏𓄜𓏤𓏫	wḥꜥt	
821	3-816	cockroach	noun			
822	3-817	ant	noun			
823	3-818	spider	noun	𓊠𓂝𓏏𓄜𓏤𓏫	wḥꜥt	
824	3-819	spider web	noun	𓉻𓏏𓏯𓍱𓏥	ꜥꜣt	
825	3-820	bee	noun	𓂝𓆑𓏭𓆤	ꜥfy	
826	3-821	beeswax	noun	𓂟𓈖𓅘𓎛𓈒𓏥	mnḥ	
827	3-822	beehive	noun			
828	3-823	wasp	noun	𓃀𓅡𓄿𓇋𓇋𓊗𓏭𓏲𓅭	byby	
829	3-830	fly	noun	𓂝𓆑𓆑𓆦	ꜥff	
830	3-831	sandfly|midge|gnat	noun	𓐍𓈖𓏌𓅱𓋴𓅪	ḫnws	
831	3-832	mosquito	noun	𓐍𓈖𓌰𓅓𓋴𓀙𓅯𓏛𓏥	ḫnms	
832	3-840	worm	noun	𓎡𓄿𓂓𓏤𓆙	kkt	
833	3-850	snake	noun	𓂋𓏤𓆙	r	
834	3-910	firefly	noun			
835	3-920	butterfly	noun			
