🧍	pronoun	jag	3748007	
	pronoun	det	2821232	It; third-person singular, referring to nouns of neuter gender. Nominative, accusative or dative
🧘	verb	är	2478953	to are
🧍🧍	pronoun	du	2219274	you familiar sg
←	conjunction	att	1579335	that
🏠←🚶	particle	att	1579335	Used to indicate the infinitive form of a verb; compare English to
¬	adverb	inte	1570424	not
	pronoun	en	1173943	one; object form of man
∧	conjunction	och	1108169	and; used to connect two homogeneous  words or phrases
🧑‍🤝‍🧑	pronoun	vi	987404	we
→🕳️	preposition	på	955428	
→🕳️	preposition	i	855366	
	pronoun	i	855366	you second-person plural nominative
	conjunction	för	761068	because
	preposition	för	761068	
🧍🧍🧍‍♂️	pronoun	han	710497	he, the third person singular, masculine, nominative case
→🕳️	preposition	med	700186	
∀🤌	determiner	var	698747	every
::	conjunction	som	689289	as, like; similar to
	pronoun	som	689289	who, which, that
?	pronoun	vad	683354	what
→	conjunction	om	676657	if
	particle	om	676657	specifies that a verb is done again, compare English "re-&quot
→🕳️	preposition	om	676657	
🗺️?	conjunction	var	665938	where; the situation in which
🧍🧍👫	pronoun	de	652547	they
🗺️←	adverb	här	649710	here
🥆🪖	noun	här	649710	army
🧍🧍	pronoun	dig	637090	you objective case, singular
📝←	conjunction	så	593713	so, that
	pronoun	så	593713	so, that
🧍🧍🐍	pronoun	den	580314	it
🏋️	verb	kunna	577830	can; to be able to
🏠←🚶	preposition	till	547836	
∧	conjunction	men	423573	but; introducing a clause that contrasts with the preceding clause, sentence or common belief
🧍🧍	pronoun	ni	410106	you
	noun	ska	407196	ska
1	numeral	ett	399575	one
	preposition	av	377039	
💡	verb	veta	370459	to know
🧍🧍🧍‍♀️	pronoun	hon	337753	she; the third-person, singular, feminine pronoun in the nominative case
🕐←	adverb	nu	326494	now
	pronoun	ja	324198	
👎	noun	nej	301515	no
	adverb	bara	300442	just; only
	adjective	bara	300442	mere
📝?	adverb	hur	288109	how
🧍<sub>💎</sub>	pronoun	min	283290	my
🗺️←	adverb	där	264528	there
	pronoun	honom	255717	him; object form of han
	verb	måste	253472	must; have to
