*	foreign	foreign	foreign	foreign	foreign	foreign	foreign	foreign	foreign	foreign	foreign	foreign	
*	infinitive	infinitive	participle	participle	participle	participle	participle	participle	participle	participle	participle	participle	
*	present	future	present	present	present	present	present	past	past	past	past	past	
*			aorist	aorist	aorist	aorist	aorist	perfect	perfect	perfect	perfect	perfect	
*			undeclined	nominative	nominative	nominative	nominative	undeclined	nominative	nominative	nominative	nominative	
*				singular	singular	singular	plural		singular	singular	singular	plural	
*				masculine	feminine	neuter			masculine	feminine	neuter		group
be	sein	sein werden	seiend 	seiender	seiende	seiendes	seiende	gewesen 	gewesener	gewesene	gewesenes	gewesene 	irregular
do	tun	tun werden	tuend 	tuender	tuende	tuendes	tuende	getan 	getaner	getane	getanes	getane 	irregular
go	geben	geben werden	gebend 	gebender	gebende	gebendes	gebende	gegeben 	gegebener	gegebene	gegebenes	gegebene 	irregular
become	werden	werden werden	werdend 	werdender	werdende	werdendes	werdende	geworden 	gewordener	gewordene	gewordenes	gewordene	irregular
may	dürfen	dürfen werden	dürfend 	dürfender	dürfende	dürfendes	dürfende	gedurft 	gedurfter	gedurfte	gedurftes	gedurfte 	irregular
have	haben	haben werden	habend 	habender	habende	habendes	habende	gehabt 	gehabter	gehabte	gehabtes	gehabte 	irregular
love	lieben	lieben werden	liebend 	liebender	liebende	liebendes	liebende	geliebt 	geliebter	geliebte	geliebtes	geliebte 	regular -en verbs, weak
act	handeln	handeln werden	handelnd 	handelnder	handelnde	handelndes	handelnde	gehandelt 	gehandelter	gehandelte	gehandeltes	gehandelte 	regular -n verbs, weak
work	arbeiten	arbeiten werden	arbeitend 	arbeitender	arbeitende	arbeitendes	arbeitende	gearbeitet 	gearbeiteter	gearbeitetet	gearbeitetes	gearbeitete 	regular -ten verbs, weak
drive	fahren	fahren werden	fahrend 	fahrender	fahrende	fahrendes	fahrende	gefahren 	gefahrener	gefahrene	gefahrenes	gefahrene 	irregular -en verbs, strong
													
													
													
													
													
													
													
