swim							1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب						2nd personالْمُخَاطَب			3rd personالْغَائِب						1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب					
swim	past (perfect) indicativeالْمَاضِي			m			—			—			سُبِحَ	subiḥa					—			—						—			—			—					
swim	past (perfect) indicativeالْمَاضِي			f			—			—			—						—			—						—			—			—					
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			m			—			—			يُسْبَحُ‎	yusbaḥu					—			—						—			—			—					
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			f			—			—			—						—			—						—			—			—					
swim	subjunctiveالْمُضَارِع الْمَنْصُوب			m			—			—			يُسْبَحَ‎	yusbaḥa					—			—						—			—			—					
swim	subjunctiveالْمُضَارِع الْمَنْصُوب			f			—			—			—						—			—						—			—			—					
swim	jussiveالْمُضَارِع الْمَجْزُوم			m			—			—			يُسْبَحْ‎	yusbaḥ					—			—						—			—			—					
swim	jussiveالْمُضَارِع الْمَجْزُوم			f			—			—			—						—			—						—			—			—					
swim	verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ	تَسْبِيح‎	tasbīḥ
swim	active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ	مُسَبِّح‎	musabbiḥ
swim	passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ	مُسَبَّح‎	musabbaḥ
swim	active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم			
swim					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
swim					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
swim	past (perfect) indicativeالْمَاضِي		m		سَبَّحْتُ‎	sabbaḥtu	سَبَّحْتَ‎	sabbaḥta	سَبَّحَ	sabbaḥa			سَبَّحْتُمَا‎	sabbaḥtumā	سَبَّحَا‎	sabbaḥā			سَبَّحْنَا‎	sabbaḥnā	سَبَّحْتُمْ‎	sabbaḥtum	سَبَّحُوا‎	sabbaḥū		
swim	past (perfect) indicativeالْمَاضِي		f		سَبَّحْتُ‎	sabbaḥtu	سَبَّحْتِ‎	sabbaḥti	سَبَّحَتْ‎	sabbaḥat			سَبَّحْتُمَا‎	sabbaḥtumā	سَبَّحَتَا‎	sabbaḥatā			سَبَّحْنَا‎	sabbaḥnā	سَبَّحْتُنَّ‎	sabbaḥtunna	سَبَّحْنَ‎	sabbaḥna		
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُسَبِّحُ‎	ʔusabbiḥu	تُسَبِّحُ‎	tusabbiḥu	يُسَبِّحُ‎	yusabbiḥu			تُسَبِّحَانِ‎	tusabbiḥāni	يُسَبِّحَانِ‎	yusabbiḥāni			نُسَبِّحُ‎	nusabbiḥu	تُسَبِّحُونَ‎	tusabbiḥūna	يُسَبِّحُونَ‎	yusabbiḥūna		
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُسَبِّحُ‎	ʔusabbiḥu	تُسَبِّحِينَ‎	tusabbiḥīna	تُسَبِّحُ‎	tusabbiḥu			تُسَبِّحَانِ‎	tusabbiḥāni	تُسَبِّحَانِ‎	tusabbiḥāni			نُسَبِّحُ‎	nusabbiḥu	تُسَبِّحْنَ‎	tusabbiḥna	يُسَبِّحْنَ‎	yusabbiḥna		
swim	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُسَبِّحَ‎	ʔusabbiḥa	تُسَبِّحَ‎	tusabbiḥa	يُسَبِّحَ‎	yusabbiḥa			تُسَبِّحَا‎	tusabbiḥā	يُسَبِّحَا‎	yusabbiḥā			نُسَبِّحَ‎	nusabbiḥa	تُسَبِّحُوا‎	tusabbiḥū	يُسَبِّحُوا‎	yusabbiḥū		
swim	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُسَبِّحَ‎	ʔusabbiḥa	تُسَبِّحِي‎	tusabbiḥī	تُسَبِّحَ‎	tusabbiḥa			تُسَبِّحَا‎	tusabbiḥā	تُسَبِّحَا‎	tusabbiḥā			نُسَبِّحَ‎	nusabbiḥa	تُسَبِّحْنَ‎	tusabbiḥna	يُسَبِّحْنَ‎	yusabbiḥna		
swim	jussiveالْمُضَارِع الْمَجْزُوم		m		أُسَبِّحْ‎	ʔusabbiḥ	تُسَبِّحْ‎	tusabbiḥ	يُسَبِّحْ‎	yusabbiḥ			تُسَبِّحَا‎	tusabbiḥā	يُسَبِّحَا‎	yusabbiḥā			نُسَبِّحْ‎	nusabbiḥ	تُسَبِّحُوا‎	tusabbiḥū	يُسَبِّحُوا‎	yusabbiḥū		
swim	jussiveالْمُضَارِع الْمَجْزُوم		f		أُسَبِّحْ‎	ʔusabbiḥ	تُسَبِّحِي‎	tusabbiḥī	تُسَبِّحْ‎	tusabbiḥ			تُسَبِّحَا‎	tusabbiḥā	تُسَبِّحَا‎	tusabbiḥā			نُسَبِّحْ‎	nusabbiḥ	تُسَبِّحْنَ‎	tusabbiḥna	يُسَبِّحْنَ‎	yusabbiḥna		
swim	imperativeالْأَمْر		m				سَبِّحْ	sabbiḥ					سَبِّحَا‎	sabbiḥā							سَبِّحُوا‎	sabbiḥū				
swim	imperativeالْأَمْر		f				سَبِّحِي‎	sabbiḥī					سَبِّحَا‎	sabbiḥā							سَبِّحْنَ‎	sabbiḥna				
swim	passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول			
swim					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
swim					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
swim	past (perfect) indicativeالْمَاضِي		m		سُبِّحْتُ‎	subbiḥtu	سُبِّحْتَ‎	subbiḥta	سُبِّحَ	subbiḥa			سُبِّحْتُمَا‎	subbiḥtumā	سُبِّحَا‎	subbiḥā			سُبِّحْنَا‎	subbiḥnā	سُبِّحْتُمْ‎	subbiḥtum	سُبِّحُوا‎	subbiḥū		
swim	past (perfect) indicativeالْمَاضِي		f		سُبِّحْتُ‎	subbiḥtu	سُبِّحْتِ‎	subbiḥti	سُبِّحَتْ‎	subbiḥat			سُبِّحْتُمَا‎	subbiḥtumā	سُبِّحَتَا‎	subbiḥatā			سُبِّحْنَا‎	subbiḥnā	سُبِّحْتُنَّ‎	subbiḥtunna	سُبِّحْنَ‎	subbiḥna		
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُسَبَّحُ‎	ʔusabbaḥu	تُسَبَّحُ‎	tusabbaḥu	يُسَبَّحُ‎	yusabbaḥu			تُسَبَّحَانِ‎	tusabbaḥāni	يُسَبَّحَانِ‎	yusabbaḥāni			نُسَبَّحُ‎	nusabbaḥu	تُسَبَّحُونَ‎	tusabbaḥūna	يُسَبَّحُونَ‎	yusabbaḥūna		
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُسَبَّحُ‎	ʔusabbaḥu	تُسَبَّحِينَ‎	tusabbaḥīna	تُسَبَّحُ‎	tusabbaḥu			تُسَبَّحَانِ‎	tusabbaḥāni	تُسَبَّحَانِ‎	tusabbaḥāni			نُسَبَّحُ‎	nusabbaḥu	تُسَبَّحْنَ‎	tusabbaḥna	يُسَبَّحْنَ‎	yusabbaḥna		
swim	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُسَبَّحَ‎	ʔusabbaḥa	تُسَبَّحَ‎	tusabbaḥa	يُسَبَّحَ‎	yusabbaḥa			تُسَبَّحَا‎	tusabbaḥā	يُسَبَّحَا‎	yusabbaḥā			نُسَبَّحَ‎	nusabbaḥa	تُسَبَّحُوا‎	tusabbaḥū	يُسَبَّحُوا‎	yusabbaḥū		
swim	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُسَبَّحَ‎	ʔusabbaḥa	تُسَبَّحِي‎	tusabbaḥī	تُسَبَّحَ‎	tusabbaḥa			تُسَبَّحَا‎	tusabbaḥā	تُسَبَّحَا‎	tusabbaḥā			نُسَبَّحَ‎	nusabbaḥa	تُسَبَّحْنَ‎	tusabbaḥna	يُسَبَّحْنَ‎	yusabbaḥna		
swim	jussiveالْمُضَارِع الْمَجْزُوم		m		أُسَبَّحْ‎	ʔusabbaḥ	تُسَبَّحْ‎	tusabbaḥ	يُسَبَّحْ‎	yusabbaḥ			تُسَبَّحَا‎	tusabbaḥā	يُسَبَّحَا‎	yusabbaḥā			نُسَبَّحْ‎	nusabbaḥ	تُسَبَّحُوا‎	tusabbaḥū	يُسَبَّحُوا‎	yusabbaḥū		
swim	jussiveالْمُضَارِع الْمَجْزُوم		f		أُسَبَّحْ‎	ʔusabbaḥ	تُسَبَّحِي‎	tusabbaḥī	تُسَبَّحْ‎	tusabbaḥ			تُسَبَّحَا‎	tusabbaḥā	تُسَبَّحَا‎	tusabbaḥā			نُسَبَّحْ‎	nusabbaḥ	تُسَبَّحْنَ‎	tusabbaḥna	يُسَبَّحْنَ‎	yusabbaḥna		
walk	verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		verbal nounالْمَصْدَر		مَشْي‎	mašy	مَشْي‎	mašy	مَشْي‎	mašy	مَشْي‎	mašy	مَشْي‎	mašy	مَشْي‎	mašy	مَشْي‎	mašy
walk	active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		مَاشٍ‎	māšin	مَاشٍ‎	māšin	مَاشٍ‎	māšin	مَاشٍ‎	māšin	مَاشٍ‎	māšin	مَاشٍ‎	māšin	مَاشٍ‎	māšin
walk	passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy	مَمْشِيّ‎	mamšiyy
walk	active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم			
walk					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
walk					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
walk	past (perfect) indicativeالْمَاضِي		m		مَشَيْتُ‎	mašaytu	مَشَيْتَ‎	mašayta	مَشَى	mašā			مَشَيْتُمَا‎	mašaytumā	مَشَيَا‎	mašayā			مَشَيْنَا‎	mašaynā	مَشَيْتُمْ‎	mašaytum	مَشَوْا‎	mašaw		
walk	past (perfect) indicativeالْمَاضِي		f		مَشَيْتُ‎	mašaytu	مَشَيْتِ‎	mašayti	مَشَتْ‎	mašat			مَشَيْتُمَا‎	mašaytumā	مَشَتَا‎	mašatā			مَشَيْنَا‎	mašaynā	مَشَيْتُنَّ‎	mašaytunna	مَشَيْنَ‎	mašayna		
walk	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أَمْشِي‎	ʔamšī	تَمْشِي‎	tamšī	يَمْشِي‎	yamšī			تَمْشِيَانِ‎	tamšiyāni	يَمْشِيَانِ‎	yamšiyāni			نَمْشِي‎	namšī	تَمْشُونَ‎	tamšūna	يَمْشُونَ‎	yamšūna		
walk	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أَمْشِي‎	ʔamšī	تَمْشِينَ‎	tamšīna	تَمْشِي‎	tamšī			تَمْشِيَانِ‎	tamšiyāni	تَمْشِيَانِ‎	tamšiyāni			نَمْشِي‎	namšī	تَمْشِينَ‎	tamšīna	يَمْشِينَ‎	yamšīna		
walk	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أَمْشِيَ‎	ʔamšiya	تَمْشِيَ‎	tamšiya	يَمْشِيَ‎	yamšiya			تَمْشِيَا‎	tamšiyā	يَمْشِيَا‎	yamšiyā			نَمْشِيَ‎	namšiya	تَمْشُوا‎	tamšū	يَمْشُوا‎	yamšū		
walk	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أَمْشِيَ‎	ʔamšiya	تَمْشِي‎	tamšī	تَمْشِيَ‎	tamšiya			تَمْشِيَا‎	tamšiyā	تَمْشِيَا‎	tamšiyā			نَمْشِيَ‎	namšiya	تَمْشِينَ‎	tamšīna	يَمْشِينَ‎	yamšīna		
walk	jussiveالْمُضَارِع الْمَجْزُوم		m		أَمْشِ‎	ʔamši	تَمْشِ‎	tamši	يَمْشِ‎	yamši			تَمْشِيَا‎	tamšiyā	يَمْشِيَا‎	yamšiyā			نَمْشِ‎	namši	تَمْشُوا‎	tamšū	يَمْشُوا‎	yamšū		
walk	jussiveالْمُضَارِع الْمَجْزُوم		f		أَمْشِ‎	ʔamši	تَمْشِي‎	tamšī	تَمْشِ‎	tamši			تَمْشِيَا‎	tamšiyā	تَمْشِيَا‎	tamšiyā			نَمْشِ‎	namši	تَمْشِينَ‎	tamšīna	يَمْشِينَ‎	yamšīna		
walk	imperativeالْأَمْر		m				اِمْشِ‎	imši					اِمْشِيَا‎	imšiyā							اِمْشُوا‎	imšū				
walk	imperativeالْأَمْر		f				اِمْشِي‎	imšī					اِمْشِيَا‎	imšiyā							اِمْشِينَ‎	imšīna				
walk	passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول			
walk					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
walk					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
walk	past (perfect) indicativeالْمَاضِي		m		—		—		مُشِيَ‎	mušiya			—		—				—		—		—			
walk	past (perfect) indicativeالْمَاضِي		f		—		—		—				—		—				—		—		—			
