*	prephrase	postphrase	#	prephrase	explanation
indicative	∅	∅	#	∅	
jussive	∅	∅	#	[I insist]	Event is pleaded, implored or asked.
#desiderative	∅	∅	#	∅	Event is desired/wished by the subject
necessitative	∅	∅	#	[it is imperative that]	Event is necessary, or it is both desired and encouraged. 
hypothetical	∅	∅	#	[it's at least possible]	Event is hypothetical, or it is counterfactual, but possible.
potential	∅	∅	#	[it's probable]	Event is probable
prohibitive	[I forbid that]	∅	#	[I forbid that]	Event is directly prohibited by the speaker.
imperative	[I command that]	∅	#	[I command that]	Event is directly ordered or requested by the speaker.
conditional	[if so, then]	∅	#	[if so, then]	Event depends upon another condition.
subjunctive	[suppose that]	...	#	[suppose that]	Event is considered unlikely (mainly used in dependent clauses)
optative	[may it be that]	∅	#	[may it be that]	Event is hoped, expected, or awaited.
benedictive	[may it be that]	∅	#	[may it be that]	Event is blessed by the speaker
dubitative	[maybe]	∅	#	[maybe]	Event is uncertain, doubtful, dubious.
presumptive	[I suppose]	∅	#	[I suppose]	Event is assumed, presupposed by the speaker.
permissive	[I'm fine that]	∅	#	[I'm fine that]	Event is permitted by the speaker.
admirative	[wow!]	!	#	[wow!]	Event is genuinely surprising or amazing
ironic-admirative	[gee!]	(!)	#	[gee!]	Event is stated in irony as surprising or amazing
hortative	[c'mon! let it be that]	!	#	[c'mon! let it be that]	Event is exhorted, implored, insisted or encouraged by speaker.
eventitive	[if so, then]	∅	#	[if so, it's likely]	Event is likely but depends upon a condition. 
precative	[please, can it be that]	?	#	[please, can it be that]	Event is requested by the speaker.
volitive	[if only]	∅	#	[if only]	Event is desired, wished or feared by the speaker.
involutive	[heaven forbid]	!	#	[heaven forbid]	Event is feared by the speaker.
inferential	[it is said that]	∅	#	[it is said that]	Event is nonwitnessed, and not confirmed.
interrogative	[is it true that]	?	#	[is it true that]	Event is asked or questioned by the speaker 
injunctive	[I intend]	∅	#	[I intend]	Event is intended by the speaker
suggestive	[I propose]	∅	#	[I propose]	Event is proposed by the speaker
comissive	[I vow]	∅	#	[I vow]	Event is committed to by the speaker, such as by promise or threat
deliberative	[shall it be]	?	#	[shall it be]	Event is considered by the speaker, asking for confirmation
propositive	[should it be]	?	#	[should it be]	Event is proposed by the speaker, asking for consideration
