be-inherently	stem forms	stem forms	stem forms	stem forms	
be-inherently	Imperfective (未然形)	だろでは	darode wa		
be-inherently	Continuative (連用形)	だっで	da'de		
be-inherently	Terminal (終止形)	だ	da		
be-inherently	Attributive (連体形)	であるな	de aruna		
be-inherently	Hypothetical (仮定形)	であれなら	de arenara		
be-inherently	Imperative (命令形)	-	-		
be-inherently	key constructions	key constructions	key constructions	key constructions	
be-inherently	Passive	-	-		
be-inherently	Causative	-	-		
be-inherently	Potential	-	-		
be-inherently	Volitional	だろう	darō		
be-inherently	Negative	ではないじゃない¹でない	de wa naija nai¹de nai		
be-inherently	Negative continuative	ではなくてじゃなくて¹	de wa nakuteja nakute¹		
be-inherently	Formal	です	desu		
be-inherently	Perfective	だった	datta		
be-inherently	Conjunctive	で	de		
be-inherently	Hypothetical conditional	ならばであれば	narabade areba		
be-inherently	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction
be-momentarily	stem forms	stem forms	stem forms	stem forms	
be-momentarily	Imperfective (未然形)	だろでは	darode wa		
be-momentarily	Continuative (連用形)	だっで	da'de		
be-momentarily	Terminal (終止形)	だ	da		
be-momentarily	Attributive (連体形)	であるな	de aruna		
be-momentarily	Hypothetical (仮定形)	であれなら	de arenara		
be-momentarily	Imperative (命令形)	-	-		
be-momentarily	key constructions	key constructions	key constructions	key constructions	
be-momentarily	Passive	-	-		
be-momentarily	Causative	-	-		
be-momentarily	Potential	-	-		
be-momentarily	Volitional	だろう	darō		
be-momentarily	Negative	ではないじゃない¹でない	de wa naija nai¹de nai		
be-momentarily	Negative continuative	ではなくてじゃなくて¹	de wa nakuteja nakute¹		
be-momentarily	Formal	です	desu		
be-momentarily	Perfective	だった	datta		
be-momentarily	Conjunctive	で	de		
be-momentarily	Hypothetical conditional	ならばであれば	narabade areba		
be-momentarily	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction	¹ Colloquial contraction
