📥	verb	sum	237678	to get; to be
∧	conjunction	et	196733	and
	pronoun	quis	192628	who, what
	pronoun	quī	168333	
🍽️	verb	edō	148552	to eat
	preposition	in	141478	
←	pronoun	is	100206	
👎	particle	non	90877	not
	conjunction	ut	71388	that, so that, to, in order to, in order that introduces the subject or object clause of a verb
🧍🧍	preposition	cum	61990	
🕐?	conjunction	cum	61990	when
→	conjunction	si	60477	if, supposing that
🏠🧍	preposition	ad	59421	
	pronoun	ego	53621	* 4th century, St Jerome, Vulgate, Tobit 3:19
	conjunction	quod	53420	which
🧍🧍👫	pronoun	hic	47072	this one; this ; these ones in the plural; these ; he, she, it
∧	conjunction	sed	41773	but
	preposition	ex	37117	
←	pronoun	ille	35409	that one; that ; those ones in the plural; those ; he, she, it
	conjunction	quam	34622	in what  way, to what  degree; how, how much, as much as, as far as
	preposition	de	31473	
∨	conjunction	aut	30842	or
	pronoun	tū	30374	
→🕳️	preposition	a	30363	
	determiner	hic	26545	
	conjunction	nec	26181	nor
💎	noun	rēs	23190	property; matter; thing
	adverb	etiam	22637	also; even; too
	pronoun	se	22600	the accusative of the reflexive pronoun meaning himself, herself, itself, themselves
📈?	adverb	quid	22104	why
→🕳️	preposition	ab	21419	
	preposition	per	21133	
	conjunction	autem	18879	but
	verb	eō	18634	to set about
	verb	faciō	18424	to do
	conjunction	ne	17403	that not, in order not to and similar; lest
∧	conjunction	ac	17047	
	conjunction	nam	16790	for
🧍🧍🧍‍♂️<sub>💎</sub>	pronoun	suus	16131	
	conjunction	tamen	15730	nevertheless, however, notwithstanding, in spite of
👣	noun	modus	14979	way
📝←	adverb	ita	14853	so
	adverb	iam	14646	already
📍	noun	locus	13425	place; spot
🎬	noun	pars	13360	direction; fate; duty
🌋	verb	eo	13197	to happen
🗺️←	adverb	eo	13197	there
🧍<sub>💎</sub>	pronoun	meus	13193	
	preposition	pro	12390	
📕	noun	liber	12337	book
∵	conjunction	quia	11599	because, wherefore, for
📈	noun	causa	11464	cause; reason
¬∃	pronoun	nihil	11365	indefinite nothing
🗣️	verb	dīcō	11363	to speak
🧍🧍	adjective	alius	10958	else; other
	adverb	modo	10666	only; just
🕐←	adverb	nunc	10559	now
📝←	adverb	sic	10484	so
🧍🧍🧍‍♂️	pronoun	ipse	10423	
	conjunction	an	10413	an potius
	preposition	inter	10235	
1	numeral	ūnus	10233	one
🏋️	verb	possum	10168	to may; to can
	noun	omnia	9953	whole
👨‍👧‍👦	noun	pater	9932	father
🐖	noun	sūs	9911	hog; pig
	conjunction	nisi	9402	if not, unless, except
📅	noun	tempus	9313	age; date; time
⌚→	adverb	tum	9048	then
	determiner	ipse	8946	himself, herself, itself, the very, the actual
	verb	sinō	8817	to let
	pronoun	tu	8804	you ; thou
←	determiner	ille	8736	that; those in the plural
	preposition	ante	8723	
	preposition	sine	8675	
	adjective	sōlus	8577	alone
🔩	noun	res	8536	matter; being; thing
🧓	noun	deus	8197	god
👻	noun	animus	8152	courage; spirit; mind
	determiner	idem	8039	the same
🪡	verb	suō	8033	to sew
🗺️?	adverb	ubi	7993	where; when
🐘	adjective	magnus	7830	large; big
🧍🧍🧍‍♂️	pronoun	sibi	7807	the dative of the reflexive pronoun meaning to himself, to herself, to itself, to themselves
	preposition	post	7446	
🧍	noun	homō	7296	person; man
🇻🇦	adjective	rōmānus	7192	latin
::	adverb	tam	7165	as; so
🧑‍🔧	noun	opus	7138	work; need
🧍	noun	corpus	7069	body
	noun	reus	6984	accused
	preposition	apud	6973	
>	adverb	magis	6770	more
🐁	adjective	parvus	6616	small; little
⬇️	noun	solum	6529	base; bottom; ground
	conjunction	at	6378	but, yet
🧑‍🤝‍🧑<sub>💎</sub>	pronoun	noster	6287	
⌛	noun	diēs	6281	time
🌱🌿🍂☃️	noun	annus	6230	year; time
📛	noun	nōmen	6223	name
🧍<sub>💎</sub>	verb	habeō	6182	to accept; to own
⚔️	noun	bellum	6132	war
💃	adjective	bellus	6132	pleasant; beautiful
←	determiner	is	6128	this, that adjective
	preposition	re	6083	
	preposition	contra	6063	
←	pronoun	iste	5739	
2<sup>nd</sup>	adjective	alter	5662	second; other
	preposition	e	5635	
	pronoun	tuus	5606	
	conjunction	quasi	5559	as if
🪦	noun	mors	5523	death
🧑‍🤝‍🧑	noun	populus	5507	people
	conjunction	ergo	5472	therefore, because, hence, consequently, thus
	preposition	sub	5355	
	conjunction	dum	5345	while, whilst, as, meanwhile
	verb	agō	5254	to do
	adjective	tōtus	5246	whole
📖	verb	legō	5138	to read
🖐️	noun	manus	5135	hand
2	numeral	duo	4990	two
	adverb	item	4986	too
👹	adjective	malus	4955	evil; bad
💪	noun	arma	4883	weapon; arm; war
	conjunction	sīve	4851	
	adverb	satis	4842	enough
	verb	dēbeō	4793	to ought; to owe
🤴	noun	rēx	4678	king
∀🕐	adverb	semper	4620	ever; always
🦹	noun	hostis	4613	guest; enemy
⛳	noun	terra	4439	ground; dry land
👨‍💼	noun	dominus	4393	owner; mister; master
🗺️?	adverb	unde	4358	where
👨	noun	mās	4334	man
	adverb	inde	4258	thence; hence
🐻	verb	ferō	4258	to bear
∵	conjunction	quoniam	4206	since, forasmuch, inasmuch as, now that
🏠	noun	domus	4204	house; home
😶	noun	caput	4132	head; being
⭐	adverb	maxime	4125	especially
	conjunction	alii	4115	some . . . others
➡️	noun	iūs	4092	right
🐍	adjective	longus	4087	long
