chapter_id	entry_id	meaning	Nenets_Phonemic	comment
12	30	down, below	tasinʸa; tasiʔ	Respectively: situation; moving to.; Respectively: situation; moving to.
12	40	before	ŋesondʔ; nʸer̃nʸana	
12	41	front	nʸer̃nʸaŋɨ	
12	50	inside, in	mʸunʸa	
12	70	under	ŋɨlʔ; ŋɨlnʸa	
12	80	up, above	tʸuʔʔuna; ninʸa; nimnʸa	
12	110	place	ya	
12	120	put	nultasʸ; pembasʸ	
12	130	sit	ŋamdʸosʸ	
12	140	lie down	yusʸedasʸ	
12	150	stand	nusʸ	
12	160	remain, stay	xayosʸ	
12	170	remains, left overs	xayoʔʔmʸa; xayocey	
12	210	collect, gather	maʔʔlambasʸ	
12	212	pick up	ilbasʸ	
12	213	pile up	ŋonabtasʸ	
12	220	join, unite	ŋomdasʸ	
12	230	separate	yaŋgr̃ʸesʸ	
12	232	divide	tʸar̃pasʸ	
12	240	open	nesʸ	
12	250	shut, close	talasʸ	
12	260	cover	sindasʸ	
12	270	hide, conceal	sʸur̃pasʸ	
12	310	high	pir̃c̷ʸa	
12	320	low	lamdo	
12	330	top	tʸuʔʔuy; ŋewa	
12	340	bottom	ŋɨlad	
12	350	end	mal	
12	352	pointed	sawak	
12	353	edge	nʸand	
12	360	side	xew	
12	370	middle, center	yer̃kɨ; yoney	
12	410	right (side)	maxanʸaŋɨ	
12	420	left (side)	sʸatanʸaŋɨ	
12	430	near (adv)	xaxai	
12	440	far (adv)	ŋaxaʔʔna	
12	450	east	yalʸaʔ tar̃pʔʔ; xuwɨ yalumdadʔ min	
12	460	west	yalʸaʔ ŋadʸ min	
12	470	north	ŋer̃m	
12	480	south	yalʸaʔyer̃ʔʔ min	
12	530	grow	wadʸodanasʸ	
12	540	measure	yolʸc̷ʸebasʸ	
12	541	span, fathom	tibʸa	
12	550	large, big	ŋar̃ka; sʸudbʸa	
12	560	small, little	nʸudʸa	
12	570	long	yamb	
12	580	tall	pir̃c̷ʸa	
12	590	short	xemʔ	
12	610	wide, broad	lata	
12	620	narrow	tɨya	
12	630	thick (in dimension)	nʸaŋota	
12	650	thin (in dimension)	yabta	
12	670	deep	yor̃ʸa	
12	680	shallow	tor̃a	
12	710	flat	labc̷ʸoy	
12	730	straight	nʸenza	
12	740	crooked	pay	
12	750	hook	wada	
12	760	corner	loxo	
12	780	square	tʸetloxo	
12	810	round	sʸur̃tʸaw	
12	820	circle	sʸur̃tʸaw	
12	830	sphere, ball	posʸo	
12	840	line	yenaxalma	
12	850	hole	si	
12	920	like, similar	toʔʔolxa; toʔʔlaxa	
12	930	change	padaba	
13	0	zero, nothing	ŋamgexer̃t	
13	10	one	ŋopoy	
13	20	two	sidʸa	
13	30	three	nʸaxar̃ʔʔ	
13	40	four	tʸet	
13	50	five	samlʸaŋg	
13	60	six	matʔʔ	
13	70	seven	siʔʔiw	
13	80	eight	sidndʸet	
13	90	nine	xasuyuʔʔ	
13	100	ten	yuʔʔ	
13	101	eleven	ŋobʔʔ yaŋgnʸa	
13	102	twelve	sidʸa yaŋgnʸa	
13	103	fifteen	samlʸaŋg yaŋgnʸa	
13	104	twenty	sidʸa yuʔʔ	
13	105	hundred	yur̃ʔʔ	
13	106	thousand	yonar̃ʔʔ	
13	107	count	tolabasʸ	
13	140	every, all	xusuwey	
13	150	much, many	ŋoka	
13	160	more	ŋar̃kar̃ka	
13	170	little (quantity), few	tʸanʸo	
13	180	enough	mesʸ	
13	181	some	sʸanmboy; tʸanʸo	
13	190	multitude, crowd	ŋoka; xibʸar̃iʔ mandalʔʔ	
13	210	full	panta	
13	220	empty	tʸer̃sʸada	
13	230	part, piece	pʸelʸa	
13	240	half	pʸelʸa	
13	330	alone, only	ŋobʔʔ; ŋopoy; walakada	
13	340	first	nʸur̃tʸey; nʸer̃tʸey	
13	350	last	pudana	
13	360	second	nʸabimdʸey	
13	370	pair	xewas	
13	380	two times	sidʸa mewaʔ; sidʸaʔ	
13	420	third	nʸaxar̃amdey	
13	440	three times	nʸaxar̃ʔ; nʸaxar̃ʔ mewaʔ	
14	110	time	yolʸc̷ʸʔ; wato	
14	120	age	yondʸer̃ʔʔ	
14	130	new	yedey	
14	140	young	ŋac̷ʸ; ŋac̷ʸmboy	
14	150	old	wesako; nʸewxɨ	Respectively: about people; about subject.; Respectively: about people; about subject.
14	160	early	mʸer̃ʔ; mʸer̃uwna	
14	170	late	yanoc̷ʸ	
14	180	now	tʸedaʔ	
14	190	immediately	tikaxana; tikɨr̃inda	
14	210	swift, fast, quick	mʸer̃ʸeta	
14	220	slow	yana	
14	230	hasten, hurry	par̃umbasʸ	
14	240	retard, delay	yanadasʸ	
14	250	begin, beginning	pʸasʸ; nʸer̃dʸenʸa	
14	252	last, endure	wenaŋgasʸ	
14	260	end (temporal)	mal	
14	270	finish	yolʸc̷ʸesʸ	
14	280	cease, stop	ŋewadasʸ	
14	310	always	piliʔʔ; malʔ	
14	320	often	ŋobkad	
14	330	sometimes	xanʸaŋexena	
14	331	soon	lakr̃iʔ; ŋelomʔ	
14	332	long-time (for a)	ponʔ	
14	340	never	sʸaxaŋgar̃tʔ	
14	350	again	ŋaniʔ	
14	410	day	yalʸa	
14	420	night	pi	
14	430	dawn	yalumdʔʔ	
14	440	morning	xuwɨ; xu	
14	450	noon, midday	yalʸaʔ yer̃ʔ; yalʸaʔ pʸelʸa	
14	460	evening	pewsʸumbɨ	
14	470	today	tʸuku yalʸaʔ	
14	480	tomorrow	xunʸana; tʸebtaʔ	
14	481	day-after-tomorrow	xuniy tʸaxakuna	
14	490	yesterday	tʸey yalʸaʔ; tʸenʸana	
14	491	day-before-yesterday	tʸey tʸaxakuna	
14	510	hour	sʸas	
14	530	clock, timepiece	sʸasʔʔ	
14	610	week	siʔʔiw yalʸa	
14	620	Sunday	nɨlanawa yalʸa	
14	710	month	ir̃iy	
14	730	year	po	
14	740	winter	sɨwɨ; sɨr̃a	
14	750	spring	nar̃a	
14	760	summer	taʔ	
14	770	autumn	ŋer̃ʸo	
14	780	season	poʔ yolʸc̷ʸʔ	
15	210	smell (vb intrans)	ŋabtʸesʸ	
15	212	sniff	tʸunar̃pasʸ	
15	220	smell (vb trans)	tʸunʸebasʸ; tʸunar̃pasʸ	
15	250	fragrant, good smelling	ŋabtʸenʸa	
15	260	stinking, bad smelling	ŋabtʸenʸa	
15	310	taste	sʸakɨbtasʸ	
15	350	sweet	ŋamnʸalada	
15	360	salty	ser̃c̷awey	
15	370	bitter	war̃ʸyada; ibc̷ʸada	
15	380	acid, sour	tibʸey	
15	390	brackish	ser̃c̷aweyar̃ka	
15	410	hear	namdor̃c̷ʸ	
15	420	listen	inzʸelʸesʸ	
15	440	sound, noise	muʔ	
15	450	loud	satawna	
15	460	quiet, silence	xeʔʔnʸer̃ʔʔ	
15	510	see	maniyesʸ	
15	520	look, look at	sɨr̃c̷ʸ	
15	550	show	maneʔʔlabtasʸ	
15	560	shine	yabʸer̃ʸesʸ	
15	570	bright	pesʸdasʸ yalʸa	
15	620	light (in color)	tir̃sʸada	
15	630	dark (in color)	pewdʸa	
15	640	white	ser̃ʔʔ; ser̃ako	
15	650	black	par̃idʸenʸa	
15	660	red	nʸar̃yana	
15	670	blue	tanzʸenana; numlaxa	
15	680	green	padʸar̃axa; ŋamdeʔʔlaxa	
15	690	yellow	tasʸexey	
15	710	touch	manzabtambasʸ	
15	712	pinch	ŋɨbar̃pasʸ	
15	720	feel	xor̃pasʸ	
15	740	hard	toyenana	
15	750	soft	nʸulak	
15	760	rough	nasor̃tana; nasor̃pey	
15	770	smooth	salmuy	
15	780	sharp	paʔʔmʸa	
15	790	blunt, dull	tɨnxa	
15	810	heavy	saŋgowota	
15	820	light (in weight)	sibi	
15	830	wet, damp	saʔʔnʸuy	
15	840	dry	xasuy	
15	850	hot	iba; yadʸembada	
15	851	warm	iba	
15	860	cold	tʸec̷ʸda	
15	870	clean	war̃c̷ʸada	
15	880	dirty, soiled	war̃c̷awey	
15	890	wrinkled	tɨnar̃c̷awey	
16	110	soul, spirit	sʸonzʸa	
16	150	surprised, astonished	pɨsabtʸoda; mʸer̃ʸolʸewɨ	
16	180	good fortune, luck	yab	
16	190	misfortune, bad luck	yabsʸawa	
16	230	joyful, glad, happy	ilʸebʸadʸoda; maymbawa	
16	250	laugh	pisʸanzʸ	
16	251	smile	wanʸebtʸosʸ	
16	260	play	sʸanakosʸ	
16	270	love	menʸewa; xamsawa; menʸesʸ	Respectively: noun; verb.; Respectively: noun; verb.; Respectively: noun; verb.
16	290	kiss	nʸuc̷ʸambasʸ	
16	300	embrace	sʸewolpasʸ	
16	310	pain	yedʸa	
16	320	grief, sorrow, sadness	mayaʔ	
16	330	anxiety, worry	yayebtʸowa	
16	340	regret, be sorry	sʸanzʸ	
16	350	pity	sʸama	
16	370	cry, weep	yar̃c̷ʸ	
16	380	tear (noun)	xayal	
16	390	groan	taxasʸ	
16	410	hate	sexedawa; sexedasʸ	Respectively: noun; verb.; Respectively: noun; verb.
16	420	anger	sʸey; nʸenwa	
16	440	envy, jealousy	tidwa; yanawa	
16	450	shame (noun)	wewar̃axa	
16	480	proud	ŋar̃c̷iyeta	
16	510	dare	pir̃ac̷ʸ	
16	520	brave	pinsʸada	
16	530	fear, fright	pinwa	
16	540	danger	posakabtawa	
16	620	desire, want	xar̃wasʸ	
16	622	choose	ter̃abasʸ	
16	630	hope	yenawa; yenabc̷ʸʔ	
16	650	faithful	ŋobʔ imʔ meta	
16	660	true	nʸenesʸa	
16	670	lie, tell lies	siyesʸ	
16	680	deceit	tembar̃ʔʔ	
16	710	good	sawa	
16	720	bad	wewa	
16	730	right, correct	ir̃tʔʔ ŋeda sʸer̃ʔʔ; nʸenesʸa	
16	740	wrong	wanzʸer̃ʔ ŋeda	
16	760	fault	xar̃a	
16	770	mistake, error	yoxobor̃ma	
16	780	blame	tedor̃pawa	
16	790	praise	sawuʔʔma	
16	810	beautiful	sac̷ʸ sawa; sʸadota	
16	820	ugly	wewa	
16	830	greedy	xal; mar̃o	
16	840	clever	ibʸeta	
17	110	mind	i; i ŋuʔʔ	
17	130	think (= reflect)	ibʸedor̃c̷ʸ	
17	140	think (= be of the opinion)	ibʸedor̃c̷ʸ	
17	150	believe	punr̃ʸosʸ	
17	160	understand	xamadasʸ	
17	170	know	tʸenʸewasʸ	
17	171	guess	xombasʸ	
17	172	imitate	xetɨdoc̷ʸ	
17	180	seem	ŋesʸ	
17	190	idea, notion	i ŋuʔʔ	
17	210	wise	iŋudota	
17	220	foolish, stupid	saʔʔla	
17	230	insane, crazy	isʸada	
17	240	learn	toxolkosʸ	
17	242	study	toxolambasʸ	
17	250	teach	toxolambasʸ	
17	260	pupil	toxodanna	
17	270	teacher	toxolkoda	
17	280	school	toxolkolawa	
17	310	remember	tʸenʸesʸ	
17	320	forget	yur̃asʸ	
17	340	clear, plain	tir̃sʸada; ŋadʸda	
17	350	obscure	tir̃sawey	
17	360	secret	talʸe	
17	370	sure, certain	punr̃ʸowa	
17	380	explain	sabʔʔninzʸ	
17	410	intention, purpose	xar̃wabc̷o	
17	441	betray	mipasʸ	
17	450	need, necessity	tar̃awa	
17	460	easy	sibi	
17	470	difficult	saŋgowota	
17	480	try, attempt	xor̃pasʸ	
17	490	way, manner	mesɨʔʔ	
17	520	because	ŋadʸbʸanda; tar̃ʸemliʔ	
17	540	or	nibtʸa	
17	550	yes, affirmative	ŋaaʔ	
17	560	no, negative	nisʸ	
17	610	how?	xanzʸer̃ʔʔ	
17	620	how many?	sʸan	
17	630	how much?	sʸan	
17	640	what?	ŋamge	
17	650	when?	sʸaxaʔ; sʸaʔʔnʸa	
17	660	where?	xanʸana; xanʸaʔ	Respectively: situation; moving to.; Respectively: situation; moving to.
17	670	which?	xur̃ka; xanʸaŋɨ	
17	680	who?	xibʸa	
17	690	why?	ŋamge	
18	110	voice	sʸo	
18	120	sing	xɨnoc̷ʸ	
18	130	shout, cry out	tʸor̃ʸenasʸ	
18	150	whisper	xasabar̃c̷ʸ	
18	160	mumble	xalʸmʸer̃c̷ʸ; nʸunbʸar̃c̷ʸ	
18	170	whistle	sʸudar̃c̷ʸ	
18	180	shriek, screech	tʸor̃ɨr̃c̷ʸ; nar̃ɨr̃c̷ʸ	
18	190	howl	ŋobʸer̃c̷ʸ	
18	210	speak, talk	laxanasʸ	
18	211	stutter, stammer	maxasʸ	
18	220	say	masʸ	
18	221	tell story	xetbasʸ	
18	222	speech (make a)	nʸaʔʔambasʸ	
18	230	silent (be)	munzʸasʸ	
18	240	language	wada	
18	260	word	wada	
18	280	name	nʸumʔ	
18	310	ask (question, inquire)	yunr̃asʸ	
18	320	answer	xetasʸ	
18	340	deny	nʸaŋgar̃tasʸ	
18	350	ask, request	xanzʸ	
18	360	promise	wator̃pasʸ	
18	380	forbid	ŋewadalasʸ	
18	390	rebuke, scold	tedor̃pasʸ	
18	410	call (=summon)	xanzʸ	
18	420	call (=name)	nʸumdʸesʸ	
18	450	boast	posabtʸosʸ	
18	510	write	padnasʸ	
18	520	read	tolaŋgosʸ; tolabasʸ	
18	560	paper	padar̃ʔʔ	
18	570	pen	padnabc̷ʸʔ yesʸa	
18	610	book	kniga; padar̃ʔʔ	
18	670	poet	padnana	
18	740	rattle	munoʔʔla	
19	110	country	ya	
19	120	one's native country	soyaʔʔma ya	
19	150	city, town	mar̃ʔʔ	
19	160	village	ŋesɨ	
19	170	boundary	yaʔ war̃	
19	210	people (populace)	xibʸaʔʔ	
19	230	tribe, clan	tenz	
19	240	chief, chieftain	yer̃w	
19	250	staff, walking stick	pʸa	
19	310	rule, govern	yer̃wombasʸ	
19	320	king, ruler	par̃eŋgoda	
19	330	queen	par̃eŋgoda nʸe	
19	410	master	yer̃w	
19	420	slave	xabi	
19	430	servant	manzar̃anita	
19	450	command, order	tabadasʸ	
19	460	obey	namdor̃c̷ʸ	
19	510	friend, companion	nʸa; yur̃ʸo	
19	520	enemy	pʸaŋguy	
19	550	stranger	ŋadɨxɨ	
19	560	guest	mʸadonda	
19	570	host	yer̃w	
19	580	help, aid	nʸadasʸ	
19	590	hinder, prevent	tinzʸyer̃c̷ʸ	
19	610	custom	mesɨʔʔ	
19	620	strife, quarrel	pɨxɨʔʔ lʸowa	
19	650	meet	yadabtasʸ	
20	110	fight (vb)	pʸodasʸ	
20	130	war, battle	saynor̃ma; pʸodwa	
20	140	peace	saynor̃c̷ʸawa	Means 'without war'.
20	150	army	sayuw	
20	170	soldier	palɨtana	
20	210	weapons, arms	mir̃w	
20	220	club	pʸa	
20	240	bow	ŋɨn	
20	250	arrow	muŋg	
20	260	spear	nar̃ʸa	
20	270	sword	palɨ	
20	280	gun, cannon	tuni	
20	330	helmet	yesʸa sʸobʸa	
20	340	shield	yesʸa ŋedʸaʔ	
20	410	victory	waduwoʔʔma	
20	440	defend	ŋedanzʸur̃c̷ʸ; ŋedanzʸosʸ	
20	450	retreat	xar̃c̷anasʸ; punʸaʔ minzʸ	
20	460	surrender	mic̷ʸ	
20	471	guard, sentinel	yer̃aŋgoda	
20	480	booty, spoils	xanʸesey; xanʸeda	
20	510	fisherman	yor̃tʸa	
20	520	fishhook	wada	
20	540	fishnet	poŋga	
20	550	fish trap	nʸamzaxey	
20	560	bait	ŋawalʔʔ	
20	610	hunt	xanʸesʸ	
20	620	shoot	yenʸer̃c̷ʸ	
20	640	trap (noun)	yaŋgo	
20	650	trap (vb)	yaŋgonʔ nʸaʔʔmasʸ	
21	110	law	wato	
21	150	court	sud	
21	160	judge (vb)	sudʸeŋgosʸ	
21	180	judge (noun)	sudʸeŋgoda	
21	230	witness	xetnana	
21	240	swear	waletor̃c̷ʸ	
21	250	oath	walɨtawa	
21	310	accuse	womdar̃tasʸ	
21	320	condemn	sudʸesʸ	
21	330	convict (vb)	womdar̃tasʸ	
21	350	guilty	womdar̃ʸoda	
21	370	penalty, punishment	tanar̃awa	
21	390	prison, jail	sʸar̃olawa mʸaʔʔ	
21	420	murder	xadabawa	
21	430	adultery	saʔʔyewa	
21	440	rape	nʸemʔ womdar̃c̷ʸ	
21	460	arson	par̃adawa	
21	510	steal	talʸebasʸ; talʸesʸ	
21	520	thief	talʸey	
22	110	religion	punr̃ʸowa	
22	120	God	numʔ	
22	130	temple, church	xexe mʸaʔʔ	
22	150	sacrifice, offering	xan	
22	170	pray	tuyoc̷ʸ	
22	180	priest	xexedaŋgoda	
22	190	holy, sacred	xebidʸa	
22	220	preach	xetbasʸ	
22	230	bless	numʔ wadamʔ xetasʸ	
22	240	curse	waletor̃pasʸ	
22	260	fast (vb)	xasuy yalɨtasʸ	
22	310	heaven	numʔ	
22	320	hell	ad; ŋad	
22	370	idol	sʸadey	
22	430	sorcerer, witch	par̃ne	
22	450	ghost, phantom	wenzana	
22	470	omen, portent	wenzawa; wenzʸoy	
