chapter_id	entry_id	meaning	Mari_Phonemic	comment
10	160	drop (vb)	βol'ten šu'aš	
10	170	twist	punčʸa'laš	
10	210	rise	kü'zaš; šoɣa'laš	
10	220	raise, lift	nölta'laš	
10	230	fall	kamβo'zaš	
10	240	drip	čʸü'čʸaš	
10	250	throw	šu'aš; kəš'kaš	
10	252	catch (ball)	ku'čaš	
10	260	shake	čʸətər̃ək'taš	
10	320	flow	yo'ɣaš	
10	330	sink	šuŋɣal'taš	
10	340	float	i'yaš	
10	350	swim	i'yaš	
10	351	dive	'βüð yə'mak ka'yaš	
10	352	splash	šəžək'taš	
10	360	sail (vb)	'par̃us 'ðene ka'yaš	
10	370	fly (vb)	čʸoŋeš'taš	
10	380	blow	pu'aš	
10	410	creep, crawl	nuš'kaš	
10	412	kneel	su'ken šin'čʸaš	
10	413	crouch	kaðər̃'ɣaš; tü'ŋaš	
10	420	slide, slip	munčʸal'taš; yakleš'taš	
10	430	jump, leap	tör̃š'taš	
10	431	kick	čʸu'maš	
10	440	dance	kuš'taš	
10	450	walk	koš'taš	
10	451	limp	okšak'laš	
10	460	run	kur̃'žaš	
10	470	go	ka'yaš; mi'yaš	
10	471	go up	kü'zaš	
10	472	climb	'küškö kü'zaš	
10	473	go down	βo'laš	
10	474	go out	lek'taš	
10	480	come	to'laš	
10	481	come back	pör̃tə'laš	
10	490	go away, depart	ka'yaš; 'lektən ka'yaš	
10	491	disappear	yo'maš	
10	510	flee	kur̃'žaš	
10	520	follow	po'češ ka'yaš	
10	530	pursue	pok'taš	
10	550	reach, arrive	'tolən šu'aš	
10	560	approach	liše'maš	
10	570	enter	pu'r̃aš	
10	610	carry (bear)	numa'laš	
10	612	carry-in-hand	'kiðəšte numa'laš	
10	613	carry-on-shoulder	'βačʸəšte numa'laš	
10	614	carry-on-head	'βuyəšto numa'laš	
10	615	carry-underarm	kiðpüa'neš numa'laš	
10	620	bring	kon'ðaš	
10	630	send	kol'taš	
10	640	lead (vb)	βü'ðaš; βikta'r̃aš	
10	650	drive	naŋɣa'yaš	
10	660	ride	ka'yaš; yar̃a'imɲən kuða'laš	
10	670	push, shove	šü'kaš	
10	710	road	'kor̃no	
10	720	path	yol'ɣor̃no	
10	740	bridge	kü'βar̃	
10	750	carriage, wagon, cart	eki'paž; βa'ɣon; or̃'βa	
10	760	wheel	or̃a'βa; 'tər̃təš	
10	770	axle	'šüðər̃	
10	780	yoke	or̃a'ta	
10	810	ship	ko'r̃ablʸ; par̃o'xoð	
10	830	boat	'puš	
10	831	canoe	i'zi 'puš	
10	832	outrigger	taynəšt'maš; lüŋɣalt'maš	
10	840	raft	'šolo	
10	850	oar	'puš 'kolʸmo	
10	851	paddle (noun)	'puš 'kolʸmo	
10	852	row (vb)	βur̃'saš; šuða'laš	
10	860	rudder	'r̃ulʸ	
10	870	mast	'mačʸta	
10	880	sail (noun)	'par̃us	
10	890	anchor	'yakor̃ʸ	
10	910	harbor, port	'ɣaβaɲ; 'por̃t	
10	920	land (vb)	βol'taš; luk'taš	
11	110	have	li'yaš; u'laš	'məyən 'ulo 'I have'; 'məyən 'ulo 'I have'
11	120	own, possess	li'yaš; u'laš	
11	130	take	na'laš; ku'čʸaš	
11	140	seize, grasp	r̃ual'taš; kor̃məž'taš	
11	150	hold	ku'čʸaš	
11	160	get, obtain	na'laš; luk'taš	
11	170	keep, retain	ku'čʸaš; li'yaš; u'laš	
11	180	thing	üz'ɣar̃; 'poɣo	
11	210	give	pu'aš	
11	220	give back	möŋ'ɣeš pu'aš	
11	240	preserve, look after	ar̃a'laš	
11	250	save, rescue	uta'r̃aš; ar̃a'len ko'ðaš	
11	270	destroy	šala'taš; sümə'r̃aš	
11	280	harm, injure, damage	eŋ'ɣekəm əš'taš; loktə'laš	
11	310	seek, look for	kəčʸa'laš	
11	320	find	mu'aš	
11	330	lose	yomða'r̃aš	
11	340	release, let go	uta'r̃aš	
11	430	money	ok'sa	
11	440	coin	'ər̃; 'təɣəðe ok'sa	
11	510	rich	po'yan	
11	520	poor	'yor̃lo; ɲe'zer̃	
11	530	beggar	'küčʸəzö	
11	540	avaricious, stingy	čʸaŋ'ɣa	
11	610	lend	ar̃ə'meš pu'aš	
11	620	borrow	a'r̃aš	
11	630	owe	'par̃əməš pu'r̃aš	
11	640	debt	'par̃əm	
11	650	pay (vb)	tü'laš	
11	660	account, reckoning	šotlə'maš	
11	690	tax, tribute	yo'zak	
11	770	hire	tar̃'laš	
11	780	wages	paša'ðar̃	
11	790	earn	əš'ten na'laš	
11	810	buy	na'laš	
11	820	sell	uža'laš	
11	830	trade, barter	uža'laš	
11	840	merchant	sa'tuzo	
11	850	market (place)	pa'zar̃	
11	860	store, shop	'keβət	
11	870	price	'ak	
11	880	dear (costly, expensive)	'šer̃ɣe	
11	890	cheap	'šulðo	
11	910	share (distribute)	u'žaš	
11	920	weigh	'nelət	
12	10	after	βa'r̃a	
12	11	behind	šeŋ'ɣelne; βa'r̃a	
12	20	beside	yəɣə'r̃e; 'lišne	
12	30	down, below	'ülək; yə'mak; ü'lan; yəma'lan	
12	40	before	'ončʸəlno; 'mar̃te; šu'meš	
12	41	front	'ončʸəl; 'melən 'moɣər̃	
12	50	inside, in	'kör̃ɣəštö	
12	60	outside	tüž'βalne	
12	70	under	yəma'lan	
12	80	up, above	'küšnö	
12	110	place	'βer̃	
12	120	put	pəš'taš; šoɣal'taš	
12	130	sit	šin'čʸaš	
12	140	lie down	βo'zaš	
12	150	stand	šo'ɣaš	
12	160	remain, stay	ko'ðaš	
12	170	remains, left overs	'koðšo	
12	210	collect, gather	po'ɣaš	
12	212	pick up	čar̃ak'laš; nölta'laš	
12	213	pile up	po'ɣaš	
12	220	join, unite	u'šaš	
12	230	separate	oyə'r̃aš	
12	232	divide	še'laš	
12	240	open	'βiš	
12	250	shut, close	petə'r̃aš; tü'čʸaš	
12	260	cover	leβe'ðaš	
12	270	hide, conceal	šəl'taš; to'yaš	
12	310	high	'kükšö	
12	320	low	'üləkšö; lap'ka	
12	330	top	'βuy	
12	340	bottom	pun'ðaš	
12	350	end	mu'čʸaš	
12	352	pointed	'püsö mučʸa'šan	
12	353	edge	'tür̃	
12	360	side	'ör̃ðəž; 'moɣər̃; 'βel	
12	370	middle, center	pok'šel; kok'la	
12	410	right (side)	pur̃'la	
12	420	left (side)	šo'la	
12	430	near (adv)	'lišne; βok'tene	
12	440	far (adv)	'münðər̃kö; um'bake	
12	450	east	er̃'βel	
12	460	west	kas'βel	
12	470	north	yüð'βel	
12	480	south	kečʸəβal'βel	
12	530	grow	kuš'kaš	
12	540	measure	βi'sa	
12	541	span, fathom	'tat	
12	550	large, big	ku'ɣa	
12	560	small, little	i'zi; ša'ɣal	
12	570	long	'kükšö; ku'žu	
12	580	tall	'kükšö; ku'ɣu ka'pan	
12	590	short	'küčʸək	
12	610	wide, broad	kum'ða; lop'ka	
12	620	narrow	'aŋəsər̃; 'šəɣər̃	
12	630	thick (in dimension)	'küžɣö	
12	650	thin (in dimension)	'βičʸkəž; kaŋ'ɣa	
12	670	deep	'kelɣe	
12	680	shallow	'təɣəðe	
12	710	flat	'tör̃; lap'ka	
12	730	straight	βi'yaš	
12	740	crooked	'kaðər̃	
12	750	hook	r̃ual'təš	
12	760	corner	'luk	
12	770	cross	ə'r̃es; to'r̃eš βašta'r̃eš	
12	780	square	kβað'r̃atnəy	
12	810	round	yər̃'ɣeške	
12	820	circle	'oŋɣo	
12	830	sphere, ball	'šar̃; 'mečʸe	
12	840	line	'kor̃no; ko'r̃eš	
12	850	hole	'r̃ož	
12	920	like, similar	'ikɣay; 'kelšəše	
12	930	change	βaštaltə'maš	
13	0	zero, nothing	'nulʸ; ɲi'mo	
13	10	one	'ik	
13	20	two	'kok	
13	30	three	'kum	
13	40	four	'nəl	
13	50	five	'βičʸ; 'βizət	
13	60	six	'kuð	
13	70	seven	'šəm	
13	80	eight	kan'ðaš	
13	90	nine	in'ðeš	
13	100	ten	'lu	
13	101	eleven	la'tik	
13	102	twelve	lat'kok	
13	103	fifteen	'lučʸko; lat'βizət	
13	104	twenty	'kolo	
13	105	hundred	'šüðö	
13	106	thousand	tü'žem	
13	107	count	šot'laš	
13	140	every, all	'kažne; čʸə'la; 'mučʸko	
13	150	much, many	'šuko; 'yatər̃	
13	160	more	kuɣu'r̃ak	
13	170	little (quantity), few	i'zi; 'təɣəðe	
13	180	enough	'sitəše	
13	181	some	ala-mo'ɣay; 'yužo	
13	190	multitude, crowd	'peš 'šuko	
13	210	full	'tičʸ	
13	220	empty	ya'r̃a; kəška'laš	
13	230	part, piece	u'žaš; 'pay	
13	240	half	'pel	
13	330	alone, only	'ikte; 'šket	
13	340	first	'ikəmše	
13	350	last	pə'tar̃təš	
13	360	second	'kokəmšo	
13	370	pair	'mužər̃	
13	380	two times	'kok ɣa'na	
13	420	third	'kumšo	
13	440	three times	'kum ɣa'na	
14	110	time	'žap; 'paɣət	
14	120	age	iy'ɣot	
14	130	new	'u	
14	140	young	'samər̃ək; 'r̃βeze	
14	150	old	'šoŋɣo	
14	160	early	'er̃	
14	170	late	βa'r̃a	
14	180	now	'ənðe; 'kəzət	
14	190	immediately	tu'namak	
14	210	swift, fast, quick	'pise; βaš'ke	
14	220	slow	'er̃kən	
14	230	hasten, hurry	βaš'kaš	
14	240	retard, delay	yuβatə'laš; šuyka'laš	
14	250	begin, beginning	tüŋa'laš; tü'ŋaltəš	
14	252	last, endure	šuy'naš	
14	260	end (temporal)	mu'čʸaš	
14	270	finish	pəta'r̃aš	
14	280	cease, stop	čʸar̃'naš	
14	290	ready	'yamðe	
14	310	always	e'r̃e; kečʸ-kuna'mat	
14	320	often	'čʸüčʸkəðən	
14	330	sometimes	yužɣu'nam	
14	331	soon	βaš'ke	
14	332	long-time (for a)	ku'zaš	
14	340	never	ɲiɣuna'mat	
14	350	again	a'ðak; u'eš	
14	410	day	'kečʸe	
14	420	night	'yüð	
14	430	dawn	üža'r̃a; βolɣə'žaš	
14	440	morning	'er̃	
14	450	noon, midday	kečʸə'βal	
14	451	afternoon	kasβe'leš	
14	460	evening	'kas	
14	470	today	'tačʸe	
14	480	tomorrow	er̃'la	
14	481	day-after-tomorrow	'kuməšto	
14	490	yesterday	teŋ'ɣečʸe	
14	491	day-before-yesterday	ončʸə'ɣečʸe	
14	510	hour	ša'ɣat	
14	530	clock, timepiece	ša'ɣat	
14	610	week	ar̃'ɲa	
14	620	Sunday	r̃ušar̃'ɲa	
14	630	Monday	'šočʸmo	
14	640	Tuesday	'kuškəžmo	
14	650	Wednesday	βür̃'ɣečʸe	
14	660	Thursday	izar̃'ɲa	
14	670	Friday	kuɣar̃'ɲa	
14	680	Saturday	šumat'kečʸe	
14	710	month	'təlze	
14	730	year	'iy; i'ðalək	
14	740	winter	'tele	
14	750	spring	'šošo	
14	760	summer	keŋ'ež	
14	770	autumn	'šəže	
14	780	season	i'ðalək 'žap	
15	210	smell (vb intrans)	üpšən'čʸaš	
15	212	sniff	šüš'ken šü'laš	
15	220	smell (vb trans)	ši'žaš	
15	250	fragrant, good smelling	'tamle üp'šan	
15	260	stinking, bad smelling	'üpšəšö	
15	310	taste	tam'laš	
15	350	sweet	'šer̃e; 'tamle	
15	360	salty	šinčʸa'lan	
15	370	bitter	'kočʸo	
15	380	acid, sour	'šopo	
15	390	brackish	šinčʸa'lan	
15	410	hear	ko'laš	
15	420	listen	koləš'taš	
15	440	sound, noise	'yük	
15	450	loud	'tale; 'peŋɣəðe	
15	460	quiet, silence	er̃ə'kan; 'šəp	
15	510	see	u'žaš	
15	520	look, look at	on'čʸaš; šekla'naš	
15	550	show	ončʸək'taš	
15	560	shine	βolɣal'taš	
15	570	bright	'βolɣəðo; yan'ðar̃	
15	610	color	čʸi'ya	
15	620	light (in color)	'βolɣəðo	
15	630	dark (in color)	pəčʸ'keməš	
15	640	white	'oš	
15	650	black	'šem	
15	660	red	yoš'kar̃	
15	670	blue	'kanðe	
15	680	green	u'žar̃	
15	690	yellow	'nar̃ənčʸe	
15	710	touch	tü'k̈aš; loɣa'laš	
15	712	pinch	čʸəβəš'talaš	
15	720	feel	ši'žaš	
15	740	hard	'peŋɣəðe; 'peškəðe	
15	750	soft	'puškəðo	
15	760	rough	kozə'r̃a	
15	770	smooth	'tör̃; šə'ma	
15	780	sharp	'püsö	
15	790	blunt, dull	'nüškö	
15	810	heavy	'nele; 'yösö	
15	820	light (in weight)	'kuštəlɣo	
15	830	wet, damp	'nočʸko; 'βüðəžɣö	
15	840	dry	'kukšo	
15	850	hot	'šokšo	
15	851	warm	'leβe	
15	860	cold	'yüštö	
15	870	clean	ar̃'u; yan'ðar̃	
15	880	dirty, soiled	laβə'r̃an	
15	890	wrinkled	'kuptər̃	
16	110	soul, spirit	'čʸon	
16	150	surprised, astonished	ör̃ək'tar̃əše	
16	180	good fortune, luck	pi'al	
16	190	misfortune, bad luck	'oyɣo	
16	230	joyful, glad, happy	ku'anəše	
16	250	laugh	βoštə'laš	
16	251	smile	šər̃ɣə'žaš	
16	260	play	mo'ðaš	
16	270	love	yör̃atə'maš; yör̃a'taš	
16	290	kiss	šupša'laš	
16	300	embrace	önða'laš; önðalal'taš	
16	310	pain	kor̃štə'maš	
16	320	grief, sorrow, sadness	'šülək	
16	330	anxiety, worry	tur̃ɣəžlanə'maš	
16	340	regret, be sorry	čʸama'naš; čʸama'nen kala'saš	
16	350	pity	čʸamanə'maš	
16	370	cry, weep	šor̃'taš	
16	380	tear (noun)	šinčʸa'βüð	
16	390	groan	yəŋə'saš	
16	410	hate	užmošuðə'maš	
16	420	anger	'šəðe	
16	440	envy, jealousy	kör̃anə'maš; uškalə'maš	
16	450	shame (noun)	'naməs	
16	480	proud	ku'ɣešnəše	
16	510	dare	toš'taš; ku'čʸaš	
16	520	brave	'čʸuləm; 'tale	
16	530	fear, fright	lüð'maš	
16	540	danger	'lüðəkšö	
16	620	desire, want	šu'aš	
16	622	choose	oyə'r̃en na'laš	
16	630	hope	ü'šan	
16	650	faithful	ü'šanle	
16	660	true	'čʸən	
16	670	lie, tell lies	šoyak'laš; onða'laš	
16	680	deceit	šoyəšt'maš	
16	690	forgive	öp'kem mon'ðaš	
16	710	good	'say	
16	720	bad	na'čʸar̃; u'ða	
16	730	right, correct	'čʸən	
16	740	wrong	šo'ya; o'sal	
16	760	fault	ti'tak	
16	770	mistake, error	'yoŋələš	
16	780	blame	šəltalə'maš	
16	790	praise	moktə'maš	
16	810	beautiful	mo'tor̃; 'səlne	
16	820	ugly	'sənðəme	
16	830	greedy	'sut	
16	840	clever	u'šan	
17	110	mind	šar̃nə'maš; 'uš	
17	130	think (= reflect)	šo'naš	
17	140	think (= be of the opinion)	šo'naš; šot'laš	
17	150	believe	ina'naš; üša'naš	
17	160	understand	umə'laš	
17	170	know	pa'laš; ši'žaš	
17	171	guess	ši'žaš	
17	172	imitate	koyða'r̃aš	
17	180	seem	ko'yaš; čʸu'čʸaš	
17	190	idea, notion	šonə'maš; umələ'maš	
17	210	wise	u'san	
17	220	foolish, stupid	o'r̃aðe; 'šotðəmo	
17	230	insane, crazy	'ušðəmo	
17	240	learn	tune'maš	
17	242	study	tune'maš; šəm'laš	
17	250	teach	tunək'taš	
17	260	pupil	tu'nemše	
17	270	teacher	'tunəktəšo	
17	280	school	'škol	
17	310	remember	šar̃'naš	
17	320	forget	mon'ðaš	
17	340	clear, plain	'r̃aš; yan'ðar̃	
17	350	obscure	pəčʸ'keməš	
17	360	secret	'šoləp	
17	370	sure, certain	üšan'le	
17	380	explain	uməlta'r̃aš	
17	410	intention, purpose	šonə'maš	
17	420	cause	a'mal	
17	430	doubt	koktelanə'maš	
17	440	suspect	titak'laš	
17	441	betray	uza'laš	
17	450	need, necessity	'yor̃lələk; nuž'nalək	
17	460	easy	'kuštəlɣo	
17	470	difficult	'nele; 'yösö	
17	480	try, attempt	tö'čʸen on'čʸaš; ter̃'ɣaš	
17	490	way, manner	'kor̃no	
17	510	and	'ða; '-at	
17	520	because	san'ðene; sað'lan	
17	530	if	'ɣən	
17	540	or	a'lʸe	
17	550	yes, affirmative	tu'ɣe	
17	560	no, negative	u'ke	
17	610	how?	ku'ze	
17	620	how many?	mə'ɲar̃; 'mo 'čʸolo	
17	630	how much?	mə'ɲar̃; 'mo 'čʸolo	
17	640	what?	'mo; 'mom	
17	650	when?	ku'nam	
17	660	where?	'kušto; 'kuško	
17	670	which?	'kuðo; mo'ɣay	
17	680	who?	'kö	
17	690	why?	mo'lan	
18	110	voice	'yük	
18	120	sing	mu'r̃aš	
18	130	shout, cry out	kəčʸkə'r̃aš	
18	150	whisper	'šəp oy'laš	
18	160	mumble	βuðəmatə'laš	
18	170	whistle	šüš'kaš	
18	180	shriek, screech	'peš βi'yan kəčʸkər̃al'maš	
18	190	howl	ur̃mə'žaš; müɣə'r̃aš	
18	210	speak, talk	oy'laš; kutə'r̃aš	
18	211	stutter, stammer	tutə'naš	
18	220	say	kala'saš; ma'naš	
18	221	tell story	kalaska'laš	
18	222	speech (make a)	oy'laš	
18	230	silent (be)	'šəp li'yaš	
18	240	language	'yəlme	
18	260	word	'mut; šo'mak	
18	280	name	'lüm	
18	310	ask (question, inquire)	yo'ðaš	
18	320	answer	βašeš'taš	
18	330	admit, confess	nur̃'taš; 'čʸənlan šot'laš	
18	340	deny	kel'šaš 'oɣəl	
18	350	ask, request	yo'ðaš	
18	360	promise	sö'r̃aš; 'mutəm pu'aš	
18	370	refuse	külðə'mašəš luk'taš	
18	380	forbid	čʸa'r̃aš	
18	390	rebuke, scold	βur̃'saš	
18	410	call (=summon)	ü'žaš	
18	420	call (=name)	lüm'ðaš	
18	430	announce	uβer̃ta'r̃aš	
18	440	threaten	lüðək'taš	
18	450	boast	mokta'naš	
18	510	write	βo'zaš	
18	520	read	lu'ðaš	
18	560	paper	ka'ɣaž	
18	570	pen	'pəstəl	
18	610	book	kɲi'ɣa	
18	670	poet	po'et	
18	710	flute	ši'yaltəš	
18	720	drum	'tümər̃	
18	730	horn, trumpet	'tükö	
18	740	rattle	sur̃ɣalt'maš; müɣər̃ə'maš	
19	110	country	'βel; kun'ðem	
19	120	one's native country	'šočʸmo-'kušmo 'βer̃	
19	150	city, town	o'la	
19	160	village	'yal	
19	170	boundary	'čʸek	
19	210	people (populace)	'kalək	
19	230	tribe, clan	'tukəm	
19	240	chief, chieftain	'βuy; βuy'latəše	
19	250	staff, walking stick	'žezl	
19	310	rule, govern	βuyla'taš; βikta'r̃aš	
19	320	king, ruler	kuɣə'ža; βuy'latəše	
19	330	queen	kuɣə'ža	
19	360	noble, nobleman	ðβo'r̃ʸan	
19	370	citizen, subject	ɣr̃ažða'ɲin; sub'yekt	
19	410	master	o'za; sur̃t'βuy	
19	420	slave	'kul	
19	430	servant	'tar̃ze	
19	440	freeman	er̃ə'kan ay'ðeme	
19	450	command, order	küš'taš; šü'ðaš	
19	460	obey	koləš'taš	
19	470	let, permit	r̃azr̃ešit'laš	
19	510	friend, companion	yol'taš; 'taŋ	
19	520	enemy	tuš'man	
19	540	neighbor	pošku'ðo	
19	550	stranger	'yot; 'ör̃ðəž	
19	560	guest	u'na	
19	570	host	o'za; sur̃to'za	
19	580	help, aid	'poləš	
19	590	hinder, prevent	yö'r̃aš	
19	610	custom	'koyəš; yṳ̈'la	
19	620	strife, quarrel	kučʸeðal'maš; üčʸašə'maš	
19	630	conspiracy, plot	'šoləp kutə'r̃en kelšə'maš	
19	650	meet	βašli'yaš	
19	720	prostitute	ya'žar̃	
20	110	fight (vb)	kr̃eða'laš; kučʸeða'laš	
20	130	war, battle	'sar̃; 'söy	
20	140	peace	kel'šen ilə'maš	
20	150	army	ar̃'miy	
20	170	soldier	sal'tak	
20	210	weapons, arms	'söy ku'r̃al	
20	220	club	šuɣə'ɲo	
20	230	sling	'šüštö	
20	240	bow	'pikš; yo'ŋež	
20	250	arrow	'umðo	
20	260	spear	kop'yo	
20	270	sword	'ker̃ðe	
20	280	gun, cannon	pə'čʸal	
20	310	armor (defensive)	'kür̃tɲö βur̃'ɣem	
20	330	helmet	'šlʸem	
20	340	shield	'šʸit	
20	350	fortress	kar̃'man; 'or̃	
20	360	tower	'bašɲa	
20	410	victory	seŋə'maš	
20	420	defeat	seŋalt'maš	
20	430	attack	a'taka	
20	440	defend	ar̃a'laš; sak'laš	
20	450	retreat	čʸaknə'maš	
20	460	surrender	pu'aš; ko'ðen ka'yaš	
20	470	captive, prisoner	'plʸennəy	
20	471	guard, sentinel	or̃'ol	
20	480	booty, spoils	'toləmo 'poɣo	
20	490	ambush	za'saða	
20	510	fisherman	'koləzo	
20	520	fishhook	'kol 'ime	
20	530	fishing line	eŋər̃'šür̃tö	
20	540	fishnet	'βapš	
20	550	fish trap	mur̃'ða	
20	560	bait	'kol on'ðalčʸək	
20	610	hunt	sonar̃'laš	
20	620	shoot	lü'yaš	
20	630	miss (target)	loɣal'taš 'oɣəl	
20	640	trap (noun)	'löðö	
20	650	trap (vb)	'löðəš ku'čʸaš	
21	110	law	pr̃a'βa; za'kon	
21	150	court	'suð	
21	160	judge (vb)	suðʸit'laš	
21	170	judgment	pr̃iɣo'βor̃	
21	180	judge (noun)	'suðʸya	
21	210	plaintiff	isʸ'tec̷; 'suð 'ɣočʸ kə'čʸalše	
21	220	defendant	'mutəm 'kučʸəšo	
21	230	witness	sβiðʸe'tʸelʸ; 'tanək	
21	240	swear	toβat'laš	
21	250	oath	toβatlə'maš	
21	310	accuse	titak'laš	
21	320	condemn	suðʸit'laš	
21	330	convict (vb)	titak'laš	
21	340	acquit	'čʸənəš luk'taš	
21	350	guilty	tita'kan	
21	360	innocent	ti'takðəme	
21	370	penalty, punishment	naka'zanʸiy	
21	380	fine	'štr̃aΦ	
21	390	prison, jail	tʸur̃'ma	
21	420	murder	pušt'maš	
21	430	adultery	pe'lašəm onðalə'maš	
21	440	rape	βiešlə'maš	
21	460	arson	ələžtə'maš	
21	470	perjury	to'βatləme 'mutəm puðər̃tə'maš	
21	510	steal	'šoləštaš	
21	520	thief	'šoləštšo; 'βor̃	
22	110	religion	r̃e'lʸiɣiy; yumə'lan üšanə'maš	
22	120	God	'Yumo	
22	130	temple, church	'xr̃am; čʸer̃'ke	
22	140	altar	al'tar̃ʸ	
22	150	sacrifice, offering	'naðər̃; ku'maltəš 'βolʸək	
22	160	worship	kuma'laš; 'βuyəm sa'βaš	
22	170	pray	kuma'laš; yuməl'taš	
22	180	priest	'pop	
22	190	holy, sacred	sβʸa'toy	
22	220	preach	pr̃o'poβeðʸəm oy'laš	
22	230	bless	'suɣəɲəm pu'aš	
22	240	curse	kar̃ɣə'maš	
22	260	fast (vb)	'pütəm ku'čʸaš	
22	310	heaven	ka'βa	
22	320	hell	'tamək	
22	350	demon (evil spirit)	'ðʸemon	
22	370	idol	'iðol	
22	420	magic, witchcraft, sorcery	'yu; yulə'maš	
22	430	sorcerer, witch	'yuzo ku'βa	
22	440	fairy, elf	yo'makəse	
22	450	ghost, phantom	šinčʸa'lan 'končʸəšo	
22	470	omen, portent	liy'šašəm ončʸəl'ɣočʸ pal'ðar̃əše	
