chapter_id	entry_id	meaning	Khanty_Phonemic	comment
11	220	give back	matɨ; yuxlɨ kʸer̃latɨ	
11	240	preserve, look after	šawʸilatɨ	
11	250	save, rescue	nux pasayttɨ	
11	270	destroy	r̃awa šukattɨ; wonʸsʸala wʸer̃tɨ	
11	280	harm, injure, damage	atum wʸer̃tɨ	
11	310	seek, look for	kanštɨ	
11	320	find	əyttɨ; əytʸatɨ	
11	330	lose	ətšiyltɨ	
11	340	release, let go	esltɨ	
11	430	money	wux	
11	440	coin	ay wux	
11	510	rich	tasʸiŋ	
11	520	poor	nuša; šəkaŋ	
11	530	beggar	mʸet nuša	
11	540	avaricious, stingy	sʸakar̃	
11	610	lend	ar̃ɨntaya matɨ	
11	620	borrow	ar̃ɨntaya wutɨ	
11	630	owe	ar̃ɨntayɨŋa wəltɨ	
11	640	debt	ar̃ɨnta	
11	650	pay (vb)	suxuptatɨ	
11	660	account, reckoning	luŋtopsa	
11	770	hire	mita wutɨ	
11	780	wages	wux wutɨ	
11	790	earn	wux pənuttɨ	
11	810	buy	ləttɨ	
11	820	sell	tɨnɨtɨ	
11	830	trade, barter	tɨnɨyltɨ; tɨnɨsatɨ	
11	840	merchant	sʸor̃asxə	
11	850	market (place)	tɨnɨsatɨ taxi	
11	860	store, shop	lapka	
11	870	price	tɨn	
11	880	dear (costly, expensive)	tɨnaŋ	
11	890	cheap	tɨnlɨ	
11	910	share (distribute)	or̃ttɨ	
11	920	weigh	weskalatɨ	
12	10	after	yəxat; sʸaxa	
12	11	behind	yulta; yupʸiyn	
12	20	beside	puŋaln	
12	30	down, below	iln; il	
12	40	before	yeln; yelpiyn; sɨr̃iya	
12	41	front	xot yelpʸi	
12	50	inside, in	lɨpiyn	
12	60	outside	kamɨn	
12	70	under	iln	
12	80	up, above	numpiyn	
12	110	place	taxi	
12	120	put	puntɨ; lonʸsʸtɨ	
12	130	sit	omastɨ	
12	140	lie down	ultɨ	
12	150	stand	lolʸtɨ	
12	160	remain, stay	xasʸtɨ	
12	170	remains, left overs	xasʸum utat	
12	210	collect, gather	akattɨ	
12	212	pick up	nux almiyltɨ	
12	220	join, unite	pʸilattɨ	
12	230	separate	katna or̃ttɨ	
12	232	divide	or̃tti	
12	240	open	punštɨ	
12	250	shut, close	lap pʸenttɨ	
12	260	cover	laŋktɨ	
12	270	hide, conceal	sawitɨ; xanʸattɨ	
12	310	high	kar̃sʸ	
12	320	low	lel	
12	330	top	nux; tiy; num	
12	340	bottom	pat; patɨ	
12	350	end	olaŋ; yuwolaŋ	
12	352	pointed	pastɨ; tɨyaŋ	
12	353	edge	tɨy; xonaŋ	
12	360	side	pʸelak; puŋal	
12	370	middle, center	kutlup	
12	410	right (side)	yams pʸelɨk; yams pʸelka	
12	420	left (side)	puwa pʸelɨk; puwa pʸelka	
12	430	near (adv)	wana; wanan	
12	440	far (adv)	xuwa; xuwn	
12	450	east	xatl etti pʸelak	
12	460	west	kew pʸelak; xatl omastɨ pʸelak	
12	470	north	uwas	
12	480	south	num muw; num olaŋ	
12	530	grow	enumtɨ	
12	540	measure	ar̃talatɨ; mʸer̃attɨ	
12	550	large, big	wən; wulaŋ	
12	560	small, little	ay	
12	570	long	xuw	
12	580	tall	kar̃sʸ	
12	590	short	wan	
12	610	wide, broad	wutaŋ	
12	620	narrow	wasʸ; yer̃mat	
12	630	thick (in dimension)	kul	
12	650	thin (in dimension)	wasʸ	
12	670	deep	mal	
12	680	shallow	pantaŋ	
12	710	flat	lupsax	
12	730	straight	tuŋ	
12	740	crooked	yuwr̃a	
12	750	hook	kur̃k	
12	760	corner	suŋ	
12	770	cross	pʸer̃na	
12	780	square	nʸalsuŋup	
12	810	round	yeŋta	
12	820	circle	lak	
12	830	sphere, ball	yeŋta xɨr̃	
12	840	line	sʸur̃tmʸil	
12	850	hole	wus	
12	920	like, similar	sʸi xur̃asup	
12	930	change	pʸelattɨ	
13	0	zero, nothing	wonʸsʸal; nemultɨ	
13	10	one	i; iy; it	
13	20	two	kat; katn	
13	30	three	xəlum	
13	40	four	nʸal	
13	50	five	wʸet	
13	60	six	xət	
13	70	seven	lapat	
13	80	eight	nʸiwal	
13	90	nine	yar̃tʸyaŋ	
13	100	ten	yaŋ	
13	101	eleven	iyxusʸyaŋ	
13	102	twelve	katxusʸyaŋ	
13	103	fifteen	wetxusʸyaŋ	
13	104	twenty	xus	
13	105	hundred	sot	
13	106	thousand	sʸur̃as	
13	107	count	nux luŋatti	
13	140	every, all	kasʸiŋ; isat	
13	150	much, many	ar̃	
13	160	more	ar̃šik	
13	170	little (quantity), few	šimal	
13	180	enough	tar̃mal	
13	181	some	mattɨ; təxut; šimal	
13	190	multitude, crowd	ar̃at	
13	210	full	teliye; teknak; tekanman	
13	220	empty	tal	
13	230	part, piece	pʸelak; šəp	
13	240	half	pʸelak; šəp	
13	330	alone, only	i; iy; it; atelt; təp	Respectively: alone; only; the only, alone.; Respectively: alone; only; the only, alone.; Respectively: alone; only; the only, alone.; Respectively: alone; only; the only, alone.; Respectively: alone; only; the only, alone.
13	340	first	olaŋmʸit	
13	350	last	yuxat	
13	360	second	kʸimʸit	
13	380	two times	katpuš	
13	420	third	xəlmit	
13	440	three times	xəlmpuš	
14	110	time	mar̃; ar̃t; kem; pur̃a	
14	120	age	nəpat	
14	130	new	yilup	
14	140	young	aylat	
14	150	old	pir̃asʸ	
14	160	early	sɨr̃ɨ	
14	170	late	yəxat	
14	180	now	in; intam; welʸsʸi	
14	190	immediately	moxtɨ	
14	210	swift, fast, quick	pastɨ; kar̃kam	
14	220	slow	ayilta	
14	230	hasten, hurry	ter̃malatɨ	
14	240	retard, delay	an ter̃malatɨ	
14	250	begin, beginning	olaŋ; olŋaltɨ	
14	252	last, endure	muy wuš wəntɨ wəltɨ	
14	260	end (temporal)	yuwolaŋ	
14	270	finish	yetšuptatɨ; xultuptatɨ	
14	280	cease, stop	nux wulɨtɨ	
14	290	ready	yetšum	
14	310	always	isa pur̃ayn; kašiŋ pur̃ayn; ipuša; isat	First two forms mean 'always'; latter two forms mean 'forever'.; First two forms mean 'always'; latter two forms mean 'forever'.; First two forms mean 'always'; latter two forms mean 'forever'.; First two forms mean 'always'; latter two forms mean 'forever'.
14	320	often	wankutlɨ	
14	330	sometimes	təxal pur̃ayn	
14	331	soon	sor̃a	
14	332	long-time (for a)	xuw	
14	340	never	nemult pur̃ayn	
14	350	again	yilpa; pasʸi	
14	410	day	xatl	
14	420	night	at	
14	430	dawn	xənʸlʸ	
14	440	morning	alaŋ	
14	450	noon, midday	xatl kutlup	
14	451	afternoon	xatl kutlup yuwpʸi pur̃a	
14	460	evening	yet	
14	470	today	tamxatl	
14	480	tomorrow	xalewat	
14	481	day-after-tomorrow	paxatl	
14	490	yesterday	mulxatl	
14	491	day-before-yesterday	xəlmit xatl	
14	510	hour	sʸos	
14	530	clock, timepiece	sʸos	
14	610	week	lapat	
14	620	Sunday	r̃utʸsʸatɨ xatl	
14	630	Monday	lapat olaŋ xatl	
14	640	Tuesday	lapat kimit xatl	
14	650	Wednesday	lapat xəlmit xatl	
14	660	Thursday	lapat nʸalmit xatl	
14	670	Friday	lapat wʸetmit xatl	
14	680	Saturday	lapat xətmit xatl	
14	710	month	tɨlasʸ	
14	730	year	ol; tal	
14	740	winter	tal	
14	750	spring	towi	
14	760	summer	luŋ	
14	770	autumn	sus	
15	210	smell (vb intrans)	epattɨ	
15	212	sniff	epsatɨ	
15	220	smell (vb trans)	epsatɨ	
15	250	fragrant, good smelling	yam əplaŋ	
15	260	stinking, bad smelling	lɨyum	
15	310	taste	lawʸematɨ	
15	350	sweet	eplaŋ	
15	360	salty	sulaŋ	
15	370	bitter	wusʸr̃em; wusʸr̃emaŋ	
15	380	acid, sour	wusʸlum; šumum	
15	390	brackish	sulaŋšik	
15	410	hear	xəltɨ	
15	420	listen	xəlanttɨ	
15	440	sound, noise	sɨy	
15	450	loud	sɨyaŋ	
15	460	quiet, silence	sɨylɨ	
15	510	see	wanttɨ	
15	520	look, look at	wanttɨ	
15	550	show	alʸtɨ	
15	560	shine	wulitɨ; sur̃ttɨ	
15	570	bright	nuwi	
15	610	color	elup	
15	620	light (in color)	nuwi; etar̃	
15	630	dark (in color)	pitɨxur̃aspʸi	
15	640	white	nuwi; yeŋk	
15	650	black	pitɨ	
15	660	red	wur̃tɨ	
15	670	blue	etar̃xar̃ɨ	
15	680	green	wustɨ; nʸar̃ tur̃n	
15	690	yellow	wusʸlum; xoym lɨpat	
15	710	touch	ketmiyltɨ	
15	720	feel	malasʸlatɨ	
15	740	hard	susum; tak	
15	750	soft	lepat	
15	770	smooth	paylɨ	
15	780	sharp	pastɨ; tɨyn	
15	790	blunt, dull	nʸaš; tɨylɨ	
15	810	heavy	lawar̃t	
15	820	light (in weight)	kʸen	
15	830	wet, damp	yiŋkʸi	
15	840	dry	sor̃m	
15	850	hot	r̃uwaŋ; kawr̃um	
15	851	warm	mʸelk; xošm	
15	860	cold	isʸkʸi	
15	870	clean	sɨstam	
15	880	dirty, soiled	xəlaŋ	
16	180	good fortune, luck	uy	
16	190	misfortune, bad luck	šək	
16	230	joyful, glad, happy	amtaŋ; kašiŋ	
16	250	laugh	nʸaxtɨ	
16	251	smile	nʸax mulaŋa yuwanttɨ	
16	260	play	yunttɨ	
16	270	love	mosman taytɨ	
16	290	kiss	mosaltatɨ	
16	300	embrace	apalttɨ; apalmatɨ	
16	310	pain	kaši	
16	320	grief, sorrow, sadness	šək	
16	340	regret, be sorry	šalittɨ	
16	350	pity	šalʸ	
16	370	cry, weep	xollatɨ	
16	380	tear (noun)	sem yiŋk	
16	390	groan	eŋaltɨ	
16	420	anger	lɨk; kant; sam	
16	450	shame (noun)	yelem	
16	480	proud	yur̃aŋ	
16	520	brave	paltaplɨ	
16	530	fear, fright	paltɨ wʸer̃	
16	540	danger	paltap wʸer̃	
16	620	desire, want	laŋxatɨ	
16	622	choose	pir̃itɨ	
16	650	faithful	wʸesʸkat; šopaŋ	
16	660	true	wʸesʸkat; šop	
16	670	lie, tell lies	r̃oxpʸiyltɨ	
16	680	deceit	r̃oxpi	
16	710	good	yam	
16	720	bad	atum	
16	730	right, correct	tumtak; tuŋ; təs	
16	740	wrong	r̃oxpi; yowr̃a	
16	760	fault	wunawot	
16	770	mistake, error	yuwr̃a wʸer̃	
16	780	blame	lʸawtum	
16	790	praise	išiktɨ wer̃	
16	810	beautiful	wʸesʸiŋ	
16	820	ugly	xur̃aslɨ	
16	830	greedy	nʸelaŋ; sʸakar̃	
16	840	clever	nəmsaŋ; ušaŋ	
17	110	mind	nəmas; uš	
17	130	think (= reflect)	nəmastɨ	
17	140	think (= be of the opinion)	yama nəmastɨ	
17	150	believe	ewaltɨ	
17	160	understand	uša wʸer̃tɨ; uša wʸer̃iyltɨ	
17	170	know	wətɨ; wəylttɨ	
17	171	guess	nəmastɨ	
17	172	imitate	isʸitɨ wʸer̃tɨ	
17	190	idea, notion	nəmas; uš	
17	210	wise	nəmsaŋ	
17	220	foolish, stupid	utšam; ušlɨ	
17	230	insane, crazy	utšam; ušlɨ	
17	240	learn	wənltɨyltɨ	
17	242	study	uša wʸer̃tɨ	
17	250	teach	wənltatɨ	
17	260	pupil	wənltɨyltɨ nʸawr̃em	
17	270	teacher	nʸawr̃em wənltatɨ xoyat	
17	280	school	nʸawr̃em wənltatɨ xot	
17	310	remember	nəmtɨ	
17	320	forget	yur̃ematɨ	
17	360	secret	xanʸi	
17	410	intention, purpose	laŋxatɨ wʸer̃	
17	420	cause	muysar̃ pʸisʸ pata	
17	430	doubt	ant wətɨ wʸer̃	
17	440	suspect	ant wətɨ	
17	441	betray	yastatɨ; luptɨ; potar̃ttɨ	
17	450	need, necessity	mostɨ wʸer̃	
17	460	easy	ken	
17	470	difficult	lawar̃t	
17	480	try, attempt	wur̃atiyltɨ; ar̃talatɨ	
17	510	and	pa	
17	520	because	sʸi pata; sʸir̃n	
17	530	if	ki	
17	540	or	amuy	
17	550	yes, affirmative	sʸitɨ sʸi	
17	560	no, negative	anta; antum	
17	610	how?	xutɨ; xutɨsa; muy wur̃n; muy sʸir̃n	
17	620	how many?	muy ar̃at; muykʸem; kamn	
17	630	how much?	muy ar̃at; muykʸem; kamn	
17	640	what?	muy	
17	650	when?	xun	
17	660	where?	xota; xulta; xulʸsʸa	
17	670	which?	muysar̃; kamnmit	
17	680	who?	xoy	
17	690	why?	muy pata; muya	
18	110	voice	tur̃sɨy	
18	120	sing	ar̃ɨtɨ	
18	130	shout, cry out	uwtɨ; xʸiyitɨ	
18	150	whisper	wušitɨ	
18	160	mumble	lomʸitɨ	
18	170	whistle	šəxumtɨ	
18	180	shriek, screech	uwatti; uwti	
18	190	howl	or̃ʸiyltɨ	
18	210	speak, talk	potar̃ttɨ	
18	220	say	luptɨ	
18	222	speech (make a)	yasaŋ taytɨ	
18	230	silent (be)	xusta wəltɨ	
18	240	language	yasaŋ	
18	260	word	yasaŋ	
18	280	name	nem	
18	310	ask (question, inquire)	inʸsʸastɨ	
18	320	answer	yuxlɨ luptɨ	
18	350	ask, request	taka inʸsʸastɨ	
18	360	promise	yastatɨ	
18	370	refuse	at laŋxatɨ	
18	380	forbid	lap yer̃tti; lap yer̃tɨyltɨ	
18	410	call (=summon)	woxtɨ	
18	420	call (=name)	nemasatɨ; nemiyltɨ	
18	430	announce	yoxa luptɨ	
18	450	boast	iškasʸtɨ; or̃kasʸtɨ	
18	510	write	xanštɨ	
18	520	read	luŋatti	
18	560	paper	nepʸek	
18	570	pen	xanštɨ yux	
18	610	book	nepʸek	
18	740	rattle	ay ləŋxanʸsʸup	
19	110	country	muw	
19	120	one's native country	r̃ət muw; šəšɨ muw	
19	150	city, town	woš	
19	160	village	kər̃t	
19	210	people (populace)	yox; mʸir̃	
19	230	tribe, clan	r̃ət	
19	240	chief, chieftain	kəsʸa	
19	250	staff, walking stick	suwyux	
19	310	rule, govern	kəsʸaylɨtɨ	
19	410	master	kəsʸa	
19	430	servant	mʸitxə	
19	440	freeman	osa	
19	450	command, order	par̃ttɨ	
19	460	obey	lušittɨ	
19	470	let, permit	esltɨ	
19	510	friend, companion	ləxas	
19	520	enemy	wur̃ak	
19	540	neighbor	lepn wəltɨ xoyat	
19	550	stranger	paxoyat	
19	560	guest	moyŋ xoyat	
19	570	host	kəsʸa	
19	580	help, aid	nʸottɨ	
19	590	hinder, prevent	tur̃as wʸer̃tɨ	
19	610	custom	pisʸ; pisʸit	
19	620	strife, quarrel	wur̃asʸtɨ wʸer̃; lʸawattɨ wʸer̃	
19	630	conspiracy, plot	wur̃ak wʸer̃	
19	650	meet	yesʸalt wəyttɨ	
19	720	prostitute	posar̃	
20	110	fight (vb)	nʸul wʸeltɨ	
20	130	war, battle	lalʸ	
20	140	peace	lalʸlɨ wəlupsɨ	
20	210	weapons, arms	puškan	
20	240	bow	yəxal	
20	250	arrow	nʸul	
20	270	sword	altɨ kʸeši	
20	280	gun, cannon	puškan	
20	410	victory	nux pʸittɨ wʸer̃	
20	430	attack	lalʸ	
20	440	defend	lalistɨ	
20	450	retreat	yuxlɨ pʸela manɨyltɨ	
20	460	surrender	matɨ	
20	480	booty, spoils	wʸelpas	
20	490	ambush	xanʸemuman omastɨ	
20	510	fisherman	xul wʸelpaslatɨ xoyat	
20	520	fishhook	nʸaš	
20	530	fishing line	nʸaš kʸel	
20	540	fishnet	xolap	
20	550	fish trap	mʸerʸoša	
20	610	hunt	wʸelpaslatɨ	
20	620	shoot	puškan esltɨ	
20	630	miss (target)	moxtɨ esltɨ	
20	640	trap (noun)	sesɨ; kar̃tsesɨ	
20	650	trap (vb)	katltɨ; kar̃tsesiyn wʸeltɨ	
21	110	law	sakkon	
21	150	court	sut	
21	160	judge (vb)	sutʸittɨ	
21	180	judge (noun)	sut xoyat	
21	250	oath	yastopsa	
21	310	accuse	wunawota luptɨ	
21	320	condemn	wunawota luptɨ	
21	330	convict (vb)	wunawota luptɨ	
21	340	acquit	tuŋa luŋattɨ	
21	350	guilty	wunawot	
21	360	innocent	wunawot taklɨ	
21	380	fine	aštr̃ap	
21	390	prison, jail	tʸur̃ʸma xot	
21	420	murder	wʸeltɨ wʸer̃	
21	430	adultery	posar̃	
21	460	arson	wusʸittɨ wʸer̃; tuta lapattɨ wʸer̃	
21	510	steal	lolumtɨ	
21	520	thief	lolmax	
22	110	religion	tər̃um wʸer̃	
22	120	God	tər̃um	
22	130	temple, church	yemaŋ xot; tər̃um xot	
22	140	altar	yemaŋ taxʸi	
22	150	sacrifice, offering	yir̃	
22	160	worship	ux puntɨ	
22	170	pray	poyiksʸatɨ	
22	180	priest	pup	
22	190	holy, sacred	yemaŋ	
22	220	preach	wənltatɨ	
22	230	bless	yama luptɨ	
22	240	curse	tekattɨ	
22	310	heaven	tər̃umxar̃	
22	350	demon (evil spirit)	kulʸ	
22	370	idol	ləŋx	
22	420	magic, witchcraft, sorcery	sʸar̃tut	
22	430	sorcerer, witch	sʸar̃tne	
22	450	ghost, phantom	yisxur̃	
