chapter_id	entry_id	meaning	Selkup_Phonemic	comment
12	50	inside, in	šʸünʸčʸoḳɨt	
12	60	outside	ponæ	
12	70	under	ɨlḳɨn	
12	80	up, above	pɔr̃oḳɨn	
12	110	place	təttɨ; koptɨ	
12	120	put	pinḳo	
12	130	sit	ɔmtɨḳo	
12	140	lie down	ippɨḳo	
12	150	stand	nɨŋkɨḳo	
12	160	remain, stay	ḳalɨḳo	
12	170	remains, left overs	ḳalɨpɨlʸ	
12	210	collect, gather	taḳḳɨlḳo	
12	212	pick up	ɩnnæ iḳo	
12	213	pile up	teltɨḳo	
12	220	join, unite	næntɨ tokaltɨḳo	
12	230	separate	toiḳo	
12	232	divide	miḳɨlḳo	
12	240	open	nüḳo	
12	250	shut, close	taḳɨtɨḳo	
12	260	cover	tamtɨlḳo	
12	270	hide, conceal	ɛttɨḳo	
12	310	high	pir̃ḳɨ	
12	320	low	ḳɔptɨlʸ	
12	330	top	pɔr̃ɨ	
12	340	bottom	ɨlɨ	
12	350	end	čʸipɨ; tur̃iy; pontar̃	
12	352	pointed	ɔŋsɨmɨlʸ; minɨtɨlʸ	
12	353	edge	ɔŋtɨ	
12	360	side	ḳö; pelæk	
12	370	middle, center	čʸontoḳɨlʸ	
12	410	right (side)	tɔtɨlʸ; tɔtɨk	
12	420	left (side)	kɛtɨkælʸ	
12	430	near (adv)	tɛtɨčʸaŋ	
12	440	far (adv)	kuntaḳɨn	
12	450	east	pülʸ pelæk	
12	460	west	čʸelɨntɨ patɨr̃mo; sæḳḳɨlʸ təttɨ	
12	470	north	takkɨlʸ təttɨ; takkɨlʸ pelæk; takkɨ	
12	480	south	nennælʸ təttɨ; nennælʸ pelæktɨ; nennæ	
12	530	grow	sočʸɨḳo; mɛr̃ḳɨ ɛsɨḳo	Respectively: about plants; about children.; Respectively: about plants; about children.
12	540	measure	mɔntɨḳo	
12	541	span, fathom	tɩ	
12	550	large, big	mɛr̃ḳɨ	
12	560	small, little	kɨpa	
12	570	long	čʸumpɨlʸ	
12	580	tall	pir̃ḳɨlʸ	
12	590	short	ḳɔmɨčʸalʸ	
12	610	wide, broad	tɔntɨlʸ	
12	620	narrow	čʸɛsɨlʸ	
12	630	thick (in dimension)	nʸaŋtɨlʸ	
12	650	thin (in dimension)	čʸoptɨlʸ	
12	670	deep	ḳor̃æ; ḳor̃æ ɛtɨlʸ	
12	680	shallow	kɨpɛmɨya; ašʸšʸa ḳor̃æ	
12	710	flat	nur̃ḳɨlʸ	
12	730	straight	nur̃ḳɨlʸ	
12	740	crooked	lʸaḳḳɨlʸ	
12	750	hook	kotɨ; ɨtḳɨ	
12	760	corner	šʸæŋæ	
12	770	cross	pir̃nʸa	
12	810	round	kolʸalʸ	
12	820	circle	kolʸa	
12	830	sphere, ball	puŋḳolʸa	
12	840	line	kor̃ælʸta	
12	850	hole	mü	
12	920	like, similar	pütɨntɨlʸ	
12	930	change	mɔlɨḳo	
13	0	zero, nothing	nolʸ; čʸæŋkɨptælʸ ɔnɨltɨ	
13	10	one	ukkɨr̃	
13	20	two	šʸittɨ	
13	30	three	nɔkɨr̃	
13	40	four	tɛttɨ	
13	50	five	sompɨla	
13	60	six	muktɨt	
13	70	seven	selʸčʸɨ	
13	80	eight	šʸittɨ čʸæŋkɨtɨlʸ köt	
13	90	nine	ukkɨr̃ čʸæŋkɨtɨlʸ köt	
13	100	ten	köt	
13	101	eleven	ukkɨr̃ kəlʸ köt	
13	102	twelve	šʸittɨ kəlʸ köt	
13	103	fifteen	sompɨla kəlʸ köt	
13	104	twenty	šʸittɨsar̃	
13	105	hundred	ton	
13	106	thousand	köt ton	
13	107	count	toḳɨltɨḳo	
13	140	every, all	istamɨy; isay; muntɨk	
13	150	much, many	kočʸčʸɨ	
13	160	more	pušʸšʸæ	
13	170	little (quantity), few	ḳɔnak	
13	180	enough	nɔtsepɨ; sepɨk	
13	181	some	kɨpɛka	
13	190	multitude, crowd	ḳumɨlʸmɨ	
13	210	full	tɩr̃ɨtɨpɨlʸ; mukɨltɩr̃ɨlʸ	
13	220	empty	šʸünʸčʸɨpɨlʸ	
13	230	part, piece	pelæk	
13	240	half	pelæk	
13	330	alone, only	laka	
13	340	first	ukolʸ; posukolʸ	
13	350	last	čʸipɨnɨlʸ	
13	360	second	šʸittɨmtælɨlʸ; šʸittælɨlʸ	
13	370	pair	šʸittæḳɩ	
13	380	two times	šʸittɨmtæl; šʸittæl	
13	420	third	nɔkɨr̃ɨmtælɨlʸ; nɔkɨr̃tælɨlʸ	
13	440	three times	nɔkɨr̃ɨmtæl; nɔkɨr̃tæl	
14	130	new	šʸentɨ	
14	140	young	ilʸmatɨlʸ	
14	150	old	mentælʸ	
14	160	early	ḳar̃ɨn	
14	170	late	ütɨn; pin	Respectively: in the evening; at night.; Respectively: in the evening; at night.
14	180	now	tɩ; ɛmpæ	
14	190	immediately	pullæ	
14	210	swift, fast, quick	kɛnpɨtɨlʸ; čʸatkɨsɨmɨlʸ	
14	220	slow	čʸontɨkɨtɨlʸ	
14	230	hasten, hurry	čʸækaptɨḳo	
14	240	retard, delay	ašʸšʸa čʸækaptɨḳo	
14	250	begin, beginning	ukɨtaltɨḳo; olɨmḳo	
14	260	end (temporal)	čʸipɨ	
14	270	finish	tur̃tɨḳo; šʸünʸčʸɨptɨḳo	
14	280	cease, stop	ḳɨḳɨlḳa	
14	290	ready	olampɨlʸ	
14	310	always	meltɨ	
14	320	often	pelæk	
14	330	sometimes	kolɨk	
14	331	soon	ɛmpæ; čʸɛŋ	
14	332	long-time (for a)	ḳuntɨ	
14	340	never	kušʸšʸan ašʸšʸa	
14	350	again	očʸɨk; očʸɨšʸak	
14	410	day	čʸelɨ	
14	420	night	pin; lɨpɨḳɨn	
14	430	dawn	ḳar̃ɨlʸ kɛntɨ	
14	440	morning	ḳar̃ɨ	
14	450	noon, midday	čʸelɨt čʸɔntɨ	
14	460	evening	ütɨn	
14	470	today	tap čʸelɨ	
14	480	tomorrow	tælɨ	
14	481	day-after-tomorrow	nattoy čʸelɨ	
14	490	yesterday	tælʸ čʸelɨ	
14	491	day-before-yesterday	ukolʸ čʸelɨ	
14	510	hour	čʸas	
14	530	clock, timepiece	čʸassa	
14	610	week	selʸčʸɨ čʸelɨ; nedelʸa	
14	620	Sunday	selʸčʸɨmtælɨlʸ čʸelɨ nedelʸaḳɨn	
14	630	Monday	posukokɨlʸ čʸelɨ nedelʸaḳɨn	
14	640	Tuesday	šʸittɨmtælɨlʸ čʸelɨ nedelʸaḳɨn	
14	650	Wednesday	nɔkɨr̃ɨmtælɨlʸ čʸelɨ nedelʸaḳɨn	
14	660	Thursday	tɛttɨmtælɨlʸ čʸelɨ nedelʸaḳɨn	
14	670	Friday	sompɨlamtælɨlʸ čʸelɨ nedelʸaḳɨn	
14	680	Saturday	muktɨntælɨlʸ čʸelɨ nedelʸaḳɨn	
14	710	month	ir̃atɨ	
14	730	year	po	
14	740	winter	kə	
14	750	spring	üttɨ	
14	760	summer	taŋɨ	
14	770	autumn	ar̃a	
15	210	smell (vb intrans)	aptalḳo	
15	212	sniff	tɩnalḳo	
15	220	smell (vb trans)	aptɨr̃ḳo	
15	250	fragrant, good smelling	soma aptɨlʸ	
15	260	stinking, bad smelling	ḳošʸtɨlʸ aptɨlʸ	
15	350	sweet	nʸunitɨlʸ	
15	360	salty	šʸæḳɨlʸ	
15	370	bitter	par̃r̃ɨnnilʸ	
15	380	acid, sour	par̃r̃ɨnnilʸ	
15	390	brackish	šʸæḳɨlɔḳɨlʸ	
15	410	hear	üŋtɨḳo	
15	420	listen	üŋkɨltɨḳo	
15	440	sound, noise	čʸar̃ɨ; sümɨ	
15	450	loud	čʸar̃ɨsɨmɨlʸ	
15	460	quiet, silence	sümɨkɔlɨŋ ɛŋa	
15	510	see	ḳontɨr̃ḳo	
15	520	look, look at	mannɨmpɨḳo	
15	550	show	atɨltɨḳo	
15	560	shine	ḳɛtɨmpɨḳo	
15	570	bright	čʸelɨŋpɨtɨlʸ	
15	620	light (in color)	ḳalʸmɨlʸ	
15	630	dark (in color)	lɨpɨḳɨlʸ	
15	640	white	sər̃ɨ	
15	650	black	šʸæḳɨ	
15	660	red	nʸar̃ḳɨ	
15	670	blue	nor̃ælʸ	
15	680	green	patɨlʸ	
15	690	yellow	patɨlʸ	
15	710	touch	ḳatɨḳo	
15	712	pinch	niŋkɨlḳo	
15	720	feel	ḳatɨḳo	
15	740	hard	talɨḳɨlʸ	
15	750	soft	nʸamɨḳɨlʸ	
15	770	smooth	nur̃ḳɨlʸ	
15	780	sharp	ɔŋsɨmɨlʸ; minɨtɨlʸ	
15	790	blunt, dull	ɔŋkɨtɨlʸ	
15	810	heavy	sɛttɨmɨlʸ	
15	820	light (in weight)	šʸepɨlʸ	
15	830	wet, damp	nišʸḳɨmɔtpɨlʸ; čʸentalʸ	
15	840	dry	tɛkɨpɨlʸ	
15	850	hot	pötpɨlʸ	
15	851	warm	pötpɨlʸ; lɨsɨḳɛŋ ɛŋa	
15	860	cold	ḳoŋḳɨlʸ	
15	870	clean	tɛšʸaŋpɨlʸ	
15	880	dirty, soiled	tamɨlʸ	
15	890	wrinkled	tar̃sɨr̃ɨmpɨtɨlʸ	
16	110	soul, spirit	ilsan	
16	150	surprised, astonished	aḳlɨmɔttɨlʸ	
16	180	good fortune, luck	kɨ	
16	190	misfortune, bad luck	tor̃æ	
16	230	joyful, glad, happy	ɔntalpɨtɨlʸ	
16	250	laugh	pisɨšʸḳo	
16	251	smile	pisaltɨmpɨḳo	
16	260	play	sɔntɨr̃ḳo	
16	270	love	kɨkɨḳo	
16	290	kiss	nitɨḳo	
16	300	embrace	ḳɔmalḳo	
16	310	pain	čʸüma	
16	320	grief, sorrow, sadness	kekkɨ	
16	330	anxiety, worry	ɛsa	
16	340	regret, be sorry	sɨḳɨlʸaiŋḳo	
16	370	cry, weep	čʸur̃ɨḳo	
16	380	tear (noun)	sayɨn üt	
16	390	groan	nir̃ɨḳo	
16	410	hate	ḳümɨḳo	
16	420	anger	nenʸa	
16	440	envy, jealousy	ḳɔčʸɨptæ	
16	450	shame (noun)	šʸor̃ɨ	
16	520	brave	or̃ɨpɨlʸ; ɛnɨkunʸčʸɨtɨlʸ	
16	530	fear, fright	ɛnta; ɛnɨptæ	
16	540	danger	ɛntapoḳɨ; ɛnɨḳo	
16	620	desire, want	ɛsɨlta	
16	622	choose	wɨbor̃aiŋḳo	
16	650	faithful	ür̃omɨntɨ; tɔtɨk	
16	660	true	ɔnšʸünʸčʸɨk	
16	670	lie, tell lies	molmɨttɨḳo	
16	680	deceit	molmɨ	
16	690	forgive	ɛmɨltɨḳo	
16	710	good	soma	
16	720	bad	ḳošʸtɨlʸ	
16	730	right, correct	ür̃omɨntɨlʸ	
16	740	wrong	molmɨlʸ	
16	760	fault	ür̃ɨ	
16	770	mistake, error	ür̃kɨptæ	
16	780	blame	totɨptæ	
16	790	praise	somar̃sɨptæ	
16	810	beautiful	kur̃assɨmɨlʸ	
16	820	ugly	ašʸšʸa kur̃assɨmɨlʸ	
16	830	greedy	panʸčʸɨpɨlʸ	
16	840	clever	tənɨsɨmɨlʸ	
17	110	mind	tənɨ	
17	130	think (= reflect)	tənɨr̃pɨḳo	
17	140	think (= be of the opinion)	tənɨr̃pɨḳo	
17	150	believe	ɛtɨŋḳo	
17	160	understand	tənɨmɨḳo	
17	170	know	tənɨmɨḳo	
17	171	guess	tənɨr̃pɨḳo	
17	190	idea, notion	tənɨ	
17	210	wise	tənɨsɨmɨlʸ; mutɨr̃ʸonɨlʸ; ḳətɨsɨmɨlʸ	
17	220	foolish, stupid	tənɨkɨtɨlʸ; mɔmaka	
17	230	insane, crazy	olɨkɨtɨlʸ	
17	240	learn	učʸɨttɨḳo	
17	242	study	učʸɨŋḳo; tantaltɨḳo	
17	250	teach	učʸɨŋḳo; tantaltɨḳo	
17	260	pupil	učʸɨttɨlʸ iya	
17	270	teacher	učʸɨčʸɨlɨlʸ ima	
17	280	school	škola	
17	310	remember	tənaptɨḳo	
17	320	forget	ɛmɨltɨḳo; ɛmɨltɨḳɔlamḳo	
17	340	clear, plain	tənɨmɨla	
17	350	obscure	əšʸšʸa tənɨmɨla	
17	360	secret	tɔmɨlʸ	
17	370	sure, certain	anɨlʸ	
17	380	explain	atɨltɨḳo	
17	410	intention, purpose	ɛsɨmpa	
17	420	cause	ür̃ɨ	
17	440	suspect	ḳompɨḳo	
17	450	need, necessity	nɔtna	
17	460	easy	šʸepɨlʸ; olɨk	
17	470	difficult	sɛttɨmetɨlʸ	
17	480	try, attempt	saŋaḳo	
17	510	and	ay	
17	520	because	mitɨ	
17	530	if	ḳatamol; ḳata; čʸɔlsæ	
17	540	or	ḳay	
17	550	yes, affirmative	nɩlʸčʸɨk; nɩlʸčʸɨlʸ	
17	560	no, negative	čʸæŋka; ašʸšʸa; ašʸ; ɨkɨ; čʸæ; ni	First example: 'no'; following words are negative particles.; First example: 'no'; following words are negative particles.; First example: 'no'; following words are negative particles.; First example: 'no'; following words are negative particles.; First example: 'no'; following words are negative particles.; First example: 'no'; following words are negative particles.
17	610	how?	kuttar̃; ḳæntɨk	
17	620	how many?	kušʸšʸak; kušʸšʸalʸ	
17	630	how much?	kušʸšʸak; kušʸšʸalʸ	
17	640	what?	ḳay	
17	650	when?	kušʸšʸaḳɨn	
17	660	where?	kun; kučʸčʸæ; ku	Respectively: situation; moving to; moving to.; Respectively: situation; moving to; moving to.; Respectively: situation; moving to; moving to.
17	670	which?	ḳayɨlʸ	
17	680	who?	kutɨ; kutɨka	
17	690	why?	ḳa	
18	110	voice	čʸar̃ɨ; sümɨ	
18	120	sing	sumpɨḳo; kolʸmɨttɨḳo	
18	130	shout, cry out	laŋkɨšʸḳo; laŋkalʸḳo	
18	150	whisper	sʸapsɨmpɨḳo	
18	160	mumble	kekkɨsa mulaltɨḳo	
18	170	whistle	kükɨmpɨḳo; kükɨr̃ḳo	
18	180	shriek, screech	čʸar̃ɨsæ laŋkɨšʸḳo	
18	190	howl	lulɨmpɨḳo	
18	210	speak, talk	mulaltɨḳo; kɛtɨḳo	
18	211	stutter, stammer	mumɨlɨmpɨḳo	
18	220	say	koŋɨmpɨḳo	
18	221	tell story	koŋaltɨḳo	
18	222	speech (make a)	kɛtɨḳo	
18	230	silent (be)	taŋaltɨmpɨḳo	
18	240	language	ətɨ	
18	260	word	ətɨ	
18	280	name	nɩm	
18	310	ask (question, inquire)	soḳɨnʸčʸɨḳo	
18	320	answer	kɛtɨḳo	
18	350	ask, request	mɔtɨr̃ḳo; čʸɨtɨḳo	
18	360	promise	čʸaptɨḳo	
18	410	call (=summon)	ḳɛr̃ɨḳo	
18	420	call (=name)	nɩmtɨḳo	
18	450	boast	somar̃sɨmpɨḳo	
18	510	write	nɛkɨr̃ḳo	
18	520	read	toḳɨltɨḳo	
18	560	paper	nɛkɨr̃	
18	610	book	toḳɨltɨpsɔtɨlʸ nɛkɨr̃	
18	720	drum	nuŋa	Refers to a tambourine type of drum.
18	730	horn, trumpet	tur̃pa	
18	740	rattle	kuŋɨr̃a; mumlalʸ kəsɨlʸa; mumlalʸ kəsɨllaka	
19	110	country	ḳadar̃; pontar̃; təttɨ	
19	120	one's native country	r̃odina	
19	150	city, town	ḳəttɨ	
19	160	village	šʸimalʸa; mɔtɨlʸmɨ	
19	210	people (populace)	tamtɨr̃	
19	230	tribe, clan	tamtɨr̃	
19	240	chief, chieftain	ḳok	
19	250	staff, walking stick	tür̃ɨ	
19	310	rule, govern	ḳoḳɨlpɨḳo	
19	320	king, ruler	ɔmtɨlʸ ḳok	
19	450	command, order	ḳur̃altɨmpɨḳo; ḳur̃altɨḳo	
19	460	obey	üŋkɨltɨmpɨḳo	
19	470	let, permit	tomḳo	
19	510	friend, companion	lʸaḳḳa	
19	520	enemy	molmɨsɨmɨlʸ ḳup	
19	540	neighbor	ḳöḳɨn ilɨntɨy ḳup	
19	550	stranger	mɛnɨlʸ; wɛnɨlʸ	
19	570	host	nʸušʸɨ	
19	580	help, aid	peltɨḳo	
19	590	hinder, prevent	taḳɨtɨmpɨḳo	
19	610	custom	šʸer̃tɨ	
19	620	strife, quarrel	antɨptæ	
19	650	meet	čʸetɨḳo	
19	720	prostitute	ḳolma	
20	110	fight (vb)	müttɨḳo; ḳəttɨḳo	
20	130	war, battle	mütɨ	
20	140	peace	mir̃	
20	150	army	ar̃miya; müttɨntɨlʸ ḳumɨlʸmɨ	
20	170	soldier	soldat; müttɨntɨlʸ ḳum	
20	210	weapons, arms	pušʸkan	
20	240	bow	ɨntɨ	
20	250	arrow	koma; tɨšʸšʸa	
20	260	spear	taḳa	
20	280	gun, cannon	pušʸkan	
20	440	defend	ɔttɨḳo	
20	471	guard, sentinel	tor̃ɨšʸ	
20	510	fisherman	ḳəlɨčʸčʸɨlʸ ḳum	
20	520	fishhook	nup	
20	540	fishnet	poḳḳɨ	
20	560	bait	tüt	
20	610	hunt	sur̃ɨšʸḳo	
20	620	shoot	čʸüntɨḳo; čʸattɨḳo	
20	630	miss (target)	nʸunir̃ɨḳo	
20	640	trap (noun)	čʸaŋkɨ	
20	650	trap (vb)	čʸaŋkɨtɨḳo	
21	110	law	ür̃ɨ	
21	360	innocent	kuŋɛtɨlʸ	
21	390	prison, jail	wastr̃ok	
21	420	murder	ḳəttæ	
21	510	steal	telɨḳo	
21	520	thief	telɨtɨlʸ ḳum	
22	120	God	nom	
22	130	temple, church	nulʸ mɔt	
22	150	sacrifice, offering	ḳossɨ	
22	170	pray	nomtɨ omtɨttɨḳo	
22	180	priest	pɔčʸka	
22	310	heaven	nom	
22	350	demon (evil spirit)	losɨ	Has meaning of 'devil'.
22	370	idol	por̃ḳæ	
