chapter_id	entry_id	meaning	Hungarian_Standard	Hungarian_Phonemic	comment
9	261	broken	tört; törött; megtört	tört; törött; megtört	
9	270	split	hasít; hasogat; feloszt; hasad	hašiit; hašogat; felost; hašad	
9	280	tear	tép	teep	
9	290	flay, skin	megnyúz; lehánt	megɲuuz; lehaant	
9	310	rub, wipe	dörzöl	dörzöl	
9	320	stretch	megnyúyt	megɲuuyt	
9	330	pull	húz	huuz	
9	340	spread out	leterít; megterít	leteriit; megteriit	
9	341	hang up	felakaszt	felakast	
9	342	press	nyom; szorít	ɲom; soriit	
9	343	squeeze, wring	saytol	šaytol	
9	350	pour	önt; ömlik	önt; ömlik	Respectively: transitive verb; intransitive.; Respectively: transitive verb; intransitive.
9	360	wash	mos; mosdik	moš; mošdik	
9	370	sweep	söpör; elsodor	šöpör; elšodor	
9	380	broom	seprű; rekettye	šeprüü; rekettʸe	Respectively: 'broom; gorse, furse'.; Respectively: 'broom; gorse, furse'.
9	422	tool	szerszám	sersaam	
9	430	carpenter	ácz	aač	
9	440	build	épít	eepiit	
9	460	bore	fúr; fúródik	fuur; fuuroodik	
9	461	hollow out	váy; üregessé tesz	waay; üregeššee tes	
9	480	saw	fűrész	füürees	
9	490	hammer	kalapácz	kalapaač	
9	500	nail	szeg	seg	
9	560	glue	ragasztó; enyv	ragastoo; eɲw	
9	600	smith, blacksmith	kovácz	kowaač	
9	610	forge	kováczol	kowaačol	
9	620	anvil	üllő	üllöö	
9	630	cast (metals)	önt	önt	
9	640	gold	arany	araɲ	
9	650	silver	ezüst	ezüšt	
9	660	copper, bronze	vörösréz; bronz	wöröšreez; bronz	
9	670	iron	vas	waš	
9	680	lead (noun)	ólom	oolom	
9	690	tin, tinplate	ón	oon	
9	710	potter	fazekas	fazekaš	
9	720	mold (clay etc)	formál; mintáz	formaal; mintaaz	
9	730	clay	agyag	adʸag	
9	740	glass	üveg	üweg	
9	750	weave, plait	fon	fon	
9	760	basket	kosár	košaar	
9	770	mat	gyékény	dʸeekeeɲ	
9	771	rug	szőnyeg	sööɲeg	
9	780	netbag	háló	haaloo	
9	790	fan (noun)	legyező	ledʸezöö	
9	791	fan (vb)	fúy	fuuy	
9	810	carve	farag	farag	
9	820	sculptor	szobrász	sobraas	
9	830	statue	szobor	sobor	
9	840	chisel	véső	weešöö	
9	880	paint (noun)	szín; festék	siin; fešteek	
9	890	paint (vb)	fest; mázol	fešt; maazol	
10	110	move	mozdít; mozgat	mozdiit; mozgat	
10	120	turn over	fordul; felborít	fordul; felboriit	
10	130	turn around	megfordít	megfordiit	
10	140	wind, wrap	czavar; sodor; fon; beczavar	čawar; šodor; fon; bečawar	
10	150	roll	felczavar; gördül	felčawar; gördül	
10	160	drop (vb)	luyt	luyt	
10	170	twist	elfordit; sodor; kavar	elfordit; šodor; kawar	
10	210	rise	száll; felkel	saall; felkel	
10	220	raise, lift	emel	emel	
10	230	fall	esik	ešik	
10	240	drip	czepereg	čepereg	
10	250	throw	dob; vet	dob; wet	
10	252	catch (ball)	igyekszik; hayszol	idʸeksik; haysol	
10	260	shake	ráz	raaz	
10	320	flow	folyik; ömlik	folʸik; ömlik	
10	330	sink	befűt	befüüt	
10	340	float	úszik; fürdik	uusik; fürdik	
10	350	swim	úszik	uusik	
10	351	dive	merül; bemerül	merül; bemerül	
10	352	splash	fröczköl	fröčköl	
10	360	sail (vb)	hayózik	hayoozik	
10	370	fly (vb)	repül	repül	
10	380	blow	fúy	fuuy	
10	410	creep, crawl	mászik; kúszik	maasik; kuusik	
10	412	kneel	letérdel; térdepel	leteerdel; teerdepel	
10	413	crouch	guggol	guggol	
10	420	slide, slip	besurran	bešurran	
10	430	jump, leap	ugrik	ugrik	
10	431	kick	rúg	ruug	
10	440	dance	tancól	tanc̷ool	
10	450	walk	sétál; megy	šeetaal; medʸ	
10	451	limp	sántít	šaantiit	
10	460	run	fut; szalad	fut; salad	
10	470	go	megy; lesz	medʸ; les	
10	471	go up	felkel; feláll	felkel; felaall	
10	472	climb	mászik	maasik	
10	473	go down	alá; lemegy	alaa; lemedʸ	
10	474	go out	kimegy	kimedʸ	
10	480	come	yön; megy; kerül	yön; medʸ; kerül	
10	481	come back	viszszatér; megyön	wissateer; megyön	
10	490	go away, depart	elmegy; eltávozik	elmedʸ; eltaawozik	
10	491	disappear	eltűnik	eltüünik	
10	510	flee	menekül; elfüt	menekül; elfüt	
10	520	follow	követ	köwet	
10	530	pursue	üldöz	üldöz	
10	550	reach, arrive	érkezik; yön	eerkezik; yön	
10	560	approach	közeledik; közeleg	közeledik; közeleg	
10	570	enter	beyön; bemegy	beyön; bemedʸ	
10	610	carry (bear)	hord	hord	
10	612	carry-in-hand	kézben visz	keezben wis	
10	613	carry-on-shoulder	vállon visz	waallon wis	
10	614	carry-on-head	a feyén visz	a feyeen wis	
10	615	carry-underarm	a hóna alatt visz	a hoona alatt wis	
10	620	bring	hoz	hoz	
10	630	send	küld	küld	
10	640	lead (vb)	vezet	wezet	
10	650	drive	vezet; hayt	wezet; hayt	
10	660	ride	lovagol	lowagol	
10	670	push, shove	halaszt; lök	halast; lök	
10	710	road	út	uut	
10	720	path	út; ösvény	uut; öšweeɲ	
10	740	bridge	híd	hiid	
10	750	carriage, wagon, cart	koczi; hintó; vagon	koči; hintoo; wagon	
10	760	wheel	kerék	kereek	
10	770	axle	tengely	tengelʸ	
10	780	yoke	yárom; iga	yaarom; iga	
10	810	ship	hayó	hayoo	
10	830	boat	czónak	čoonak	
10	831	canoe	kayak; kenu	kayak; kenu	
10	832	outrigger	inga	inga	
10	840	raft	tutay	tutay	
10	850	oar	evező	ewezöö	
10	851	paddle (noun)	evező	ewezöö	
10	852	row (vb)	evez	ewez	
10	860	rudder	kormány	kormaaɲ	
10	870	mast	árboc	aarboc̷	
10	880	sail (noun)	vitorla	witorla	
10	890	anchor	horgony	horgoɲ	
10	910	harbor, port	kikötő	kikötöö	
10	920	land (vb)	kiszáll; leszáll	kisaall; lesaall	
11	110	have	van	wan	nekem wan 'I have'; walakinek wan 'somebody has'.
11	120	own, possess	birtokol	birtokol	
11	130	take	vesz	wes	
11	140	seize, grasp	elegendő	elegendöö	
11	150	hold	tart	tart	
11	160	get, obtain	megkap; kap	megkap; kap	
11	170	keep, retain	gondoz; tart; rendelkezik	gondoz; tart; rendelkezik	
11	180	thing	ügy; dolog; eset	üdʸ; dolog; ešet	
11	210	give	ad; yuttat	ad; yuttat	
11	220	give back	viszszád	wissaad	
11	240	preserve, look after	őriz; megőriz	ööriz; megööriz	
11	250	save, rescue	óv; véd	oow; weed	
11	270	destroy	elpusztít; tönkretesz	elpustiit; tönkretes	
11	280	harm, injure, damage	árt	aart	
11	310	seek, look for	keres	kereš	
11	320	find	talál	talaal	
11	330	lose	elveszít; veszít	elwesiit; wesiit	
11	340	release, let go	elereszt	elerest	
11	430	money	pénz	peenz	
11	440	coin	ércpénz; pénzarab	eerc̷peenz; peenzarab	
11	510	rich	gazdag	gazdag	
11	520	poor	szegény	segeeɲ	
11	530	beggar	koldus	kolduš	
11	540	avaricious, stingy	önző; kapzsi	önzöö; kapži	
11	610	lend	ítél	iiteel	
11	620	borrow	elfolgal	elfolgal	
11	630	owe	tartozik	tartozik	
11	640	debt	adósság	adooššaag	
11	650	pay (vb)	fizet	fizet	
11	660	account, reckoning	számla; számítás	saamla; saamiitaaš	
11	690	tax, tribute	fizetés; díy	fizeteeš; diiy	
11	770	hire	kibérel; felfogad	kibeerel; felfogad	
11	780	wages	fizetés; bér	fizeteeš; beer	
11	790	earn	keres	kereš	
11	810	buy	vásárol	waašaarol	
11	820	sell	elad	elad	
11	830	trade, barter	kereskedik	kereškedik	
11	840	merchant	kereskedő	kereškedöö	
11	850	market (place)	vásár; piac	waašaar; piac̷	
11	860	store, shop	bolt; kereskedés; üzlet	bolt; kereškedeeš; üzlet	
11	870	price	ár	aar	
11	880	dear (costly, expensive)	drága	draaga	
11	890	cheap	olczó	olčoo	
11	910	share (distribute)	eloszt	elost	
11	920	weigh	nyom; megmér	ɲom; megmeer	
12	10	after	után	utaan	
12	11	behind	mögött	mögött	
12	20	beside	mellett	mellett	
12	30	down, below	alá le; alatt	alaa le; alatt	Respectively: moving to; situation.; Respectively: moving to; situation.
12	40	before	egykor; előtt	edʸkor; elöött	Respectively: adverb; postposition.; Respectively: adverb; postposition.
12	41	front	előtt; homlokzat; első	elöött; homlokzat; elšöö	Respectively: postposition 'in front of'; 'facade'; adjective 'front, first'.; Respectively: postposition 'in front of'; 'facade'; adjective 'front, first'.; Respectively: postposition 'in front of'; 'facade'; adjective 'front, first'.
12	50	inside, in	bent; belseyében	bent; belšeyeeben	
12	60	outside	kívül	kiiwül	
12	70	under	alul; alatt; alá	alul; alatt; alaa	Respectively: situation; moving to.; Respectively: situation; moving to.; Respectively: situation; moving to.
12	80	up, above	fel; felett	fel; felett	
12	110	place	hely; tér	helʸ; teer	
12	120	put	tesz; helyez	tes; helʸez	
12	130	sit	ül	ül	
12	140	lie down	fekszik	feksik	
12	150	stand	áll	aall	
12	160	remain, stay	marad	marad	
12	170	remains, left overs	maradékek	maradeekek	
12	210	collect, gather	gyűyt; szed	dʸüüyt; sed	
12	212	pick up	emel	emel	
12	213	pile up	halmoz	halmoz	
12	220	join, unite	egyesül; gyűl	edʸešül; dʸüül	
12	230	separate	elválaszt	elwaalast	
12	232	divide	eloszt	elost	
12	240	open	nyit; megnyit	ɲit; megɲit	
12	250	shut, close	zár; czuk	zaar; čuk	
12	260	cover	befed; bevon	befed; bewon	
12	270	hide, conceal	reyteget; fed	reyteget; fed	
12	310	high	magas	magaš	
12	320	low	alaczony	alačoɲ	
12	330	top	czúcz; tető	čuuč; tetöö	
12	340	bottom	fenék	feneek	
12	350	end	vég	weeg	
12	352	pointed	éles	eeleš	
12	353	edge	hegy; éle	hedʸ; eele	
12	360	side	oldal	oldal	
12	370	middle, center	középső; központ	közeepšöö; központ	
12	410	right (side)	yobb	yobb	
12	420	left (side)	bal	bal	
12	430	near (adv)	közel	közel	
12	440	far (adv)	meszsze; távol	messe; taawol	
12	450	east	kelet	kelet	
12	460	west	nyugat	ɲugat	
12	470	north	észak	eesak	
12	480	south	dél	deel	
12	530	grow	nő	nöö	
12	540	measure	mér	meer	
12	541	span, fathom	arasz; százseny	aras; saažeɲ	
12	550	large, big	nagy	nadʸ	
12	560	small, little	kis; kiczi	kiš; kiči	
12	570	long	hoszszú	hossuu	
12	580	tall	magas	magaš	
12	590	short	rövid	röwid	
12	610	wide, broad	széles	seeleš	
12	620	narrow	szűk; keskeny	süük; keškeɲ	
12	630	thick (in dimension)	vastag	waštag	
12	650	thin (in dimension)	vékony	weekoɲ	
12	670	deep	mély	meelʸ	
12	680	shallow	apró	aproo	
12	710	flat	sík; sima	šiik; šima	
12	730	straight	egyenes	edʸeneš	
12	740	crooked	görbe; ferde	görbe; ferde	
12	750	hook	kampó	kampoo	
12	760	corner	sarok	šarok	
12	770	cross	kereszt	kerest	
12	780	square	négyzet	needʸzet	
12	810	round	kerek	kerek	
12	820	circle	kör	kör	
12	830	sphere, ball	labda	labda	
12	840	line	vonal	wonal	
12	850	hole	lyuk; rés	lʸuk; reeš	
12	920	like, similar	ugyanolyan; hasonló	udʸanolʸan; hašonloo	
12	930	change	változás; vált	waaltozaaš; waalt	
13	0	zero, nothing	nulla; semmi	nulla; šemmi	
13	10	one	egy	edʸ	
13	20	two	kettő; két	kettöö; keet	
13	30	three	három; hárma-	haarom; haarma-	
13	40	four	négy	needʸ	
13	50	five	öt	öt	
13	60	six	hat	hat	
13	70	seven	hét; hete-	heet; hete-	
13	80	eight	nyolc	ɲolc̷	
13	90	nine	kilenc	kilenc̷	
13	100	ten	tíz; tize-	tiiz; tize-	
13	101	eleven	tizenegy	tizenedʸ	
13	102	twelve	tizenkettő; tizenkét	tizenkettöö; tizenkeet	
13	103	fifteen	tizenöt	tizenöt	
13	104	twenty	húsz; husza-	huus; husa-	
13	105	hundred	száz	saaz	
13	106	thousand	ezer; ezre-	ezer; ezre-	
13	107	count	számol	saamol	
13	140	every, all	minden; mindenki; mind	minden; mindenki; mind	
13	150	much, many	sok	šok	
13	160	more	több	több	
13	170	little (quantity), few	kevés; valami	keweeš; walami	
13	180	enough	alaposan; nagyon	alapošan; nadʸon	
13	181	some	néhány; egyes	neehaaɲ; edʸeš	
13	190	multitude, crowd	sokaság; tömeg	šokašaag; tömeg	
13	210	full	telt; tele	telt; tele	
13	220	empty	üres	üreš	
13	230	part, piece	rész	rees	
13	240	half	fél	feel	
13	330	alone, only	egyedül; egyetlen; czak; czupán	edʸedül; edʸetlen; čak; čupaan	
13	340	first	első	elšöö	
13	350	last	utolsó	utolšoo	
13	360	second	egymás; második	edʸmaaš; maašodik	
13	370	pair	pár	paar	
13	380	two times	kettőször	kettöösör	
13	420	third	harmadik	harmadik	
13	440	three times	haromzor	haromzor	
14	110	time	idő	idöö	
14	120	age	kor	kor	
14	130	new	úy	uuy	
14	140	young	fiatal	fiatal	
14	150	old	öreg	öreg	
14	160	early	kóran; yókor	kooran; yookor	
14	170	late	későn	keešöön	
14	180	now	most	mošt	
14	190	immediately	azonnal; rögtön	azonnal; rögtön	
14	210	swift, fast, quick	gyors; fürge; rohamos	dʸorš; fürge; rohamoš	
14	220	slow	lassú; lomha	laššuu; lomha	
14	230	hasten, hurry	siet; igyekszik	šiet; idʸeksik	
14	240	retard, delay	lassít	laššiit	
14	250	begin, beginning	kezd; kezdet	kezd; kezdet	
14	252	last, endure	bír	biir	
14	260	end (temporal)	vég	weeg	
14	270	finish	végez	weegez	
14	280	cease, stop	abbahagy	abbahadʸ	
14	290	ready	kész	kees	
14	310	always	mindig; mindenkor	mindig; mindenkor	
14	320	often	gyakran	dʸakran	
14	330	sometimes	valamikor	walamikor	
14	331	soon	mindyárt	mindyaart	
14	332	long-time (for a)	sokáig	šokaaig	
14	340	never	soha	šoha	
14	350	again	megint; pedig	megint; pedig	
14	410	day	nap	nap	Also means 'sun' 01.520.
14	420	night	éy	eey	
14	430	dawn	napkelte; haynal	napkelte; haynal	
14	440	morning	reggel	reggel	
14	450	noon, midday	dél	deel	
14	451	afternoon	délután	deelutaan	
14	460	evening	este	ešte	
14	470	today	ma	ma	
14	480	tomorrow	holnap	holnap	
14	481	day-after-tomorrow	holnapután	holnaputaan	
14	490	yesterday	tegnap	tegnap	
14	491	day-before-yesterday	tegnapelőtt	tegnapelöött	
14	510	hour	óra	oora	
14	530	clock, timepiece	óra	oora	
14	610	week	hét	heet	
14	620	Sunday	vasárnap	wašaarnap	
14	630	Monday	hétfő	heetföö	
14	640	Tuesday	kedd	kedd	
14	650	Wednesday	szerda	serda	
14	660	Thursday	czütörtök	čütörtök	
14	670	Friday	péntek	peentek	
14	680	Saturday	szombat	sombat	
14	710	month	hónap	hoonap	
14	730	year	év	eew	
14	740	winter	tél	teel	
14	750	spring	tavasz	tawas	
14	760	summer	nyár	ɲaar	
14	770	autumn	ösz	ös	
14	780	season	évszak	eewsak	
15	210	smell (vb intrans)	illatozik	illatozik	
15	212	sniff	szagol; szagolgat	sagol; sagolgat	
15	220	smell (vb trans)	szagol	sagol	
15	250	fragrant, good smelling	illatos	illatoš	
15	260	stinking, bad smelling	bűzös; büdös	büüzöš; büdöš	
15	310	taste	ízlel	iizlel	
15	350	sweet	édes; yóízű	eedeš; yooiizüü	
15	360	salty	sós	šooš	
15	370	bitter	keserű	kešerüü	
15	380	acid, sour	savanyú	šawaɲuu	
15	390	brackish	kissé sós	kiššee šooš	
15	410	hear	hall	hall	
15	420	listen	hallgat	hallgat	
15	440	sound, noise	hang	hang	
15	450	loud	nagyhangú	nadʸhanguu	
15	460	quiet, silence	czend; nyugalom	čend; ɲugalom	
15	510	see	lát	laat	
15	520	look, look at	néz	neez	
15	550	show	mutat	mutat	
15	560	shine	fénylik	feeɲlik	
15	570	bright	világos	wilaagoš	
15	610	color	szín	siin	
15	620	light (in color)	világos	wilaagoš	
15	630	dark (in color)	sötét	šöteet	
15	640	white	fehér	feheer	
15	650	black	fekete	fekete	
15	660	red	piros	piroš	
15	670	blue	kék	keek	
15	680	green	zöld	zöld	
15	690	yellow	sárga	šaarga	
15	710	touch	ér	eer	
15	712	pinch	megczíp	megčiip	
15	720	feel	tapogat; érez	tapogat; eerez	
15	740	hard	kemény	kemeeɲ	
15	750	soft	puha; lágy	puha; laadʸ	
15	760	rough	érdes	eerdeš	
15	770	smooth	sima	šima	
15	780	sharp	éles	eeleš	
15	790	blunt, dull	életlen; tompa	eeletlen; tompa	
15	810	heavy	nehéz	neheez	
15	820	light (in weight)	könnyű	könɲüü	
15	830	wet, damp	nedves; nyirkos	nedweš; ɲirkoš	
15	840	dry	száraz	saaraz	
15	850	hot	forró; tüzes	forroo; tüzeš	
15	851	warm	meleg	meleg	
15	860	cold	hideg	hideg	
15	870	clean	tiszta	tista	
15	880	dirty, soiled	piszkos; moczkos	piskoš; močkoš	
15	890	wrinkled	ráncos	raanc̷oš	
16	110	soul, spirit	lélek; szellem	leelek; sellem	
16	150	surprised, astonished	meglepődött; czodálkozó	meglepöödött; čodaalkozoo	
16	180	good fortune, luck	szerencze	serenče	
16	190	misfortune, bad luck	balsors	balšorš	
16	230	joyful, glad, happy	vidám; boldog	widaam; boldog	
16	250	laugh	nevet	newet	
16	251	smile	mosolyog	mošolʸog	
16	260	play	yátszik	yaatsik	
16	270	love	szeret; szerelem	seret; serelem	Respectively: verb; noun.; Respectively: verb; noun.
16	290	kiss	czókol	čookol	
16	300	embrace	megölel; átkarol	megölel; aatkarol	
16	310	pain	fáyás	faayaaš	
16	320	grief, sorrow, sadness	bánat; szomorúság	baanat; somoruušaag	
16	330	anxiety, worry	gondoskodás	gondoškodaaš	
16	340	regret, be sorry	saynál; bán	šaynaal; baan	
16	350	pity	részvét; saynálkozás	reesweet; šaynaalkozaaš	
16	370	cry, weep	sírdogál	šiirdogaal	
16	380	tear (noun)	könny	könɲ	
16	390	groan	nyög; nyöszörög; sóhaytozik	ɲög; ɲösörög; šoohaytozik	
16	410	hate	gyűlöl	dʸüülöl	
16	420	anger	gyűlölet	dʸüülölet	
16	440	envy, jealousy	irigység	iridʸšeeg	
16	450	shame (noun)	szégyen	seedʸen	
16	480	proud	kevély; büszke	keweelʸ; büske	
16	510	dare	mer; merészel	mer; mereesel	
16	520	brave	bátor	baator	
16	530	fear, fright	félelem	feelelem	
16	540	danger	veszély	weseelʸ	
16	620	desire, want	kíván; akar; kedve; tartya; szeret	kiiwaan; akar; kedwe; tartya; seret	
16	622	choose	választ	waalast	
16	630	hope	kívánság	kiiwaanšaag	
16	650	faithful	hű	hüü	
16	660	true	igazi; igaz	igazi; igaz	
16	670	lie, tell lies	hazudik	hazudik	
16	680	deceit	hazugság	hazugšaag	
16	690	forgive	megboczát	megbočaat	
16	710	good	yó; helyes	yoo; helʸeš	
16	720	bad	roszsz	ross	
16	730	right, correct	igaz; igazságos	igaz; igazšaagoš	
16	740	wrong	hamis; téves	hamiš; teeweš	
16	760	fault	hiba; felelősség	hiba; felelööššeeg	
16	770	mistake, error	hiba	hiba	
16	780	blame	szidás; dorgálás	sidaaš; dorgaalaaš	
16	790	praise	diczéret; diczőítés	dičeeret; dičööiiteeš	
16	810	beautiful	szép	seep	
16	820	ugly	czúnya	čuuɲa	
16	830	greedy	irigy	iridʸ	
16	840	clever	bölcz	bölč	
17	110	mind	esz	es	
17	130	think (= reflect)	gondolkozik; vél	gondolkozik; weel	
17	140	think (= be of the opinion)	gondol; vél	gondol; weel	
17	150	believe	hisz	his	
17	160	understand	ért; megért	eert; megeert	
17	170	know	tud; ismer	tud; išmer	
17	171	guess	feltételez; vél	felteetelez; weel	
17	172	imitate	utánoz; imitál	utaanoz; imitaal	
17	180	seem	látszik	laatsik	
17	190	idea, notion	gondolat; eszme; fogalom	gondolat; esme; fogalom	
17	210	wise	bölcz; okos	bölč; okoš	
17	220	foolish, stupid	ostoba; buta; hülye	oštoba; buta; hülʸe	
17	230	insane, crazy	bolond; őrult	bolond; öörult	
17	240	learn	tanul; megtanul	tanul; megtanul	
17	242	study	tanul	tanul	
17	250	teach	tanít; oktat	taniit; oktat	
17	260	pupil	tanuló	tanuloo	
17	270	teacher	tanító	taniitoo	
17	280	school	iskola	iškola	
17	310	remember	emlékszik	emleeksik	
17	320	forget	feleyt	feleyt	
17	340	clear, plain	világos	wilaagoš	
17	350	obscure	homályos	homaalʸoš	
17	360	secret	titkos	titkoš	
17	370	sure, certain	biztos	biztoš	
17	380	explain	magyaráz	madʸaraaz	
17	410	intention, purpose	szándék	saandeek	
17	420	cause	ok	ok	
17	430	doubt	kételkedik	keetelkedik	
17	440	suspect	kételkedik; gyanúsít	keetelkedik; dʸanuušiit	
17	441	betray	elárul; kiad	elaarul; kiad	
17	450	need, necessity	szükség	sükšeeg	
17	460	easy	könnyű; enyhe	könɲüü; eɲhe	
17	470	difficult	nehéz; bayos	neheez; bayoš	
17	480	try, attempt	próbál	proobaal	
17	490	way, manner	mód; elyárás	mood; elyaaraaš	
17	510	and	és	eeš	
17	520	because	mivel; mert	miwel; mert	
17	530	if	ha; hogyha	ha; hodʸha	
17	540	or	vagy	wadʸ	
17	550	yes, affirmative	igen; igenlő	igen; igenlöö	
17	560	no, negative	nem; tagadó	nem; tagadoo	
17	610	how?	hogy; hogyan	hodʸ; hodʸan	
17	620	how many?	hány; mennyi	haaɲ; menɲi	
17	630	how much?	hány; mennyi	haaɲ; menɲi	
17	640	what?	mi	mi	
17	650	when?	mikor	mikor	
17	660	where?	hová; hol	howaa; hol	Respectively: moving to; situation.; Respectively: moving to; situation.
17	670	which?	milyen	milʸen	
17	680	who?	ki	ki	
17	690	why?	miért	mieert	
18	110	voice	hang	hang	
18	120	sing	énekel	eenekel	
18	130	shout, cry out	kiált; kiabál	kiaalt; kiabaal	
18	150	whisper	súg	šuug	
18	160	mumble	mormog; motyog	mormog; motʸog	
18	170	whistle	fütyül	fütʸül	
18	180	shriek, screech	ordít; üvölt	ordiit; üwölt	
18	190	howl	vonít; üvölt	woniit; üwölt	
18	210	speak, talk	beszél; szól	beseel; sool	
18	211	stutter, stammer	dadog; hebeg	dadog; hebeg	
18	220	say	mond; szól	mond; sool	
18	221	tell story	beszél; mond	beseel; mond	
18	222	speech (make a)	beszédet mond	beseedet mond	
18	230	silent (be)	czendes	čendeš	
18	240	language	nyelv	ɲelw	
18	260	word	szó	soo	
18	280	name	név	neew	
18	310	ask (question, inquire)	kérdez	keerdez	
18	320	answer	felel; válaszol	felel; waalasol	
18	330	admit, confess	felismer; megismer; beismer	felišmer; megišmer; beišmer	
18	340	deny	tagad; letagad; kinyílik	tagad; letagad; kiɲiilik	
18	350	ask, request	kér; követel	keer; köwetel	
18	360	promise	ígér; megfogad	iigeer; megfogad	
18	370	refuse	vonakodik	wonakodik	
18	380	forbid	tilt; betilt	tilt; betilt	
18	390	rebuke, scold	szemrehányást ten	semrehaaɲaašt ten	
18	410	call (=summon)	hív; invitál	hiiw; inwitaal	
18	420	call (=name)	névén szólít	neeween sooliit	
18	430	announce	kihirdet	kihirdet	
18	440	threaten	fenyeget	feɲeget	
18	450	boast	diczekszik; kérkedik; henceg	dičeksik; keerkedik; henc̷eg	
18	510	write	ír	iir	
18	520	read	olvas	olwaš	
18	560	paper	papír	papiir	
18	570	pen	toll	toll	
18	610	book	könyv	köɲw	
18	670	poet	költő	költöö	
18	710	flute	fuvola	fuwola	
18	720	drum	dob	dob	
18	730	horn, trumpet	kürt; cző	kürt; čöö	
18	740	rattle	czörgő	čörgöö	
19	110	country	ország	orsaag	
19	120	one's native country	haza; szülőföld	haza; sülööföld	
19	150	city, town	város	waaroš	
19	160	village	falu	falu	
19	170	boundary	határ	hataar	
19	210	people (populace)	nép; nemzet	neep; nemzet	
19	230	tribe, clan	törzs; nemzetség	törž; nemzetšeeg	
19	240	chief, chieftain	vezér	wezeer	
19	250	staff, walking stick	bot; sétabot	bot; šeetabot	
19	310	rule, govern	kormányoz	kormaaɲoz	
19	320	king, ruler	király	kiraalʸ	
19	330	queen	királynő	kiraalʸnöö	
19	360	noble, nobleman	nemes	nemeš	
19	370	citizen, subject	állampolgár; polgár	aallampolgaar; polgaar	
19	410	master	gazda; úr	gazda; uur	
19	420	slave	rabszolga	rabsolga	
19	430	servant	szolga	solga	
19	440	freeman	szabad ember	sabad ember	
19	450	command, order	paranczol; felszólít	parančol; felsooliit	
19	460	obey	hallgat; engedelmeskedik	hallgat; engedelmeškedik	
19	470	let, permit	megenged	megenged	
19	510	friend, companion	barát; haver	baraat; hawer	
19	520	enemy	ellenség	ellenšeeg	
19	540	neighbor	szomszéd	somseed	
19	550	stranger	idegen	idegen	
19	560	guest	vendég	wendeeg	
19	570	host	gazda	gazda	
19	580	help, aid	segít; támogat	šegiit; taamogat	
19	590	hinder, prevent	zavar; megzavar; háborgat; akadályoz	zawar; megzawar; haaborgat; akadaalʸoz	
19	610	custom	mód; módszer	mood; moodser	
19	620	strife, quarrel	veszekedés; viszály; vita	wesekedeeš; wisaalʸ; wita	
19	630	conspiracy, plot	megigézés; rádvasás	megigeezeeš; raadwašaaš	
19	650	meet	talál	talaal	
19	720	prostitute	prostituált; kéynő	proštituaalt; keeynöö	
20	110	fight (vb)	harcol; küzöl	harc̷ol; küzöl	
20	130	war, battle	háború	haaboruu	
20	140	peace	béke	beeke	
20	150	army	had; sereg	had; šereg	
20	170	soldier	katona	katona	
20	210	weapons, arms	fegyver	fedʸwer	
20	220	club	gombostű	gomboštüü	
20	222	battle-ax	harcibárcl	harc̷ibaarc̷l	
20	230	sling	parittya	parittʸa	
20	240	bow	íy	iiy	
20	250	arrow	nyíl	ɲiil	
20	260	spear	kopya; dárda	kopya; daarda	
20	270	sword	kard	kard	
20	280	gun, cannon	fegyver; ágyú; löveg	fedʸwer; aadʸuu; löweg	
20	310	armor (defensive)	páncél	paanc̷eel	
20	330	helmet	sisak	šišak	
20	340	shield	payzs	payž	
20	350	fortress	erőd	erööd	
20	360	tower	torony	toroɲ	
20	410	victory	gyözelem	dʸözelem	
20	420	defeat	vereség; eltalálás; rárohan	werešeeg; eltalaalaaš; raarohan	
20	430	attack	támadás; roham	taamadaaš; roham	
20	440	defend	óv; megóv; véd	oow; megoow; weed	
20	450	retreat	viszszalép; hátralép	wissaleep; haatraleep	
20	460	surrender	átad; átenged	aatad; aatenged	
20	470	captive, prisoner	fogoly; rab	fogolʸ; rab	
20	471	guard, sentinel	őr; örszem	öör; örsem	
20	480	booty, spoils	hadizsákmány	hadižaakmaaɲ	
20	490	ambush	czapda	čapda	
20	510	fisherman	halász	halaas	
20	520	fishhook	horog	horog	
20	530	fishing line	horgászzsineg	horgaasžineg	
20	540	fishnet	halászháló	halaashaaloo	
20	550	fish trap	veszszővarsa	wessööwarša	
20	560	bait	czalétek; nyereség; haszon	čaleetek; ɲerešeeg; hason	
20	610	hunt	vadászik	wadaasik	
20	620	shoot	lő	löö	
20	630	miss (target)	elhibázza acélt	elhibaazza ac̷eelt	
20	640	trap (noun)	czapda; kelepce	čapda; kelepc̷e	
20	650	trap (vb)	czapdába eyt	čapdaaba eyt	
21	110	law	törvény; yog	törweeɲ; yog	
21	150	court	törvényszék; bíróság	törweeɲseek; biiroošaag	
21	160	judge (vb)	elétél; véleményt	eleeteel; weelemeeɲt	
21	170	judgment	ítélét	iiteeleet	
21	180	judge (noun)	bíró	biiroo	
21	210	plaintiff	felperes; panaszos	felpereš; panasoš	
21	220	defendant	alperes	alpereš	
21	230	witness	tanú	tanuu	
21	240	swear	esküt tesz	ešküt tes	
21	250	oath	eskü	eškü	
21	310	accuse	vádat emel	waadat emel	
21	320	condemn	eltél; ítél	elteel; iiteel	
