chapter_id	entry_id	meaning	Komi_Phonemic	comment
10	472	climb	kaynɩ; kavšasʸnɩ	
10	473	go down	ledzčɩnɩ; kɩvtnɩ	
10	474	go out	petnɩ	
10	480	come	loknɩ; vonɩ	
10	481	come back	bör̃ vonɩ; bör̃ loknɩ	
10	490	go away, depart	petnɩ	
10	491	disappear	vošnɩ; dzebsyasʸnɩ	
10	510	flee	pɩšyɩnɩ	
10	520	follow	vidzödnɩ; kɩyödnɩ	
10	530	pursue	vötödnɩ; vötlɩsʸnɩ	
10	550	reach, arrive	vonɩ; loknɩ	
10	560	approach	matɩstčɩnɩ; sibödčɩnɩ	
10	570	enter	pɩr̃nɩ	
10	610	carry (bear)	nunɩ; novlödlɩnɩ	
10	612	carry-in-hand	ki vɩlɩn novlödlɩnɩ	
10	613	carry-on-shoulder	čelʸčom vɩlɩn novlödlɩnɩ	
10	614	carry-on-head	yur̃ vɩlɩn novlɩnɩ	
10	615	carry-underarm	kinyaulɩn novlɩnɩ; kinyaulɩn novlödaɩnɩ	
10	620	bring	vaynɩ	
10	630	send	ɩstɩnɩ; mödönɩ	
10	640	lead (vb)	nuödnɩ; nunɩ	
10	650	drive	vötlɩnɩ; gönitödnɩ	
10	660	ride	ver̃zʸömön munnɩ	
10	670	push, shove	toyɩštnɩ; yötkɩštnɩ	
10	710	road	tuy	
10	720	path	or̃dɩm	
10	740	bridge	pos	
10	750	carriage, wagon, cart	telega	
10	760	wheel	kölesa	
10	770	axle	čör̃s	
10	780	yoke	sšyös	
10	810	ship	kör̃ablʸ	
10	830	boat	pɩž	
10	831	canoe	baydar̃ka	
10	840	raft	pur̃	
10	850	oar	pelɩs	
10	851	paddle (noun)	öpasnöy pelɩs	
10	852	row (vb)	sɩnnɩ	
10	860	rudder	r̃ulʸ	
10	870	mast	mačta; šolga	
10	880	sail (noun)	par̃us	
10	890	anchor	yakör̃	
10	910	harbor, port	por̃t; özɩn	
10	920	land (vb)	meččɩnɩ; petnɩ	
11	110	have	em	
11	120	own, possess	as ulɩn kutnɩ; kiɩn kutnɩ	
11	130	take	bosʸtnɩ	
11	140	seize, grasp	kvatitnɩ; tšapnitnɩ	
11	150	hold	kutnɩ; vidznɩ	
11	160	get, obtain	sudzödnɩ	
11	170	keep, retain	vidznɩ	
11	180	thing	embur̃	
11	210	give	setnɩ	
11	220	give back	setnɩ; bör̃ setnɩ	
11	240	preserve, look after	töždɩsʸnɩ; vidznɩ	
11	250	save, rescue	mezdɩnɩ	
11	270	destroy	bɩr̃ödnɩ; kisʸtnɩ; žugödnɩ	
11	280	harm, injure, damage	lyok ker̃nɩ; lyok vöčnɩ	
11	310	seek, look for	kor̃sʸnɩ; kor̃sʸɩsʸnɩ	
11	320	find	addzɩnɩ	
11	330	lose	voštɩnɩ	
11	340	release, let go	ledznɩ	
11	430	money	sʸöm	
11	440	coin	kör̃t sʸöm	
11	510	rich	ozɩr̃	
11	520	poor	gölʸ	
11	530	beggar	kor̃ɩsʸ	
11	540	avaricious, stingy	točɩd; gor̃š	
11	610	lend	udždɩnɩ; vodzösön semnɩ	
11	620	borrow	udždɩnɩ; vodzösavnɩ	
11	630	owe	lonɩ	
11	640	debt	udžyös; vodzös	
11	650	pay (vb)	mɩntɩnɩ; mɩntɩsʸnɩ	
11	660	account, reckoning	lɩd; tšöt	
11	690	tax, tribute	vot	
11	770	hire	medavnɩ	
11	780	wages	udždon	
11	790	earn	nažövitnɩ	
11	810	buy	nʸöbnɩ; bosʸtnɩ	
11	820	sell	vizavnɩ	
11	830	trade, barter	vizasʸnɩ	
11	840	merchant	vizasʸɩsʸ	
11	850	market (place)	bazar̃	
11	860	store, shop	lavka	
11	870	price	don	
11	880	dear (costly, expensive)	dona	
11	890	cheap	dontöm	
11	910	share (distribute)	yuknɩ	
11	920	weigh	vesitnɩ	
12	10	after	bör̃ɩn; bör̃ti	
12	11	behind	sayö; sayɩn	
12	20	beside	dinɩn; ber̃dɩn	
12	30	down, below	ulö; ulɩn	
12	40	before	vodzɩn	
12	41	front	vodz	
12	50	inside, in	pövstö; pɩtškɩn	
12	60	outside	or̃tsɩn; bokɩn	
12	70	under	ulɩn	
12	80	up, above	vɩlɩn	
12	110	place	in; mesta	
12	120	put	puktɩnɩ; suvtödnɩ	
12	130	sit	puxavnɩ	
12	140	lie down	kuylɩnɩ	
12	150	stand	sulavnɩ	
12	160	remain, stay	kolʸččɩnɩ	
12	170	remains, left overs	kolyas; šɩblas	
12	210	collect, gather	čukör̃tni; botnɩ	
12	212	pick up	leptɩnɩ	
12	213	pile up	ötčukör̃ö puktavnɩ	
12	220	join, unite	ötlaödnɩ; yitnɩ	
12	230	separate	tor̃yödnɩ	
12	232	divide	yukkɩ	
12	240	open	vosʸtnɩ	
12	250	shut, close	pödlavnɩ; tupkɩnɩ	
12	260	cover	vevttʸɩnɩ; šebr̃avnɩ	
12	270	hide, conceal	dzebnɩ; dzeblavnɩ	
12	310	high	džudžɩd; kuzʸ	
12	320	low	lyapkɩd; ičöt	
12	330	top	vɩv; yɩv	
12	340	bottom	pɩdös	
12	350	end	pom; dor̃	
12	352	pointed	yos yɩla; yosʸ	
12	353	edge	dor̃; bok	
12	360	side	bok; gug	
12	370	middle, center	šör̃	
12	410	right (side)	vesʸkɩdvɩv; vesʸkɩd	
12	420	left (side)	šuygalador̃; šuyga	
12	430	near (adv)	matɩn	
12	440	far (adv)	ɩlɩn	
12	450	east	asɩv; asɩvvɩv	
12	460	west	r̃ɩt; r̃ɩtɩv; r̃ɩtɩvvɩv	
12	470	north	voy; voyvɩv	
12	480	south	lun; lunvɩv	
12	530	grow	bɩdmɩnɩ	
12	540	measure	mur̃tavnɩ	
12	541	span, fathom	vesʸt; sɩv	
12	550	large, big	ɩdžɩd	
12	560	small, little	ičöt	
12	570	long	kuzʸ	
12	580	tall	džudžɩd	
12	590	short	dženʸɩd	
12	610	wide, broad	pasʸkɩd; ɩdžɩd	
12	620	narrow	vekni; uzeskɩd	
12	630	thick (in dimension)	kɩz	
12	650	thin (in dimension)	vösni	
12	670	deep	džudžɩd	
12	680	shallow	posni; lyapkɩd	
12	710	flat	plavkös	
12	730	straight	vesʸkɩd	
12	740	crooked	čuklya; pölös	
12	750	hook	kr̃uk	
12	760	corner	pelʸös; ser̃ög	
12	770	cross	kr̃est	
12	780	square	kvadr̃at	
12	810	round	gögr̃ös	
12	820	circle	kɩtš	
12	830	sphere, ball	šar̃	
12	840	line	vizʸ	
12	850	hole	r̃ozʸ	
12	920	like, similar	kodʸ; syama; noga	
12	930	change	vežnɩ; vežlavnɩ	
13	0	zero, nothing	nulʸ; ninöm abu	
13	10	one	öti; ötik	
13	20	two	kɩk	
13	30	three	kuim	
13	40	four	nyolʸ	
13	50	five	vit	
13	60	six	kvayt	
13	70	seven	sizim	
13	80	eight	kökyamɩs	
13	90	nine	ökmɩs	
13	100	ten	das	
13	101	eleven	das öti	
13	102	twelve	das kɩk	
13	103	fifteen	das vit	
13	104	twenty	kɩzʸ	
13	105	hundred	syo	
13	106	thousand	syur̃s	
13	107	count	lɩddʸɩnɩ; ar̃tavnɩ	
13	140	every, all	bɩd; bɩdön; stav	
13	150	much, many	una; yona	
13	160	more	undžɩk; yondžɩka	
13	170	little (quantity), few	etša; neuna	
13	180	enough	tɩr̃mɩmön	
13	181	some	mɩykö mɩnda; mɩytakö	
13	190	multitude, crowd	zev una; pomtöm	
13	210	full	tɩr̃; tɩr̃a	
13	220	empty	tɩr̃töm; kuš	
13	230	part, piece	yukön; tor̃	
13	240	half	dožɩn	
13	330	alone, only	ötkön; ötnam; ötka	
13	340	first	medvoddza	
13	350	last	medbör̃ya	
13	360	second	möd	
13	370	pair	goz; kɩk	
13	380	two times	kɩkɩsʸ; kɩk pöv	
13	420	third	koymöd	
13	440	three times	kuimɩsʸ; kuim čöv	
14	110	time	kad	
14	120	age	ar̃lɩd	
14	130	new	vɩlʸ	
14	140	young	tom	
14	150	old	pör̃ɩsʸ	
14	160	early	vodz	
14	170	late	syor̃ön; syor̃	
14	180	now	öni	
14	190	immediately	pɩr̃; dzik pɩr̃; pɩr̃ɩsʸ-pɩr̃	
14	210	swift, fast, quick	vizuv; ter̃ɩb	
14	220	slow	nʸöžmɩd	
14	230	hasten, hurry	ter̃masʸnɩ	
14	240	retard, delay	nyužmasʸnɩ	
14	250	begin, beginning	zavoditnɩ; gondɩnɩ; pannɩ	
14	252	last, endure	kɩssʸɩnɩ; nyužavnɩ	
14	260	end (temporal)	pom	
14	270	finish	pomavnɩ; eštödnɩ	
14	280	cease, stop	dugdɩnɩ; enovtčɩnɩ	
14	290	ready	dasʸ	
14	310	always	pɩr̃; vek	
14	320	often	tšökɩda	
14	330	sometimes	muköd dɩr̃yi; kor̃syur̃ö	
14	331	soon	ödyö; r̃egɩd	
14	332	long-time (for a)	dɩr̃; kuzya	
14	340	never	nekor̃	
14	350	again	bar̃a; vɩlʸɩsʸ	
14	410	day	lun	
14	420	night	voy	
14	430	dawn	kɩa; yugan kad	
14	440	morning	asɩv; asɩvvodz	
14	450	noon, midday	lun šör̃; lun šör̃ kad	
14	451	afternoon	lunšör̃ bör̃ɩn	
14	460	evening	r̃ɩt	
14	470	today	talun	
14	480	tomorrow	asku	
14	481	day-after-tomorrow	askomɩsʸ	
14	490	yesterday	tör̃ɩt	
14	491	day-before-yesterday	voydör̃lun	
14	510	hour	čas; kad	
14	530	clock, timepiece	časi	
14	610	week	vežön	
14	620	Sunday	vöskr̃esennʸö; vežalun	
14	630	Monday	vɩlʸlun	
14	640	Tuesday	votor̃nik	
14	650	Wednesday	ser̃eda	
14	660	Thursday	četver̃g	
14	670	Friday	pekniča	
14	680	Saturday	suböta	
14	710	month	tölɩsʸ	
14	730	year	vo	
14	740	winter	töv	
14	750	spring	tulɩs	
14	760	summer	gožöm	
14	770	autumn	ar̃	
14	780	season	volön kad	
15	210	smell (vb intrans)	kɩvnɩ; petnɩ	
15	212	sniff	isavnɩ	
15	220	smell (vb trans)	isavnɩ	
15	250	fragrant, good smelling	čöskɩd duka; čöskɩd kör̃a	
15	260	stinking, bad smelling	lyok duka; lyok kör̃a	
15	310	taste	vidlɩnɩ	
15	350	sweet	yumov	
15	360	salty	sola	
15	370	bitter	kur̃ɩd	
15	380	acid, sour	šoma	
15	390	brackish	solakodʸ	
15	410	hear	kɩvnɩ; kɩvlɩnɩ	
15	420	listen	kɩvzɩnnɩ	
15	440	sound, noise	šɩ; gor̃	
15	450	loud	gor̃a	
15	460	quiet, silence	lönʸ; čövlun	
15	510	see	addzɩnɩ; addzɩvnɩ	
15	520	look, look at	vidzödnɩ	
15	550	show	petködlɩnɩ	
15	560	shine	dzir̃davnɩ	
15	570	bright	yugɩd; dzir̃dalan	
15	610	color	r̃öm	
15	620	light (in color)	yugɩd	
15	630	dark (in color)	pemɩd r̃öma; sʸödov	
15	640	white	edžɩd	
15	650	black	sʸöd	
15	660	red	gör̃d; don	
15	670	blue	löz; kelʸɩd löz	
15	680	green	vež; tur̃unviž	
15	690	yellow	viž; kolʸkviž	
15	710	touch	vör̃ödnɩ	
15	712	pinch	čeplyavnɩ; čepölʸtnɩ	
15	720	feel	kɩvnɩ	
15	740	hard	čor̃ɩd	
15	750	soft	nebɩd	
15	760	rough	sar̃öga	
15	770	smooth	šɩlʸɩd; molʸɩd	
15	780	sharp	lečɩd; yosʸ	
15	790	blunt, dull	nɩž	
15	810	heavy	sʸökɩd	
15	820	light (in weight)	kokni; koknʸɩd	
15	830	wet, damp	kötasʸöm; va; ulʸ	
15	840	dry	kos	
15	850	hot	pösʸ	
15	851	warm	šonɩd	
15	860	cold	ködzɩd	
15	870	clean	söstöm; södz	
15	880	dirty, soiled	nyayt; sʸöd	
15	890	wrinkled	čukɩr̃ösʸ	
16	110	soul, spirit	lov; sʸölöm	
16	150	surprised, astonished	čuymöm	
16	180	good fortune, luck	šud	
16	190	misfortune, bad luck	šog	
16	230	joyful, glad, happy	nimkodʸ; dolɩd	
16	250	laugh	ser̃avnɩ	
16	251	smile	nyumyavnɩ	
16	260	play	vor̃snɩ	
16	270	love	r̃adeytöm; r̃adeytnɩ	
16	290	kiss	okavnɩ	
16	300	embrace	kutlɩnɩ	
16	310	pain	doy	
16	320	grief, sorrow, sadness	šog	
16	330	anxiety, worry	töždɩsʸöm	
16	340	regret, be sorry	žalitnɩ; kaitčɩnɩ	
16	350	pity	žalitan; žalʸ	
16	370	cry, weep	bör̃dnɩ	
16	380	tear (noun)	sinva	
16	390	groan	oyzɩnɩ; r̃užtɩnɩ	
16	410	hate	mustömtnɩ; lög petöm	
16	420	anger	lyok; lög	
16	440	envy, jealousy	vežögtöm	
16	450	shame (noun)	yandzim	
16	480	proud	tšap; ɩkša	
16	510	dare	lɩsʸtnɩ	
16	520	brave	povtöm	
16	530	fear, fright	polöm	
16	540	danger	lyok; lyoktor̃	
16	620	desire, want	okotitnɩ; kovnɩ	
16	622	choose	bör̃yɩnɩ	
16	630	hope	nadeya; lača	
16	650	faithful	vesʸkɩd	
16	660	true	vesʸkɩd	
16	670	lie, tell lies	ɩlödčɩnɩ	
16	680	deceit	ɩlödčöm	
16	690	forgive	pr̃östitnɩ	
16	710	good	bur̃; lösʸɩd	
16	720	bad	lyok; omölʸ	
16	730	right, correct	vesʸkɩd	
16	740	wrong	nelyučki; abu vesʸkɩd	
16	760	fault	mɩž	
16	770	mistake, error	tor̃ksʸöm; sor̃sʸöm	
16	780	blame	vöypöm; čir̃ɩštöm	
16	790	praise	ošköm	
16	810	beautiful	zev miča	
16	820	ugly	misʸtöm	
16	830	greedy	gor̃š; gor̃šasʸɩsʸ	
16	840	clever	vežör̃a; syusʸ	
17	110	mind	vežör̃; mɩvkɩd	
17	130	think (= reflect)	mövpavnɩ	
17	140	think (= be of the opinion)	čaytnɩ	
17	150	believe	eskɩnɩ	
17	160	understand	gögör̃vonɩ	
17	170	know	tödnɩ	
17	171	guess	tödnɩ	
17	172	imitate	sɩnog vöčnɩ	
17	180	seem	kažitgɩnɩ	
17	190	idea, notion	tögöm	
17	210	wise	ɩdžɩd; syusʸ	
17	220	foolish, stupid	yöy; vežör̃töm; ičöt vežör̃a	
17	230	insane, crazy	yöy; yöytalɩsʸ	
17	240	learn	velödgɩnɩ	
17	242	study	velödnö; tödmavnɩ; tuyavnɩ	
17	250	teach	velödnɩ	
17	260	pupil	velödgɩsʸ	
17	270	teacher	velödɩsʸ	
17	280	school	velödganin	
17	310	remember	töd vɩlɩn kutnɩ	
17	320	forget	vunödžɩ; vunnɩ	
17	340	clear, plain	yugɩd; sin yor̃an	
17	350	obscure	pemɩd	
17	360	secret	gusya; sayödöm	
17	370	sure, certain	vesʸkɩd	
17	380	explain	visʸtavnɩ; gögör̃voödnɩ	
17	410	intention, purpose	kösyöm	
17	420	cause	mog; pomka	
17	430	doubt	mayšasʸöm	
17	440	suspect	mayšasʸnɩ	
17	441	betray	setnɩ	
17	450	need, necessity	gölʸlun	
17	460	easy	kokni; koknɩd	
17	470	difficult	sʸökɩd	
17	480	try, attempt	vidlɩnɩ; vidlavnɩ	
17	490	way, manner	nog; syam	
17	510	and	i; da	
17	520	because	sɩ vösna; sɩ ponda	
17	530	if	kö	
17	540	or	ali; libö	
17	550	yes, affirmative	da; esködan	
17	560	no, negative	abu	
17	610	how?	kɩdz	
17	620	how many?	una-ö; kɩmɩn	
17	630	how much?	una-ö; mɩyta	
17	640	what?	mɩy	
17	650	when?	kor̃; kodɩr̃	
17	660	where?	kön	
17	670	which?	kutšöm	
17	680	who?	kodi; kod	
17	690	why?	mɩyla; mɩy ponda	
18	110	voice	gölös; šɩ	
18	120	sing	sʸɩvnɩ	
18	130	shout, cry out	gor̃zɩnɩ	
18	150	whisper	vašködnɩ	
18	160	mumble	r̃opkɩnɩ; numanamakɩvnɩ	
18	170	whistle	šutʸlyavnɩ	
18	180	shriek, screech	lečɩda; gor̃ödnɩ	
18	190	howl	omlyavnɩ	
18	210	speak, talk	visʸtavnɩ	
18	211	stutter, stammer	mɩktavnɩ	
18	220	say	šunɩ; visʸtavnɩ	
18	221	tell story	visʸtavnɩ; moydnɩ	
18	222	speech (make a)	r̃ečʸ kutnɩ; syor̃nitnɩ	
18	230	silent (be)	čöv ovnɩ	
18	240	language	kɩv; syor̃ni	
18	260	word	kɩv	
18	280	name	nim	
18	310	ask (question, inquire)	yuavnɩ; kor̃nɩ	
18	320	answer	vočavidznɩ	
18	330	admit, confess	tödnɩ; pɩddi	
18	340	deny	panɩd suvtnɩ	
18	350	ask, request	kor̃nɩ	
18	360	promise	kösyɩnɩ; kösyɩsʸnɩ	
18	370	refuse	bör̃ɩnʸtnɩ	
18	380	forbid	ölödnɩ	
18	390	rebuke, scold	vidnɩ; pinyavnɩ	
18	410	call (=summon)	kor̃nɩ; čuksavnɩ	
18	420	call (=name)	šunɩ; nim puktɩnɩ	
18	430	announce	visʸtavnɩ; yuör̃tnɩ	
18	440	threaten	povzʸödlɩnɩ	
18	450	boast	ošyɩsʸnɩ	
18	510	write	čižnɩ	
18	520	read	lɩddʸɩnɩ	
18	560	paper	kabala	
18	570	pen	per̃ö	
18	610	book	kniga; nebög	
18	670	poet	kɩvbur̃ tečɩsʸ	
18	710	flute	fleyta	
18	720	drum	bar̃aban	
18	730	horn, trumpet	buksan	
18	740	rattle	golʸgan; syar̃gan	
19	110	country	mu	
19	120	one's native country	čužan mu; as mu	
19	150	city, town	kar̃	
19	160	village	sikt; gr̃ezd	
19	170	boundary	gr̃anitsa; vežtas	
19	210	people (populace)	yöž	
19	230	tribe, clan	r̃ödvuž kotɩr̃	
19	240	chief, chieftain	yur̃ nuödɩsʸ	
19	250	staff, walking stick	bedʸ	
19	310	rule, govern	vesʸködlɩnɩ; yur̃ nuödnɩ	
19	320	king, ruler	kor̃olʸ	
19	330	queen	kor̃oleva	
19	360	noble, nobleman	dvor̃yanin	
19	370	citizen, subject	gr̃aždanin; poddannöy	
19	410	master	közyain	
19	420	slave	r̃ab; ver̃	
19	430	servant	kesyalɩsʸ	
19	440	freeman	völʸnöy mor̃t	
19	450	command, order	tšöktɩnɩ	
19	460	obey	kɩvzɩsʸnɩ	
19	470	let, permit	tšöktɩnɩ; setnɩ	
19	510	friend, companion	yor̃t; musuk	
19	520	enemy	vör̃ög	
19	540	neighbor	or̃čča ker̃kasa	
19	550	stranger	tödtöm	
19	560	guest	göstʸ	
19	570	host	közyain	
19	580	help, aid	otsavnɩ	
19	590	hinder, prevent	pɩknɩ	
19	610	custom	olannog	
19	620	strife, quarrel	ven; venzʸöm	
19	630	conspiracy, plot	syor̃nitčöm	
19	650	meet	panɩdavnɩ	
19	720	prostitute	kɩskasʸɩsʸ	
20	110	fight (vb)	kosyasʸnɩ	
20	130	war, battle	tɩš; kosʸ	
20	140	peace	söglasön olöm; mir̃	
20	150	army	ar̃miya; voyska	
20	170	soldier	saldat	
20	210	weapons, arms	ör̃užʸe	
20	220	club	zor̃	
20	222	battle-ax	čer̃	
20	230	sling	tr̃ašʸa	
20	240	bow	nʸövvuž	
20	250	arrow	nʸöv	
20	260	spear	šɩ	
20	270	sword	šɩ pur̃t	
20	280	gun, cannon	pišʸalʸ; puška	
20	310	armor (defensive)	br̃onya	
20	330	helmet	šlyom	
20	340	shield	šʸit	
20	350	fortress	izkar̃; kr̃epöstʸ	
20	360	tower	bašnya	
20	410	victory	ver̃möm	
20	420	defeat	žugödöm	
20	430	attack	vodzö zɩr̃öm	
20	440	defend	dor̃yɩnɩ; dor̃yɩsʸnɩ	
20	450	retreat	bör̃ɩnʸtšɩnɩ	
20	460	surrender	sdaytnɩ; setnɩ	
20	470	captive, prisoner	plennöy; plenö syur̃öm mor̃t	
20	471	guard, sentinel	kar̃aul; vidzɩsʸ	
20	480	booty, spoils	kɩyömtör̃; köydös	
20	490	ambush	kɩyödgöm	
20	510	fisherman	čer̃i kɩyɩsʸ	
20	520	fishhook	vugɩr̃	
20	530	fishing line	vugɩr̃ köv	
20	540	fishnet	tɩv	
20	550	fish trap	gɩmga	
20	560	bait	sam	
20	610	hunt	kɩysʸɩnɩ; vör̃avnɩ	
20	620	shoot	lɩylɩnɩ; lɩynɩ	
20	630	miss (target)	bokö; lɩynɩ	
20	640	trap (noun)	čös	
20	650	trap (vb)	kɩynɩ; syur̃nɩ nalʸkö	
21	110	law	pr̃avo	
21	150	court	sud	
21	160	judge (vb)	mɩždɩnɩ	
21	170	judgment	šuöm	
21	180	judge (noun)	sudʸa	
21	210	plaintiff	sud pɩr̃ kor̃sʸɩsʸɩsʸ	
21	220	defendant	kɩv kutɩsʸ	
21	230	witness	addzɩlɩsʸ; tödlɩsʸ	
21	240	swear	pr̃isyaga setnɩ; kɩv setnɩ	
21	250	oath	kɩv setöm; pr̃isyaga	
21	310	accuse	mɩžavnɩ	
21	320	condemn	mɩždɩnɩ	
21	330	convict (vb)	lɩddʸɩnɩ mɩžaön	
21	340	acquit	mɩžtömön lɩddʸɩnɩ	
21	350	guilty	mɩž vöčɩsʸ; mɩža	
21	360	innocent	mɩžtöm	
21	370	penalty, punishment	mɩždöm	
21	380	fine	štr̃ap	
21	390	prison, jail	tyur̃ʸma; dzeskɩdin	
21	420	murder	mor̃t viöm; viöm	
21	430	adultery	ver̃ös vɩvti vetlöm	
21	440	rape	mɩr̃dönavnɩ	
21	460	arson	öztöm	
21	470	perjury	xɩv vidžöm	
21	510	steal	gusyasʸnɩ; gusyavnɩ	
21	520	thief	gusyasʸɩsʸ	
22	110	religion	esköm	
22	120	God	en	
22	130	temple, church	vičko	
22	140	altar	völtar̃	
22	150	sacrifice, offering	žer̃tva; visʸ	
22	160	worship	yur̃bitnɩ	
22	170	pray	yur̃bitnɩ; kevmɩsʸnɩ	
22	180	priest	pop	
22	190	holy, sacred	veža	
22	220	preach	bur̃ visʸtavnɩ	
22	230	bless	bur̃ sinɩ; oškɩnɩ	
22	240	curse	yor̃nɩ; yor̃sʸɩnɩ	
22	260	fast (vb)	vidzavnɩ; koslunyön syoynɩ	
22	310	heaven	enež	
22	320	hell	ad	
22	350	demon (evil spirit)	omöl; kulʸ	
22	370	idol	bölban	
22	420	magic, witchcraft, sorcery	tödöm; nimkɩv tödöm	
22	430	sorcerer, witch	yoma; tun	
22	440	fairy, elf	nɩvbaba tun	
22	450	ghost, phantom	kažitgöm; olɩsya; or̃t	
22	470	omen, portent	tunalöm	
