chapter_id	entry_id	meaning	Erzya Mordvin_Phonemic	comment
11	650	pay (vb)	pandoms	
11	660	account, reckoning	lovnoms	
11	690	tax, tribute	nalog	
11	770	hire	sʸivedʸems	
11	780	wages	pitʸnʸe	
11	790	earn	r̃obotams; važodʸems	
11	810	buy	r̃amams	
11	820	sell	miyems	
11	830	trade, barter	mikšnʸems	
11	840	merchant	mikšnʸic̷ʸa	
11	850	market (place)	bazar̃	
11	860	store, shop	lavka	
11	870	price	pitʸnʸe	
11	880	dear (costly, expensive)	pitʸnʸey	
11	890	cheap	avolʸ pitʸnʸey	
11	910	share (distribute)	pay	
11	920	weigh	stalmo; onkstams	
12	10	after	melʸga	
12	11	behind	udalo	
12	20	beside	vakso	
12	30	down, below	alo; alov	
12	40	before	ikelʸe	
12	41	front	ikelʸks	
12	50	inside, in	potmo; potso	
12	60	outside	ušoso	
12	70	under	alo	
12	80	up, above	ver̃ʸe	
12	110	place	tar̃ka	
12	120	put	putoms	
12	130	sit	ulʸems ozado	
12	140	lie down	aštʸems madʸezʸ	
12	150	stand	stʸams	
12	160	remain, stay	kadovoms	
12	170	remains, left overs	kadovkst	
12	210	collect, gather	pur̃nams	
12	212	pick up	kepedʸems	
12	213	pile up	pur̃nams	
12	220	join, unite	poladoms	
12	230	separate	yavoms	
12	232	divide	yavoms; yavnoms	
12	240	open	panžoms	
12	250	shut, close	pekstams	
12	260	cover	velʸtʸams	
12	270	hide, conceal	kekšems	
12	310	high	ser̃ʸey	
12	320	low	alkinʸe	
12	330	top	tʸokš	
12	340	bottom	potmaks	
12	350	end	pe	
12	353	edge	sʸuvovks	
12	360	side	yonks	
12	370	middle, center	kunška	
12	410	right (side)	vitʸ	
12	420	left (side)	ker̃š	
12	430	near (adv)	malaso	
12	440	far (adv)	vasolo	
12	450	east	či͜lʸisʸema	
12	460	west	či͜valgoma	
12	470	north	pelʸeve yonks	
12	480	south	lʸembe mastor̃	
12	530	grow	kasoms	
12	540	measure	onkstams	
12	541	span, fathom	onks	
12	550	large, big	pokš	
12	560	small, little	višinʸe	
12	570	long	kuvaka	
12	580	tall	ser̃ʸey	
12	590	short	nur̃ʸkinʸe	
12	610	wide, broad	kelʸey	
12	620	narrow	tʸeya	
12	630	thick (in dimension)	ečke	
12	650	thin (in dimension)	čovinʸe	
12	670	deep	ser̃ʸey	
12	680	shallow	čova; alka	
12	710	flat	lapuža	
12	730	straight	vidʸe	
12	740	crooked	kičker̃ʸe	
12	750	hook	kečkaz	
12	760	corner	ugol; uže	
12	770	cross	kr̃ʸost	
12	780	square	nʸilʸe ugolso; nʸilʸe užese	
12	810	round	čar̃onʸ konʸdʸamo	
12	820	circle	čar̃o	
12	830	sphere, ball	oska	
12	840	line	čer̃ʸks	
12	850	hole	var̃ʸa	
12	920	like, similar	ve yonov; mo lʸic̷ʸa	
12	930	change	polavtoms	
13	0	zero, nothing	nulʸ	
13	10	one	veyke	
13	20	two	kavto	
13	30	three	kolmo	
13	40	four	nʸilʸe	
13	50	five	vetʸe	
13	60	six	koto	
13	70	seven	sʸisʸem	
13	80	eight	kavkso	
13	90	nine	veykse	
13	100	ten	kemenʸ	
13	101	eleven	keveykeye	
13	102	twelve	kemgavtovo	
13	103	fifteen	kemgolmovo	
13	104	twenty	kemnʸilʸeye	
13	105	hundred	sʸado	
13	106	thousand	tɨšta	
13	107	count	lovnoms	
13	140	every, all	er̃ʸva	
13	150	much, many	lamo	
13	160	more	sʸedʸe lamo	
13	170	little (quantity), few	alamo	
13	180	enough	pek; satɨ	
13	181	some	zʸar̃oyak	
13	190	multitude, crowd	pek lamo	
13	210	full	pešksʸe	
13	220	empty	čavo	
13	230	part, piece	pelʸks	
13	240	half	pelʸ	
13	330	alone, only	veyke	
13	340	first	vasʸnʸa	
13	350	last	lʸiyadks	
13	360	second	omboc̷ʸe	
13	370	pair	kavonʸest	
13	380	two times	kavksʸtʸ	
13	420	third	kolmoc̷ʸe	
13	440	three times	kolmoksʸtʸ	
14	110	time	ška	
14	120	age	pinge	
14	130	new	od	
14	140	young	od ška	
14	150	old	sɨr̃ʸe	
14	160	early	valske mar̃to	
14	170	late	pelʸevetʸ; škado meylʸe	
14	180	now	nʸey	
14	190	immediately	kur̃ok	
14	210	swift, fast, quick	boyka	
14	220	slow	sasto	
14	230	hasten, hurry	kapšams	
14	240	retard, delay	a kapšams	
14	250	begin, beginning	ušodoms	
14	252	last, endure	molʸems	
14	260	end (temporal)	pe	
14	270	finish	pr̃ʸadoms	
14	280	cease, stop	lotkams	
14	290	ready	anokstazʸ	
14	310	always	sval	
14	320	often	sʸeyedʸste	
14	330	sometimes	škanʸ-škanʸ	
14	331	soon	malav	
14	332	long-time (for a)	kuvatʸ	
14	340	never	zʸar̃doyak	
14	350	again	tago	
14	410	day	či	
14	420	night	ve	
14	430	dawn	čilʸisʸema	
14	440	morning	valske	
14	450	noon, midday	pelʸči	
14	451	afternoon	čokšnʸeyonov	
14	460	evening	čokšnʸe	
14	470	today	teči	
14	480	tomorrow	vandɨ	
14	481	day-after-tomorrow	vandɨdʸe meylʸe	
14	490	yesterday	isʸak	
14	491	day-before-yesterday	ulkotʸ	
14	510	hour	čas	
14	530	clock, timepiece	čast	
14	610	week	nʸedʸlʸa	
14	620	Sunday	nedʸlʸači	
14	630	Monday	ponʸedʸelʸnʸik	
14	640	Tuesday	ovtor̃nʸik	
14	650	Wednesday	sʸer̃ʸeda	
14	660	Thursday	c̷ʸetʸver̃ʸg	
14	670	Friday	pec̷ʸa	
14	680	Saturday	subuta	
14	710	month	kov	
14	730	year	iye	
14	740	winter	tʸelʸe	
14	750	spring	tundo	
14	760	summer	kize	
14	770	autumn	sʸoksʸ	
14	780	season	iyenʸška	
15	210	smell (vb intrans)	miksʸems	
15	212	sniff	činʸe	
15	220	smell (vb trans)	kačadoms	
15	250	fragrant, good smelling	tantʸey činʸe	
15	260	stinking, bad smelling	činʸiyams	
15	310	taste	tanʸsʸtʸ	
15	350	sweet	lambamo	
15	360	salty	salov	
15	370	bitter	sepey	
15	380	acid, sour	čapamo	
15	390	brackish	salov	
15	410	hear	kunc̷oloms	
15	420	listen	kulʸa	
15	440	sound, noise	vaygelʸks	
15	450	loud	gaygic̷ʸa	
15	460	quiet, silence	oymamo	
15	510	see	nʸeyems	
15	520	look, look at	vanoms	
15	550	show	nʸevtʸems	
15	560	shine	valdomtoms	
15	570	bright	valdo	
15	610	color	tʸus	
15	620	light (in color)	valdo; ašo	
15	630	dark (in color)	r̃aužo; čopoda	
15	640	white	ašo	
15	650	black	r̃aužo	
15	660	red	yaksʸtʸer̃ʸe	
15	670	blue	senʸ	
15	680	green	piže	
15	690	yellow	ožo	
15	710	touch	tokšems	
15	712	pinch	sur̃br̃ʸaso tokams	
15	720	feel	vačams	
15	740	hard	kalgodo	
15	750	soft	čevtʸe	
15	760	rough	kazʸamo	
15	770	smooth	valanʸa	
15	780	sharp	pštʸi	
15	790	blunt, dull	noška	
15	810	heavy	staka	
15	820	light (in weight)	šožda	
15	830	wet, damp	načko	
15	840	dry	kosʸke	
15	850	hot	psʸi	
15	851	warm	lʸembe	
15	860	cold	yakšamo	
15	870	clean	vanʸks	
15	880	dirty, soiled	r̃udazov	
15	890	wrinkled	mer̃ʸkazʸ	
16	110	soul, spirit	oyme	
16	150	surprised, astonished	dʸivamo	
16	180	good fortune, luck	uc̷ʸaska	
16	190	misfortune, bad luck	zɨyan	
16	230	joyful, glad, happy	kenʸar̃ks	
16	250	laugh	r̃akams	
16	251	smile	mizoldoma; mizoldoms	
16	260	play	nalksʸema; nalksʸems	
16	270	love	večkema	
16	290	kiss	palamo; palams	
16	300	embrace	kutmor̃damo; kutmor̃dams	
16	310	pain	ser̃ʸedʸks	
16	320	grief, sorrow, sadness	r̃ʸisks	
16	330	anxiety, worry	melʸavks	
16	340	regret, be sorry	vanstoms	
16	350	pity	lac̷ʸema; yanksʸema	
16	370	cry, weep	pižnʸema	
16	380	tear (noun)	sʸelʸvedʸ	
16	390	groan	kuvsʸems	
16	410	hate	kež	
16	420	anger	kež	
16	440	envy, jealousy	sʸelʸmenʸ sʸavadoma	
16	450	shame (noun)	visks	
16	480	proud	kaštan	
16	510	dare	a vizʸdʸems	
16	520	brave	boyka	
16	530	fear, fright	pelʸema	
16	540	danger	pelʸemači	
16	620	desire, want	er̃ʸavoms	
16	622	choose	pur̃nams	
16	630	hope	kememači	
16	650	faithful	kemeviks	
16	660	true	alkuks	
16	670	lie, tell lies	mančema	
16	680	deceit	mančema	
16	690	forgive	pr̃osʸtʸams	
16	710	good	vadr̃ʸa	
16	720	bad	ber̃ʸanʸ	
16	730	right, correct	vidʸe	
16	740	wrong	mančema	
16	760	fault	asatɨks	
16	770	mistake, error	ilʸvedʸevks	
16	780	blame	kor̃ʸamo	
16	790	praise	šnamo	
16	810	beautiful	par̃o	
16	820	ugly	avolʸ mazɨy	
16	830	greedy	žadnoy	
16	840	clever	pr̃ʸevey	
17	110	mind	udʸem; pr̃ʸevtʸ	
17	130	think (= reflect)	ar̃ʸsʸems	
17	140	think (= be of the opinion)	ar̃ʸsʸems	
17	150	believe	kemems	
17	160	understand	čar̃ʸkodʸems	
17	170	know	sodams	
17	171	guess	čar̃ʸkodʸems	
17	172	imitate	esʸ pačka ar̃ʸsʸema	
17	180	seem	nevtʸems	
17	190	idea, notion	pr̃ʸanʸ melʸ	
17	210	wise	pr̃ʸevey	
17	220	foolish, stupid	čavola	
17	230	insane, crazy	azar̃gadozʸ	
17	240	learn	tonavtʸnʸems	
17	242	study	tonavtʸnʸema	
17	250	teach	tonavtoms	
17	260	pupil	tonavtnic̷ʸa	
17	270	teacher	tonavtɨc̷ʸa	
17	280	school	škola	
17	310	remember	kir̃ʸdʸems melʸse	
17	320	forget	stuvtoms	
17	340	clear, plain	čar̃ʸkodʸeviks	
17	350	obscure	a čar̃ʸkodʸevic̷ʸa	
17	360	secret	salava	
17	370	sure, certain	yavozʸ	
17	380	explain	čar̃ʸkoc̷ʸtʸeme	
17	410	intention, purpose	melʸenʸ kir̃ʸdʸema	
17	420	cause	tuvtal	
17	430	doubt	kavtoldoma	
17	440	suspect	a kemema	
17	441	betray	manʸavoms	
17	450	need, necessity	er̃ʸavoma	
17	460	easy	šoždɨnʸe	
17	470	difficult	staka	
17	480	try, attempt	vačamo	
17	490	way, manner	koy	
17	510	and	dɨ; u; -gak; -kak; -jak	
17	520	because	sʸeks	
17	530	if	-butʸi; -dʸer̃ʸa	
17	540	or	kanʸa	
17	550	yes, affirmative	da; isʸtʸa	
17	560	no, negative	avolʸ; a; apak	
17	610	how?	koda	
17	620	how many?	zʸar̃o	
17	630	how much?	zʸar̃o	
17	640	what?	mezʸe	
17	650	when?	zʸar̃do	
17	660	where?	koso	
17	670	which?	kodamo	
17	680	who?	ki	
17	690	why?	meks	
18	110	voice	vaygelʸ	
18	120	sing	mor̃ams	
18	130	shout, cry out	sʸer̃ʸgedʸems	
18	150	whisper	toškams	
18	160	mumble	motkodʸems	
18	170	whistle	pek pižnʸems; veškems	
18	180	shriek, screech	layšema	
18	210	speak, talk	kor̃tams	
18	211	stutter, stammer	koknoms	
18	220	say	mer̃ʸems	
18	221	tell story	yovtnʸems	
18	222	speech (make a)	kor̃tams	
18	230	silent (be)	čatʸmonʸems	
18	240	language	kelʸ	
18	260	word	val	
18	280	name	lʸem	
18	310	ask (question, inquire)	kevksʸtʸems	
18	320	answer	otvečams	
18	330	admit, confess	sodams	
18	340	deny	vitʸkstams	
18	350	ask, request	vešems	
18	360	promise	altams	
18	370	refuse	otkazams	
18	380	forbid	mer̃ʸems	
18	390	rebuke, scold	tʸeškstams	
18	410	call (=summon)	tʸer̃ʸdʸems	
18	420	call (=name)	lʸemdʸems; yovtams	
18	430	announce	yavolʸavtoms	
18	440	threaten	tandavtoms	
18	450	boast	kengelʸems	
18	510	write	sʸor̃madoms	
18	520	read	lovnoms	
18	560	paper	konʸov	
18	570	pen	tolga	
18	610	book	kinʸiga	
18	670	poet	sʸor̃madɨc̷ʸa	
18	710	flute	flʸeyta	
18	720	drum	bar̃aban	
18	730	horn, trumpet	tor̃oma	
18	740	rattle	šumor̃ks	
19	110	country	mastor̃	
19	120	one's native country	čačoma mastor̃	
19	150	city, town	oš	
19	160	village	velʸe	
19	170	boundary	pir̃ʸe	
19	210	people (populace)	lomanʸtʸ	
19	230	tribe, clan	buye	
19	240	chief, chieftain	pr̃ʸavt	
19	310	rule, govern	vetʸams	
19	320	king, ruler	inʸazor̃	
19	330	queen	inʸazor̃ ava	
19	360	noble, nobleman	činʸaz	
19	370	citizen, subject	oš lomanʸ	
19	410	master	azor̃	
19	420	slave	ur̃ʸe	
19	430	servant	važo	
19	440	freeman	olʸakstomtozʸ	
19	450	command, order	kar̃mavtoms	
19	460	obey	kunc̷oloms	
19	470	let, permit	mer̃ʸems	
19	510	friend, companion	oya; yalga	
19	520	enemy	dušman	
19	540	neighbor	šabr̃a	
19	550	stranger	lʸiyanʸ	
19	560	guest	inže	
19	570	host	azor̃o	
19	580	help, aid	lʸezdams	
19	590	hinder, prevent	kir̃ʸdʸems	
19	610	custom	koy	
19	620	strife, quarrel	sʸovnoma	
19	630	conspiracy, plot	kor̃tavtoma	
19	650	meet	vastoms	
20	110	fight (vb)	tur̃ʸems	
20	130	war, battle	tʸur̃ʸema	
20	140	peace	mir̃; oyaksči	
20	150	army	ar̃miya	
20	170	soldier	soldat	
20	210	weapons, arms	kedʸ yonks	
20	220	club	c̷ʸotmar̃	
20	230	sling	kšnanʸkar̃ks	
20	240	bow	nal čir̃ʸke	
20	250	arrow	nal	
20	260	spear	kopiya	
20	270	sword	tor̃o	
20	280	gun, cannon	pukštor̃doma	
20	310	armor (defensive)	puška	
20	330	helmet	šlʸem	
20	350	fortress	kr̃ʸepostʸ	
20	360	tower	bašnʸa	
20	410	victory	izʸnʸavks	
20	420	defeat	kur̃odoma	
20	430	attack	kur̃odoma	
20	440	defend	vanc̷toma	
20	450	retreat	pupor̃ʸdʸems	
20	460	surrender	maksoms	
20	470	captive, prisoner	polonʸazʸ	
20	471	guard, sentinel	vanc̷tɨc̷ʸa	
20	480	booty, spoils	topavtoms	
20	490	ambush	kekšema	
20	510	fisherman	kalonʸ kundɨc̷ʸa	
20	520	fishhook	kečkaz	
20	530	fishing line	lʸeska	
20	540	fishnet	kalonʸ kundamo; setka	
20	550	fish trap	ulʸma	
20	560	bait	manʸamka	
20	620	shoot	lʸedʸema	
20	630	miss (target)	c̷elʸsapongoms	
20	640	trap (noun)	kunda͜mka	
20	650	trap (vb)	kundams	
21	110	law	pr̃ava	
21	150	court	sud	
21	160	judge (vb)	sudʸams	
21	170	judgment	pr̃ʸigovor̃	
21	180	judge (noun)	sudʸa	
21	210	plaintiff	istʸec̷	
21	220	defendant	otvečic̷ʸa	
21	230	witness	svidʸetʸelʸ	
21	240	swear	božams	
21	250	oath	klʸatva	
21	310	accuse	čumondoms	
21	320	condemn	sudʸams	
21	330	convict (vb)	sodams; lovoms čumoks	
21	340	acquit	pandoms	
21	350	guilty	čumo	
21	360	innocent	ačumo	
21	370	penalty, punishment	nar̃ʸgams	
21	380	fine	štr̃af	
21	390	prison, jail	tʸur̃ʸma	
21	420	murder	maštoma; čavoma	
21	430	adultery	kozʸaykanʸ mančema	
21	440	rape	nar̃ʸgams	
21	460	arson	kir̃vasʸtʸems	
21	470	perjury	klʸatva	
21	510	steal	salamo	
21	520	thief	salɨc̷ʸa	
22	110	religion	paznenʸ oznoma	
22	120	God	paz	
22	130	temple, church	c̷ʸer̃ʸkuva	
22	140	altar	altar̃ʸ	
22	150	sacrifice, offering	žer̃tva	
22	160	worship	sʸukonʸakšnoms	
22	170	pray	oznoms	
22	180	priest	svetʸams	
22	220	preach	pr̃opovedʸams	
22	230	bless	svetʸams	
22	240	curse	sʸudoms	
22	260	fast (vb)	postuvams	
22	310	heaven	menʸelʸ	
22	320	hell	ad	
22	350	demon (evil spirit)	idʸemevsʸ	
22	370	idol	idol	
22	420	magic, witchcraft, sorcery	koldovazʸ	
22	430	sorcerer, witch	vedʸma	
22	440	fairy, elf	amazɨsʸ	
22	450	ghost, phantom	čopača	
22	470	omen, portent	nʸevtʸevks	
