chapter_id	entry_id	meaning	Udmurt_Phonemic	comment
10	431	kick	čɩžanɩ	
10	440	dance	ektɩnɩ	
10	450	walk	kalgɩnɩ; vetlɩnɩ	
10	451	limp	c̷ʸutɩnɩ	
10	460	run	bɩzʸɩnɩ; vor̃ttɩnɩ	
10	470	go	mɩnɩnɩ	
10	471	go up	sultɩnɩ; ǰutskɩnɩ	
10	472	climb	ǰutskɩnɩ	
10	473	go down	vasʸkɩnɩ	
10	474	go out	potɩnɩ; koškɩnɩ	
10	480	come	lɩktɩnɩ	
10	481	come back	ber̃ɩtskɩnɩ	
10	490	go away, depart	potɩnɩ; koškɩnɩ	
10	491	disappear	ɩšɩnɩ; bɩr̃ɩnɩ	
10	510	flee	bɩzʸɩnɩ; vor̃ttɩnɩ	
10	520	follow	esker̃ɩnɩ; c̷ʸaklanɩ	
10	530	pursue	uyɩnɩ	
10	550	reach, arrive	lɩktɩnɩ; vuɩnɩ	
10	560	approach	matektɩnɩ	
10	570	enter	pɩr̃ɩnɩ	
10	610	carry (bear)	nuɩnɩ	
10	612	carry-in-hand	kiɩn nuɩnɩ	
10	613	carry-on-shoulder	pelʸpum vɩlɩn nuɩnɩ	
10	614	carry-on-head	yɩr̃ vɩlɩn nuɩnɩ	
10	615	carry-underarm	kunulɩn nuɩnɩ	
10	620	bring	vayɩnɩ	
10	630	send	ɩstɩnɩ; lezʸɩnɩ	
10	640	lead (vb)	valtɩnɩ	
10	650	drive	ulʸlʸanɩ	
10	660	ride	mɩnɩnɩ; koškɩnɩ	
10	670	push, shove	dongɩnɩ	
10	710	road	sʸur̃es	
10	720	path	pɩdɩn vetlon sʸur̃es	
10	740	bridge	vɩž	
10	750	carriage, wagon, cart	ur̃obo	
10	760	wheel	pitɩr̃an	
10	770	axle	c̷ʸer̃s	
10	780	yoke	pu siyes	
10	810	ship	kor̃ablʸ	
10	830	boat	pɩž	
10	840	raft	pur̃	
10	850	oar	polɩs	
10	851	paddle (noun)	polɩs	
10	852	row (vb)	polɩsanɩ	
10	860	rudder	r̃ulʸ	
10	870	mast	mac̷ʸta	
10	880	sail (noun)	par̃us	
10	890	anchor	yakor̃ʸ	
10	910	harbor, port	gavanʸ	
10	920	land (vb)	vasʸkɩnɩ	
11	110	have	vanʸ	
11	120	own, possess	vanʸ	
11	130	take	basʸtɩnɩ; kutɩnɩ	
11	140	seize, grasp	kutɩnɩ	
11	150	hold	vozʸɩnɩ	
11	160	get, obtain	basʸtɩnɩ	
11	170	keep, retain	vozʸɩnɩ	
11	180	thing	ar̃ber̃i; už	
11	210	give	sʸotɩnɩ	
11	220	give back	ber̃ɩktɩnɩ	
11	240	preserve, look after	utʸɩnɩ	
11	250	save, rescue	utʸɩnɩ	
11	270	destroy	tiyanɩ; kuaškatɩnɩ	
11	280	harm, injure, damage	sër̃ɩnɩ	
11	310	seek, look for	utc̷ʸanɩ	
11	320	find	šedʸtɩnɩ	
11	330	lose	ɩštɩnɩ	
11	340	release, let go	lezʸɩnɩ	
11	430	money	konʸdon; uksʸo	
11	440	coin	vekc̷ʸi uksʸo	
11	510	rich	uzɩr̃	
11	520	poor	kuanʸer̃	
11	530	beggar	kur̃asʸkisʸ	
11	540	avaricious, stingy	c̷ʸur̃ɩt	
11	610	lend	punemen sʸotɩnɩ	
11	620	borrow	punemanɩ	
11	630	owe	punemɩn luɩnɩ	
11	640	debt	tɩr̃on	
11	650	pay (vb)	tɩr̃ɩnɩ	
11	660	account, reckoning	lɩd	
11	690	tax, tribute	nalog	
11	770	hire	medyanɩ	
11	780	wages	tɩr̃on; dun tɩr̃on	
11	790	earn	užasa pottɩnɩ	
11	810	buy	basʸtɩnɩ	
11	820	sell	vuzanɩ	
11	830	trade, barter	vuzkar̃ɩnɩ	
11	840	merchant	vuzkar̃isʸ	
11	850	market (place)	bazar̃	
11	860	store, shop	lavka; magazʸin	
11	870	price	dun	
11	880	dear (costly, expensive)	duno	
11	890	cheap	duntem	
11	910	share (distribute)	lʸukɩnɩ	
11	920	weigh	mer̃tanɩ	
12	10	after	ber̃lo	
12	11	behind	ber̃ɩn; sʸër̃ɩn	
12	20	beside	ar̃te	
12	30	down, below	ulɩn	
12	40	before	dor̃ozʸ	
12	41	front	azʸpalɩn	
12	50	inside, in	puškɩn	
12	60	outside	pedpal; kɩr̃pal	
12	70	under	ulɩn	
12	80	up, above	vɩlɩn	
12	110	place	intɩ	
12	120	put	ponɩnɩ	
12	130	sit	puktɩnɩ	
12	140	lie down	kɩlʸlʸɩnɩ	
12	150	stand	sɩlɩnɩ	
12	160	remain, stay	kɩlʸɩnɩ	
12	170	remains, left overs	kɩlʸemez	
12	210	collect, gather	lʸukanɩ	
12	212	pick up	ǰutɩnɩ	
12	213	pile up	lʸukanɩ	
12	220	join, unite	ogazʸeyanɩ	
12	230	separate	lʸukɩnɩ; visyanɩ	
12	232	divide	lʸukɩnɩ	
12	240	open	usʸtɩnɩ	
12	250	shut, close	pɩtsanɩ; vor̃sanɩ	
12	260	cover	lʸipɩnɩ	
12	270	hide, conceal	vatɩnɩ	
12	310	high	ǰužɩt	
12	320	low	lapeg	
12	330	top	vɩl; yɩl	
12	340	bottom	pɩdes	
12	350	end	pum; dinʸ	
12	352	pointed	bɩr̃on; pum	
12	353	edge	yɩl; pum	
12	360	side	pal	
12	370	middle, center	šor̃	
12	410	right (side)	bur̃	
12	420	left (side)	palʸlʸan	
12	430	near (adv)	matɩn	
12	440	far (adv)	kɩdʸokɩn	
12	450	east	šundɩ ǰužan pal	
12	460	west	šundɩ puksʸon pal	
12	470	north	uypal	
12	480	south	lɩmšor̃	
12	530	grow	budɩnɩ	
12	540	measure	mer̃tanɩ	
12	550	large, big	badǰʸɩm	
12	560	small, little	pic̷ʸi	
12	570	long	kuzʸ	
12	580	tall	ǰužɩt	
12	590	short	vakc̷ʸi	
12	610	wide, broad	pasʸkɩt	
12	620	narrow	sʸubeg	
12	630	thick (in dimension)	zëk	
12	650	thin (in dimension)	vekc̷ʸi	
12	670	deep	mur̃	
12	680	shallow	lapeg	
12	710	flat	pac̷ʸkes	
12	730	straight	šonʸer̃	
12	740	crooked	kɩr̃ɩž	
12	750	hook	kongr̃o; kur̃ik	
12	760	corner	ser̃eg	
12	770	cross	kir̃os	
12	780	square	nʸɩlʸ ser̃ego	
12	810	round	kotɩr̃es	
12	820	circle	kr̃ug	
12	830	sphere, ball	šar̃	
12	840	line	gož	
12	850	hole	pasʸ	
12	920	like, similar	kelʸšisʸ; ukšasʸ	
12	930	change	voštɩnɩ	
13	0	zero, nothing	nolʸ	
13	10	one	odig	
13	20	two	kɩk	
13	30	three	kuinʸ	
13	40	four	nʸɩlʸ	
13	50	five	vitʸ	
13	60	six	kuatʸ	
13	70	seven	sʸizʸɩm	
13	80	eight	tʸamɩs	
13	90	nine	ukmɩs	
13	100	ten	das	
13	101	eleven	das odig	
13	102	twelve	das kɩk	
13	103	fifteen	das vitʸ	
13	104	twenty	kɩzʸ	
13	105	hundred	sʸu	
13	106	thousand	sʸur̃s	
13	107	count	lɩd; lɩdyanɩ	
13	140	every, all	vanʸmɩz; kotʸkudiz	
13	150	much, many	tr̃os; uno	
13	160	more	tr̃osges	
13	170	little (quantity), few	ëžɩt; ic̷ʸi	
13	180	enough	tɩr̃mɩt	
13	181	some	kënʸa ke	
13	190	multitude, crowd	tuž tr̃os; tuž uno	
13	210	full	tɩr̃az; bɩdes	
13	220	empty	buš; tɩr̃ttem	
13	230	part, piece	lʸuket	
13	240	half	ǰɩnɩ	
13	330	alone, only	odig; ognaz	
13	340	first	nɩr̃ɩsʸeti	
13	350	last	ber̃pumeti	
13	360	second	kɩketi	
13	370	pair	kuz	
13	380	two times	kɩk pol	
13	420	third	kuinʸeti	
13	440	three times	kuinʸ pol	
14	110	time	dɩr̃; vakɩt	
14	120	age	ar̃lɩd; ar̃es	
14	130	new	vɩlʸ	
14	140	young	yegit; pinal	
14	150	old	per̃esʸ; mëyɩ	
14	160	early	vazʸ	
14	170	late	ber̃	
14	180	now	alʸi	
14	190	immediately	ǰog; soku ik	
14	210	swift, fast, quick	ǰog	
14	220	slow	kalʸlʸen	
14	230	hasten, hurry	dɩr̃tɩnɩ	
14	240	retard, delay	ǰeganɩ	
14	250	begin, beginning	kutskɩnɩ; kutskon	
14	252	last, endure	kema kɩstisʸkɩnɩ	
14	260	end (temporal)	pum	
14	270	finish	yɩlpumyanɩ; bɩdestɩnɩ	
14	280	cease, stop	dugdɩnɩ	
14	290	ready	dasʸ	
14	310	always	pɩr̃; kotʸku	
14	320	often	čem	
14	330	sometimes	kuddɩr̃ya	
14	331	soon	ǰogen	
14	332	long-time (for a)	kema	
14	340	never	noku	
14	350	again	nošik; vɩlʸɩsʸ	
14	410	day	nunal	
14	420	night	uy	
14	430	dawn	ǰʸar̃don	
14	440	morning	čukna	
14	450	noon, midday	lɩmšor̃; nunazʸe	
14	451	afternoon	nunazʸe ber̃e	
14	460	evening	ǰɩt	
14	470	today	tunne	
14	480	tomorrow	čukazʸe	
14	481	day-after-tomorrow	čukazʸe ulɩsa	
14	490	yesterday	tolon	
14	491	day-before-yesterday	valʸlʸan	
14	510	hour	c̷ʸas	
14	530	clock, timepiece	c̷ʸas	
14	610	week	ar̃nʸa	
14	620	Sunday	ar̃nʸa	
14	630	Monday	vor̃disʸkon	
14	640	Tuesday	puksʸon	
14	650	Wednesday	vir̃ nunal	
14	660	Thursday	pokc̷ʸi ar̃nʸa	
14	670	Friday	udmur̃t ar̃nʸa	
14	680	Saturday	kës nunal	
14	710	month	tolezʸ	
14	730	year	ar̃	
14	740	winter	tol	
14	750	spring	tulɩs	
14	760	summer	gužem	
14	770	autumn	sizʸɩl	
14	780	season	ar̃len vakɩtez	
15	210	smell (vb intrans)	zɩnyanɩ	
15	212	sniff	nɩsʸ-pulʸ šokanɩ	
15	220	smell (vb trans)	zɩn lɩktɩnɩ	
15	250	fragrant, good smelling	c̷ʸeskɩt zɩn	
15	260	stinking, bad smelling	zɩn; këš zɩn	
15	310	taste	oskaltɩnɩ	
15	350	sweet	c̷ʸeskɩt	
15	360	salty	kuzʸɩt	
15	370	bitter	kur̃ɩt	
15	380	acid, sour	c̷ʸɩr̃s	
15	390	brackish	kuzʸɩtges	
15	410	hear	kɩlɩnɩ	
15	420	listen	kɩlzɩnɩ	
15	440	sound, noise	kuar̃a	
15	450	loud	zol; yun	
15	460	quiet, silence	šɩpɩt	
15	510	see	adǰʸɩnɩ	
15	520	look, look at	uc̷ʸkɩnɩ	
15	550	show	vozʸmatɩnɩ	
15	560	shine	c̷ʸilʸanɩ	
15	570	bright	yugɩt; yar̃kɩt	
15	610	color	buyol	
15	620	light (in color)	yugɩt	
15	630	dark (in color)	peymɩt	
15	640	white	tëdʸɩ	
15	650	black	sʸëd	
15	660	red	gor̃d	
15	670	blue	c̷ʸagɩr̃; lɩz	
15	680	green	vož	
15	690	yellow	čuž	
15	710	touch	yëtskɩnɩ	
15	712	pinch	c̷ʸepɩlʸɩ	
15	720	feel	šëdɩnɩ	
15	740	hard	c̷ʸur̃ɩt	
15	750	soft	nʸebɩt	
15	760	rough	šakɩr̃es; vogɩr̃iyo	
15	770	smooth	volʸɩt; čoškɩt	
15	780	sharp	lec̷ʸɩt	
15	790	blunt, dull	nɩž	
15	810	heavy	sʸekɩt	
15	820	light (in weight)	kapc̷ʸi	
15	830	wet, damp	kot	
15	840	dry	kës	
15	850	hot	pësʸ	
15	851	warm	šunɩt	
15	860	cold	kezʸɩt	
15	870	clean	c̷ʸɩlkɩt	
15	880	dirty, soiled	der̃i; nëd; kɩr̃sʸ; kur̃mem	
15	890	wrinkled	kisɩr̃i	
16	110	soul, spirit	lul	
16	150	surprised, astonished	paymon; abdr̃an	
16	180	good fortune, luck	šud	
16	190	misfortune, bad luck	šudteme usʸon; šudtem luon	
16	230	joyful, glad, happy	šumpotemɩn; kapc̷ʸi mɩlkɩdo	
16	250	laugh	sʸer̃ekyanɩ	
16	251	smile	palʸpotɩnɩ	
16	260	play	šudɩnɩ	
16	270	love	yar̃atɩnɩ; yar̃aton	
16	290	kiss	c̷ʸupanɩ	
16	300	embrace	ǰʸɩgɩr̃tɩnɩ	
16	310	pain	kur̃adǰʸon; kur̃ekton	
16	320	grief, sorrow, sadness	kur̃ekton	
16	330	anxiety, worry	sʸulmasʸkon	
16	340	regret, be sorry	žalʸanɩ	
16	350	pity	žalʸan; žalʸ poton	
16	370	cry, weep	bër̃dɩnɩ	
16	380	tear (noun)	sʸinvu	
16	390	groan	ǰuštɩnɩ	
16	410	hate	adǰʸempotostem kar̃ɩnɩ	
16	420	anger	vožpotɩnɩ	
16	440	envy, jealousy	šuzʸimon	
16	450	shame (noun)	vožyasʸkon	
16	480	proud	vɩltiyasʸkon	
16	510	dare	disʸtɩnɩ	
16	520	brave	kɩškasʸtem	
16	530	fear, fright	kɩškan	
16	540	danger	kɩškɩtlɩk	
16	620	desire, want	mɩl potɩnɩ	
16	622	choose	bɩr̃yɩnɩ	
16	630	hope	oskɩnɩ	
16	650	faithful	oskɩmon	
16	660	true	zem	
16	670	lie, tell lies	pëyanɩ	
16	680	deceit	pëyan; aldan	
16	690	forgive	pr̃ostʸitʸ kar̃ɩnɩ	
16	710	good	ǰʸec̷ʸ; umoy	
16	720	bad	ur̃od	
16	730	right, correct	šonʸer̃	
16	740	wrong	umoytem	
16	760	fault	yangɩš	
16	770	mistake, error	yangɩšanɩ	
16	780	blame	kur̃lanɩ	
16	790	praise	ušyanɩ	
16	810	beautiful	c̷ʸeber̃	
16	820	ugly	šëtem	
16	830	greedy	këttɩr̃mostem	
16	840	clever	vizʸmo	
17	110	mind	vizʸ; yɩr̃ vɩzʸ	
17	130	think (= reflect)	malpanɩ	
17	140	think (= be of the opinion)	malpanɩ	
17	150	believe	oskɩnɩ	
17	160	understand	valanɩ	
17	170	know	todɩnɩ	
17	171	guess	malpanɩ	
17	172	imitate	podr̃ažatʸ kar̃ɩnɩ	
17	180	seem	kadʸ adskɩnɩ	
17	190	idea, notion	malpan	
17	210	wise	vizʸmo	
17	220	foolish, stupid	šuzʸi; vizʸtem	
17	230	insane, crazy	vizʸtemmem	
17	240	learn	dɩšetskɩnɩ	
17	242	study	dɩšetskɩnɩ	
17	250	teach	dɩšetɩnɩ	
17	260	pupil	dɩšetskisʸ	
17	270	teacher	dɩšetisʸ	
17	280	school	škola	
17	310	remember	todɩn vozʸɩnɩ	
17	320	forget	vunetɩnɩ	
17	340	clear, plain	valamon	
17	350	obscure	valantem	
17	360	secret	luškem	
17	370	sure, certain	oskono	
17	380	explain	valektɩnɩ	
17	410	intention, purpose	malpan	
17	420	cause	mug lesʸtɩnɩ	
17	430	doubt	ǰʸudɩnɩ; paymɩnɩ	
17	440	suspect	malpanɩ kin ke vɩle	
17	441	betray	vuzanɩ	
17	450	need, necessity	yor̃mon	
17	460	easy	kapc̷ʸi	
17	470	difficult	sʸekɩt	
17	480	try, attempt	tɩr̃šɩnɩ	
17	490	way, manner	aste vozʸon	
17	510	and	no	
17	520	because	soin ik; malɩ ke šuono	
17	530	if	ke	
17	540	or	yake	
17	550	yes, affirmative	ben; ozʸɩ	
17	560	no, negative	ëvël	
17	610	how?	kɩzʸɩ	
17	620	how many?	kënʸa	
17	630	how much?	kudmɩnda	
17	640	what?	ma; mar̃	
17	650	when?	ku	
17	660	where?	kɩtɩn	
17	670	which?	kudiz	
17	680	who?	kin	
17	690	why?	malɩ	
18	110	voice	kuar̃a	
18	120	sing	kɩr̃ǰʸanɩ	
18	130	shout, cry out	kesʸasʸkɩnɩ	
18	150	whisper	šɩpɩr̃tɩnɩ	
18	160	mumble	ǰʸur̃getɩnɩ	
18	170	whistle	šulanɩ	
18	180	shriek, screech	kesʸasʸkɩnɩ	
18	190	howl	vuzɩnɩ	
18	210	speak, talk	ver̃asʸkɩnɩ	
18	211	stutter, stammer	mogasa ver̃asʸkɩnɩ	
18	220	say	ver̃anɩ; šuɩnɩ	
18	221	tell story	ver̃anɩ	
18	222	speech (make a)	ver̃asʸkɩnɩ	
18	230	silent (be)	c̷ʸalmɩt ulɩnɩ	
18	240	language	kɩl	
18	260	word	kɩl	
18	280	name	nʸim	
18	310	ask (question, inquire)	yuanɩ	
18	320	answer	ver̃anɩ	
18	330	admit, confess	todmanɩ	
18	340	deny	sʸesʸkɩnɩ	
18	350	ask, request	yuanɩ; kur̃ɩnɩ	
18	360	promise	kɩl sʸotɩnɩ	
18	370	refuse	palentɩnɩ	
18	380	forbid	alɩnɩ	
18	390	rebuke, scold	pɩkɩlɩnɩ	
18	410	call (=summon)	ëtʸɩnɩ	
18	420	call (=name)	nʸim sʸotɩnɩ	
18	430	announce	yalɩnɩ	
18	440	threaten	kɩškatɩnɩ	
18	450	boast	ušyasʸkɩnɩ	
18	510	write	gožyanɩ	
18	520	read	lɩdǰʸɩnɩ	
18	560	paper	kagaz	
18	570	pen	r̃uc̷ʸka	
18	610	book	knʸiga	
18	670	poet	kɩlbur̃c̷ʸi	
18	710	flute	flʸeyta	
18	720	drum	bar̃aban	
18	730	horn, trumpet	tr̃uba	
18	740	rattle	dɩmbɩr̃tɩnɩ	
19	110	country	šayer̃	
19	120	one's native country	vor̃dskem šayer̃	
19	150	city, town	kar̃	
19	160	village	gur̃t	
19	170	boundary	kungož	
19	210	people (populace)	kalɩk	
19	230	tribe, clan	vɩžɩ	
19	240	chief, chieftain	kivaltisʸ	
19	250	staff, walking stick	kur̃iko bodɩ	
19	310	rule, govern	kivaltɩnɩ	
19	320	king, ruler	kor̃olʸ	
19	330	queen	kor̃olʸeva	
19	360	noble, nobleman	dvor̃ʸanʸin	
19	370	citizen, subject	gr̃aždanʸin	
19	410	master	kuzʸo	
19	420	slave	var̃	
19	430	servant	medo	
19	440	freeman	er̃iko	
19	450	command, order	kosɩnɩ	
19	460	obey	kɩlzisʸkɩnɩ	
19	470	let, permit	lezʸɩnɩ	
19	510	friend, companion	eš	
19	520	enemy	tušmon	
19	540	neighbor	buskelʸ	
19	550	stranger	mur̃t	
19	560	guest	kuno	
19	570	host	kuzʸo	
19	580	help, aid	yur̃ttɩnɩ	
19	590	hinder, prevent	lʸuketɩnɩ	
19	610	custom	sʸam; yɩlol	
19	620	strife, quarrel	ker̃eton; dallašon	
19	630	conspiracy, plot	luškem ver̃asʸkon	
19	650	meet	pumitanɩ	
19	720	prostitute	kalgisʸ	
20	110	fight (vb)	ožmasʸkɩnɩ	
20	130	war, battle	ožmasʸkon	
20	140	peace	tupasa ulon	
20	150	army	ar̃miya	
20	170	soldier	soldat	
20	210	weapons, arms	pɩčal tir̃lɩk	
20	220	club	zɩr̃	
20	222	battle-ax	sʸekac̷ʸ	
20	230	sling	ye	
20	240	bow	pukɩč	
20	250	arrow	nʸël	
20	260	spear	šibodɩ	
20	270	sword	mec̷ʸ	
20	280	gun, cannon	puška	
20	310	armor (defensive)	br̃onʸa; yunmatem intɩ	
20	330	helmet	šlʸom	
20	340	shield	šʸit	
20	350	fortress	yunmatem intɩ	
20	360	tower	bašnʸa	
20	410	victory	vor̃mon	
20	420	defeat	sʸotskon	
20	430	attack	atakovatʸ kar̃ɩnɩ	
20	440	defend	utʸɩnɩ; vozʸmanɩ	
20	450	retreat	c̷ʸignanɩ	
20	460	surrender	sʸotɩnɩ	
20	470	captive, prisoner	plʸene sʸur̃em	
20	471	guard, sentinel	vozʸmasʸ; utʸisʸ	
20	480	booty, spoils	šedʸtos	
20	490	ambush	zasada	
20	510	fisherman	c̷ʸor̃ɩgasʸ	
20	520	fishhook	c̷ʸor̃ɩg kutɩlon	
20	530	fishing line	lës	
20	540	fishnet	sʸetʸ	
20	550	fish trap	mur̃do	
20	560	bait	pëyet; sʸiyon	
20	610	hunt	pëyšur̃anɩ	
20	620	shoot	ɩbɩnɩ	
20	630	miss (target)	ëvël yëttɩnɩ	
20	640	trap (noun)	nalʸik	
20	650	trap (vb)	kutɩnɩ	
21	110	law	pr̃avo	
21	150	court	zakon	
21	160	judge (vb)	sudʸitʸ kar̃ɩnɩ	
21	170	judgment	pr̃igovor̃	
21	180	judge (noun)	sudʸya	
21	210	plaintiff	istʸec̷	
21	220	defendant	kɩl kutisʸ	
21	230	witness	adǰʸisʸ	
21	240	swear	kɩl sʸotɩnɩ	
21	250	oath	kɩl sʸoton	
21	310	accuse	yangɩše usʸkɩton	
21	320	condemn	osudʸitʸ kar̃ɩnɩ	
21	330	convict (vb)	yangɩš luisʸen lɩdyanɩ	
21	340	acquit	šonʸer̃e pottɩnɩ	
21	350	guilty	yandɩš luisʸ	
21	360	innocent	yangɩštem adʸami	
21	370	penalty, punishment	nakazatʸ kar̃on	
21	380	fine	štr̃af	
21	390	prison, jail	tʸur̃ma	
21	420	murder	viyon	
21	430	adultery	muketɩnɩz kalgon	
21	440	rape	er̃iktemanɩ; sʸer̃em kar̃ɩnɩ	
21	460	arson	tɩl ponon	
21	470	perjury	kɩl sʸotemez tiyan	
21	510	steal	luškanɩ	
21	520	thief	luškasʸkisʸ	
22	110	religion	oskon	
22	120	God	inmar̃	
22	130	temple, church	c̷ʸer̃k	
22	140	altar	altar̃ʸ	
22	150	sacrifice, offering	vësʸan; kur̃bon sʸoton	
22	160	worship	yɩbɩr̃tyanɩ	
22	170	pray	vësʸasʸkɩnɩ	
22	180	priest	bačko	
22	190	holy, sacred	svʸatoy	
22	220	preach	pr̃opo'vedatʸ kar̃ɩnɩ	
22	230	bless	blagoslavitʸ kar̃ɩnɩ	
22	240	curse	yur̃isʸkɩnɩ; kar̃ganɩ	
22	260	fast (vb)	kës vozʸɩnɩ	
22	310	heaven	in; inbam	
22	320	hell	ad	
22	350	demon (evil spirit)	bes	
22	370	idol	idol	
22	420	magic, witchcraft, sorcery	ëvëltemlɩ oskon	
22	430	sorcerer, witch	vedin	
22	440	fairy, elf	feya	
22	450	ghost, phantom	sʸinadǰʸon; išan; për̃tmasʸkon	
22	470	omen, portent	adǰʸon	
