chapter_id	entry_id	meaning	Northern Saami_Phonemic	comment
10	851	paddle (noun)	meɑlli	
10	852	row (vb)	suhkɑt	
10	860	rudder	stivr̃ɑ	
10	870	mast	stivli	
10	880	sail (noun)	bor̃yyɑs	
10	890	anchor	aŋkor̃	
10	910	harbor, port	hammɑn	
10	920	land (vb)	seɑivut	
11	110	have	leɑt	mus leɑ 'I have'.
11	120	own, possess	oɑmɑstit	
11	130	take	valdit	
11	140	seize, grasp	dohppet	
11	150	hold	doɑllɑt	
11	160	get, obtain	oɑǰǰut	
11	170	keep, retain	seɑilluhit	
11	180	thing	oɑpmi; diŋgɑ	
11	210	give	ɑddit	
11	220	give back	mahc̷ɑhit	
11	240	preserve, look after	seɑiludit	
11	250	save, rescue	beɑstit	
11	270	destroy	duššɑdit	
11	280	harm, injure, damage	vɑhagɑhttit	
11	310	seek, look for	ohc̷ɑt	
11	320	find	gavdnɑt	
11	330	lose	lahppit	
11	340	release, let go	luoitit	
11	430	money	r̃uhtɑ	
11	440	coin	mintɑ	
11	510	rich	r̃ikkis	
11	520	poor	geɑffi	
11	530	beggar	geɑr̃yideɑddyi	
11	540	avaricious, stingy	hanis	
11	610	lend	luoikɑt	
11	620	borrow	luoikkɑhit	
11	630	owe	leɑt velggolɑš	
11	640	debt	veɑlgi	
11	650	pay (vb)	maksit	
11	660	account, reckoning	r̃ehket	
11	690	tax, tribute	maksu	
11	770	hire	balkahit	
11	780	wages	balka	
11	790	earn	dinet	
11	810	buy	oɑstit	
11	820	sell	vuovdit	
11	830	trade, barter	gavppɑšit	
11	840	merchant	gavpeyɑs	
11	850	market (place)	toɑr̃gɑ	
11	860	store, shop	gavpi	
11	870	price	hɑddi	
11	880	dear (costly, expensive)	divr̃r̃ɑs	
11	890	cheap	halbi	
11	910	share (distribute)	yuohkit	
11	920	weigh	vihkket	
12	10	after	mɑŋŋa	
12	11	behind	duohkin	
12	20	beside	balddɑs	
12	30	down, below	vuollin	
12	40	before	ovdɑl	
12	41	front	ovddɑbeɑlde	
12	50	inside, in	siste	
12	60	outside	olgun	
12	70	under	vuolde	
12	80	up, above	ɑlde	
12	110	place	sɑdyi	
12	120	put	bidyɑt	
12	130	sit	čohkkat	
12	140	lie down	veɑllat	
12	150	stand	čuoǰǰut	
12	160	remain, stay	bahc̷it	
12	170	remains, left overs	bad͜zɑhɑs	
12	210	collect, gather	čoɑggit	
12	212	pick up	čoɑkkɑšit	
12	213	pile up	guhppet	
12	220	join, unite	ovttɑstɑhttit	
12	230	separate	eɑr̃uhit	
12	232	divide	yuohkit	
12	240	open	rɑbɑstit	
12	250	shut, close	giddet	
12	260	cover	gokčɑt	
12	270	hide, conceal	čiehkɑt	
12	310	high	ɑllɑt	
12	320	low	vuollegɑš	
12	330	top	čohkkɑ	
12	340	bottom	bodni	
12	350	end	loɑhppɑ	
12	352	pointed	bɑstil	
12	353	edge	r̃ɑvdɑ	
12	360	side	gilgɑ	
12	370	middle, center	gɑskkɑmus; guovddaš	Respectively: adjective; substantive.; Respectively: adjective; substantive.
12	410	right (side)	olgeš	
12	420	left (side)	gur̃ut	
12	430	near (adv)	lɑhkɑ	
12	440	far (adv)	guhkkin	
12	450	east	nuor̃tɑ	
12	460	west	oɑr̃yi	
12	470	north	dɑvvi	
12	480	south	lulli	
12	530	grow	šɑddɑt	
12	540	measure	mihtidit	
12	541	span, fathom	sɑllɑ	
12	550	large, big	stuor̃ɑt	
12	560	small, little	unni	
12	570	long	guhkki	
12	580	tall	guhkki; ɑllɑt	
12	590	short	oɑnehɑš	
12	610	wide, broad	viiddis	
12	620	narrow	bɑski	
12	630	thick (in dimension)	gɑssɑt	
12	650	thin (in dimension)	ɑsehɑš	
12	670	deep	čieŋɑl	
12	680	shallow	c̷oɑgis	
12	710	flat	steɑččɑs	
12	730	straight	ɲuolgɑt	
12	740	crooked	gɑvvɑr̃	
12	750	hook	r̃oɑhkki	
12	760	corner	čiehkɑ	
12	770	cross	r̃uossɑ	
12	780	square	ɲeɑlyečiegɑt	
12	810	round	yor̃bɑt	
12	820	circle	r̃iekkis	
12	830	sphere, ball	yor̃bɑdɑs; spabbɑ	
12	840	line	sahc̷u; liɲa	
12	850	hole	r̃aigi	
12	920	like, similar	seɑmmɑlagan; ovttɑlagan	
12	930	change	nuppastuhttit	
13	0	zero, nothing	nollɑ	
13	10	one	oktɑ	
13	20	two	guokte	
13	30	three	golbmɑ	
13	40	four	ɲeɑllye	
13	50	five	vihttɑ	
13	60	six	guhttɑ	
13	70	seven	čieǰɑ	
13	80	eight	gavc̷c̷i	
13	90	nine	ovc̷c̷i	
13	100	ten	logi	
13	101	eleven	oktɑnuppelohkai	
13	102	twelve	guoktenuppelohkai	
13	103	fifteen	vihttɑnuppelohkai	
13	104	twenty	guoktelogi	
13	105	hundred	čuoði	
13	106	thousand	duhat	
13	107	count	lohkɑt	
13	140	every, all	yuohke; buot	
13	150	much, many	ollu; maŋgɑ	
13	160	more	eɑmbbo	
13	170	little (quantity), few	veha; unnan	
13	180	enough	doɑr̃vai	
13	181	some	muhtin	
13	190	multitude, crowd	olluvuohtɑ; yoɑvku	
13	210	full	dievvɑ	
13	220	empty	guor̃us	
13	230	part, piece	oɑssi	
13	240	half	beɑlli	
13	330	alone, only	okto; dušše	
13	340	first	vuosttɑs	
13	350	last	mɑŋimus	
13	360	second	nubbi	
13	370	pair	bar̃r̃ɑ	
13	380	two times	guovtte geɑr̃dde	
13	420	third	goɑlmmat	
13	440	three times	golmmɑ geɑr̃dde	
14	110	time	aigi	
14	120	age	ɑhki	
14	130	new	oðɑs	
14	140	young	nuor̃r̃ɑ	
14	150	old	boɑr̃is	
14	160	early	ar̃r̃ɑt	
14	170	late	mɑŋŋit	
14	180	now	dal	
14	190	immediately	dɑkkɑviði	
14	210	swift, fast, quick	yohtil; yoðan	
14	220	slow	ɲoɑhc̷i	
14	230	hasten, hurry	doɑpmɑt; gahččɑt	
14	240	retard, delay	ayihit	
14	250	begin, beginning	algit; algu	
14	252	last, endure	bistit	
14	260	end (temporal)	loɑhppɑ	
14	270	finish	loɑhpɑhit	
14	280	cease, stop	heɑitit; loɑhppɑt	
14	290	ready	valmmɑs	
14	310	always	alo	
14	320	often	davya	
14	330	sometimes	muhtomin	
14	331	soon	fɑr̃ggɑ	
14	332	long-time (for a)	guhkit	
14	340	never	ii goɑssege	
14	350	again	vuot	
14	410	day	beɑivi	
14	420	night	idyɑ	
14	430	dawn	guovssu	
14	440	morning	iðit	
14	450	noon, midday	gɑskɑbeɑivi	
14	451	afternoon	mɑŋŋil gɑskɑbeɑivvi	
14	460	evening	eɑhket	
14	470	today	odne	
14	480	tomorrow	ihttin	
14	481	day-after-tomorrow	don beɑivve	
14	490	yesterday	ikte	
14	491	day-before-yesterday	ovddet beɑivve	
14	510	hour	diibmu	
14	530	clock, timepiece	diibmu	
14	610	week	vɑhkku	
14	620	Sunday	sotnɑbeɑivi	
14	630	Monday	vuossar̃gɑ	
14	640	Tuesday	mɑŋŋebar̃gɑ	
14	650	Wednesday	gɑskɑvɑhkku	
14	660	Thursday	duor̃ɑstɑt	
14	670	Friday	beɑr̃yɑdɑt	
14	680	Saturday	lavvɑr̃dɑt	
14	710	month	mannu	
14	730	year	yɑhki	
14	740	winter	dalvi	
14	750	spring	giððɑ	
14	760	summer	geɑssi	
14	770	autumn	čɑkčɑ	
14	780	season	yɑhkiaigi	
15	210	smell (vb intrans)	hɑksot	
15	212	sniff	sustit	
15	220	smell (vb trans)	hɑksit	
15	260	stinking, bad smelling	guohc̷ɑ	
15	310	taste	maistit	
15	350	sweet	sohkɑr̃eɑddyai	
15	360	salty	salttis	
15	370	bitter	r̃ihčɑ	
15	380	acid, sour	suvr̃r̃is	
15	410	hear	gullɑt	
15	420	listen	guldɑlit	
15	440	sound, noise	yietnɑ; šuokŋɑ	
15	450	loud	ɑllɑt	
15	460	quiet, silence	yɑskɑt; yɑskɑtvuohtɑ	
15	510	see	oɑidnit	
15	520	look, look at	geɑhččɑt	
15	550	show	čayehit	
15	560	shine	suotɲɑr̃ɑstit	
15	570	bright	šeɑlgɑt	
15	610	color	ivdni	
15	620	light (in color)	čuovgɑt	
15	630	dark (in color)	gamis	
15	640	white	vielgɑt	
15	650	black	čahppɑt	
15	660	red	r̃uoksɑt	
15	670	blue	ɑlit	
15	680	green	r̃uonɑs	
15	690	yellow	fiskɑt	
15	710	touch	guoskkɑhit	
15	712	pinch	c̷ikc̷et	
15	720	feel	dovdɑt	
15	740	hard	gɑr̃ɑs	
15	750	soft	dimis	
15	760	rough	r̃oɑkkɑs	
15	770	smooth	livttis	
15	780	sharp	bɑstil	
15	790	blunt, dull	dulppɑs	
15	810	heavy	lossɑt	
15	820	light (in weight)	geɑhpɑs	
15	830	wet, damp	ɲuoskkɑs; lavttɑs	
15	840	dry	goikkis	
15	850	hot	bahkɑs	
15	851	warm	liekkɑs	
15	860	cold	gɑlmmɑs	
15	870	clean	buhtis	
15	880	dirty, soiled	duolvvɑs	
15	890	wrinkled	yoɑibmai	
16	110	soul, spirit	heɑggɑ; vuoigŋɑ	
16	150	surprised, astonished	imɑštuvvɑn; heɑhkɑstuvvɑn	
16	180	good fortune, luck	lihkku	
16	190	misfortune, bad luck	bar̃ti	
16	230	joyful, glad, happy	ilolɑš; lihkolɑš	
16	250	laugh	čɑibmɑt	
16	251	smile	moddyat	
16	260	play	stoɑhkɑt	
16	270	love	r̃ahkestit	verb
16	290	kiss	c̷ummat	
16	300	embrace	sɑllut	
16	310	pain	bavččɑs	
16	320	grief, sorrow, sadness	mor̃ɑš	
16	330	anxiety, worry	fuollɑ	
16	340	regret, be sorry	vaidɑlit; šallošit	
16	350	pity	šallu	
16	370	cry, weep	čier̃r̃ut	
16	380	tear (noun)	gɑɲɑl	
16	390	groan	fuoikut	
16	410	hate	vɑšuhit	
16	420	anger	suhttu	
16	440	envy, jealousy	gaðɑšvuohtɑ; bɑlɑhɑhkesvuohtɑ	
16	450	shame (noun)	heɑhpɑt	
16	480	proud	čeɑvlai	
16	510	dare	duostɑt	
16	520	brave	r̃oɑhkkɑt	
16	530	fear, fright	bɑllu; hir̃bmɑ	
16	540	danger	var̃r̃ɑ	
16	620	desire, want	haliidit; dɑhttut	
16	622	choose	vallyet	
16	630	hope	doɑivu	
16	650	faithful	luohtehɑhtti; oskkaldɑs	
16	660	true	r̃ivttes	
16	670	lie, tell lies	gielistit; gielastit	
16	680	deceit	beɑhtus	
16	690	forgive	ɑddit andɑgɑssii	
16	710	good	buor̃r̃e	
16	720	bad	heɑdyu	
16	730	right, correct	r̃iektɑt	
16	740	wrong	boɑstto; veɑr̃r̃e	
16	760	fault	feɑilɑ; veɑr̃r̃i	
16	770	mistake, error	meɑttahus; boɑsttuvuohtɑ	
16	780	blame	laittus; moɑittɑ	
16	790	praise	r̃amadus	
16	810	beautiful	čappɑt	
16	820	ugly	fɑsti	
16	830	greedy	vaibmil; himulɑš	
16	840	clever	viissis	
17	110	mind	yier̃bmi	
17	130	think (= reflect)	yur̃ddɑšit	
17	140	think (= be of the opinion)	gaddit	
17	150	believe	oskut	
17	160	understand	ipmir̃dit; addet	
17	170	know	diehtit	
17	171	guess	nɑvdit	
17	172	imitate	aððɑstɑllɑt	
17	180	seem	or̃r̃ut	
17	190	idea, notion	ideɑ; yur̃ddɑ	
17	210	wise	oɑhppɑn	
17	220	foolish, stupid	yor̃bbɑs; gaiggɑs	
17	230	insane, crazy	yɑllɑ	
17	240	learn	oɑhppɑt	
17	242	study	lohkɑt; studer̃et	
17	250	teach	oɑhpɑhit	
17	260	pupil	oɑhppi	
17	270	teacher	oɑhpɑheɑddyi	
17	280	school	skuvlɑ	
17	310	remember	muitit	
17	320	forget	vɑyalduhttit	
17	340	clear, plain	čielggɑs; seɑlvi	
17	350	obscure	eɑhpečielggɑs	
17	360	secret	čiegus; suollemɑs	
17	370	sure, certain	sihkɑr̃	
17	380	explain	čilget	
17	410	intention, purpose	aigumuš; ulbmil	
17	420	cause	dɑgɑhit	
17	430	doubt	eɑhpidit	
17	440	suspect	vihkut	
17	441	betray	beɑhttit	
17	450	need, necessity	dar̃bu	
17	460	easy	alki; heɑlpu	
17	470	difficult	vattis	
17	480	try, attempt	geɑhččɑlit; iskɑt	
17	490	way, manner	vuohki	
17	510	and	yɑ	
17	520	because	dɑinnɑ go	
17	530	if	yuos	
17	540	or	dɑhye	
17	550	yes, affirmative	yuo; yo	
17	560	no, negative	ii	
17	610	how?	mo; mot; movt	
17	620	how many?	gɑlle	
17	630	how much?	mɑn ollu	
17	640	what?	mii	
17	650	when?	goɑs	
17	660	where?	gos	
17	670	which?	mɑkkar̃	
17	680	who?	gii	
17	690	why?	mɑnne	
18	110	voice	yietnɑ	
18	120	sing	lavlut	
18	130	shout, cry out	huikit; čuor̃vut	
18	150	whisper	sɑvkɑlit	
18	160	mumble	humɑidit	
18	170	whistle	ɲur̃gut	
18	180	shriek, screech	biškut	
18	190	howl	holvut	
18	210	speak, talk	hupmɑt; hallɑt	
18	211	stutter, stammer	vɑvddɑdit; gɑhkkit	
18	220	say	dɑdyɑt	
18	221	tell story	mainɑstit	
18	222	speech (make a)	sar̃dnut	
18	230	silent (be)	yavohuvvɑt	
18	240	language	giellɑ	
18	260	word	satni	
18	280	name	nɑmmɑ	
18	310	ask (question, inquire)	yeɑr̃r̃ɑt; gɑhčɑt	
18	320	answer	vastidit	
18	330	admit, confess	dovddɑstit	
18	340	deny	biehtɑdit; biehttɑlit	
18	350	ask, request	sihtɑt	
18	360	promise	lohpidit	
18	370	refuse	biehtɑdit	
18	380	forbid	gieldit	
18	410	call (=summon)	bovdet; gohččut	
18	420	call (=name)	nɑmɑhit	
18	430	announce	ɑlmmuhit; dieðihit	
18	440	threaten	aitit	
18	450	boast	r̃amohɑllɑt	
18	510	write	čallit	
18	520	read	lohkɑt	
18	560	paper	babir̃	
18	570	pen	beɑnnɑ	
18	610	book	gir̃yi	
18	670	poet	diktɑčalli	
18	710	flute	ɲur̃ggɑn	
18	720	drum	dr̃umbu	
18	730	horn, trumpet	dor̃ve; tr̃ompehtɑ	
19	110	country	eɑnɑ	
19	120	one's native country	r̃uovttueɑnɑ; ahčieɑnɑ	
19	150	city, town	gavpot	
19	160	village	siidɑ	
19	170	boundary	r̃adyi	
19	210	people (populace)	albmot	
19	230	tribe, clan	čeɑr̃dɑ	
19	240	chief, chieftain	hoɑvdɑ; oɑivɑmuš	
19	250	staff, walking stick	soɑbbi	
19	310	rule, govern	r̃aððet; hovdet	
19	320	king, ruler	gonɑgɑs; r̃aððeyeɑddyi	
19	330	queen	dr̃onnet	
19	360	noble, nobleman	adellɑš; adelolmmai	
19	370	citizen, subject	r̃iikɑvuloš	
19	410	master	isit; heɑr̃r̃a	
19	420	slave	šlavvɑ	
19	430	servant	balvɑleɑddyi	
19	450	command, order	gohččut	
19	460	obey	yeɑgɑdit; doɑhttɑlit	
19	470	let, permit	lohpidit; diktit	
19	510	friend, companion	ustit; skihpar̃	
19	520	enemy	vɑšalɑš	
19	540	neighbor	r̃anna	
19	550	stranger	ɑmɑs	
19	560	guest	guossi	
19	570	host	baikkiisit	
19	580	help, aid	veɑhkehit; abuhit	
19	590	hinder, prevent	hehttet; c̷ɑggɑt	
19	610	custom	vier̃r̃u; dahpi	
19	620	strife, quarrel	r̃iidu; naggu	
19	650	meet	deɑivɑt	
19	720	prostitute	fuor̃r̃a	
20	110	fight (vb)	doɑr̃r̃ut	
20	130	war, battle	soɑhti; doɑr̃r̃u	
20	140	peace	r̃afi	
20	150	army	ɑr̃meɑ; soɑhteveɑhkɑ	
20	170	soldier	soɑlddat	
20	210	weapons, arms	veɑr̃yu	
20	220	club	šluppot	
20	230	sling	šleɑŋgu	
20	240	bow	davgi	
20	250	arrow	ɲuollɑ	
20	260	spear	saiti	
20	270	sword	miehkki	
20	280	gun, cannon	bissu; kɑnovdnɑ	
20	330	helmet	suodyɑgɑhpir̃; yeɑlbmɑ	
20	340	shield	gɑlbɑ	
20	350	fortress	lɑdni	
20	360	tower	doɑr̃dnɑ	
20	410	victory	vuoitu	
20	420	defeat	dahpɑ; vuoittɑhɑllɑn	
20	430	attack	r̃ohkkaheɑpmi	
20	440	defend	suodyɑlit	
20	450	retreat	mur̃dit	
20	460	surrender	vuollanit	
20	470	captive, prisoner	faŋgɑ	
20	471	guard, sentinel	faktɑ; geɑhčči	
20	480	booty, spoils	salɑš; fitnet	
20	490	ambush	čiehkɑgɑsčillɑ	
20	510	fisherman	guolasteɑddyi	
20	520	fishhook	r̃oɑhkɑn	
20	540	fishnet	fier̃bmi	
20	550	fish trap	meɑr̃di	
20	560	bait	seɑkti	
20	610	hunt	meɑhc̷astit	
20	620	shoot	bahčit	
20	630	miss (target)	meɑddet	
20	640	trap (noun)	bivddus	
20	650	trap (vb)	bivdit	
21	110	law	lahkɑ	
21	150	court	duopmustuollu	
21	160	judge (vb)	dubmet	
21	170	judgment	duopmu	
21	180	judge (noun)	duopmar̃	
21	220	defendant	aššaskuhtton olmmoš	
21	230	witness	vihtɑn	
21	240	swear	vuor̃dnut	
21	250	oath	vuor̃tnis	
21	310	accuse	aššaskuhttit	
21	320	condemn	dubmet	
21	330	convict (vb)	dubmet	
21	340	acquit	aššehuhttit	
21	350	guilty	aššalɑš	
21	360	innocent	aššeheɑpme	
21	370	penalty, punishment	r̃aŋggaštus	
21	380	fine	sahkku	
21	390	prison, jail	giddɑgɑs; faŋgɑl	
21	420	murder	olmmošgoddin	
21	430	adultery	fuor̃r̃avuohtɑ	
21	440	rape	illɑstit	
21	460	arson	viessoboɑldin	
21	470	perjury	veɑr̃r̃evalli	
21	510	steal	suoladit	
21	520	thief	suolɑ	
22	110	religion	osku	
22	120	God	Ipmil	
22	130	temple, church	tempel; gir̃ku	
22	140	altar	alttɑr̃	
22	150	sacrifice, offering	oɑffɑr̃	
22	160	worship	balvɑlit	
22	170	pray	r̃ohkɑdɑllɑt	
22	180	priest	bahppɑ	
22	190	holy, sacred	bɑssi	
22	220	preach	sar̃dnidit	
22	230	bless	sivdnidit	
22	240	curse	gɑr̃r̃udit	
22	260	fast (vb)	fastudit	
22	310	heaven	ɑlbmi	
22	320	hell	helvet	
22	350	demon (evil spirit)	beɑr̃gɑlɑt; bir̃o	
22	370	idol	eɑhpe-ipmil	
22	420	magic, witchcraft, sorcery	noɑidi-vuohtɑ; vihtɑr̃; dus	
22	430	sorcerer, witch	noɑidi	
22	440	fairy, elf	haldi	
22	450	ghost, phantom	gobmi	
22	470	omen, portent	var̃r̃ehus; dieðahus	
