🧍?	pronoun	der	5557695	who; what; that
🧍	pronoun	ich	5162762	me; i
🧍🧍🐍	pronoun	sie	3274391	she
🧍🧍	pronoun	du	2788174	you
←	conjunction	dass	2507810	that
🧍🧍🐍	pronoun	es	1853018	it; her
1	numeral	ein	1548240	one
🧍🧍🐍	pronoun	er	1521157	he
∧	conjunction	und	1441012	and
	determiner	was	1072372	
	pronoun	was	1072372	what
🏠🧍	preposition	zu	918548	at; for; to
🏠←🚶	particle	zu	918548	to
↓	adjective	ein	841835	on
↓	adverb	ein	841835	on
→🕳️	preposition	in	793350	in
	pronoun	einer	733137	one
🧍🧍	determiner	ihr	659802	you; her
→🕳️	preposition	mit	641744	in
🧍<sub>💎</sub>	determiner	mein	594495	my
::	conjunction	wie	585413	like
→🕳️	preposition	auf	567544	in
∧	conjunction	aber	523716	but
📝←	conjunction	so	508157	so
	pronoun	so	508157	
	verb	haben	475089	to have
🧘	verb	sind	464876	to are
	preposition	für	461926	for
→🕳️	preposition	von	457616	in
→	conjunction	wenn	438665	when
🧍🧍🐍<sub>💎</sub>	determiner	sein	425018	his
🏠🧍	preposition	an	399003	at; on
🧍🧍	pronoun	ihr	384099	you; her
	conjunction	noch	358787	nor
∵	conjunction	da	356437	because; as; for
∧	conjunction	nur	352269	but
💭	verb	meinen	346760	to think
🧍🧍	pronoun	sich	336423	yourself
🧑‍🤝‍🧑	pronoun	wir	331921	we
	verb	schon	276809	to do
	adverb	schon	276809	already
1<sup>st</sup>	conjunction	als	275361	once; as; but
🕐←	adverb	jetzt	274768	now
⌛	noun	mal	274314	time
	adverb	mal	271291	just
←🚶🏠	preposition	aus	269701	from; out; of
	preposition	um	268714	around; circa; at
	conjunction	um	268714	
🧍🧍<sub>💎</sub>	determiner	dein	267601	your
	pronoun	meiner	266017	
⌚→	adverb	dann	264865	then
🏠←🚶	verb	kommen	253827	to come
∀	pronoun	alles	249128	everything
🧘	verb	bist	249017	to are
	conjunction	doch	233508	yet
	determiner	alles	230999	
⬜	adjective	weiß	218422	white
	particle	oder	214775	
∨	conjunction	oder	214775	or
🧑‍🔧	verb	machen	208784	to make; to do
🏠🧍	preposition	nach	207669	at; like; for
🧘	verb	werden	206258	to turn; to will; to get
←	pronoun	dieser	195939	this
¬∃	pronoun	nichts	193569	nothing
🧍🧍👫	pronoun	man	188465	one, you
🕐?	conjunction	wo	186838	when
🗺️?	pronoun	wo	186838	where
∃	pronoun	etwas	181934	something
>	adverb	mehr	177486	more
	conjunction	also	174799	
∀🤌	determiner	all	171246	all
🏠🧍	preposition	bei	171087	at; with; by
	pronoun	wer	167701	who
∀🕐	adverb	immer	167261	always
←🚶🏠	preposition	vor	155796	from; to; of
	verb	können	152494	to be able ; can
🔁	adverb	wieder	151814	again
	verb	sagen	148970	to say
	verb	gehen	145283	to go; to walk
	pronoun	all	142880	
∵	conjunction	denn	139250	because; for
	verb	tun	137036	to do
	verb	sehen	135747	to see; to have sight
	preposition	über	124513	about; via; over
🧍🧍<sub>💎</sub>	pronoun	deiner	122342	yours
💡	verb	wissen	120690	to know
	verb	müssen	120043	to must
¬∃🕐	adverb	nie	116256	never
	adjective	weg	114064	away
	adverb	weg	114064	away
	pronoun	kein	112268	
🌹	verb	leben	108302	to live
	pronoun	viel	107734	a lot
	verb	glauben	105076	to believe
📅	adverb	heute	96550	today
	adjective	wollen	95326	woolen; woolly
🤑	verb	wollen	95326	to want; to will
📝←	conjunction	damit	93171	so
	pronoun	frau	93136	
	adjective	ganz	91187	total; complete; entire
	adverb	ganz	91142	quite; rather
🏠🧍	preposition	bis	89123	by
	conjunction	bis	89123	until
🤒	adjective	leid	86310	sick
←🚶🏠	verb	lassen	85608	to cause; to leave; to make
	verb	warten	82262	to service; to wait
2	numeral	zwei	80197	two
	verb	lieben	78747	to fond
🌅	noun	morgen	74926	morning
	verb	könnte	73436	to might
📅→	adverb	morgen	71059	tomorrow
⬇️	preposition	ab	67201	down
	adjective	gerade	66340	even
🕐←	adverb	gerade	66340	now
💃	adjective	schön	65228	fair; lovely; beautiful
	adverb	schön	65228	beautifully
→🕳️	preposition	durch	63104	through; via; per
🗣️	verb	reden	63011	to speak; to talk
🧑‍🔧	verb	bringen	62472	to bring; to put; to make
🧑‍🏫	verb	sagte	61265	to told
	preposition	ob	60877	
→	conjunction	ob	60877	if
	determiner	paar	59449	
	adverb	wohl	58374	perhaps
	adjective	besser	57694	better
🗺️←	adverb	her	56834	here
	preposition	ohne	55901	without
🔎	verb	finden	52788	to find; to think
🗺️←	adverb	dort	52783	there
🐍	adverb	lange	51857	long
∀🤌	pronoun	jeder	51784	any; everyone; everybody
	verb	sei	50892	to let be
	determiner	beide	49820	both
	pronoun	beide	49820	
	adjective	gar	49767	ready; done
	adverb	gar	49767	absolutely
🍽️	verb	essen	49676	to eat
	verb	sagt	48911	to wiktionary:votes/2007-10/lemma entries/words
	preposition	seit	48455	for
	conjunction	seit	48455	
=	adjective	gleich	48447	equal
🔁	adverb	gleich	48447	again
	verb	hören	48247	to hear
📴	adverb	davon	47864	off
→	adjective	recht	47629	right
➡️	adverb	recht	47629	rather; quite; right
	adverb	dafür	46366	therefor
→	preposition	wegen	46246	after; for; on
3	numeral	drei	45988	three
	verb	denken	45543	to think
