*	singular	singular	dual	dual	plural	plural	#		
*	heiroglyphs	transliteration	heiroglyphs	transliteration	heiroglyphs	transliteration	#		
water	𓈗𓈘	mw	𓈗𓅱𓏭𓈘𓈘	mwwj	𓈗𓅱𓈘	mww	#	feminine	a-stem
mouth	𓂋𓏤𓄹	r	𓂋𓏤𓄹𓅱𓏭𓄹	rwj	𓂋𓏤𓄹𓅱𓄹	rw	#	masculine	consonant-stem
