bug	CaseSingularPluralNominativebekosbekoiVocativebekebekoiAccusativebekonbekōs1, bekūs2GenitivebekibekonDativebekūbekoboInstrumentalbekūbekuis1, bekūs2Locativebekei1, bekē2bekois1 early forms, 2 late forms	CaseSingularPluralNominativebekosbekoiVocativebekebekoiAccusativebekonbekōs1, bekūs2GenitivebekibekonDativebekūbekoboInstrumentalbekūbekuis1, bekūs2Locativebekei1, bekē2bekois	case	singular	plural	nominative	bekos	bekoi	vocative	beke	bekoi	accusative	bekon	bekōs1, bekūs2	genitive	beki	bekon	dative	bekū	bekobo	instrumental	bekū	bekuis1, bekūs2	locative	bekei1, bekē2	bekois	1 early forms, 2 late forms
bug	CaseSingularPluralNominativebekosbekoiVocativebekebekoiAccusativebekonbekōs1, bekūs2GenitivebekibekonDativebekūbekoboInstrumentalbekūbekuis1, bekūs2Locativebekei1, bekē2bekois	case	singular	plural	nominative	bekos	bekoi	vocative	beke	bekoi	accusative	bekon	bekōs1, bekūs2	genitive	beki	bekon	dative	bekū	bekobo	instrumental	bekū	bekuis1, bekūs2	locative	bekei1, bekē2	bekois		
bug	case	singular	plural																								
bug	nominative	bekos	bekoi																								
bug	vocative	beke	bekoi																								
bug	accusative	bekon	bekōs1, bekūs2																								
bug	genitive	beki	bekon																								
bug	dative	bekū	bekobo																								
bug	instrumental	bekū	bekuis1, bekūs2																								
bug	locative	bekei1, bekē2	bekois																								
bug	1 early forms, 2 late forms																										
daughter	CaseSingularPluralNominativeduxtīrduxteresVocativeduxterduxteresAccusativeduxteremduxterāsGenitiveduxtrosduxtronDativeduxtreiduxtreboInstrumentalduxtriduxtrebiLocativeduxtriduxtrebo	CaseSingularPluralNominativeduxtīrduxteresVocativeduxterduxteresAccusativeduxteremduxterāsGenitiveduxtrosduxtronDativeduxtreiduxtreboInstrumentalduxtriduxtrebiLocativeduxtriduxtrebo	case	singular	plural	nominative	duxtīr	duxteres	vocative	duxter	duxteres	accusative	duxterem	duxterās	genitive	duxtros	duxtron	dative	duxtrei	duxtrebo	instrumental	duxtri	duxtrebi	locative	duxtri	duxtrebo
daughter	CaseSingularPluralNominativeduxtīrduxteresVocativeduxterduxteresAccusativeduxteremduxterāsGenitiveduxtrosduxtronDativeduxtreiduxtreboInstrumentalduxtriduxtrebiLocativeduxtriduxtrebo	case	singular	plural	nominative	duxtīr	duxteres	vocative	duxter	duxteres	accusative	duxterem	duxterās	genitive	duxtros	duxtron	dative	duxtrei	duxtrebo	instrumental	duxtri	duxtrebi	locative	duxtri	duxtrebo	
daughter	case	singular	plural																							
daughter	nominative	duxtīr	duxteres																							
daughter	vocative	duxter	duxteres																							
daughter	accusative	duxterem	duxterās																							
daughter	genitive	duxtros	duxtron																							
daughter	dative	duxtrei	duxtrebo																							
daughter	instrumental	duxtri	duxtrebi																							
daughter	locative	duxtri	duxtrebo																							
horse	CaseSingularPluralNominativemarkosmarkoiVocativemarkemarkoiAccusativemarkonmarkōs1, markūs2GenitivemarkimarkonDativemarkūmarkoboInstrumentalmarkūmarkuis1, markūs2Locativemarkei1, markē2markois1 early forms, 2 late forms	CaseSingularPluralNominativemarkosmarkoiVocativemarkemarkoiAccusativemarkonmarkōs1, markūs2GenitivemarkimarkonDativemarkūmarkoboInstrumentalmarkūmarkuis1, markūs2Locativemarkei1, markē2markois	case	singular	plural	nominative	markos	markoi	vocative	marke	markoi	accusative	markon	markōs1, markūs2	genitive	marki	markon	dative	markū	markobo	instrumental	markū	markuis1, markūs2	locative	markei1, markē2	markois	1 early forms, 2 late forms
horse	CaseSingularPluralNominativemarkosmarkoiVocativemarkemarkoiAccusativemarkonmarkōs1, markūs2GenitivemarkimarkonDativemarkūmarkoboInstrumentalmarkūmarkuis1, markūs2Locativemarkei1, markē2markois	case	singular	plural	nominative	markos	markoi	vocative	marke	markoi	accusative	markon	markōs1, markūs2	genitive	marki	markon	dative	markū	markobo	instrumental	markū	markuis1, markūs2	locative	markei1, markē2	markois		
horse	case	singular	plural																								
horse	nominative	markos	markoi																								
horse	vocative	marke	markoi																								
horse	accusative	markon	markōs1, markūs2																								
horse	genitive	marki	markon																								
horse	dative	markū	markobo																								
horse	instrumental	markū	markuis1, markūs2																								
horse	locative	markei1, markē2	markois																								
horse	1 early forms, 2 late forms																										
livestock	CaseSingularPluralNominativetarostaroiVocativetaretaroiAccusativetarontarōs1, tarūs2GenitivetaritaronDativetarūtaroboInstrumentaltarūtaruis1, tarūs2Locativetarei1, tarē2tarois1 early forms, 2 late forms	CaseSingularPluralNominativetarostaroiVocativetaretaroiAccusativetarontarōs1, tarūs2GenitivetaritaronDativetarūtaroboInstrumentaltarūtaruis1, tarūs2Locativetarei1, tarē2tarois	case	singular	plural	nominative	taros	taroi	vocative	tare	taroi	accusative	taron	tarōs1, tarūs2	genitive	tari	taron	dative	tarū	tarobo	instrumental	tarū	taruis1, tarūs2	locative	tarei1, tarē2	tarois	1 early forms, 2 late forms
livestock	CaseSingularPluralNominativetarostaroiVocativetaretaroiAccusativetarontarōs1, tarūs2GenitivetaritaronDativetarūtaroboInstrumentaltarūtaruis1, tarūs2Locativetarei1, tarē2tarois	case	singular	plural	nominative	taros	taroi	vocative	tare	taroi	accusative	taron	tarōs1, tarūs2	genitive	tari	taron	dative	tarū	tarobo	instrumental	tarū	taruis1, tarūs2	locative	tarei1, tarē2	tarois		
livestock	case	singular	plural																								
livestock	nominative	taros	taroi																								
livestock	vocative	tare	taroi																								
livestock	accusative	taron	tarōs1, tarūs2																								
livestock	genitive	tari	taron																								
livestock	dative	tarū	tarobo																								
livestock	instrumental	tarū	taruis1, tarūs2																								
livestock	locative	tarei1, tarē2	tarois																								
livestock	1 early forms, 2 late forms																										
rock	CaseSingularPluralNominativeartuāartuāsVocativeartuāartuāsAccusativeartuan1, artuim2artuāsGenitiveartuās1, artuiās2artuanomDativeartuīartuāboInstrumentalartuia1, artuī2artuābiLocativeartuīartuābo1 early forms, 2 late forms	CaseSingularPluralNominativeartuāartuāsVocativeartuāartuāsAccusativeartuan1, artuim2artuāsGenitiveartuās1, artuiās2artuanomDativeartuīartuāboInstrumentalartuia1, artuī2artuābiLocativeartuīartuābo	case	singular	plural	nominative	artuā	artuās	vocative	artuā	artuās	accusative	artuan1, artuim2	artuās	genitive	artuās1, artuiās2	artuanom	dative	artuī	artuābo	instrumental	artuia1, artuī2	artuābi	locative	artuī	artuābo	1 early forms, 2 late forms
rock	CaseSingularPluralNominativeartuāartuāsVocativeartuāartuāsAccusativeartuan1, artuim2artuāsGenitiveartuās1, artuiās2artuanomDativeartuīartuāboInstrumentalartuia1, artuī2artuābiLocativeartuīartuābo	case	singular	plural	nominative	artuā	artuās	vocative	artuā	artuās	accusative	artuan1, artuim2	artuās	genitive	artuās1, artuiās2	artuanom	dative	artuī	artuābo	instrumental	artuia1, artuī2	artuābi	locative	artuī	artuābo		
rock	case	singular	plural																								
rock	nominative	artuā	artuās																								
rock	vocative	artuā	artuās																								
rock	accusative	artuan1, artuim2	artuās																								
rock	genitive	artuās1, artuiās2	artuanom																								
rock	dative	artuī	artuābo																								
rock	instrumental	artuia1, artuī2	artuābi																								
rock	locative	artuī	artuābo																								
rock	1 early forms, 2 late forms																										
son	CaseSingularPluralNominativemaposmapoiVocativemapemapoiAccusativemaponmapōs1, mapūs2GenitivemapimaponDativemapūmapoboInstrumentalmapūmapuis1, mapūs2Locativemapei1, mapē2mapois1 early forms, 2 late forms	CaseSingularPluralNominativemaposmapoiVocativemapemapoiAccusativemaponmapōs1, mapūs2GenitivemapimaponDativemapūmapoboInstrumentalmapūmapuis1, mapūs2Locativemapei1, mapē2mapois	case	singular	plural	nominative	mapos	mapoi	vocative	mape	mapoi	accusative	mapon	mapōs1, mapūs2	genitive	mapi	mapon	dative	mapū	mapobo	instrumental	mapū	mapuis1, mapūs2	locative	mapei1, mapē2	mapois	1 early forms, 2 late forms
son	CaseSingularPluralNominativemaposmapoiVocativemapemapoiAccusativemaponmapōs1, mapūs2GenitivemapimaponDativemapūmapoboInstrumentalmapūmapuis1, mapūs2Locativemapei1, mapē2mapois	case	singular	plural	nominative	mapos	mapoi	vocative	mape	mapoi	accusative	mapon	mapōs1, mapūs2	genitive	mapi	mapon	dative	mapū	mapobo	instrumental	mapū	mapuis1, mapūs2	locative	mapei1, mapē2	mapois		
son	case	singular	plural																								
son	nominative	mapos	mapoi																								
son	vocative	mape	mapoi																								
son	accusative	mapon	mapōs1, mapūs2																								
son	genitive	mapi	mapon																								
son	dative	mapū	mapobo																								
son	instrumental	mapū	mapuis1, mapūs2																								
son	locative	mapei1, mapē2	mapois																								
son	1 early forms, 2 late forms																										
woman	CaseSingularPluralNominativebenābnāsVocativebenābnāsAccusativebenan1, benim2bnāsGenitivebenās1, beniās2bnanomDativebenībnāboInstrumentalbenia1, benī2bnābiLocativebenībnābo1 early forms, 2 late forms	CaseSingularPluralNominativebenābnāsVocativebenābnāsAccusativebenan1, benim2bnāsGenitivebenās1, beniās2bnanomDativebenībnāboInstrumentalbenia1, benī2bnābiLocativebenībnābo	case	singular	plural	nominative	benā	bnās	vocative	benā	bnās	accusative	benan1, benim2	bnās	genitive	benās1, beniās2	bnanom	dative	benī	bnābo	instrumental	benia1, benī2	bnābi	locative	benī	bnābo	1 early forms, 2 late forms
woman	CaseSingularPluralNominativebenābnāsVocativebenābnāsAccusativebenan1, benim2bnāsGenitivebenās1, beniās2bnanomDativebenībnāboInstrumentalbenia1, benī2bnābiLocativebenībnābo	case	singular	plural	nominative	benā	bnās	vocative	benā	bnās	accusative	benan1, benim2	bnās	genitive	benās1, beniās2	bnanom	dative	benī	bnābo	instrumental	benia1, benī2	bnābi	locative	benī	bnābo		
