a step, the act of walking                                        	gʷémtis                           	
adder, type of snake                                              	(s)néHtr̥                         	
alder                                                             	h₂élis-, wern-ā                   	
alive,                                                            	gʷih₃wós                          	
an interjection, 'oh!', 'woe!', to howl                           	wáy                               	
and, but, towards                                                 	de ~ do (indeclinable)            	
and; any                                                          	-kʷe                              	
apple                                                             	h₂ébōl                            	
arm                                                               	bʰeh₂ǵʰús, dóws                   	
arrow                                                             	(H)ísus                           	
away                                                              	apó                               	
away from, off, again                                             	h₂ew (indeclinable)               	
awl                                                               	h₁ólos                            	
axis, driver                                                      	h₂eḱs-                            	
bald, naked                                                       	kl̥H-                             	
bare, barefoot                                                    	bʰosós                            	
barley                                                            	h₂élbʰit                          	
bear                                                              	h₂rtk̂os                          	
beard                                                             	bʰardʰéh₂                         	
beaver                                                            	bʰébʰrus                          	
bee                                                               	bʰey-                             	
beech                                                             	bʰeh₂ǵos                          	
beer                                                              	h₂elut-                           	
being, existing, real, true ('being')                             	h₁sónts                           	
belly ('anti-outward')                                            	úderos                            	
big                                                               	meĝ-                              	
billy goat                                                        	kápros                            	
bird                                                              	h₂éwis                            	
blood                                                             	h₁ésh₂r̥, ésh₂nés                 	
body                                                              	krep-                             	
body joint                                                        	koḱs-                             	
bone                                                              	h₂óst-                            	
bonfire                                                       	péh₂wrₒ, ph₂unés                  	
bottom                                                            	bʰudʰmḗn                          	
brain, marrow                                                     	mosgʰós                           	
branch                                                            	h₃ósdos                           	
branch, switch, root, 'twisting, wrapping thing'                  	wéh₁itis                          	
breast, teat                                                      	pstḗn                             	
breath                                                            	h₂enh₁mos, pnéwmn̥                	
bright, light, to shine, to see                                   	leuk-                             	
brother                                                           	bʰréh₂ter-                        	
brother's wife                                                    	ǵh₂lōws                           	
brother-in-law, father-in-law                                     	swēḱurós, swéḱuros                	
brown, hole, to pierce                                            	bʰerH-                            	
buttocks, hip                                                     	ḱlównis                           	
cattle                                                            	gʷṓws                             	
cattle[i]                                                         	gʷōus                             	
cereal, grain                                                     	yéwos                             	
charcoal                                                          	h₁óngʷl̥                          	
cheek, jaw, chin                                                  	ǵénus~ĝonh₂dʰos                   	
cheese                                                            	tuh₂-ró-s                         	
chest, rib                                                        	pérḱus                            	
chieftain, head of house ('village master')                       	wiḱpótis                          	
chord, fiber, string ('stretched thing')                          	tónos                             	
