सचिव 	98
संयुग 	98
यशस्विन् 	98
आभ 	97
अनुत्तम 	97
मद 	97
परित्यज् 	97
अवेक्ष् 	96
कोटि 	96
नायक 	96
पशु 	96
विद्या 	96
वृध् 	96
ग 	95
जनकात्मजा 	95
नेत्र 	95
रक्त 	95
वपुस् 	95
भा 	94
भृत्य 	94
कारय् 	94
किम् 	94
पातय् 	94
शंस् 	94
उपगम् 	94
अन्तःपुर 	93
अर्दय् 	93
भूषय् 	93
गर्भ 	93
इन्द्रजित् 	93
क्वचिद् 	93
पितामह 	93
विनाश 	93
आहार 	92
जन्मन् 	92
नगर 	92
निशामय् 	92
ओजस् 	92
प्राज्ञ 	92
प्रेक्ष् 	92
अद्भुत 	91
नख 	91
पश्चात् 	91
विनश् 	91
बलिन् 	90
भज् 	90
चारिन् 	90
धृ 	90
जय 	90
कानन 	90
कुमार 	90
षष् 	90
सेना 	90
यक्ष 	90
आहृ 	89
आज्ञा 	89
दण्डक 	89
दृष्टि 	89
उपागम् 	89
अर्ध 	88
आयम् 	88
चरण 	88
किल 	88
क्रूर 	88
महाभाग 	88
माल्य 	88
मारुत 	88
नद् 	88
पृथक् 	88
समन्वित 	88
अभिधा 	87
अभ्र 	87
क्षत्रिय 	87
प्लवग 	87
पृ 	87
संधा 	87
सर्वथा 	87
सायक 	87
शीघ्र 	87
विचर् 	87
विमुच् 	87
भेद 	86
उपक्रम् 	86
चोदय् 	85
प्रभाव 	85
प्रसद् 	85
शनैस् 	85
श्रम 	85
तृ 	85
वस्त्र 	85
विहा 	85
अनर्थ 	84
धार्मिक 	84
गगन 	84
ग्रहण 	84
मण्डल 	84
पार्श्व 	84
प्रणम् 	84
पुष्पित 	84
संध्या 	84
सम्प्राप् 	84
तारा 	84
अभिषिच् 	83
आहव 	83
अर्ह 	83
अरिंदम 	83
चिन्ता 	83
कृत्स्न 	83
कुञ्जर 	83
नियुज् 	83
प्रवच् 	83
स्वभाव 	83
स्वर 	83
उग्र 	83
व्यक्त 	83
अधिगम् 	82
आकुल 	82
द्रु 	82
हंस 	82
कर्ण 	82
नरेन्द्र 	82
शयन 	82
तमस् 	82
उरस् 	82
अथवा 	81
चारु 	81
चिरम् 	81
ग्रह 	81
इदानीम् 	81
खड्ग 	81
नृपति 	81
परुष 	81
प्रथम 	81
सम्यक् 	81
शुभ् 	81
अभिमुख 	80
अर्क 	80
भाग 	80
हु 	80
परंतप 	80
पाश 	80
सहाय 	80
सखी 	80
समर्थ 	80
विद्वस् 	80
अमृत 	79
दुरात्मन् 	79
कुतस् 	79
मृदु 	79
पालय् 	79
पूर्ण 	79
संज्ञा 	79
संवृ 	79
वेश्मन् 	79
अङ्क 	78
आया 	78
दुर्धर्ष 	78
द्वितीय 	78
मुह् 	78
प्रशंस् 	78
प्रयम् 	78
पृष्ठ 	78
समे 	78
शरण 	78
सरस् 	78
उपपद् 	78
आश्रय 	77
चक्र 	77
परिघ 	77
पौर 	77
पुरस्कृ 	77
व्यध् 	77
आहन् 	76
आलय 	76
अंश 	76
अर्णव 	76
अश्रु 	76
आविश् 	76
चल् 	76
कनक 	76
लाभ 	76
लक्ष्मी 	76
लता 	76
मरण 	76
नग 	76
प्रग्रह् 	76
प्रहस्त 	76
राष्ट्र 	76
समय 	76
शुध् 	76
सुमन्त्र 	76
तनु 	76
वासव 	76
वसुधा 	76
अन्यथा 	75
अप्सरस् 	75
क्षम 	75
महीपति 	75
उदय 	75
वंश 	75
वासिन् 	75
विमल 	75
अमर 	74
बुध् 	74
द 	74
जाति 	74
मानस 	74
परिष्वज् 	74
प्रतिपद् 	74
पुंस् 	74
तापस 	74
उपविश् 	74
ऊरु 	74
वर्जय् 	74
वात 	74
विषद् 	74
याच् 	74
योजय् 	74
आगम 	73
अनिल 	73
ज्ञाति 	73
प्रजापति 	73
सखि 	73
समान 	73
सर्वशस् 	73
सुता 	73
सुवर्ण 	73
विचि 	73
यज् 	73
अनृत 	72
चिर 	72
च्यु 	72
जनक 	72
ख 	72
निद्रा 	72
प्रत्यक्ष 	72
सिद्ध 	72
उत्पद् 	72
वाजिन् 	72
वत्स 	72
विष 	72
वृष्टि 	72
अप्रिय 	71
दैवत 	71
नव 	71
निरीक्ष् 	71
प्रस्था 	71
सम्भव 	71
संघ 	71
सर्प 	71
तोय 	71
विचित्र 	71
यान 	71
युग 	71
अभिषेक 	70
दर्प 	70
जाम्बवन्त् 	70
कान्त 	70
कीर्ति 	70
मुष्टि 	70
प्लु 	70
ताडय् 	70
अधिपति 	69
अशनि 	69
कामरूपिन् 	69
प्रत्यय 	69
शिव 	69
शोभय् 	69
शुच् 	69
तपस्विन् 	69
वीक्ष् 	69
अष्टन् 	68
भास्कर 	68
भोग 	68
दुष् 	68
कारिन् 	68
कृष्ण 	68
कृत 	68
माला 	68
मारुतात्मज 	68
मृद् 	68
निर्या 	68
सञ्ज् 	68
शशिन् 	68
सततम् 	68
उचित 	68
वारि 	68
वयस् 	68
विजय 	68
व्यथ् 	68
आचक्ष् 	67
अनुज 	67
अशन 	67
अतिक्रम् 	67
कुसुम 	67
मनुष्य 	67
वर्धन 	67
विस्मय 	67
अचल 	66
अम्भस् 	66
धरणी 	66
गुहा 	66
कच्चित् 	66
लोभ 	66
माक्षिक 	66
नृ 	66
संग्राम 	66
संहृष् 	66
संतप् 	66
सारथि 	66
शिष्य 	66
वैश्य 	66
विभूषय् 	66
अलंकृ 	65
आपत् 	65
निर्मा 	65
परिग्रह 	65
रजस् 	65
सरित् 	65
स्निग्ध 	65
ताम्र 	65
जानकी 	64
लवण 	64
पूजा 	64
वह् 	64
अनित्य 	63
भोजन 	63
चन्दन 	63
जनस्थान 	63
कार्मुक 	63
निवस् 	63
पन्नग 	63
पुष्पक 	63
सहस्रशस् 	63
श्रेयस् 	63
शून्य 	63
उरग 	63
विधिवत् 	63
व्याहृ 	63
यौवन 	63
अलम् 	62
आवह 	62
द्युति 	62
कमल 	62
क्लेश 	62
परिवारय् 	62
प्रहस् 	62
पुरोहित 	62
साधय् 	62
शीत 	62
शुक 	62
सूक्ष्म 	62
वरुण 	62
विधान 	62
विशेषतः 	62
अनल 	61
अनेक 	61
अन्यत्र 	61
अशोक 	61
भृ 	61
दन्त 	61
द्विजाति 	61
केश 	61
लघु 	61
पान 	61
तार 	61
चीर 	60
दुर्लभ 	60
केवल 	60
मेदिनी 	60
मेरु 	60
प्रासाद 	60
प्रवृत्ति 	60
रुच् 	60
शा 	60
साल 	60
स्ना 	60
स्थिर 	60
त्रैलोक्य 	60
त्वर् 	60
आत्मवन्त् 	59
दाशरथि 	59
दिष्टि 	59
कृच्छ्र 	59
ननु 	59
प्रपद् 	59
समासादय् 	59
समृध् 	59
संयोग 	59
सार 	59
स्वप्न 	59
त्रिदश 	59
उदि 	59
उपास् 	59
ऊर्ध्वम् 	59
विद्युत् 	59
विपर्यय 	59
अगस्त्य 	58
हिमवन्त् 	58
जरा 	58
काक 	58
नन्दन 	58
निपातय् 	58
राज् 	58
सह् 	58
संधि 	58
संताप 	58
तृण 	58
वैर 	58
विक्रम् 	58
विनद् 	58
विनी 	58
आगमन 	57
चमू 	57
धूम 	57
ग्राम 	57
मानव 	57
मूर्छय् 	57
निवेशय् 	57
प्रयत्न 	57
राजर्षि 	57
रावणि 	57
स्थापय् 	57
अभिभाष् 	56
अहो 	56
अनुरूप 	56
आर्द्र 	56
बलि 	56
भरद्वाज 	56
काष्ठ 	56
कुप् 	56
मारीच 	56
नियम 	56
पश्चिम 	56
प्रमदा 	56
संनिधि 	56
सत्कृ 	56
सुमित्रा 	56
वधू 	56
वत्सल 	56
यूथ 	56
आचार्य 	55
अधम 	55
आकृ 	55
आसद् 	55
असि 	55
चक्रवाक 	55
गा 	55
क्षिति 	55
महार्ह 	55
मनोरथ 	55
निश्चि 	55
प्रदक्षिण 	55
प्रदीप् 	55
पृष्ठतस् 	55
स्थिति 	55
उदार 	55
वायस 	55
विषाद 	55
अभिद्रु 	54
अध्वन् 	54
आस्य 	54
गुह 	54
इतर 	54
कोविद 	54
लक्षय् 	54
मोहय् 	54
प्रभृति 	54
सहस्राक्ष 	54
सम्भू 	54
सर्वत्र 	54
सुखम् 	54
उत्साह 	54
अम्बु 	53
अतिथि 	53
भक्ति 	53
चतुर्दशन् 	53
घ्न 	53
कण्ठ 	53
निष्क्रम् 	53
प्रवर 	53
रौद्र 	53
समागम 	53
संकुल 	53
तरु 	53
तुष् 	53
उपरि 	53
उत्सह् 	53
वाहन 	53
वाहिनी 	53
वारय् 	53
अभ्यास 	52
आज्ञापय् 	52
अमित 	52
अङ्गना 	52
अनीक 	52
अस्त 	52
आत्मक 	52
भार 	52
भावय् 	52
धातु 	52
ध्यान 	52
दिवस 	52
हस्तिन् 	52
कृत्य 	52
मध्यम 	52
महोदर 	52
नाश 	52
निवेशन 	52
प्रकाश 	52
प्रयोग 	52
रश्मि 	52
रवि 	52
शास् 	52
वनौकस् 	52
विगम् 	52
विग्रह 	52
विश्रु 	52
व्यथा 	52
आद्य 	51
अनघ 	51
अनार्य 	51
अर्चय् 	51
दमनक 	51
दुष्कर 	51
गिर् 	51
गुप् 	51
प्राह् 	51
प्रतिमा 	51
संगम् 	51
शाश्वत 	51
तेजस्विन् 	51
तीव्र 	51
त्रस् 	51
तूर्णम् 	51
विन्ध्य 	51
विराज् 	51
अभिवृत् 	50
अवश्यम् 	50
भस्मन् 	50
भीरु 	50
घोष 	50
कल्पय् 	50
करण 	50
कश्चन 	50
कुश 	50
लिङ्ग 	50
नक्षत्र 	50
निर्जि 	50
नृशंस 	50
प्राणिन् 	50
रात्र 	50
रुचिर 	50
सद्यस् 	50
तोरण 	50
तुमुल 	50
व्यवस्था 	50
यस्मात् 	50
युत 	50
अन्तक 	49
अर्जुन 	49
दर्शिन् 	49
दुहितृ 	49
दूषण 	49
इच्छा 	49
इषु 	49
जृ 	49
क्रम 	49
क्षुध् 	49
निषेव् 	49
रजनी 	49
उभय 	49
वेष 	49
विशिष् 	49
आप्लु 	48
अश् 	48
अती 	48
अतुल 	48
हृद् 	48
जप् 	48
कर्शय् 	48
मोक्ष 	48
नराधिप 	48
निग्रह् 	48
पाण्डुर 	48
परिग्रह् 	48
प्राकार 	48
प्रकाश् 	48
प्रे 	48
प्रेषय् 	48
रत 	48
सम्भ्रम 	48
संख्य 	48
शङ्क् 	48
सेतु 	48
शुक्ल 	48
उपलभ् 	48
उपपत्ति 	48
उपशोभय् 	48
वन्द् 	48
विशारद 	48
यथाविधि 	48
अनाथ 	47
आरभ् 	47
आश्वासय् 	47
भृश 	47
छाया 	47
जनपद 	47
मर्मन् 	47
नभस् 	47
नगरी 	47
शम् 	47
समावृ 	47
सम्मन् 	47
यथावत् 	47
आह्वा 	46
अक्षर 	46
अन्तरिक्ष 	46
अनुरञ्ज् 	46
अप्रमेय 	46
आतुर 	46
बहुशस् 	46
बहुविध 	46
चर 	46
द्विप 	46
कदाचिद् 	46
काङ्क्षिन् 	46
करुण 	46
कृपण 	46
क्रुश् 	46
कुम्भ 	46
कुण्डल 	46
लोह 	46
पार 	46
प्रभव 	46
प्रहरण 	46
शाप 	46
स्तन 	46
तीर्थ 	46
उदधि 	46
विहृ 	46
विजि 	46
अधस् 	45
आरोपय् 	45
अवलोकय् 	45
बाध् 	45
बन्ध 	45
बन्धन 	45
बोधि 	45
चर्मन् 	45
दंष्ट्र 	45
धारिन् 	45
द्वंद्व 	45
गौरव 	45
गुणवन्त् 	45
कामम् 	45
कथंचन 	45
कृत् 	45
नाशय् 	45
परायण 	45
सम्पृ 	45
स्पर्श 	45
सुखिन् 	45
त्वरा 	45
विघ्न 	45
विकार 	45
अदृष्ट 	44
अनन्तर 	44
अनुज्ञा 	44
ईश 	44
मङ्गल 	44
नरक 	44
परी 	44
पौरुष 	44
प्रमद् 	44
राक्षसेश्वर 	44
सद् 	44
स्रज् 	44
तैल 	44
त्रिशिरस् 	44
उत्पल 	44
उत्पत्ति 	44
विस्मि 	44
अधी 	43
अक्लिष्ट 	43
अलंकार 	43
अमित्र 	43
अनुग 	43
अनुष्ठा 	43
असन्त् 	43
बहिस् 	43
ब्राह्म 	43
चेतना 	43
दशन 	43
ध्रुवम् 	43
दिवाकर 	43
हुताशन 	43
कला 	43
क्षम् 	43
मार्ग् 	43
नौ 	43
निषद् 	43
प्रहार 	43
प्रसङ्ग 	43
रहित 	43
समाकुल 	43
श्लक्ष्ण 	43
उद्विज् 	43
वक्षस् 	43
वृद्धि 	43
वृत्र 	43
व्याधि 	43
योनि 	43
अभिधाव् 	42
आचार 	42
आक्रम् 	42
अन्विष् 	42
बिल 	42
धैर्य 	42
दिन 	42
कोश 	42
क्रीड् 	42
क्षत्र 	42
निःश्वस् 	42
निर्दह् 	42
पीत 	42
प्रमुख 	42
रुद्र 	42
शाखा 	42
शङ्ख 	42
शिखा 	42
त्रास 	42
उद्धृ 	42
उद्यान 	42
वैडूर्य 	42
अभिभू 	41
अह 	41
अक्षय 	41
आनन्द 	41
अपराध 	41
बिन्दु 	41
चित्रकूट 	41
दुरासद 	41
ए 	41
गुल्म 	41
कल्याण 	41
मरुत् 	41
निग्रह 	41
न्यस् 	41
पथ 	41
प्रधान 	41
प्रसादय् 	41
प्रतापवन्त् 	41
रुध् 	41
समन्तात् 	41
शतशस् 	41
शौच 	41
स्कन्ध 	41
स्मृति 	41
सुषेण 	41
स्वयम्भु 	41
तेन 	41
उद्दिश् 	41
अपश्यन्त् 	40
अवगम् 	40
अवतृ 	40
भाण्ड 	40
चारण 	40
एतावन्त् 	40
जननी 	40
जिह्वा 	40
निधा 	40
प्रस्वप् 	40
ऋत्विज् 	40
सहलक्ष्मण 	40
संसार 	40
संसृज् 	40
सारस 	40
सोम 	40
तनय 	40
वात्स्यायन 	40
आलोकय् 	39
अम्बुद 	39
अप्रतिम 	39
असित 	39
अत्यर्थम् 	39
भ्रम् 	39
दशानन 	39
धारा 	39
दुन्दुभि 	39
दुर्मति 	39
जटा 	39
कथंचिद् 	39
कृताञ्जलि 	39
मनोहर 	39
नैरृत 	39
निस्वन 	39
पयस् 	39
प्रहर्ष 	39
प्रणश् 	39
प्रसू 	39
प्रवृध् 	39
रक्षा 	39
सगर 	39
साक्षात् 	39
समुत्पत् 	39
संवत्सर 	39
शप् 	39
श्वन् 	39
श्वेत 	39
तरुण 	39
उपचार 	39
वारण 	39
विषम 	39
विस्तृ 	39
विवृध् 	39
अनिन्दित 	38
अन्तर् 	38
अनुपलब्धि 	38
अशुभ 	38
बुद्धिमन्त् 	38
इत्यादि 	38
जुष् 	38
कैलास 	38
किष्किन्धा 	38
मुक्ता 	38
नर्द् 	38
निर्गम् 	38
निर्घोष 	38
पर्ण 	38
पर्वन् 	38
प्रख्या 	38
साध्य 	38
संरञ्ज् 	38
स्वक 	38
श्वस् 	38
स्वस्थ 	38
तादृश 	38
तुरग 	38
त्याग 	38
उपया 	38
ऊर्मि 	38
विगर्ह् 	38
विष्ठा 	38
वृष् 	38
व्यय 	38
योध 	38
ऐश्वर्य 	37
अनुप्राप् 	37
भामिनी 	37
भ्रंश् 	37
चुम्बन 	37
धन्य 	37
ध्रुव 	37
द्वय 	37
एवंविध 	37
गर्ह् 	37
गरुड 	37
गवाक्ष 	37
घृत 	37
कृतार्थ 	37
मज्ज् 	37
मनु 	37
निष्पत् 	37
निविश् 	37
परिवृ 	37
प्रवेशय् 	37
पुरंदर 	37
सम्प्रति 	37
समुत्था 	37
सुपर्ण 	37
श्याम 	37
ताल 	37
त्रिविध 	37
उल्का 	37
वैश्रवण 	37
वर्तय् 	37
अभियुज् 	36
अभ्यनुज्ञा 	36
आमन्त्रय् 	36
अनुवृत् 	36
अतिवृत् 	36
चूर्ण 	36
धर्षय् 	36
द्विविध 	36
गामिन् 	36
जव 	36
करटक 	36
क्षमा 	36
क्षेत्र 	36
ललाट 	36
मत्स्य 	36
मुसल 	36
निक्षिप् 	36
निवर्तय् 	36
पम्पा 	36
परिश्रम् 	36
प्रास 	36
पूरय् 	36
पुष् 	36
सम्बन्ध 	36
सम्भ्रम् 	36
संजन् 	36
संस्था 	36
शय्या 	36
श्राद्ध 	36
वर्चस् 	36
विभज् 	36
विद्रु 	36
विरूप 	36
विस्तर 	36
व्यवहार 	36
अभय 	35
अचिन्त्य 	35
आदर 	35
अग्र्य 	35
अजिन 	35
अङ्गुलि 	35
अपहृ 	35
अप्रतिषेध 	35
अवध्य 	35
बक 	35
भाषित 	35
दैत्य 	35
द्विविद 	35
किंनर 	35
क्रतु 	35
कूट 	35
लाङ्गूल 	35
मन्दर 	35
मन्यु 	35
निवारय् 	35
ओषधि 	35
पवन 	35
प्रतिष्ठा 	35
सभा 	35
समाविश् 	35
संचय 	35
सनातन 	35
सारण 	35
शोभन 	35
स्वस्ति 	35
स्यन्दन 	35
तपस्विनी 	35
तपोधन 	35
वह्नि 	35
विभु 	35
विमृश् 	35
विवाह 	35
यथान्यायम् 	35
अभ्रक 	34
अभ्युपे 	34
अनुभू 	34
