	pronoun	τίς	1140938	which
🧍🧍🧍‍♂️	pronoun	ὁ	840159	he
→🕳️	preposition	ἐν	795289	in
🧘	verb	εἰμί	738922	to be
	conjunction	τῷ	516494	
	conjunction	ὡς	456527	for
→🕳️	preposition	εἰς	432343	into
∧	conjunction	τε	359233	and
	particle	τε	359233	
	pronoun	αὐτός	347969	self
	conjunction	ὅτι	347892	for
	particle	οὐ	324784	
→	conjunction	εἰ	255163	if
🧍🧍🧍‍♂️	pronoun	οὗτος	250657	he
	preposition	ἐκ	248813	since
∃	pronoun	τις	243225	something
🧍🧍🧍‍♂️	pronoun	ὅς	228074	he
🗺️←	adverb	αὐτοῦ	219616	there
	pronoun	σύ	145368	thou
🕳️→	preposition	ἐξ	120888	out
🧓	noun	θεός	119690	god
🧍🧍	adjective	ἄλλος	115075	other
🗺️?	conjunction	ἵνα	86892	where
🕐←	adverb	νῦν	78599	now
	particle	γε	78369	
>	adverb	μᾶλλον	70888	rather; more
🧑‍🤝‍🧑	pronoun	ἡμεῖς	63882	we
📝?	adverb	πῶς	63856	how
🧍	pronoun	ἐγώ	57493	i
∀🤌	determiner	πᾶς	57407	all
	conjunction	ὅταν	57133	whenever
→🕳️	preposition	ἐς	55486	into
	conjunction	ἄρα	53143	
1<sup>st</sup>	adjective	πρῶτος	52063	first
	verb	δεῖ	51709	to have to
←	determiner	οὗτος	45537	that
	adverb	ἤδη	44147	already
🧍🧍🧍‍♂️<sub>💎</sub>	determiner	ὅς	43206	his
	preposition	ἅμα	37128	
	pronoun	τινα	36847	
🌹	noun	ψῡχή	35521	life
🧗	verb	ἔχω	34707	to hold; to be
🧍	noun	σῶμα	32919	body
	conjunction	εἴ	31986	
→	conjunction	ἄν	30462	if
	particle	ἄν	30462	
1	numeral	εἷς	30126	one
::	conjunction	ὅπως	28824	as
📛	noun	ὄνομα	28182	name
👨	noun	ἄνθρωπος	27329	man
	conjunction	ἕως	26022	until
	particle	ἕως	26022	
	conjunction	ἤτοι	25720	either
🧍🧍🧍‍♂️	pronoun	ἐκεῖνος	25195	he
	adverb	ἄλλως	23408	otherwise
💨	noun	πνεῦμα	23221	air
	noun	εἶδος	22844	form; sort; kind
🗺️←	adverb	ἐκεῖ	22690	there
🤔	adverb	καλός	22482	well
	conjunction	εἴτε	22436	
🐃	noun	ζῷον	20864	animal
💧	noun	ὕδωρ	20229	water
	noun	ἀρχή	19687	beginning; origin
	adverb	ᾗ	19609	whither
	pronoun	τινες	19348	
🤔	adverb	εὖ	18009	well
🩸	noun	αἷμα	17812	blood
	noun	πλῆθος	17620	crowd
💬	verb	εἶπον	17164	to say
🕳️→	adverb	ἔξω	16264	outside
	adverb	ὅμως	15830	nevertheless
🔥	noun	πῦρ	15824	fire
3	numeral	τρεῖς	14636	three
	adverb	αὖθις	14584	somewhere else
	adverb	ἴσως	14362	perhaps; maybe
⌚→	adverb	ἔπειτα	13535	then
🏙️	noun	φῶς	13435	light
	particle	τοι	13367	
	conjunction	οὐκοῦν	12831	
	preposition	ἄνευ	12810	without
	noun	ἀνδρῶν	12512	corridor
👨	noun	ἀνήρ	12368	man
	determiner	οἷος	11178	such
😊	adjective	ὅμοιος	10823	same; like
	noun	σχῆμα	10805	shape; figure
📊	noun	πρᾶγμα	10604	deed; act; fact
🪨	noun	γῆ	10603	land; earth
🧑‍🔧	noun	ἔργον	10554	work
🌌	noun	οὐρανός	10530	sky; heaven
🧠	noun	νοῦς	10133	mind
∀🤌	determiner	ἕκαστος	9590	every
<span style="border: 1px solid black">S</span>	noun	θεῖον	9567	sulfur
🗺️?	adverb	ποῦ	9513	where
🌱🌿🍂☃️	noun	ἔτος	9450	year
🐎	noun	ἵππος	8968	mare; horse
	adverb	ἐκεῖθεν	8868	thence
	preposition	ἔν	8800	
	noun	εἶ	8365	epsilon
☀️	noun	ἥλιος	8213	sun
	noun	ὅμηρος	7330	hostage
🧍🧍	adjective	ἕτερος	7149	other
	conjunction	ἦ	6962	
∨	conjunction	ἤ	6772	or
⛰️	noun	ὄρος	6632	mountain
	verb	ποιέω	6614	To make
	pronoun	τινων	6584	
🧓	adjective	θεῖος	6472	divine
1<sup>st</sup>	adverb	ἅπαξ	6428	once
	preposition	περ	6259	
	particle	περ	6259	
🔤	noun	ῥῆμα	6244	word
🪵	noun	ὕλη	5961	wood; trees; forest
🧑‍🤝‍🧑	noun	ἔθνος	5891	people
	noun	μῆκος	5803	length
⚽	noun	ἀγών	5094	assembly; sport; contest
	pronoun	τινῶν	5036	
	verb	μιαίνω	4995	to pollute; to defile; to contaminate
⛰️	noun	ὕψος	4888	height
👩	noun	γυνή	4867	woman
	noun	δοῦλος	4807	slave
	particle	ἆρα	4792	
💪	noun	ὅπλον	4676	weapon; arm
👼	adjective	ἅγιος	4438	sacred; holy
	adjective	σοφός	4353	wise
	noun	ναῦς	4339	a ship
	adjective	ἥμισυς	4191	half
20	numeral	εἴκοσι	4107	twenty
🏠	noun	οἶκος	4021	house
	pronoun	αὑτοῦ	4016	
🧑‍🤝‍🧑	noun	δῆμος	4008	people
	noun	τεῖχος	3965	wall
⬜	adjective	λευκός	3915	white
🛣️	noun	ὁδός	3890	road; way
	conjunction	ἄρ	3817	
	adverb	ἥκιστα	3795	least
	noun	ἄγγελος	3777	a messenger
🎁	noun	δῶρον	3749	gift
👨	noun	θεῖος	3626	uncle
🧍🧍🧍‍♂️	pronoun	ὅδε	3482	he
	particle	κε	3367	
🤴	noun	ἄρχων	3312	ruler
🏝️	noun	νῆσος	3293	island
	noun	χρῶμα	3274	skin '
👀	verb	ὁράω	3099	to watch; to see
	noun	ὅρος	3097	boundary; frontier; limit
👼	noun	ἅγιος	3071	saint
→🕳️	adverb	ἔσω	3031	inside
	preposition	ἔνι	3027	
	particle	κεν	2944	
🍷	noun	οἶνος	2811	wine
💸	noun	πλοῦτος	2757	wealth
×1	adjective	ὅλος	2734	complete; single; entire
🌻	noun	ἄνθος	2676	blossom; flower
👼	noun	θαῦμα	2379	miracle; wonder
🕰️	noun	ὥρα	2211	hour
💨	noun	ἄνεμος	2067	wind
🛕	noun	ναός	2010	temple
🏠	adverb	οἴκοι	1983	home
	adjective	ἄριστος	1978	best
	noun	ἧπαρ	1977	liver
	noun	ἔλεος	1955	mercy; pity
	noun	μῦθος	1906	myth; plot; tale
	noun	ὄφελος	1899	benefit; advantage
🗽	noun	ἄγαλμα	1880	statue
	adjective	εὐσεβής	1833	devout; pious
	particle	πω	1832	
🏘️	noun	ἄστυ	1794	town; city
🙏	verb	εὔχομαι	1744	to pray
6	numeral	ἕξ	1736	six
	noun	νεῦρον	1721	nerve
👂	noun	οὖς	1700	ear
	pronoun	τῐς	1664	
🤴	noun	ἄναξ	1662	lord; king
=	adjective	ἴσος	1640	equal
→	conjunction	ἤν	1624	if
👀	verb	εἶδον	1623	to see
😴	noun	ὕπνος	1588	sleep
🍞	noun	ἄρτος	1565	loaf; bread
	noun	ἕλκος	1526	ulcer; sore
°	noun	μοῖρα	1508	degree; fate
🦴	noun	ὀστέον	1479	bone
😡	noun	μῖσος	1457	hatred
	noun	γλῶσσα	1445	The tongue
	adjective	ἄπειρος	1444	boundless; inexperienced; unlimited
🌊	noun	κῦμα	1434	wave
🐁	noun	μῦς	1398	mouse
🐍	noun	ὄφις	1378	serpent; snake
🚢	noun	πλοῖον	1333	boat; ship
	noun	ἅρμα	1310	chariot
	noun	σκεῦος	1295	a vessel; implement
👣	noun	ἴχνος	1223	track; step
	adjective	τελευταῖος	1221	last
	noun	ῥεῦμα	1218	flow; current
💎	noun	κτῆμα	1213	possession; property
	noun	ἰῶτα	1180	iota; jot
	conjunction	ῥα	1144	
	noun	ὄχλος	1135	crowd
🌱	noun	ἔαρ	1135	spring; blood
🙏	noun	ἔπαινος	1108	praise
	adjective	ἄδικος	1092	unjust
🤪	adjective	ἄφρων	1060	senseless; foolish; silly
🗺️?	adverb	ποῖ	1021	where
	noun	ἄμπελος	994	Grapevines vine
🧂	noun	ἅλας	982	salt
	noun	ἔφορος	982	overseer
	adverb	οἷ	971	whither
🤱	noun	στῆθος	970	breast
	adjective	ἑτοῖμος	965	prepared; ready
🍑	noun	ὄνος	958	donkey; ass
	noun	ἔννοια	952	concept
🪨	noun	γαῖα	938	earth
11	numeral	ἕνδεκα	927	eleven
⚽	noun	σφαῖρα	921	globe; ball
🌾🚜	noun	ἀγρός	918	farm; field; country
🗣️	verb	καλέω	910	to call
👧	noun	ἀδελφή	897	sister
🤾‍♂️	noun	δρᾶμα	886	play
	noun	βῆμα	855	tribune; podium; platform
🤴	adjective	γενναῖος	849	noble
🤕	noun	τραῦμα	842	wound; hurt
	noun	ὀξεῖα	838	acute accent
	adverb	σιωπῇ	835	silently; quietly
	noun	ἀγγεῖον	829	container; vessel
🐂	noun	ταῦρος	823	bull
⭐	noun	ἄστρον	818	star
	preposition	ἄπο	799	
	noun	φωνῆεν	798	vowel
🏠←🚶	verb	ἔρχομαι	766	to come
←🚶🚶	verb	ἄγω	761	to lead; to bring
	noun	ἔντερον	739	intestine
	noun	ὄγκος	737	mass
	noun	ζῆλος	728	envy
	adjective	φαῦλος	726	easy; slight
	noun	ὦμος	720	shoulder
🧍<sub>💎</sub>	adjective	ἴδιος	716	own; like
	noun	εὖρος	702	width
	noun	κῦδος	690	renown
🧂	noun	ἅλς	688	salt; sea
	noun	φοῖνιξ	686	Phoenician
	adverb	ἔναντι	671	opposite
🥁	noun	ἦχος	659	sound
	pronoun	οὐδείς	654	no one
💸	noun	μισθός	653	salary; pay
👩‍👦‍👦	noun	μήτηρ	626	mother
🗳️	noun	ψῆφος	624	vote
📕	noun	ὅρκος	617	vow; oath
	noun	ἄξων	604	axle; axis
🌈	noun	ἶρις	603	rainbow
	pronoun	κεῖνος	602	
☁️👼☁️	adjective	δῖος	599	heavenly; divine
	noun	ἄλσος	598	grove
🥈	noun	ἄργυρος	592	silver
	noun	ἄγνοια	591	ignorance
	noun	ἄχθος	590	load
	adjective	ἄπιστος	581	untrustworthy
	noun	αἴνιγμα	567	riddle
🧑‍🤝‍🧑	adverb	ὁμῶς	559	together
🥇	noun	νίκη	555	victory
🏞️	adjective	ἄγριος	551	wild
💋	noun	χεῖλος	546	lip
	noun	βαρεῖα	539	grave accent
×2	adjective	διπλοῦς	536	double
🪂	noun	πτῶμα	535	fall
