#	subjectivity	verb	voice	valency	dummy-motion	dummy-role	dummy-subjectivity	dummy-definiteness	dummy-noun	#		noun	usages	classification
	subject	give	middle	intransitive	acquired-dummy	location-dummy	adverbial-dummy	definite-dummy	enemy-dummy	#				
	subject	give	passive	intransitive	acquired-dummy	location-dummy	adverbial-dummy	definite-dummy	enemy-dummy	#				
	subject	have [in possession]	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	money-dummy	#				
	subject	go	active	intransitive	acquired-dummy	location-dummy	adverbial-dummy	definite-dummy	house-dummy	#				
	subject	go	middle	intransitive	departed-dummy	location-dummy	adverbial-dummy	definite-dummy	house-dummy	#				
	subject	go	passive	intransitive	departed-dummy	location-dummy	adverbial-dummy	definite-dummy	house-dummy	#				
	subject	hear	active	transitive	associated-dummy	stimulus-dummy	direct-object-dummy	definite-dummy	drum-dummy	#				
#	subject	hear	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
#	subject	hear	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	hit	active	transitive	associated-dummy	patient-dummy	adverbial-dummy	definite-dummy	drum-dummy	#				
	subject	hit	middle	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	rock-dummy	#				
	subject	hit	passive	intransitive	associated-dummy	force-dummy	adverbial-dummy	definite-dummy	rock-dummy	#				
	subject	hold	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	rock-dummy	#				
	subject	hold	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	hold	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	know	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	man-dummy	#				
	subject	know	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	know	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
	subject	lead	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	horse-dummy	#				
	subject	lead	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	lead	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	leave	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	house-dummy	#				
	subject	leave	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	leave	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	live	active	transitive	associated-dummy	location-dummy	direct-object-dummy	definite-dummy	house-dummy	#				
	subject	lose   	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	money-dummy	#				
	subject	lose   	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	lose   	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	love	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	dog-dummy	#				
	subject	love	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	dog-dummy	#				
	subject	love	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	dog-dummy	#				
#	subject	may	active			theme-dummy			ride bike to school-dummy	#				
	subject	move	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	rock-dummy	#				
	subject	move	middle	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	move	passive	intransitive	associated-dummy	agent-dummy	adverbial-dummy	definite-dummy	guard-dummy	#				
	subject	part	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	water-dummy	#				
	subject	pass for	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	guard-dummy	#				
	subject	pay	active	transitive	associated-dummy	theme-dummy	direct-object-dummy	definite-dummy	money-dummy	#				
	subject	pay	middle	intransitive	associated-dummy	theme-dummy	adverbial-dummy	definite-dummy	man-dummy	#				
