man	3	singular	masculine	vocative	strong	animate		ǵʰmón 		homō 			ᾰ̓́νερ	áner 	नर	nára 	#										
man	3	dual	masculine	vocative	strong	animate		ǵʰmónh₁(e) 					ᾰ̓́νδρε	ándre 	नरौ	nárau 	#										
man	3	plural	masculine	vocative	strong	animate		ǵʰmónes		hominēs			ᾰ̓́νδρες	ándres	नराः	nárāḥ	#										
man	3	singular	masculine	partitive 	strong	animate											#										
man	3	dual	masculine	partitive 	strong	animate											#										
man	3	plural	masculine	partitive 	strong	animate											#										
man	3	singular	masculine	prepositional 	strong	animate					мужчи́не	mužčíne 					#										
man	3	dual	masculine	prepositional 	strong	animate											#										
man	3	plural	masculine	prepositional 	strong	animate					мужчи́нах	mužčínax					#										
woman	3	singular	feminine	nominative	strong	animate		gʷénh₂s 	wīf 	fēmina 	же́нщина	žénščina 	γῠνή	gunḗ	jániḥ 	जनिः	#		 for genitive pronouns and possessive pronouns of feminine possessions								
woman	3	dual	feminine	nominative	strong	animate		gʷénh₂h₁(e) 					γῠναῖκε	gunaîke	jánī 	जनी	#										
woman	3	plural	feminine	nominative	strong	animate		gʷénh₂es	wīf	fēminae	же́нщины	žénščiny	γῠναῖκες	gunaîkes	jánayaḥ	जनयः	#										
woman	3	singular	feminine	accusative	strong	animate		gʷénh₂m̥ 	wīf 	fēminam 	же́нщину	žénščinu 	γῠναῖκᾰ	gunaîka	jánim 	जनिम्	#		 for possessive pronouns of feminine possessions								
woman	3	dual	feminine	accusative	strong	animate		gʷénh₂h₁(e) 					γῠναῖκε	gunaîke	jánī 	जनी	#										
woman	3	plural	feminine	accusative	strong	animate		gʷénh₂m̥s	wīf	fēminās	же́нщин	žénščin	γῠναῖκᾰς	gunaîkas	jánīḥ	जनीः	#										
woman	3	singular	feminine	genitive	strong	animate		gʷnéh₂s 	wīfes 	fēminae 	же́нщины	žénščiny 	γῠναικός	gunaikós	jányur 	जन्युर्	#										
woman	3	dual	feminine	genitive	strong	animate							γῠναικοῖν	gunaikoîn	jányoḥ 	जन्योः	#										
woman	3	plural	feminine	genitive	strong	animate		gʷnéh₂oHom	wīfa	fēminārum	же́нщин	žénščin	γῠναικῶν	gunaikôn	jánīnām	जनीनाम्	#										
woman	3	singular	feminine	dative	strong	animate		gʷnéh₂ey 	wīfe 	fēminae 	же́нщине	žénščine 	γῠναικί	gunaikí	jánaye	जनये	#										
woman	3	dual	feminine	dative	strong	animate							γῠναικοῖν	gunaikoîn	jánibhyām 	जनिभ्याम्	#										
woman	3	plural	feminine	dative	strong	animate		gʷnéh₂mos	wīfum	fēminīs	же́нщинам	žénščinam	γῠναιξί|γῠναιξίν	gunaixí(n)	jánibhyaḥ	जनिभ्यः	#										
woman	3	singular	feminine	ablative 	strong	animate		gʷnéh₂s 		fēminā 					jáneḥ	जनेः	#										
woman	3	dual	feminine	ablative 	strong	animate									jánibhyām 	जनिभ्याम्	#										
woman	3	plural	feminine	ablative 	strong	animate		gʷnéh₂mos		fēminīs					jánibhyaḥ	जनिभ्यः	#										
woman	3	singular	feminine	locative 	strong	animate		gʷnéh₂, gʷnéh₂i 							jánau	जनौ	#										
woman	3	dual	feminine	locative 	strong	animate									jányoḥ 	जन्योः	#										
woman	3	plural	feminine	locative 	strong	animate		gʷnéh₂su							jániṣu	जनिषु	#										
woman	3	singular	feminine	instrumental 	strong	animate		gʷnéh₂h₁ 			же́нщиной, же́нщиною	žénščinoj, žénščinoju 			jányā 	जन्या	#										
woman	3	dual	feminine	instrumental 	strong	animate									jánibhyām 	जनिभ्याम्	#										
woman	3	plural	feminine	instrumental 	strong	animate		gʷnéh₂mis			же́нщинами	žénščinami			jánibhiḥ	जनिभिः	#										
woman	3	singular	feminine	vocative	strong	animate		gʷḗn 		fēmina 			γύναι	gúnai 	jáne 	जने	#										
woman	3	dual	feminine	vocative	strong	animate		gʷénh₂h₁(e) 					γῠναῖκε	gunaîke 	jánī 	जनी	#										
woman	3	plural	feminine	vocative	strong	animate		gʷénh₂es		fēminae			γῠναῖκες	gunaîkes	jánayaḥ	जनयः	#										
woman	3	singular	feminine	partitive 	strong	animate											#										
woman	3	dual	feminine	partitive 	strong	animate											#										
woman	3	plural	feminine	partitive 	strong	animate											#										
woman	3	singular	feminine	prepositional 	strong	animate					же́нщине	žénščine 					#										
woman	3	dual	feminine	prepositional 	strong	animate											#										
woman	3	plural	feminine	prepositional 	strong	animate					же́нщинах	žénščinax					#										
animal	3	singular	neuter	nominative	strong	animate	nominative 	dʰewsóm 	nīeten 	animal 	živótnoje 	живо́тное	ζῷον	zôion	पशु	páśu 	#		for genitive pronouns and possessive pronouns of neuter possessions	"translations here should trend towards meaning ""domestic animal"" "							
animal	3	dual	neuter	nominative	strong	animate		dʰewsóy(h₁) 					ζῴω	zṓiō	पशुनी	páśunī 	#			"and avoid implying ""wild animal"", since the emoji we use for the lemma suggests domestication"							
animal	3	plural	neuter	nominative	strong	animate		dʰewséh₂	nīetenu	animālia	živótnyje	живо́тные	ζῷᾰ	zôia	पशू / पशु	páśū / páśu	#										
animal	3	singular	neuter	accusative	strong	animate	accusative 	dʰewsóm 	nīeten 	animal 	živótnoje 	живо́тное	ζῷον	zôion	पशु	páśu 	#		for possessive pronouns of neuter possessions								
animal	3	dual	neuter	accusative	strong	animate		dʰewsóy(h₁) 					ζῴω	zṓiō	पशुनी	páśunī 	#										
animal	3	plural	neuter	accusative	strong	animate		dʰewséh₂	nīetenu	animālia	živótnyx	живо́тных	ζῷᾰ	zôia	पशू / पशु	páśū / páśu	#										
animal	3	singular	neuter	genitive	strong	animate	genitive 	dʰewsósyo 	nīetenes 	animālis 	živótnovo 	живо́тного	ζῴου	zṓiou	पशोः	páśoḥ	#										
animal	3	dual	neuter	genitive	strong	animate							ζῴοιν	zṓioin	पशुनोः	páśunoḥ 	#										
animal	3	plural	neuter	genitive	strong	animate		dʰewsóHom	nīetena	animālium	živótnyx	живо́тных	ζῴων	zṓiōn	पशूनाम्	páśūnām	#										
animal	3	singular	neuter	dative	strong	animate	dative 	dʰewsóey 	nīetene 	animālī 	živótnomu 	живо́тному	ζῴῳ	zṓiōi	पशवे	páśave	#										
animal	3	dual	neuter	dative	strong	animate							ζῴοιν	zṓioin	पशुभ्याम्	páśubhyām 	#										
animal	3	plural	neuter	dative	strong	animate		dʰewsómos	nīetenum	animālibus	živótnym	живо́тным	ζῴοις	zṓiois	पशुभ्यः	páśubhyaḥ	#										
animal	3	singular	neuter	ablative 	strong	animate	ablative 	dʰewséad 		animālī 					पशोः	páśoḥ	#										
animal	3	dual	neuter	ablative 	strong	animate									पशुभ्याम्	páśubhyām 	#										
animal	3	plural	neuter	ablative 	strong	animate		dʰewsómos		animālibus					पशुभ्यः	páśubhyaḥ	#										
animal	3	singular	neuter	locative 	strong	animate	locative 	dʰewséy, dʰewsóy 							पशुनि	páśuni 	#										
animal	3	dual	neuter	locative 	strong	animate									पशुनोः	páśunoḥ 	#										
animal	3	plural	neuter	locative 	strong	animate		dʰewsóysu							पशुषु	páśuṣu	#										
animal	3	singular	neuter	instrumental 	strong	animate	instrumental 	dʰewsóh₁ 			živótnym 	живо́тным			पशुना / पश्वा²	páśunā	#										
animal	3	dual	neuter	instrumental 	strong	animate									पशुभ्याम्	páśubhyām 	#										
animal	3	plural	neuter	instrumental 	strong	animate		dʰewsṓys			živótnymi	живо́тными			पशुभिः	páśubhiḥ	#										
animal	3	singular	neuter	vocative	strong	animate	vocative 	dʰewsóm 		animal 			ζῷον	zôion	पशु / पशो	páśu / páśo 	#										
animal	3	dual	neuter	vocative	strong	animate		dʰewsóy(h₁) 					ζῴω	zṓiō	पशुनी	páśunī 	#										
animal	3	plural	neuter	vocative	strong	animate		dʰewséh₂		animālia			ζῷᾰ	zôia	पशू / पशु	páśū / páśu	#										
animal	3	singular	neuter	partitive 	strong	animate											#										
animal	3	dual	neuter	partitive 	strong	animate											#										
animal	3	plural	neuter	partitive 	strong	animate											#										
animal	3	singular	neuter	prepositional 	strong	animate					živótnom 	живо́тном					#										
animal	3	dual	neuter	prepositional 	strong	animate											#										
animal	3	plural	neuter	prepositional 	strong	animate					živótnyx	живо́тных					"#	"										
