								proto-indo-european	old-english	classical-latin	russian	russian	attic-greek	attic-greek	classical-sanskrit	classical-sanskrit	#		 purpose	 notes							
								latin	latin	latin	cyrillic	latin	greek	latin	devanagari	latin	#										
man	3	singular	masculine	nominative	strong	animate		ǵʰmṓ 	guma 	homō 	мужчи́на	mužčína 	ᾰ̓νήρ	anḗr	नरः	náraḥ 	#		 for genitive pronouns and possessive pronouns of masculine possessions								
man	3	dual	masculine	nominative	strong	animate		ǵʰmónh₁(e) 					ᾰ̓́νδρε	ándre	नरौ	nárau 	#										
man	3	plural	masculine	nominative	strong	animate		ǵʰmónes	guman	hominēs	мужчи́ны	mužčíny	ᾰ̓́νδρες	ándres	नराः	nárāḥ	#										
man	3	singular	masculine	accusative	strong	animate		ǵʰmónm̥ 	guman 	hominem 	мужчи́ну	mužčínu 	ᾰ̓́νδρᾰ	ándra	नरम्	náram 	#		 for possessive pronouns of masculine possessions								
man	3	dual	masculine	accusative	strong	animate		ǵʰmónh₁(e) 					ᾰ̓́νδρε	ándre	नरौ	nárau 	#										
man	3	plural	masculine	accusative	strong	animate		ǵʰmónm̥s	guman	hominēs	мужчи́н	mužčín	ᾰ̓́νδρᾰς	ándras	नरान्	nárān	#										
man	3	singular	masculine	genitive	strong	animate		ǵʰm̥nés 	guman 	hominis 	мужчи́ны	mužčíny 	ᾰ̓νδρός	andrós	नरस्य	nárasya 	#										
man	3	dual	masculine	genitive	strong	animate							ᾰ̓νδροῖν	androîn	नरयोः	nárayoḥ 	#										
man	3	plural	masculine	genitive	strong	animate		ǵʰm̥nóHom	gumena	hominum	мужчи́н	mužčín	ᾰ̓νδρῶν	andrôn	नराणाम्	nárāṇām	#										
man	3	singular	masculine	dative	strong	animate		ǵʰm̥néy 	guman 	hominī 	мужчи́не	mužčíne 	ᾰ̓νδρῐ́	andrí	नराय	nárāya 	#										
man	3	dual	masculine	dative	strong	animate							ᾰ̓νδροῖν	androîn	नराभ्याम्	nárābhyām 	#										
man	3	plural	masculine	dative	strong	animate		ǵʰmn̥mós	gumum	hominibus	мужчи́нам	mužčínam	ᾰ̓νδρᾰ́σῐ|ᾰ̓νδρᾰ́σῐν	andrási(n)	नरेभ्यः	nárebhyaḥ	#										
man	3	singular	masculine	ablative 	strong	animate		ǵʰm̥nés 		homine 					नरात्	nárāt 	#										
man	3	dual	masculine	ablative 	strong	animate									नराभ्याम्	nárābhyām 	#										
man	3	plural	masculine	ablative 	strong	animate		ǵʰmn̥mós		hominibus					नरेभ्यः	nárebhyaḥ	#										
man	3	singular	masculine	locative 	strong	animate		ǵʰmén|ǵʰméni 							नरे	náre 	#										
man	3	dual	masculine	locative 	strong	animate									नरयोः	nárayoḥ 	#										
man	3	plural	masculine	locative 	strong	animate		ǵʰmn̥sú							नरेषु	náreṣu	#										
man	3	singular	masculine	instrumental 	strong	animate		ǵʰm̥néh₁ 			мужчи́ной, мужчи́ною	mužčínoj, mužčínoju 			नरेण	náreṇa 	#										
man	3	dual	masculine	instrumental 	strong	animate									नराभ्याम्	nárābhyām 	#										
man	3	plural	masculine	instrumental 	strong	animate		ǵʰmn̥mís			мужчи́нами	mužčínami			नरैः	náraiḥ	#										
