*	*	*	*	*	indicative	indicative	imperative	subjunctive	optative	
*	*	*	*	*	present	past				
primary-imperfective-se-suffix	protect	active	1	singular	√₁soh₂	√₁som	—	√₁sōh₂	√₁soyh₁m̥	
primary-imperfective-se-suffix	protect	active	2	singular	√₁sesi	√₁ses	√₁se	√₁sēsi	√₁soys	
primary-imperfective-se-suffix	protect	active	3	singular	√₁seti	√₁set	√₁setu	√₁sēti	√₁soyt	
primary-imperfective-se-suffix	protect	active	1	dual	√₁sowos	√₁sowe	—	√₁sōwos	√₁soywe	
primary-imperfective-se-suffix	protect	active	2	dual	√₁setes	√₁setom	√₁setom	√₁sētes	√₁soytom	
primary-imperfective-se-suffix	protect	active	3	dual	√₁setes	√₁setām	√₁setām	√₁sētes	√₁soytām	
primary-imperfective-se-suffix	protect	active	1	plural	√₁somos	√₁some	—	√₁sōmos	√₁soyme	
primary-imperfective-se-suffix	protect	active	2	plural	√₁sete	√₁sete	√₁sete	√₁sēte	√₁soyte	
primary-imperfective-se-suffix	protect	active	3	plural	√₁sonti	√₁sont	√₁sontu	√₁sōnti	√₁soyh₁n̥t	
primary-imperfective-se-suffix	protect	middle	1	singular	√₁soh₂er	√₁soh₂e	—	√₁sōh₂er	√₁soyh₂e	
primary-imperfective-se-suffix	protect	middle	2	singular	√₁seth₂er	√₁seth₂e	√₁seso	√₁sēth₂er	√₁soyth₂e	
primary-imperfective-se-suffix	protect	middle	3	singular	√₁setor	√₁seto	—	√₁sētor	√₁soyto	
primary-imperfective-se-suffix	protect	middle	1	dual	√₁sowosdʰh₂	√₁sowedʰh₂	—	√₁sōwosdʰh₂	√₁soywedʰh₂	
primary-imperfective-se-suffix	protect	middle	2	dual	—	—	—	—	—	
primary-imperfective-se-suffix	protect	middle	3	dual	—	—	—	—	—	
primary-imperfective-se-suffix	protect	middle	1	plural	√₁somosdʰh₂	√₁somedʰh₂	—	√₁sōmosdʰh₂	√₁soymedʰh₂	
primary-imperfective-se-suffix	protect	middle	2	plural	√₁sedʰh₂we	√₁sedʰh₂we	√₁sedʰh₂we	√₁sēdʰh₂we	√₁soydʰh₂we	
primary-imperfective-se-suffix	protect	middle	3	plural	√₁soror	√₁soro	—	√₁sōror	√₁soyro	
secondary-imperfective-eh₁-stative	be red	active	1	singular	√₁éh₁mi	√₁éh₁m̥	—	√₁éh₁oh₂	√₁éh₁yeh₁m̥	
secondary-imperfective-eh₁-stative	be red	active	2	singular	√₁éh₁si	√₁éh₁s	√₁éh₁	√₁éh₁esi	√₁éh₁yeh₁s	
secondary-imperfective-eh₁-stative	be red	active	3	singular	√₁éh₁ti	√₁éh₁t	√₁éh₁tu	√₁éh₁eti	√₁éh₁yeh₁t	
secondary-imperfective-eh₁-stative	be red	active	1	dual	√₁éh₁wos	√₁éh₁we	—	√₁éh₁owos	√₁éh₁ih₁we	
secondary-imperfective-eh₁-stative	be red	active	2	dual	√₁éh₁tes	√₁éh₁tom	√₁éh₁tom	√₁éh₁etes	√₁éh₁ih₁tom	
secondary-imperfective-eh₁-stative	be red	active	3	dual	√₁éh₁tes	√₁éh₁tām	√₁éh₁tām	√₁éh₁etes	√₁éh₁ih₁tām	
secondary-imperfective-eh₁-stative	be red	active	1	plural	√₁éh₁mos	√₁éh₁me	—	√₁éh₁omos	√₁éh₁ih₁me	
secondary-imperfective-eh₁-stative	be red	active	2	plural	√₁éh₁te	√₁éh₁te	√₁éh₁te	√₁éh₁ete	√₁éh₁ih₁te	
secondary-imperfective-eh₁-stative	be red	active	3	plural	√₁éh₁n̥ti	√₁éh₁n̥t	√₁éh₁n̥tu	√₁éh₁onti	√₁éh₁ih₁n̥t	
secondary-imperfective-éye-causative	set down	active	1	singular	√₁éyoh₂	√₁éyom	—	√₁éyōh₂	√₁éyoyh₁m̥	
secondary-imperfective-éye-causative	set down	active	2	singular	√₁éyesi	√₁éyes	√₁éye	√₁éyēsi	√₁éyoys	
secondary-imperfective-éye-causative	set down	active	3	singular	√₁éyeti	√₁éyet	√₁éyetu	√₁éyēti	√₁éyoyt	
secondary-imperfective-éye-causative	set down	active	1	dual	√₁éyowos	√₁éyowe	—	√₁éyōwos	√₁éyoywe	
secondary-imperfective-éye-causative	set down	active	2	dual	√₁éyetes	√₁éyetom	√₁éyetom	√₁éyētes	√₁éyoytom	
secondary-imperfective-éye-causative	set down	active	3	dual	√₁éyetes	√₁éyetām	√₁éyetām	√₁éyētes	√₁éyoytām	
secondary-imperfective-éye-causative	set down	active	1	plural	√₁éyomos	√₁éyome	—	√₁éyōmos	√₁éyoyme	
secondary-imperfective-éye-causative	set down	active	2	plural	√₁éyete	√₁éyete	√₁éyete	√₁éyēte	√₁éyoyte	
secondary-imperfective-éye-causative	set down	active	3	plural	√₁éyonti	√₁éyont	√₁éyontu	√₁éyōnti	√₁éyoyh₁n̥t	
secondary-imperfective-éye-causative	set down	middle	1	singular	√₁éyoh₂er	√₁éyoh₂e	—	√₁éyōh₂er	√₁éyoyh₂e	
secondary-imperfective-éye-causative	set down	middle	2	singular	√₁éyeth₂er	√₁éyeth₂e	√₁éyeso	√₁éyēth₂er	√₁éyoyth₂e	
secondary-imperfective-éye-causative	set down	middle	3	singular	√₁éyetor	√₁éyeto	—	√₁éyētor	√₁éyoyto	
secondary-imperfective-éye-causative	set down	middle	1	dual	√₁éyowosdʰh₂	√₁éyowedʰh₂	—	√₁éyōwosdʰh₂	√₁éyoywedʰh₂	
secondary-imperfective-éye-causative	set down	middle	2	dual	—	—	—	—	—	
secondary-imperfective-éye-causative	set down	middle	3	dual	—	—	—	—	—	
secondary-imperfective-éye-causative	set down	middle	1	plural	√₁éyomosdʰh₂	√₁éyomedʰh₂	—	√₁éyōmosdʰh₂	√₁éyoymedʰh₂	
secondary-imperfective-éye-causative	set down	middle	2	plural	√₁éyedʰh₂we	√₁éyedʰh₂we	√₁éyedʰh₂we	√₁éyēdʰh₂we	√₁éyoydʰh₂we	
secondary-imperfective-éye-causative	set down	middle	3	plural	√₁éyoror	√₁éyoro	—	√₁éyōror	√₁éyoyro	
secondary-imperfective-(h₁)se-desiderative	want to see	active	1	singular	√₁soh₂	√₁som	—	√₁sōh₂	√₁soyh₁m̥	
secondary-imperfective-(h₁)se-desiderative	want to see	active	2	singular	√₁sesi	√₁ses	√₁se	√₁sēsi	√₁soys	
secondary-imperfective-(h₁)se-desiderative	want to see	active	3	singular	√₁seti	√₁set	√₁setu	√₁sēti	√₁soyt	
secondary-imperfective-(h₁)se-desiderative	want to see	active	1	dual	√₁sowos	√₁sowe	—	√₁sōwos	√₁soywe	
secondary-imperfective-(h₁)se-desiderative	want to see	active	2	dual	√₁setes	√₁setom	√₁setom	√₁sētes	√₁soytom	
secondary-imperfective-(h₁)se-desiderative	want to see	active	3	dual	√₁setes	√₁setām	√₁setām	√₁sētes	√₁soytām	
secondary-imperfective-(h₁)se-desiderative	want to see	active	1	plural	√₁somos	√₁some	—	√₁sōmos	√₁soyme	
secondary-imperfective-(h₁)se-desiderative	want to see	active	2	plural	√₁sete	√₁sete	√₁sete	√₁sēte	√₁soyte	
secondary-imperfective-(h₁)se-desiderative	want to see	active	3	plural	√₁sonti	√₁sont	√₁sontu	√₁sōnti	√₁soyh₁n̥t	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	1	singular	√₁soh₂er	√₁soh₂e	—	√₁sōh₂er	√₁soyh₂e	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	2	singular	√₁seth₂er	√₁seth₂e	√₁seso	√₁sēth₂er	√₁soyth₂e	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	3	singular	√₁setor	√₁seto	—	√₁sētor	√₁soyto	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	1	dual	√₁sowosdʰh₂	√₁sowedʰh₂	—	√₁sōwosdʰh₂	√₁soywedʰh₂	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	2	dual	—	—	—	—	—	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	3	dual	—	—	—	—	—	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	1	plural	√₁somosdʰh₂	√₁somedʰh₂	—	√₁sōmosdʰh₂	√₁soymedʰh₂	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	2	plural	√₁sedʰh₂we	√₁sedʰh₂we	√₁sedʰh₂we	√₁sēdʰh₂we	√₁soydʰh₂we	
secondary-imperfective-(h₁)se-desiderative	want to see	middle	3	plural	√₁soror	√₁soro	—	√₁sōror	√₁soyro	
secondary-imperfective-ye-denominative	be becoming	active	1	singular	√₁yóh₂ 	√₁yóm 	— 	√₁yṓh₂ 	√₁yóyh₁m̥	
secondary-imperfective-ye-denominative	be becoming	active	2	singular	√₁yési 	√₁yés 	√₁yé 	√₁yḗsi 	√₁yóys	
secondary-imperfective-ye-denominative	be becoming	active	3	singular	√₁yéti 	√₁yét 	√₁yétu 	√₁yḗti 	√₁yóyt	
secondary-imperfective-ye-denominative	be becoming	active	1	dual	√₁yówos 	√₁yówe 	— 	√₁yṓwos 	√₁yóywe	
secondary-imperfective-ye-denominative	be becoming	active	2	dual	√₁yétes 	√₁yétom 	√₁yétom 	√₁yḗtes 	√₁yóytom	
secondary-imperfective-ye-denominative	be becoming	active	3	dual	√₁yétes 	√₁yétām 	√₁yétām 	√₁yḗtes 	√₁yóytām	
secondary-imperfective-ye-denominative	be becoming	active	1	plural	√₁yómos 	√₁yóme 	— 	√₁yṓmos 	√₁yóyme	
secondary-imperfective-ye-denominative	be becoming	active	2	plural	√₁yéte 	√₁yéte 	√₁yéte 	√₁yḗte 	√₁yóyte	
secondary-imperfective-ye-denominative	be becoming	active	3	plural	√₁yónti 	√₁yónt 	√₁yóntu 	√₁yṓnti 	√₁yóyh₁n̥t 	
secondary-imperfective-ye-denominative	be becoming	middle	1	singular	√₁yóh₂er 	√₁yóh₂e 	— 	√₁yṓh₂er 	√₁yóyh₂e	
secondary-imperfective-ye-denominative	be becoming	middle	2	singular	√₁yéth₂er 	√₁yéth₂e 	√₁yéso 	√₁yḗth₂er 	√₁yóyth₂e	
secondary-imperfective-ye-denominative	be becoming	middle	3	singular	√₁yétor 	√₁yéto 	❔	√₁yḗtor 	√₁yóyto, √₁yóyh₁o	
secondary-imperfective-ye-denominative	be becoming	middle	1	dual	√₁yówosdʰh₂ 	√₁yówedʰh₂ 	— 	√₁yṓwosdʰh₂ 	√₁yóywedʰh₂	
secondary-imperfective-ye-denominative	be becoming	middle	2	dual	❔	❔	❔	❔	❔	
secondary-imperfective-ye-denominative	be becoming	middle	3	dual	❔	❔	❔	❔	❔	
secondary-imperfective-ye-denominative	be becoming	middle	1	plural	√₁yómosdʰh₂ 	√₁yómedʰh₂ 	— 	√₁yṓmosdʰh₂ 	√₁yóymedʰh₂	
secondary-imperfective-ye-denominative	be becoming	middle	2	plural	√₁yédʰh₂we 	√₁yédʰh₂we 	√₁yédʰh₂we 	√₁yḗdʰh₂we 	√₁yóydʰh₂we	
secondary-imperfective-ye-denominative	be becoming	middle	3	plural	√₁yóror, √₁yóntor 	√₁yóro, √₁yónto 	❔	√₁yṓror, √₁yṓntor 	√₁yóyro, √₁yóyh₁n̥to 	
secondary-imperfective-h₂-factitive	renew	active	1	singular	√₁h₂mi	néwām	—	√₁h₂oh₂	√₁h₂yeh₁m̥	
secondary-imperfective-h₂-factitive	renew	active	2	singular	√₁h₂si	√₁h₂s	√₁h₂	√₁h₂esi	√₁h₂yeh₁s	
