*	*	*	*	indicative	indicative	imperative   	subjunctive     	optative        	
want to see	middle	1     	plural   	wéydsomosdʰh₂     	wéydsomedʰh₂   	—	wéydsōmosdʰh₂   	wéydsoymedʰh₂   	
want to see	middle	2     	plural   	wéydsedʰh₂we      	wéydsedʰh₂we   	wéydsedʰh₂we 	wéydsēdʰh₂we    	wéydsoydʰh₂we   	
want to see	middle	3     	plural   	wéydsoror         	wéydsoro       	—	wéydsōror       	wéydsoyro       	
renew	active	1     	singular 	néweh₂mi          	néwām          	—	néweh₂oh₂       	néweh₂yeh₁m̥    	
renew	active	2     	singular 	néweh₂si          	néweh₂s        	néweh₂       	néweh₂esi       	néweh₂yeh₁s     	
renew	active	3     	singular 	néweh₂ti          	néweh₂t        	néweh₂tu     	néweh₂eti       	néweh₂yeh₁t     	
renew	active	1     	dual     	néweh₂wos         	néweh₂we       	—	néweh₂owos      	néweh₂ih₁we     	
renew	active	2     	dual     	néweh₂tes         	néweh₂tom      	néweh₂tom    	néweh₂etes      	néweh₂ih₁tom    	
renew	active	3     	dual     	néweh₂tes         	néweh₂tām      	néweh₂tām    	néweh₂etes      	néweh₂ih₁tām    	
renew	active	1     	plural   	néweh₂mos         	néweh₂me       	—	néweh₂omos      	néweh₂ih₁me     	
renew	active	2     	plural   	néweh₂te          	néweh₂te       	néweh₂te     	néweh₂ete       	néweh₂ih₁te     	
renew	active	3     	plural   	néweh₂n̥ti        	néweh₂n̥t      	néweh₂n̥tu   	néweh₂onti      	néweh₂ih₁n̥t    	
renew	middle	1     	singular 	néweh₂h₂er        	néweh₂h₂e      	—	néweh₂oh₂er     	néweh₂ih₁h₂e    	
renew	middle	2     	singular 	néweh₂th₂er       	néweh₂th₂e     	néweh₂so     	néweh₂eth₂er    	néweh₂ih₁th₂e   	
renew	middle	3     	singular 	néweh₂tor         	néweh₂to       	—	néweh₂etor      	néweh₂ih₁to     	
renew	middle	1     	dual     	néweh₂wosdʰh₂     	néweh₂wedʰh₂   	—	néweh₂owosdʰh₂  	néweh₂ih₁wedʰh₂ 	
renew	middle	2     	dual     	—	—	—	—	—	
renew	middle	3     	dual     	—	—	—	—	—	
renew	middle	1     	plural   	néweh₂mosdʰh₂     	néweh₂medʰh₂   	—	néweh₂omosdʰh₂  	néweh₂ih₁medʰh₂ 	
renew	middle	2     	plural   	néweh₂dʰh₂we      	néweh₂dʰh₂we   	néweh₂dʰh₂we 	néweh₂edʰh₂we   	néweh₂ih₁dʰh₂we 	
renew	middle	3     	plural   	néweh₂ror         	néweh₂ro       	—	néweh₂oror      	néweh₂ih₁ro     	
