# case      	gender   	singular 	dual        	plural    	en    
            
nominative  	masculine	ǵʰmṓ     	ǵʰmónh₁(e)  	ǵʰmónes   	man   
vocative    	masculine	ǵʰmón    	ǵʰmónh₁(e)  	ǵʰmónes   	man   
accusative  	masculine	ǵʰmónm̥  	ǵʰmónh₁(e)  	ǵʰmónm̥s  	man   
genitive    	masculine	ǵʰm̥nés  	            	ǵʰm̥nóHom 	man   
ablative    	masculine	ǵʰm̥nés  	            	ǵʰmn̥mós  	man   
dative      	masculine	ǵʰm̥néy  	            	ǵʰmn̥mós  	man   
locative    	masculine	ǵʰméni   	            	ǵʰmn̥sú   	man   
instrumental	masculine	ǵʰm̥néh₁ 	            	ǵʰmn̥bʰí  	man   
            
nominative  	feminine 	gʷénh₂s  	gʷénh₂h₁(e) 	gʷénh₂es  	woman 
vocative    	feminine 	gʷḗn     	gʷénh₂h₁(e) 	gʷénh₂es  	woman 
accusative  	feminine 	gʷénh₂m̥ 	gʷénh₂h₁(e) 	gʷénh₂m̥s 	woman 
genitive    	feminine 	gʷnéh₂s  	            	gʷnéh₂oHom	woman 
ablative    	feminine 	gʷnéh₂s  	            	gʷnéh₂mos 	woman 
dative      	feminine 	gʷnéh₂ey 	            	gʷnéh₂mos 	woman 
locative    	feminine 	gʷnéh₂i  	            	gʷnéh₂su  	woman 
instrumental	feminine 	gʷnéh₂h₁ 	            	gʷnéh₂bʰi 	woman 
            
nominative  	neuter   	ǵʰwerṓ   	ǵʰwerónh₁(e)	ǵʰwerónes 	animal
vocative    	neuter   	ǵʰwerón  	ǵʰwerónh₁(e)	ǵʰwerónes 	animal
accusative  	neuter   	ǵʰwerónm̥	ǵʰwerónh₁(e)	ǵʰwerónm̥s	animal
genitive    	neuter   	ǵʰwernés 	            	ǵʰwernóHom	animal
ablative    	neuter   	ǵʰwernés 	            	ǵʰwern̥mós	animal
dative      	neuter   	ǵʰwernéy 	            	ǵʰwern̥mós	animal
locative    	neuter   	ǵʰweréni 	            	ǵʰwern̥sú 	animal
instrumental	neuter   	ǵʰwernéh₁	            	ǵʰwern̥bʰí	animal
