🧍	pronoun	mi	14208	me; i
🧍🧍	pronoun	vi	12125	you
👎	particle	ne	9617	no
	verb	estas	9237	to there is
∧	conjunction	kaj	6004	and
	particle	ĉu	5241	yes-no
	preposition	de	5095	of
🏠🧍	preposition	al	4747	at; to
🧑‍🤝‍🧑	pronoun	ni	4416	we
→🕳️	preposition	en	3671	in
←	conjunction	ke	3283	that
🧍🧍🧍‍♂️	pronoun	li	3203	he
	preposition	por	2654	for
	particle	ĉi	2499	
←	pronoun	tio	2433	that
∧	conjunction	sed	2114	but
🧍🧍👫	pronoun	ili	1974	they
←	determiner	tiu	1846	that
🗺️←	adverb	tie	1840	there
📝?	conjunction	kiel	1826	how
::	preposition	kiel	1826	as
🧍🧍	pronoun	vin	1823	you
🧍	pronoun	min	1755	me
	preposition	pri	1695	of; about; on
?	pronoun	kio	1547	what
🧍🧍	preposition	kun	1538	with; about
🧍<sub>💎</sub>	determiner	mia	1518	my
🧍🧍🐍	pronoun	ĝi	1408	it
	pronoun	tiu	1331	
←	pronoun	kiu	1330	who
	determiner	kiu	1330	which
🧍🧍<sub>💎</sub>	determiner	via	1308	your
	pronoun	tion	1276	
👌	adverb	bone	1274	ok; well
🧍🧍🧍‍♀️	pronoun	ŝi	1268	she
→	conjunction	se	1224	if
>	adverb	pli	1112	more
∴	adverb	do	1099	hence; therefore
	noun	do	1099	dee
1	pronoun	oni	1092	one
	adverb	nur	1078	just
🧍🧍🐍	pronoun	ĝin	1048	it
🕐←	adverb	nun	1031	now
	conjunction	kial	870	
∀	pronoun	ĉio	857	everything
🕐?	conjunction	kiam	801	when
🧍🧍🧍‍♂️	pronoun	lin	788	him
	preposition	el	769	of
	adverb	jam	712	already
🗺️?	conjunction	kie	708	where
📝←	adverb	tiel	692	so
	preposition	da	684	of
	adverb	tre	671	very
	adverb	ankaŭ	663	also; too
	preposition	pro	663	for
	preposition	sur	658	upon; on
	particle	jen	629	
🧍🧍	preposition	per	577	with
🏠🧍	preposition	je	572	at; on
	pronoun	vian	550	
∨	conjunction	aŭ	534	or
👨‍💼	noun	sinjoro	525	sir; mister
	pronoun	iu	511	anyone
∀🤌	determiner	iu	511	any
🧑‍🤝‍🧑<sub>💎</sub>	determiner	nia	508	our
🧑‍🤝‍🧑	pronoun	nin	502	us
	conjunction	ĉar	495	for
	adverb	ankoraŭ	483	still
	adverb	vere	481	truly
	pronoun	mian	471	
	preposition	dum	469	during
🧘	verb	esti	465	to be
🧓	noun	dio	445	god
	adverb	eĉ	440	even
🏠←🚶	preposition	ĝis	432	to
	adverb	eble	428	possibly
	pronoun	ion	426	
	conjunction	ol	414	
	preposition	antaŭ	413	of
2	numeral	du	403	two
∀🕐	adverb	ĉiam	393	forever; always
→🕳️	preposition	post	391	in
	verb	fari	386	to do
🗺️←	adverb	tien	381	there
🏠🧍	preposition	ĉe	380	at
	adverb	plej	375	most
	adverb	certe	364	certainly
👨‍👧‍👦	noun	patro	360	father
👍	adjective	bona	355	good
	adverb	tuj	345	immediately
	determiner	kia	340	
	adverb	poste	322	afterwards
🧍🧍🐍	pronoun	mem	314	itself
	particle	mem	314	
🧍🧍🧍‍♂️<sub>💎</sub>	determiner	lia	305	his
⌛	noun	tempo	304	time
	preposition	sen	301	without
	adverb	tute	294	quite; whole
	adverb	tro	291	too
🌹	noun	vivo	290	life
🏠🧍	preposition	laŭ	271	by
	adverb	multe	267	a lot
💬	verb	diri	262	to say
🐘	adjective	granda	257	large; big
⌚→	adverb	tamen	252	then
📅	adverb	hodiaŭ	251	today
